cell_id,Progne tapera,Progne tapera tapera,Progne tapera fusca
842a315ffffffff,2.0,0.0,1.0
842a337ffffffff,1.0,0.0,0.0
842a339ffffffff,3.0,0.0,2.0
842aad1ffffffff,10.0,0.0,0.0
844505bffffffff,2.0,0.0,0.0
84450adffffffff,2.0,0.0,0.0
845f0e3ffffffff,2.0,0.0,0.0
845f291ffffffff,2.0,0.0,0.0
8466035ffffffff,2.0,0.0,0.0
8466067ffffffff,7.0,0.0,0.0
846608dffffffff,2.0,0.0,0.0
84660bbffffffff,6.0,0.0,0.0
84660e1ffffffff,4.0,0.0,0.0
8466105ffffffff,7.0,0.0,0.0
8466107ffffffff,9.0,0.0,0.0
8466113ffffffff,5.0,0.0,0.0
8466117ffffffff,2.0,0.0,0.0
8466139ffffffff,7.0,0.0,3.0
8466163ffffffff,51.0,0.0,0.0
8466167ffffffff,1.0,0.0,0.0
8466193ffffffff,2.0,2.0,0.0
84661b1ffffffff,2.0,0.0,0.0
84661cbffffffff,2.0,0.0,0.0
84661cdffffffff,7.0,0.0,0.0
84661ebffffffff,7.0,0.0,0.0
8466217ffffffff,2.0,0.0,0.0
8466221ffffffff,29.0,4.0,10.0
846622bffffffff,1.0,0.0,0.0
846629dffffffff,1.0,1.0,0.0
846631bffffffff,1.0,0.0,0.0
846641dffffffff,3.0,3.0,0.0
8466639ffffffff,2.0,0.0,0.0
8466a51ffffffff,7.0,0.0,0.0
8466b09ffffffff,3.0,0.0,0.0
8466d0dffffffff,2.0,2.0,0.0
8466d33ffffffff,16.0,0.0,5.0
8466d3bffffffff,4.0,0.0,2.0
8466d53ffffffff,4.0,0.0,0.0
8466dc3ffffffff,3.0,0.0,0.0
8466de5ffffffff,6.0,0.0,1.0
8466e6bffffffff,2.0,0.0,0.0
8466f03ffffffff,4.0,0.0,0.0
8466f0bffffffff,1.0,0.0,0.0
8467413ffffffff,1.0,0.0,0.0
846743bffffffff,2.0,0.0,1.0
846743dffffffff,4.0,0.0,0.0
8467461ffffffff,7.0,0.0,2.0
84674a5ffffffff,1.0,0.0,0.0
84674cbffffffff,3.0,0.0,0.0
84674edffffffff,1.0,0.0,0.0
84675a5ffffffff,1.0,1.0,0.0
84675c5ffffffff,2.0,0.0,0.0
84675cbffffffff,3.0,0.0,0.0
8467737ffffffff,13.0,0.0,0.0
8467805ffffffff,2.0,0.0,0.0
8467835ffffffff,5.0,0.0,0.0
846783dffffffff,2.0,0.0,0.0
846d769ffffffff,2.0,0.0,0.0
848a003ffffffff,2.0,0.0,2.0
848a45bffffffff,2.0,0.0,0.0
848a45dffffffff,1.0,0.0,0.0
848a8cdffffffff,6.0,0.0,0.0
848aabdffffffff,9.0,0.0,0.0
848ada9ffffffff,2.0,0.0,0.0
848af09ffffffff,1.0,0.0,1.0
848af0bffffffff,2.0,2.0,0.0
848af61ffffffff,1.0,0.0,1.0
848af69ffffffff,3.0,0.0,3.0
848af6dffffffff,1.0,1.0,0.0
848b0e7ffffffff,2.0,0.0,0.0
848b2c5ffffffff,1.0,0.0,0.0
848b617ffffffff,2.0,2.0,0.0
848b61dffffffff,6.0,0.0,0.0
848b713ffffffff,2.0,0.0,0.0
848e45dffffffff,2.0,2.0,0.0
848e621ffffffff,3.0,0.0,0.0
848e75bffffffff,1.0,0.0,0.0
848f0d7ffffffff,2.0,0.0,0.0
848f291ffffffff,3.0,0.0,0.0
848f295ffffffff,8.0,0.0,0.0
848f509ffffffff,2.0,0.0,0.0
848f5e1ffffffff,2.0,0.0,0.0
848f613ffffffff,1.0,0.0,0.0
84a812bffffffff,2.0,0.0,0.0
84a813dffffffff,1.0,0.0,1.0
84a81e9ffffffff,4.0,0.0,0.0
84a81ebffffffff,2.0,0.0,0.0
84a8257ffffffff,1.0,0.0,0.0
84a8a91ffffffff,3.0,0.0,3.0
84a91b7ffffffff,2.0,0.0,0.0
84a91d5ffffffff,2.0,0.0,0.0
84a92e1ffffffff,2.0,0.0,0.0
84a9411ffffffff,31.0,0.0,0.0
84a9413ffffffff,3.0,0.0,0.0
84a941bffffffff,10.0,0.0,0.0
84a9443ffffffff,3.0,0.0,0.0
84a9447ffffffff,2.0,0.0,0.0
84a9451ffffffff,2.0,0.0,0.0
84a945bffffffff,2.0,0.0,0.0
84a9469ffffffff,3.0,0.0,0.0
84a946dffffffff,2.0,0.0,0.0
84a94c7ffffffff,2.0,0.0,0.0
84a94cdffffffff,1.0,0.0,0.0
84a94e3ffffffff,1.0,0.0,0.0
84a9551ffffffff,2.0,0.0,0.0
84a9555ffffffff,2.0,0.0,0.0
84a955bffffffff,2.0,0.0,2.0
84a9601ffffffff,2.0,0.0,0.0
84a9607ffffffff,1.0,0.0,0.0
84a9611ffffffff,5.0,0.0,0.0
84a9613ffffffff,35.0,0.0,0.0
84a9617ffffffff,31.0,0.0,0.0
84a9619ffffffff,22.0,0.0,0.0
84a9621ffffffff,4.0,0.0,0.0
84a9623ffffffff,1.0,0.0,0.0
84a9627ffffffff,7.0,0.0,0.0
84a962dffffffff,4.0,0.0,0.0
84a9631ffffffff,1.0,0.0,0.0
84a9637ffffffff,2.0,0.0,0.0
84a9653ffffffff,20.0,0.0,0.0
84a96a5ffffffff,5.0,0.0,0.0
