cell_id,Coccyzus merlini,Coccyzus merlini bahamensis,Coccyzus merlini [merlini Group]
824437fffffffff,1431.0,0.0,733.0
8244a7fffffffff,21.0,0.0,0.0
8244b7fffffffff,125.0,0.0,0.0
82451ffffffffff,34.0,0.0,5.0
824587fffffffff,99.0,0.0,76.0
82458ffffffffff,3456.0,0.0,1726.0
824597fffffffff,437.0,0.0,195.0
82459ffffffffff,825.0,0.0,386.0
824c97fffffffff,53.0,0.0,8.0
824c9ffffffffff,198.0,0.0,119.0
