cell_id,Icteria virens,Icteria virens virens,Icteria virens auricollis
82125ffffffffff,2.0,0.0,0.0
8212c7fffffffff,2.0,0.0,0.0
8212cffffffffff,26.0,0.0,0.0
8212d7fffffffff,109.0,0.0,0.0
8212dffffffffff,990.0,0.0,0.0
8212effffffffff,14.0,0.0,0.0
822607fffffffff,34.0,0.0,0.0
82260ffffffffff,95.0,0.0,0.0
822617fffffffff,517.0,0.0,0.0
82261ffffffffff,32.0,0.0,0.0
822627fffffffff,2.0,0.0,0.0
822637fffffffff,85.0,0.0,0.0
822647fffffffff,4381.0,0.0,0.0
82264ffffffffff,3711.0,0.0,0.0
822657fffffffff,4621.0,0.0,0.0
82265ffffffffff,3389.0,0.0,0.0
822667fffffffff,2161.0,0.0,0.0
82266ffffffffff,3769.0,0.0,0.0
822677fffffffff,724.0,0.0,0.0
822687fffffffff,3418.0,0.0,0.0
82268ffffffffff,5783.0,0.0,0.0
822697fffffffff,1033.0,0.0,0.0
82269ffffffffff,3104.0,0.0,1.0
8226a7fffffffff,719.0,0.0,4.0
8226affffffffff,1312.0,0.0,9.0
8226b7fffffffff,61.0,0.0,0.0
8226c7fffffffff,42.0,0.0,0.0
8226cffffffffff,458.0,0.0,0.0
8226d7fffffffff,450.0,0.0,0.0
8226dffffffffff,103.0,0.0,0.0
8226e7fffffffff,504.0,0.0,0.0
8226effffffffff,1157.0,0.0,0.0
8226f7fffffffff,589.0,0.0,0.0
82274ffffffffff,262.0,0.0,0.0
82275ffffffffff,355.0,0.0,0.0
822787fffffffff,180.0,0.0,0.0
82278ffffffffff,757.0,0.0,0.0
822797fffffffff,314.0,0.0,0.0
82279ffffffffff,797.0,0.0,0.0
8227a7fffffffff,36.0,0.0,0.0
8227affffffffff,355.0,0.0,0.0
8227b7fffffffff,190.0,0.0,0.0
822807fffffffff,1263.0,0.0,0.0
822817fffffffff,784.0,0.0,0.0
82281ffffffffff,1948.0,0.0,16.0
822837fffffffff,2828.0,0.0,0.0
822887fffffffff,2268.0,0.0,0.0
82288ffffffffff,2936.0,0.0,0.0
822897fffffffff,216.0,0.0,0.0
82289ffffffffff,124.0,0.0,0.0
8228a7fffffffff,335.0,0.0,12.0
8228affffffffff,2008.0,0.0,16.0
8228b7fffffffff,1076.0,0.0,9.0
8228d7fffffffff,1249.0,0.0,0.0
8228f7fffffffff,2216.0,0.0,0.0
822917fffffffff,275.0,0.0,0.0
82291ffffffffff,78.0,0.0,0.0
822987fffffffff,1444.0,0.0,5.0
82298ffffffffff,811.0,0.0,0.0
822997fffffffff,704.0,0.0,0.0
82299ffffffffff,112.0,0.0,0.0
8229a7fffffffff,10558.0,0.0,0.0
8229affffffffff,857.0,0.0,0.0
8229b7fffffffff,3871.0,0.0,0.0
822a07fffffffff,95.0,0.0,0.0
822a17fffffffff,971.0,0.0,0.0
822a37fffffffff,848.0,0.0,0.0
822a87fffffffff,1590.0,13.0,0.0
822a8ffffffffff,5545.0,0.0,0.0
822a97fffffffff,3737.0,0.0,0.0
822a9ffffffffff,2023.0,4.0,0.0
822aa7fffffffff,807.0,0.0,0.0
822aaffffffffff,15248.0,103.0,0.0
822ab7fffffffff,1274.0,0.0,0.0
822ad7fffffffff,1080.0,0.0,0.0
822af7fffffffff,2125.0,0.0,0.0
822b07fffffffff,34.0,0.0,0.0
822b0ffffffffff,164.0,0.0,0.0
822b1ffffffffff,85.0,0.0,0.0
822b2ffffffffff,10.0,0.0,0.0
824417fffffffff,7.0,0.0,0.0
82441ffffffffff,2.0,0.0,0.0
824447fffffffff,2110.0,0.0,0.0
