cell_id,Parus major,Parus major [major Group],Parus major [bokharensis Group]
8408805ffffffff,12.0,6.0,0.0
8408807ffffffff,12.0,2.0,0.0
8408809ffffffff,19.0,7.0,0.0
840880bffffffff,17.0,0.0,0.0
840880dffffffff,244.0,48.0,0.0
8408821ffffffff,10.0,0.0,0.0
8408829ffffffff,66.0,48.0,0.0
840882bffffffff,15.0,3.0,0.0
840882dffffffff,54.0,34.0,0.0
8408831ffffffff,11.0,2.0,0.0
8408835ffffffff,2.0,0.0,0.0
8408837ffffffff,43.0,0.0,0.0
8408839ffffffff,23.0,0.0,0.0
840883dffffffff,42.0,2.0,0.0
8408841ffffffff,28.0,0.0,0.0
8408843ffffffff,18.0,5.0,0.0
8408845ffffffff,25.0,7.0,0.0
8408847ffffffff,17.0,9.0,0.0
840884bffffffff,2.0,0.0,0.0
840884dffffffff,8.0,2.0,0.0
8408851ffffffff,6.0,0.0,0.0
8408855ffffffff,20.0,1.0,0.0
8408859ffffffff,12.0,2.0,0.0
840885bffffffff,2.0,0.0,0.0
840885dffffffff,4.0,2.0,0.0
8408861ffffffff,6.0,4.0,0.0
8408863ffffffff,89.0,24.0,0.0
8408865ffffffff,14.0,4.0,0.0
8408867ffffffff,804.0,322.0,0.0
8408869ffffffff,66.0,6.0,0.0
840886bffffffff,153.0,71.0,0.0
8408881ffffffff,2.0,0.0,0.0
8408885ffffffff,6.0,2.0,0.0
8408889ffffffff,67.0,0.0,0.0
840888dffffffff,34.0,19.0,0.0
8408891ffffffff,1.0,0.0,0.0
8408895ffffffff,1.0,0.0,0.0
84088a1ffffffff,9.0,4.0,0.0
84088a3ffffffff,2.0,0.0,0.0
84088a9ffffffff,13.0,6.0,0.0
84088adffffffff,33.0,2.0,0.0
84088b3ffffffff,1.0,0.0,0.0
84088b7ffffffff,2.0,0.0,0.0
84088d3ffffffff,5.0,5.0,0.0
84088dbffffffff,1.0,0.0,0.0
84088e1ffffffff,52.0,52.0,0.0
84088e3ffffffff,8.0,2.0,0.0
84088e5ffffffff,8.0,0.0,0.0
84088e7ffffffff,6.0,6.0,0.0
8408901ffffffff,16.0,0.0,0.0
840890dffffffff,7.0,0.0,0.0
8408933ffffffff,3.0,0.0,0.0
8408937ffffffff,77.0,1.0,0.0
8408959ffffffff,106.0,83.0,0.0
840895bffffffff,119.0,70.0,0.0
8408961ffffffff,9.0,0.0,0.0
8408965ffffffff,34.0,16.0,0.0
8408969ffffffff,2.0,0.0,0.0
840896bffffffff,3.0,0.0,0.0
8408985ffffffff,42.0,1.0,0.0
8408987ffffffff,6.0,0.0,0.0
840898bffffffff,48.0,0.0,0.0
840898dffffffff,4.0,0.0,0.0
8408991ffffffff,59.0,8.0,0.0
8408993ffffffff,5.0,2.0,0.0
8408995ffffffff,108.0,5.0,0.0
8408997ffffffff,598.0,117.0,0.0
8408999ffffffff,28.0,3.0,0.0
840899bffffffff,13.0,4.0,0.0
840899dffffffff,27.0,1.0,0.0
84089a1ffffffff,61.0,0.0,0.0
84089a5ffffffff,22.0,0.0,0.0
84089a7ffffffff,25.0,1.0,0.0
84089a9ffffffff,222.0,2.0,0.0
84089abffffffff,19.0,1.0,0.0
84089adffffffff,38.0,1.0,0.0
84089b1ffffffff,93.0,10.0,0.0
84089b5ffffffff,6.0,0.0,0.0
84089b7ffffffff,13.0,1.0,0.0
84089bbffffffff,141.0,11.0,0.0
84089bdffffffff,34.0,4.0,0.0
84089c3ffffffff,5.0,0.0,0.0
84089cbffffffff,8.0,0.0,0.0
84089d1ffffffff,87.0,0.0,0.0
84089d3ffffffff,310.0,2.0,0.0
84089d5ffffffff,1.0,0.0,0.0
84089d7ffffffff,13.0,0.0,0.0
84089d9ffffffff,28.0,0.0,0.0
84089dbffffffff,79.0,0.0,0.0
84089ddffffffff,6.0,0.0,0.0
84089e1ffffffff,5.0,0.0,0.0
84089e3ffffffff,69.0,0.0,0.0
84089e5ffffffff,16.0,0.0,0.0
84089e7ffffffff,7.0,0.0,0.0
84089ebffffffff,8.0,0.0,0.0
84089edffffffff,4.0,0.0,0.0
8408a05ffffffff,2.0,0.0,0.0
8408a07ffffffff,2.0,0.0,0.0
8408a09ffffffff,2.0,0.0,0.0
8408a0bffffffff,6.0,4.0,0.0
8408a15ffffffff,12.0,4.0,0.0
8408a21ffffffff,4.0,0.0,0.0
8408a25ffffffff,6.0,2.0,0.0
8408a27ffffffff,39.0,0.0,0.0
8408a2dffffffff,1.0,0.0,0.0
8408a35ffffffff,11.0,3.0,0.0
8408a39ffffffff,1.0,0.0,0.0
8408a3bffffffff,3.0,0.0,0.0
8408a3dffffffff,4.0,0.0,0.0
8408a43ffffffff,2.0,0.0,0.0
8408a45ffffffff,23.0,13.0,0.0
8408a47ffffffff,2.0,0.0,0.0
8408a4dffffffff,1.0,1.0,0.0
8408a53ffffffff,22.0,8.0,0.0
8408a5bffffffff,2.0,0.0,0.0
8408a63ffffffff,2.0,0.0,0.0
8408a67ffffffff,2.0,0.0,0.0
8408a69ffffffff,9.0,1.0,0.0
8408a6dffffffff,6.0,3.0,0.0
8408a81ffffffff,3.0,0.0,0.0
8408a8dffffffff,2.0,0.0,0.0
8408a97ffffffff,3.0,1.0,0.0
8408acbffffffff,2.0,0.0,0.0
8408ad3ffffffff,2.0,2.0,0.0
8408ae1ffffffff,1.0,0.0,0.0
8408ae3ffffffff,4.0,0.0,0.0
8408b01ffffffff,1.0,0.0,0.0
8408b03ffffffff,5.0,0.0,0.0
8408b05ffffffff,19.0,4.0,0.0
8408b07ffffffff,4.0,0.0,0.0
8408b09ffffffff,18.0,4.0,0.0
8408b0dffffffff,28.0,4.0,0.0
8408b11ffffffff,114.0,6.0,0.0
8408b13ffffffff,1.0,0.0,0.0
8408b15ffffffff,65.0,2.0,0.0
8408b17ffffffff,14.0,0.0,0.0
8408b1bffffffff,4.0,0.0,0.0
8408b1dffffffff,15.0,0.0,0.0
8408b21ffffffff,2.0,0.0,0.0
8408b23ffffffff,1.0,0.0,0.0
8408b29ffffffff,10.0,0.0,0.0
8408b2dffffffff,5.0,1.0,0.0
8408b31ffffffff,7.0,0.0,0.0
8408b33ffffffff,24.0,2.0,0.0
8408b35ffffffff,1.0,0.0,0.0
8408b37ffffffff,19.0,0.0,0.0
8408b3bffffffff,5.0,4.0,0.0
8408b3dffffffff,29.0,2.0,0.0
8408b41ffffffff,22.0,6.0,0.0
8408b47ffffffff,14.0,2.0,0.0
8408b4bffffffff,1.0,0.0,0.0
8408b4dffffffff,6.0,0.0,0.0
8408b51ffffffff,12.0,4.0,0.0
8408b53ffffffff,2.0,0.0,0.0
8408b57ffffffff,4.0,0.0,0.0
8408b5bffffffff,6.0,0.0,0.0
8408b61ffffffff,1.0,0.0,0.0
8408b63ffffffff,9.0,2.0,0.0
8408b65ffffffff,22.0,0.0,0.0
8408b67ffffffff,24.0,3.0,0.0
8408b6bffffffff,3.0,0.0,0.0
8408b6dffffffff,1.0,0.0,0.0
8408c01ffffffff,2.0,0.0,0.0
8408c07ffffffff,3.0,0.0,0.0
8408c19ffffffff,20.0,2.0,0.0
8408c1bffffffff,16.0,2.0,0.0
8408c21ffffffff,12.0,4.0,0.0
8408c23ffffffff,4.0,0.0,0.0
8408c25ffffffff,9.0,2.0,0.0
8408c29ffffffff,13.0,3.0,0.0
8408c2bffffffff,2.0,0.0,0.0
8408c31ffffffff,21.0,3.0,0.0
8408c33ffffffff,1.0,1.0,0.0
8408c35ffffffff,1.0,0.0,0.0
8408c3dffffffff,5.0,0.0,0.0
8408c63ffffffff,2.0,0.0,0.0
8408c6bffffffff,1.0,0.0,0.0
8408c89ffffffff,6.0,0.0,0.0
8408c8bffffffff,63.0,4.0,0.0
8408c8dffffffff,13.0,0.0,0.0
8408c91ffffffff,19.0,5.0,0.0
8408c93ffffffff,7.0,0.0,0.0
8408c95ffffffff,23.0,3.0,0.0
8408c97ffffffff,38.0,12.0,0.0
8408c99ffffffff,1.0,0.0,0.0
8408c9bffffffff,3.0,0.0,0.0
8408c9dffffffff,1.0,0.0,0.0
8408ccdffffffff,1.0,0.0,0.0
8408cd3ffffffff,2.0,0.0,0.0
8408cd5ffffffff,12.0,0.0,0.0
8408cd7ffffffff,148.0,13.0,0.0
8408ce1ffffffff,12.0,0.0,0.0
8408ce5ffffffff,7.0,0.0,0.0
8408cebffffffff,1.0,0.0,0.0
8408cedffffffff,1.0,0.0,0.0
8408d07ffffffff,7.0,0.0,0.0
8408d11ffffffff,9.0,0.0,0.0
8408d15ffffffff,4.0,2.0,0.0
8408d19ffffffff,167.0,11.0,0.0
8408d1bffffffff,5.0,1.0,0.0
8408d1dffffffff,5.0,0.0,0.0
8408d21ffffffff,2.0,0.0,0.0
8408d29ffffffff,1.0,0.0,0.0
8408d2bffffffff,2.0,2.0,0.0
8408d2dffffffff,5.0,0.0,0.0
8408d31ffffffff,6.0,0.0,0.0
8408d33ffffffff,2.0,0.0,0.0
8408d37ffffffff,2.0,0.0,0.0
8408d41ffffffff,15.0,0.0,0.0
8408d43ffffffff,6.0,1.0,0.0
8408d49ffffffff,6.0,0.0,0.0
8408d4bffffffff,8.0,0.0,0.0
8408d51ffffffff,14.0,2.0,0.0
8408d53ffffffff,3.0,0.0,0.0
8408d55ffffffff,15.0,0.0,0.0
8408d57ffffffff,19.0,2.0,0.0
8408d5dffffffff,3.0,0.0,0.0
8408d81ffffffff,84.0,0.0,0.0
8408d83ffffffff,1.0,0.0,0.0
8408d85ffffffff,24.0,4.0,0.0
8408d87ffffffff,1.0,0.0,0.0
8408d89ffffffff,6.0,0.0,0.0
8408d8bffffffff,120.0,5.0,0.0
8408da9ffffffff,4.0,2.0,0.0
8408dbdffffffff,2.0,0.0,0.0
8408dc9ffffffff,4.0,0.0,0.0
8408dcbffffffff,1.0,0.0,0.0
8408dd5ffffffff,3.0,0.0,0.0
8408dd9ffffffff,17.0,4.0,0.0
8408de3ffffffff,1.0,0.0,0.0
8408de7ffffffff,2.0,0.0,0.0
8408e33ffffffff,1.0,0.0,0.0
8408e35ffffffff,1.0,0.0,0.0
8408e39ffffffff,2.0,0.0,0.0
8408e5bffffffff,1.0,0.0,0.0
8408e8bffffffff,1.0,1.0,0.0
8408e99ffffffff,1.0,0.0,0.0
8408e9bffffffff,1.0,0.0,0.0
8408e9dffffffff,1.0,0.0,0.0
8408ea3ffffffff,5.0,0.0,0.0
8408ea7ffffffff,20.0,2.0,0.0
8408eabffffffff,2.0,0.0,0.0
8408ec1ffffffff,23.0,0.0,0.0
8408ec9ffffffff,8.0,2.0,0.0
8408ecbffffffff,2.0,0.0,0.0
8408ed1ffffffff,2.0,0.0,0.0
8408ed3ffffffff,89.0,5.0,0.0
8408ed7ffffffff,1.0,0.0,0.0
8408edbffffffff,12.0,1.0,0.0
8408ee1ffffffff,5.0,0.0,0.0
8408ee9ffffffff,2.0,0.0,0.0
8408f01ffffffff,2.0,0.0,0.0
8408f09ffffffff,2.0,0.0,0.0
8408f0dffffffff,2.0,0.0,0.0
8408f25ffffffff,13.0,6.0,0.0
8408f29ffffffff,4.0,0.0,0.0
8408f2dffffffff,8.0,2.0,0.0
8408f3dffffffff,1.0,0.0,0.0
8408f47ffffffff,6.0,0.0,0.0
8408f4dffffffff,1.0,0.0,0.0
8408f63ffffffff,35.0,0.0,0.0
84094a7ffffffff,4.0,0.0,0.0
84094b3ffffffff,2.0,0.0,0.0
84094b5ffffffff,7.0,0.0,0.0
84094b7ffffffff,17.0,7.0,0.0
8409583ffffffff,2.0,0.0,0.0
8409585ffffffff,5.0,0.0,0.0
8409587ffffffff,15.0,0.0,0.0
8409591ffffffff,3.0,0.0,0.0
8409595ffffffff,2.0,0.0,0.0
84095a7ffffffff,2.0,0.0,0.0
84095a9ffffffff,13.0,0.0,0.0
84095abffffffff,3.0,0.0,0.0
84095adffffffff,11.0,0.0,0.0
84095b9ffffffff,1.0,0.0,0.0
84095bbffffffff,12.0,0.0,0.0
8409803ffffffff,6.0,0.0,0.0
8409805ffffffff,23.0,0.0,0.0
8409807ffffffff,2.0,0.0,0.0
8409811ffffffff,60.0,4.0,0.0
8409813ffffffff,1.0,0.0,0.0
8409815ffffffff,10.0,0.0,0.0
8409817ffffffff,3.0,0.0,0.0
8409819ffffffff,8.0,0.0,0.0
840981bffffffff,2.0,0.0,0.0
840981dffffffff,4.0,0.0,0.0
8409821ffffffff,85.0,6.0,0.0
8409823ffffffff,5.0,1.0,0.0
8409825ffffffff,13.0,0.0,0.0
8409829ffffffff,4.0,0.0,0.0
840982bffffffff,84.0,1.0,0.0
840982dffffffff,25.0,0.0,0.0
8409837ffffffff,4.0,0.0,0.0
840983bffffffff,5.0,0.0,0.0
8409881ffffffff,4.0,0.0,0.0
8409883ffffffff,7.0,1.0,0.0
8409885ffffffff,7.0,0.0,0.0
8409887ffffffff,3.0,0.0,0.0
8409889ffffffff,6.0,0.0,0.0
8409891ffffffff,2.0,0.0,0.0
8409893ffffffff,5.0,0.0,0.0
8409895ffffffff,2.0,1.0,0.0
8409897ffffffff,4.0,0.0,0.0
840989bffffffff,1.0,1.0,0.0
840989dffffffff,5.0,1.0,0.0
84098a7ffffffff,2.0,0.0,0.0
84098a9ffffffff,2.0,0.0,0.0
84098abffffffff,10.0,0.0,0.0
84098b1ffffffff,1.0,0.0,0.0
84098b7ffffffff,1.0,0.0,0.0
84098b9ffffffff,1.0,0.0,0.0
84098bbffffffff,6.0,0.0,0.0
84098bdffffffff,5.0,0.0,0.0
84098c1ffffffff,13.0,0.0,0.0
84098c3ffffffff,4.0,0.0,0.0
84098c5ffffffff,6.0,0.0,0.0
84098c7ffffffff,30.0,0.0,0.0
84098cbffffffff,1.0,0.0,0.0
84098cdffffffff,2.0,0.0,0.0
84098d1ffffffff,5.0,2.0,0.0
84098d3ffffffff,2.0,0.0,0.0
84098d5ffffffff,5.0,0.0,0.0
84098d9ffffffff,2.0,0.0,0.0
84098dbffffffff,13.0,0.0,0.0
84098ddffffffff,4.0,0.0,0.0
84098e1ffffffff,7.0,0.0,0.0
84098e3ffffffff,3.0,1.0,0.0
84098e9ffffffff,6.0,0.0,0.0
84098ebffffffff,3.0,0.0,0.0
8409911ffffffff,144.0,4.0,0.0
8409913ffffffff,35.0,0.0,0.0
8409917ffffffff,74.0,3.0,0.0
840991bffffffff,259.0,3.0,0.0
8409937ffffffff,2.0,0.0,0.0
8409981ffffffff,27.0,0.0,0.0
8409983ffffffff,13.0,2.0,0.0
8409987ffffffff,7.0,0.0,0.0
840998bffffffff,5.0,0.0,0.0
840998dffffffff,4.0,2.0,0.0
8409991ffffffff,79.0,10.0,0.0
8409993ffffffff,509.0,112.0,0.0
8409995ffffffff,16.0,2.0,0.0
8409997ffffffff,48.0,15.0,0.0
8409999ffffffff,2.0,0.0,0.0
840999bffffffff,5.0,3.0,0.0
840999dffffffff,2.0,0.0,0.0
84099a3ffffffff,2.0,0.0,0.0
84099a7ffffffff,2.0,0.0,0.0
84099b1ffffffff,9.0,0.0,0.0
84099b3ffffffff,2.0,0.0,0.0
84099b5ffffffff,4.0,0.0,0.0
84099b7ffffffff,1.0,0.0,0.0
84099b9ffffffff,197.0,6.0,0.0
84099bbffffffff,4.0,0.0,0.0
84099bdffffffff,27.0,6.0,0.0
84099c5ffffffff,1.0,0.0,0.0
84099cdffffffff,18.0,0.0,0.0
84099d5ffffffff,2.0,0.0,0.0
84099d7ffffffff,14.0,2.0,0.0
84099d9ffffffff,2.0,0.0,0.0
84099e9ffffffff,118.0,2.0,0.0
84099ebffffffff,7.0,0.0,0.0
8409a09ffffffff,4.0,0.0,0.0
8409ab1ffffffff,1.0,0.0,0.0
8409ab7ffffffff,3.0,0.0,0.0
840a337ffffffff,7.0,0.0,0.0
840a91dffffffff,2.0,0.0,0.0
840aa6dffffffff,1.0,0.0,0.0
840b93dffffffff,2.0,0.0,0.0
840b9a7ffffffff,6.0,0.0,0.0
840bb01ffffffff,19.0,0.0,0.0
840bb03ffffffff,10.0,1.0,0.0
840bb05ffffffff,2.0,0.0,0.0
840bb07ffffffff,2.0,0.0,0.0
840bb0dffffffff,1.0,0.0,0.0
841012dffffffff,2.0,0.0,0.0
8410161ffffffff,3.0,0.0,0.0
8410165ffffffff,4.0,0.0,0.0
8410167ffffffff,7.0,0.0,0.0
8410169ffffffff,3.0,0.0,0.0
8410231ffffffff,2.0,0.0,0.0
8410811ffffffff,1.0,1.0,0.0
8410895ffffffff,1.0,0.0,0.0
8410897ffffffff,2.0,0.0,0.0
84109a9ffffffff,1.0,0.0,0.0
84109c7ffffffff,2.0,0.0,0.0
8410a21ffffffff,1.0,0.0,0.0
8410a2dffffffff,4.0,0.0,0.0
8410a81ffffffff,5.0,5.0,0.0
8410b39ffffffff,6.0,0.0,0.0
8410c05ffffffff,5.0,0.0,0.0
8410c07ffffffff,4.0,0.0,0.0
8410c19ffffffff,2.0,0.0,0.0
8410c21ffffffff,4.0,0.0,0.0
8410c23ffffffff,176.0,0.0,0.0
8410c27ffffffff,15.0,0.0,0.0
8410c29ffffffff,2.0,0.0,0.0
8410c35ffffffff,10.0,0.0,0.0
8410d13ffffffff,2.0,0.0,0.0
8410d21ffffffff,3.0,0.0,0.0
8410d69ffffffff,1.0,0.0,0.0
8410dc1ffffffff,6.0,0.0,0.0
8410dc9ffffffff,87.0,0.0,0.0
8410dcdffffffff,17.0,0.0,0.0
8410f01ffffffff,2.0,2.0,0.0
8410f0dffffffff,28.0,15.0,0.0
8410f1bffffffff,1.0,0.0,0.0
8410f29ffffffff,10.0,0.0,0.0
8410f69ffffffff,2.0,0.0,0.0
8411001ffffffff,2.0,0.0,0.0
8411009ffffffff,4.0,0.0,0.0
8411015ffffffff,7.0,0.0,0.0
8411029ffffffff,1.0,0.0,0.0
8411031ffffffff,31.0,0.0,0.0
8411033ffffffff,2.0,0.0,0.0
841103bffffffff,11.0,0.0,0.0
8411041ffffffff,16.0,0.0,0.0
8411043ffffffff,8.0,0.0,0.0
8411045ffffffff,14.0,0.0,0.0
8411049ffffffff,4.0,1.0,0.0
841104dffffffff,1.0,0.0,0.0
8411053ffffffff,3.0,0.0,0.0
8411055ffffffff,2.0,0.0,0.0
8411059ffffffff,30.0,2.0,0.0
841105bffffffff,6.0,2.0,0.0
841105dffffffff,10.0,0.0,0.0
8411061ffffffff,342.0,22.0,0.0
8411063ffffffff,22.0,0.0,0.0
8411065ffffffff,6.0,0.0,0.0
8411069ffffffff,215.0,2.0,0.0
841106bffffffff,343.0,4.0,0.0
841106dffffffff,28.0,0.0,0.0
84110e1ffffffff,2.0,0.0,0.0
84110ebffffffff,5.0,0.0,0.0
8411137ffffffff,2.0,0.0,0.0
8411139ffffffff,2.0,0.0,0.0
8411155ffffffff,4.0,0.0,0.0
841115bffffffff,22.0,0.0,0.0
8411169ffffffff,43.0,0.0,0.0
841116dffffffff,4.0,0.0,0.0
8411201ffffffff,3.0,0.0,0.0
841120dffffffff,9.0,2.0,0.0
8411217ffffffff,1.0,0.0,0.0
8411219ffffffff,2.0,2.0,0.0
8411221ffffffff,12.0,4.0,0.0
8411223ffffffff,9.0,4.0,0.0
8411229ffffffff,4.0,2.0,0.0
8411231ffffffff,2.0,0.0,0.0
8411233ffffffff,10.0,2.0,0.0
8411235ffffffff,39.0,18.0,0.0
8411237ffffffff,18.0,6.0,0.0
841123dffffffff,2.0,0.0,0.0
8411241ffffffff,3.0,0.0,0.0
8411243ffffffff,4.0,0.0,0.0
8411245ffffffff,9.0,0.0,0.0
8411247ffffffff,6.0,0.0,0.0
8411249ffffffff,30.0,3.0,0.0
841124dffffffff,6.0,0.0,0.0
8411251ffffffff,58.0,5.0,0.0
8411253ffffffff,4.0,0.0,0.0
8411255ffffffff,8.0,0.0,0.0
841125bffffffff,2.0,0.0,0.0
8411261ffffffff,39.0,13.0,0.0
8411263ffffffff,8.0,0.0,0.0
8411265ffffffff,1.0,0.0,0.0
8411267ffffffff,6.0,0.0,0.0
8411269ffffffff,25.0,2.0,0.0
841126bffffffff,25.0,4.0,0.0
841126dffffffff,946.0,329.0,0.0
8411281ffffffff,6.0,1.0,0.0
8411285ffffffff,7.0,0.0,0.0
841128bffffffff,2.0,0.0,0.0
841128dffffffff,14.0,6.0,0.0
84112abffffffff,1.0,0.0,0.0
84112adffffffff,10.0,4.0,0.0
84112c1ffffffff,3.0,0.0,0.0
84112c5ffffffff,1.0,0.0,0.0
84112d1ffffffff,2.0,0.0,0.0
84112d3ffffffff,12.0,2.0,0.0
84112d7ffffffff,6.0,0.0,0.0
84112d9ffffffff,4.0,0.0,0.0
84112e3ffffffff,11.0,2.0,0.0
84112e7ffffffff,4.0,2.0,0.0
84112ebffffffff,4.0,0.0,0.0
84112edffffffff,16.0,8.0,0.0
8411301ffffffff,2.0,0.0,0.0
8411303ffffffff,2.0,0.0,0.0
8411309ffffffff,1.0,0.0,0.0
841130bffffffff,4.0,0.0,0.0
841130dffffffff,4.0,0.0,0.0
8411313ffffffff,2.0,0.0,0.0
8411321ffffffff,2.0,0.0,0.0
8411337ffffffff,3.0,0.0,0.0
8411341ffffffff,4.0,0.0,0.0
8411345ffffffff,23.0,0.0,0.0
8411347ffffffff,73.0,2.0,0.0
8411349ffffffff,20.0,0.0,0.0
841134bffffffff,4.0,0.0,0.0
841134dffffffff,23.0,0.0,0.0
8411355ffffffff,8.0,0.0,0.0
8411359ffffffff,5.0,2.0,0.0
841135dffffffff,14.0,0.0,0.0
8411363ffffffff,5.0,0.0,0.0
8411365ffffffff,4.0,0.0,0.0
8411367ffffffff,2.0,0.0,0.0
8411369ffffffff,2.0,0.0,0.0
841136bffffffff,123.0,1.0,0.0
841136dffffffff,1.0,0.0,0.0
8411401ffffffff,2.0,0.0,0.0
8411549ffffffff,5.0,0.0,0.0
841165bffffffff,5.0,0.0,0.0
8411807ffffffff,5.0,1.0,0.0
8411811ffffffff,25.0,13.0,0.0
8411813ffffffff,101.0,13.0,0.0
8411815ffffffff,2.0,1.0,0.0
8411817ffffffff,6.0,0.0,0.0
8411819ffffffff,5.0,0.0,0.0
841181bffffffff,104.0,6.0,0.0
841181dffffffff,150.0,16.0,0.0
8411839ffffffff,4.0,0.0,0.0
8411853ffffffff,25.0,0.0,0.0
841185bffffffff,6.0,0.0,0.0
841185dffffffff,4.0,0.0,0.0
8411897ffffffff,6.0,0.0,0.0
84118adffffffff,83.0,0.0,0.0
84118bdffffffff,6.0,0.0,0.0
84118c1ffffffff,20.0,0.0,0.0
84118c5ffffffff,21.0,1.0,0.0
84118c7ffffffff,9.0,0.0,0.0
84118c9ffffffff,37.0,0.0,0.0
84118cdffffffff,240.0,24.0,0.0
84118e1ffffffff,4.0,2.0,0.0
84118e5ffffffff,2.0,0.0,0.0
84118e7ffffffff,2.0,0.0,0.0
84118e9ffffffff,71.0,28.0,0.0
84118edffffffff,1.0,0.0,0.0
8411913ffffffff,12.0,0.0,0.0
841191bffffffff,1.0,0.0,0.0
8411965ffffffff,6.0,0.0,0.0
84119ebffffffff,27.0,12.0,0.0
84119edffffffff,2.0,0.0,0.0
8411a09ffffffff,1.0,0.0,0.0
8411a0dffffffff,2.0,0.0,0.0
8411a43ffffffff,5.0,0.0,0.0
8411a4dffffffff,4.0,0.0,0.0
8411a61ffffffff,1.0,0.0,0.0
8411a63ffffffff,2.0,0.0,0.0
8411a6bffffffff,22.0,0.0,0.0
8411a85ffffffff,3.0,0.0,0.0
8411a8dffffffff,1.0,1.0,0.0
8411aa1ffffffff,128.0,1.0,0.0
8411aa3ffffffff,24.0,0.0,0.0
8411aa5ffffffff,354.0,5.0,0.0
8411aa7ffffffff,1253.0,47.0,0.0
8411aa9ffffffff,22.0,0.0,0.0
8411aabffffffff,29.0,0.0,0.0
8411aadffffffff,88.0,0.0,0.0
8411ab1ffffffff,27.0,19.0,0.0
8411ab5ffffffff,47.0,10.0,0.0
8411ab7ffffffff,10.0,0.0,0.0
8411ab9ffffffff,6.0,6.0,0.0
8411abdffffffff,26.0,5.0,0.0
8411ac3ffffffff,2.0,0.0,0.0
8411ad7ffffffff,1.0,0.0,0.0
8411ae1ffffffff,11.0,4.0,0.0
8411ae3ffffffff,389.0,132.0,0.0
8411ae5ffffffff,15.0,8.0,0.0
8411ae7ffffffff,50.0,30.0,0.0
8411b11ffffffff,1.0,0.0,0.0
8411b4dffffffff,36.0,0.0,0.0
8411b69ffffffff,2.0,0.0,0.0
8414ae5ffffffff,98.0,0.0,0.0
8414aedffffffff,4.0,0.0,0.0
8415b07ffffffff,2.0,0.0,0.0
8417143ffffffff,1.0,1.0,0.0
