cell_id,Todiramphus sanctus,Todiramphus sanctus sanctus,Todiramphus sanctus canacorum,Todiramphus sanctus macmillani,Todiramphus sanctus vagans
84688adffffffff,4.0,4.0,0.0,0.0,0.0
8468923ffffffff,3.0,3.0,0.0,0.0,0.0
84689a7ffffffff,2.0,0.0,0.0,0.0,0.0
8468c37ffffffff,2.0,0.0,0.0,0.0,0.0
8468c81ffffffff,2.0,0.0,0.0,0.0,0.0
8468c89ffffffff,9.0,0.0,0.0,0.0,0.0
8468c8bffffffff,70.0,15.0,0.0,0.0,0.0
8468ce3ffffffff,2.0,0.0,0.0,0.0,0.0
8468ce7ffffffff,7.0,0.0,0.0,0.0,0.0
8468d05ffffffff,2.0,0.0,0.0,0.0,0.0
8468d29ffffffff,1.0,0.0,0.0,0.0,0.0
8468d2bffffffff,1.0,0.0,0.0,0.0,0.0
8468d81ffffffff,2.0,0.0,0.0,0.0,0.0
8468d85ffffffff,2.0,0.0,0.0,0.0,0.0
8468db9ffffffff,2.0,0.0,0.0,0.0,0.0
84699a5ffffffff,2.0,0.0,0.0,0.0,0.0
8472895ffffffff,1.0,0.0,0.0,0.0,0.0
84728b9ffffffff,4.0,0.0,0.0,0.0,0.0
8472901ffffffff,2.0,2.0,0.0,0.0,0.0
8472905ffffffff,5.0,1.0,0.0,0.0,0.0
847290dffffffff,2.0,0.0,0.0,0.0,0.0
8472913ffffffff,3.0,0.0,0.0,0.0,0.0
8472917ffffffff,6.0,0.0,0.0,0.0,0.0
84729dbffffffff,28.0,0.0,0.0,0.0,0.0
8472a07ffffffff,10.0,0.0,0.0,0.0,0.0
8472a23ffffffff,2.0,0.0,0.0,0.0,0.0
8472a2bffffffff,2.0,0.0,0.0,0.0,0.0
8472a31ffffffff,17.0,0.0,0.0,0.0,0.0
8472a3bffffffff,3.0,0.0,0.0,0.0,0.0
8472ae1ffffffff,7.0,0.0,0.0,0.0,0.0
8472ae3ffffffff,32.0,0.0,0.0,0.0,0.0
8472ae7ffffffff,13.0,0.0,0.0,0.0,0.0
8472aedffffffff,2.0,0.0,0.0,0.0,0.0
8472b49ffffffff,2.0,0.0,0.0,0.0,0.0
8472d19ffffffff,4.0,0.0,0.0,0.0,0.0
8472d23ffffffff,97.0,6.0,0.0,0.0,0.0
8472d93ffffffff,1.0,0.0,0.0,0.0,0.0
8472d97ffffffff,2.0,0.0,0.0,0.0,0.0
8472da3ffffffff,2.0,1.0,0.0,0.0,0.0
8472da5ffffffff,2.0,0.0,0.0,0.0,0.0
8472db3ffffffff,2.0,0.0,0.0,0.0,0.0
8472dd5ffffffff,1.0,0.0,0.0,0.0,0.0
8472debffffffff,21.0,10.0,0.0,0.0,0.0
8472f23ffffffff,60.0,2.0,0.0,0.0,0.0
8472f35ffffffff,39.0,1.0,0.0,0.0,0.0
8472f37ffffffff,2.0,0.0,0.0,0.0,0.0
8473901ffffffff,2.0,0.0,0.0,0.0,0.0
8473905ffffffff,7.0,0.0,0.0,0.0,0.0
8473907ffffffff,11.0,0.0,0.0,0.0,0.0
847390bffffffff,6.0,0.0,0.0,0.0,0.0
847390dffffffff,12.0,0.0,0.0,0.0,0.0
8473955ffffffff,4.0,0.0,0.0,0.0,0.0
8473959ffffffff,2.0,2.0,0.0,0.0,0.0
8473987ffffffff,2.0,0.0,0.0,0.0,0.0
84739a1ffffffff,5.0,0.0,0.0,0.0,0.0
84739a9ffffffff,9.0,1.0,0.0,0.0,0.0
84739abffffffff,109.0,22.0,0.0,0.0,0.0
84739b1ffffffff,8.0,0.0,0.0,0.0,0.0
84739b5ffffffff,35.0,9.0,0.0,0.0,0.0
8476861ffffffff,3.0,1.0,0.0,0.0,0.0
84768edffffffff,1.0,0.0,0.0,0.0,0.0
847699dffffffff,32.0,0.0,0.0,0.0,0.0
84769d1ffffffff,1.0,0.0,0.0,0.0,0.0
84769ddffffffff,2.0,0.0,0.0,0.0,0.0
8476b59ffffffff,2.0,2.0,0.0,0.0,0.0
8477913ffffffff,2.0,0.0,0.0,0.0,0.0
84779a3ffffffff,2.0,0.0,0.0,0.0,0.0
84779bdffffffff,2.0,0.0,0.0,0.0,0.0
848c107ffffffff,35.0,7.0,0.0,0.0,0.0
848c12bffffffff,3.0,0.0,0.0,0.0,0.0
848c131ffffffff,3.0,0.0,0.0,0.0,0.0
848d809ffffffff,26.0,10.0,0.0,0.0,0.0
848d855ffffffff,3.0,3.0,0.0,0.0,0.0
848d8c7ffffffff,2.0,2.0,0.0,0.0,0.0
848d8cbffffffff,4.0,1.0,0.0,0.0,0.0
848d9a5ffffffff,2.0,0.0,0.0,0.0,0.0
848da2dffffffff,35.0,4.0,0.0,0.0,0.0
848da33ffffffff,2.0,0.0,0.0,0.0,0.0
848da67ffffffff,7.0,0.0,0.0,0.0,0.0
848da6dffffffff,1.0,0.0,0.0,0.0,0.0
848db49ffffffff,5.0,4.0,0.0,0.0,0.0
848db53ffffffff,137.0,34.0,0.0,0.0,0.0
848db59ffffffff,3.0,0.0,0.0,0.0,0.0
848db5bffffffff,4.0,0.0,0.0,0.0,0.0
8494049ffffffff,8.0,7.0,0.0,0.0,0.0
