cell_id,Progne tapera,Progne tapera tapera,Progne tapera fusca
845f00dffffffff,2.0,0.0,0.0
845f083ffffffff,18.0,0.0,0.0
845f087ffffffff,3.0,0.0,0.0
845f095ffffffff,3.0,0.0,0.0
845f0d7ffffffff,1.0,0.0,0.0
845f105ffffffff,2.0,0.0,0.0
845f129ffffffff,1.0,0.0,0.0
845f12bffffffff,38.0,0.0,0.0
845f131ffffffff,2.0,0.0,0.0
845f139ffffffff,1.0,0.0,0.0
845f13dffffffff,23.0,0.0,0.0
845f161ffffffff,2.0,0.0,0.0
845f1c3ffffffff,16.0,0.0,0.0
845f1cbffffffff,16.0,0.0,0.0
845f1e9ffffffff,9.0,0.0,0.0
845f1edffffffff,1.0,0.0,0.0
845f291ffffffff,30.0,0.0,0.0
845f295ffffffff,28.0,0.0,0.0
845f299ffffffff,52.0,0.0,0.0
845f29dffffffff,52.0,0.0,0.0
845f2b1ffffffff,4.0,0.0,0.0
845f2b3ffffffff,22.0,0.0,0.0
845f2bbffffffff,90.0,0.0,0.0
845f2d1ffffffff,10.0,0.0,0.0
845f2d3ffffffff,5.0,0.0,0.0
845f2d5ffffffff,3.0,0.0,0.0
845f2d7ffffffff,12.0,0.0,0.0
845f401ffffffff,1.0,0.0,0.0
845f403ffffffff,1.0,0.0,0.0
845f407ffffffff,4.0,0.0,0.0
845f417ffffffff,1.0,0.0,0.0
845f42bffffffff,10.0,0.0,0.0
845f437ffffffff,9.0,0.0,0.0
845f461ffffffff,1.0,0.0,0.0
845f463ffffffff,1.0,0.0,0.0
845f485ffffffff,1.0,0.0,0.0
845f487ffffffff,2.0,0.0,0.0
845f491ffffffff,5.0,0.0,0.0
845f4a3ffffffff,3.0,0.0,0.0
845f4a7ffffffff,1.0,0.0,0.0
845f4b3ffffffff,12.0,0.0,0.0
845f4bdffffffff,5.0,0.0,0.0
845f4d7ffffffff,2.0,0.0,0.0
845f4e5ffffffff,1.0,0.0,0.0
845f4e7ffffffff,2.0,0.0,0.0
845f569ffffffff,2.0,0.0,0.0
845f5d9ffffffff,1.0,0.0,0.0
845f5dbffffffff,1.0,0.0,0.0
845f683ffffffff,7.0,0.0,0.0
845f689ffffffff,1.0,0.0,0.0
845f68bffffffff,5.0,0.0,0.0
845f711ffffffff,2.0,0.0,0.0
845f713ffffffff,5.0,0.0,0.0
845f75dffffffff,6.0,0.0,0.0
8466005ffffffff,6.0,0.0,0.0
8466007ffffffff,2.0,0.0,0.0
846601bffffffff,2.0,0.0,0.0
8466021ffffffff,110.0,0.0,0.0
8466023ffffffff,8.0,0.0,0.0
8466025ffffffff,6.0,0.0,0.0
8466027ffffffff,11.0,0.0,0.0
8466029ffffffff,24.0,0.0,0.0
846602bffffffff,12.0,0.0,0.0
8466035ffffffff,6.0,0.0,0.0
8466045ffffffff,26.0,0.0,0.0
8466047ffffffff,25.0,0.0,0.0
846604dffffffff,4.0,0.0,0.0
8466053ffffffff,2.0,0.0,0.0
8466055ffffffff,2.0,0.0,0.0
8466057ffffffff,1.0,0.0,0.0
8466061ffffffff,8.0,0.0,0.0
8466063ffffffff,4.0,0.0,0.0
8466067ffffffff,155.0,0.0,0.0
8466069ffffffff,8.0,0.0,0.0
8466081ffffffff,19.0,0.0,0.0
8466083ffffffff,4.0,0.0,0.0
8466085ffffffff,2.0,0.0,0.0
8466087ffffffff,39.0,0.0,0.0
8466089ffffffff,13.0,0.0,0.0
846608bffffffff,6.0,0.0,0.0
846608dffffffff,38.0,0.0,0.0
8466091ffffffff,3.0,0.0,0.0
8466093ffffffff,3.0,0.0,0.0
846609bffffffff,1.0,0.0,0.0
846609dffffffff,3.0,0.0,0.0
84660a1ffffffff,6.0,0.0,0.0
84660a5ffffffff,23.0,0.0,0.0
84660a7ffffffff,31.0,0.0,0.0
84660adffffffff,10.0,0.0,0.0
84660b1ffffffff,20.0,0.0,0.0
84660b3ffffffff,9.0,0.0,0.0
84660b5ffffffff,37.0,0.0,0.0
84660b9ffffffff,14.0,0.0,0.0
84660bbffffffff,245.0,0.0,0.0
84660bdffffffff,38.0,0.0,0.0
84660c1ffffffff,3.0,0.0,0.0
84660c3ffffffff,8.0,0.0,0.0
84660c5ffffffff,4.0,0.0,0.0
84660c7ffffffff,6.0,0.0,0.0
84660cbffffffff,32.0,0.0,0.0
84660cdffffffff,4.0,0.0,0.0
84660d1ffffffff,15.0,0.0,0.0
84660d3ffffffff,2.0,0.0,0.0
84660d9ffffffff,4.0,2.0,0.0
84660ddffffffff,13.0,0.0,0.0
84660e1ffffffff,45.0,0.0,0.0
84660e3ffffffff,23.0,0.0,0.0
84660e7ffffffff,16.0,0.0,0.0
84660e9ffffffff,22.0,0.0,0.0
84660ebffffffff,61.0,0.0,0.0
8466103ffffffff,2.0,0.0,0.0
8466105ffffffff,3.0,0.0,0.0
8466113ffffffff,19.0,0.0,0.0
8466119ffffffff,67.0,0.0,0.0
8466139ffffffff,4.0,0.0,0.0
8466153ffffffff,18.0,0.0,0.0
846615bffffffff,6.0,0.0,0.0
8466163ffffffff,15.0,0.0,0.0
8466165ffffffff,1.0,0.0,0.0
8466167ffffffff,1.0,0.0,0.0
8466181ffffffff,1.0,0.0,0.0
8466189ffffffff,2.0,0.0,0.0
846618bffffffff,2.0,0.0,0.0
8466191ffffffff,5.0,0.0,0.0
8466193ffffffff,189.0,6.0,0.0
8466195ffffffff,4.0,0.0,0.0
8466197ffffffff,7.0,0.0,0.0
8466199ffffffff,21.0,0.0,0.0
846619bffffffff,35.0,0.0,0.0
846619dffffffff,6.0,0.0,0.0
84661adffffffff,5.0,0.0,0.0
84661b3ffffffff,21.0,0.0,0.0
84661b9ffffffff,3.0,0.0,0.0
84661bbffffffff,7.0,0.0,0.0
84661c9ffffffff,8.0,0.0,0.0
84661cbffffffff,9.0,0.0,0.0
84661cdffffffff,1.0,0.0,0.0
84661d1ffffffff,5.0,0.0,0.0
84661d3ffffffff,1.0,0.0,0.0
84661d7ffffffff,3.0,0.0,0.0
84661ebffffffff,9.0,0.0,0.0
8466201ffffffff,23.0,2.0,0.0
8466203ffffffff,6.0,0.0,0.0
8466205ffffffff,46.0,0.0,0.0
8466207ffffffff,2.0,0.0,0.0
846620bffffffff,38.0,0.0,0.0
8466213ffffffff,3.0,0.0,0.0
8466217ffffffff,8.0,0.0,0.0
8466219ffffffff,9.0,0.0,0.0
846621bffffffff,10.0,0.0,0.0
846621dffffffff,4.0,0.0,0.0
8466221ffffffff,258.0,4.0,0.0
8466225ffffffff,71.0,1.0,0.0
8466227ffffffff,26.0,5.0,0.0
846622bffffffff,44.0,4.0,0.0
846623bffffffff,6.0,0.0,0.0
846623dffffffff,1.0,0.0,0.0
8466257ffffffff,5.0,0.0,0.0
8466281ffffffff,1.0,0.0,0.0
8466283ffffffff,3.0,0.0,0.0
8466289ffffffff,4.0,0.0,0.0
846628bffffffff,9.0,0.0,0.0
8466291ffffffff,42.0,0.0,4.0
8466299ffffffff,11.0,0.0,0.0
846629bffffffff,2.0,0.0,0.0
846629dffffffff,6.0,0.0,0.0
84662b5ffffffff,1.0,0.0,0.0
84662b7ffffffff,2.0,0.0,0.0
84662bbffffffff,1.0,0.0,0.0
84662bdffffffff,1.0,0.0,0.0
