cell_id,Pycnonotus barbatus,Pycnonotus barbatus [barbatus Group],Pycnonotus barbatus somaliensis,Pycnonotus barbatus dodsoni,Pycnonotus barbatus [tricolor Group]
846adc5ffffffff,204.0,0.0,0.0,0.0,32.0
846adc7ffffffff,209.0,0.0,0.0,0.0,113.0
846adc9ffffffff,299.0,0.0,0.0,0.0,80.0
846adcbffffffff,10.0,0.0,0.0,0.0,4.0
846add1ffffffff,5.0,0.0,0.0,0.0,5.0
846add5ffffffff,8.0,0.0,0.0,0.0,5.0
846add7ffffffff,34.0,0.0,0.0,0.0,8.0
846add9ffffffff,29.0,0.0,0.0,0.0,11.0
846adddffffffff,26.0,0.0,0.0,0.0,12.0
846ade3ffffffff,14.0,0.0,0.0,0.0,3.0
846ade7ffffffff,246.0,0.0,0.0,0.0,128.0
846ade9ffffffff,35.0,0.0,0.0,0.0,13.0
846adebffffffff,90.0,0.0,0.0,0.0,60.0
846ae0bffffffff,2.0,0.0,0.0,0.0,2.0
846ae13ffffffff,2.0,0.0,0.0,0.0,2.0
846ae15ffffffff,4.0,0.0,0.0,0.0,4.0
846ae85ffffffff,374.0,0.0,0.0,0.0,129.0
846ae87ffffffff,3.0,0.0,0.0,0.0,0.0
846ae95ffffffff,1.0,0.0,0.0,0.0,0.0
846ae9bffffffff,2.0,0.0,0.0,0.0,2.0
846aea1ffffffff,455.0,0.0,0.0,0.0,123.0
846aea3ffffffff,151.0,0.0,0.0,0.0,54.0
846aea5ffffffff,39.0,0.0,0.0,0.0,10.0
846aea9ffffffff,116.0,0.0,0.0,0.0,41.0
846aeabffffffff,94.0,0.0,0.0,0.0,35.0
846aeb5ffffffff,34.0,0.0,0.0,0.0,9.0
846aeb7ffffffff,1.0,0.0,0.0,0.0,1.0
846aec1ffffffff,2.0,0.0,0.0,0.0,0.0
846aec5ffffffff,2.0,0.0,0.0,0.0,2.0
846aee1ffffffff,2.0,0.0,0.0,0.0,2.0
846aee3ffffffff,367.0,0.0,0.0,0.0,77.0
846aee5ffffffff,1.0,0.0,0.0,0.0,1.0
846aee7ffffffff,2.0,0.0,0.0,0.0,2.0
846aee9ffffffff,2.0,0.0,0.0,0.0,2.0
846af51ffffffff,2.0,0.0,0.0,0.0,0.0
846b165ffffffff,2.0,0.0,0.0,0.0,0.0
846b205ffffffff,2.0,0.0,0.0,0.0,0.0
846b49bffffffff,2.0,0.0,0.0,0.0,0.0
846b6e3ffffffff,12.0,0.0,0.0,0.0,0.0
846b6ebffffffff,5.0,0.0,0.0,0.0,0.0
846bb61ffffffff,3.0,0.0,0.0,0.0,0.0
847505bffffffff,4.0,0.0,0.0,0.0,0.0
8475083ffffffff,34.0,7.0,0.0,0.0,0.0
8475085ffffffff,39.0,16.0,0.0,0.0,0.0
8475087ffffffff,38.0,19.0,0.0,0.0,0.0
847508bffffffff,2.0,0.0,0.0,0.0,0.0
8475095ffffffff,2.0,2.0,0.0,0.0,0.0
847509dffffffff,37.0,3.0,0.0,0.0,0.0
84750a1ffffffff,2.0,0.0,0.0,0.0,0.0
84750abffffffff,13.0,4.0,0.0,0.0,0.0
84750c5ffffffff,4.0,0.0,0.0,0.0,0.0
84750d1ffffffff,753.0,223.0,0.0,0.0,0.0
84750d3ffffffff,100.0,50.0,0.0,0.0,0.0
84750d7ffffffff,13.0,13.0,0.0,0.0,0.0
84750d9ffffffff,18.0,5.0,0.0,0.0,0.0
84750dbffffffff,25.0,10.0,0.0,0.0,0.0
84750ddffffffff,45.0,20.0,0.0,0.0,0.0
8475119ffffffff,1.0,0.0,0.0,0.0,0.0
8475131ffffffff,3.0,0.0,0.0,0.0,0.0
847518dffffffff,7.0,3.0,0.0,0.0,0.0
8475191ffffffff,4.0,0.0,0.0,0.0,0.0
8475195ffffffff,3.0,0.0,0.0,0.0,0.0
8475199ffffffff,8.0,0.0,0.0,0.0,0.0
847519bffffffff,1.0,0.0,0.0,0.0,0.0
84751d7ffffffff,1.0,0.0,0.0,0.0,0.0
8475201ffffffff,204.0,50.0,0.0,0.0,0.0
8475203ffffffff,9.0,9.0,0.0,0.0,0.0
8475205ffffffff,3.0,0.0,0.0,0.0,0.0
8475207ffffffff,353.0,109.0,0.0,0.0,0.0
8475209ffffffff,20.0,5.0,0.0,0.0,0.0
847520bffffffff,17.0,8.0,0.0,0.0,0.0
8475215ffffffff,10.0,0.0,0.0,0.0,0.0
847521dffffffff,3.0,2.0,0.0,0.0,0.0
847522dffffffff,2.0,0.0,0.0,0.0,0.0
847523bffffffff,3.0,0.0,0.0,0.0,0.0
8475251ffffffff,2.0,0.0,0.0,0.0,0.0
8475283ffffffff,4.0,2.0,0.0,0.0,0.0
8475285ffffffff,1.0,0.0,0.0,0.0,0.0
8475291ffffffff,7.0,3.0,0.0,0.0,0.0
8475293ffffffff,195.0,66.0,0.0,0.0,0.0
8475295ffffffff,347.0,106.0,0.0,0.0,0.0
8475299ffffffff,45.0,8.0,0.0,0.0,0.0
847529bffffffff,145.0,32.0,0.0,0.0,0.0
84752a1ffffffff,3.0,0.0,0.0,0.0,0.0
84752a3ffffffff,22.0,8.0,0.0,0.0,0.0
84752a5ffffffff,5.0,5.0,0.0,0.0,0.0
84752abffffffff,60.0,16.0,0.0,0.0,0.0
84752adffffffff,45.0,18.0,0.0,0.0,0.0
84752b5ffffffff,87.0,27.0,0.0,0.0,0.0
84752bdffffffff,2.0,0.0,0.0,0.0,0.0
84752d3ffffffff,34.0,9.0,0.0,0.0,0.0
84752dbffffffff,25.0,7.0,0.0,0.0,0.0
84752e5ffffffff,2.0,0.0,0.0,0.0,0.0
84752e9ffffffff,8.0,6.0,0.0,0.0,0.0
84752edffffffff,2.0,2.0,0.0,0.0,0.0
8475307ffffffff,2.0,0.0,0.0,0.0,0.0
8475313ffffffff,3.0,0.0,0.0,0.0,0.0
847532bffffffff,14.0,0.0,0.0,0.0,0.0
8475361ffffffff,21.0,0.0,0.0,0.0,0.0
8475745ffffffff,1.0,0.0,0.0,0.0,0.0
8475761ffffffff,89.0,30.0,0.0,0.0,0.0
8475769ffffffff,121.0,13.0,0.0,0.0,0.0
8475805ffffffff,2.0,0.0,0.0,0.0,0.0
8475849ffffffff,1.0,0.0,0.0,0.0,0.0
8475861ffffffff,9.0,0.0,0.0,0.0,0.0
8475a07ffffffff,11.0,0.0,0.0,0.0,0.0
8475a19ffffffff,2.0,0.0,0.0,0.0,0.0
8475a3dffffffff,1.0,0.0,0.0,0.0,0.0
8475a57ffffffff,2.0,0.0,0.0,0.0,0.0
8475a65ffffffff,4.0,0.0,0.0,0.0,0.0
8475b05ffffffff,6.0,0.0,0.0,0.0,0.0
8475b07ffffffff,1.0,0.0,0.0,0.0,0.0
8475b0dffffffff,2.0,0.0,0.0,0.0,0.0
8475b3dffffffff,1.0,0.0,0.0,0.0,0.0
847a401ffffffff,164.0,0.0,0.0,46.0,25.0
847a403ffffffff,66.0,0.0,0.0,41.0,2.0
847a405ffffffff,60.0,0.0,0.0,20.0,6.0
847a407ffffffff,313.0,0.0,0.0,121.0,20.0
847a409ffffffff,18.0,0.0,0.0,0.0,13.0
847a40bffffffff,85.0,0.0,0.0,0.0,23.0
847a40dffffffff,36.0,0.0,0.0,9.0,1.0
847a413ffffffff,300.0,0.0,0.0,0.0,83.0
847a415ffffffff,10.0,0.0,0.0,0.0,0.0
847a419ffffffff,13.0,0.0,0.0,0.0,3.0
847a41bffffffff,55.0,0.0,0.0,0.0,10.0
847a41dffffffff,231.0,0.0,0.0,0.0,8.0
847a43bffffffff,2.0,0.0,0.0,0.0,0.0
847a44bffffffff,4.0,0.0,0.0,4.0,0.0
847a451ffffffff,71.0,0.0,0.0,0.0,10.0
847a453ffffffff,238.0,0.0,0.0,0.0,99.0
847a455ffffffff,200.0,0.0,0.0,0.0,72.0
847a457ffffffff,293.0,0.0,0.0,0.0,74.0
847a459ffffffff,143.0,0.0,0.0,0.0,41.0
847a45bffffffff,51.0,0.0,0.0,0.0,11.0
847a45dffffffff,20.0,0.0,0.0,2.0,1.0
847a465ffffffff,1.0,0.0,0.0,0.0,0.0
847a46dffffffff,6.0,0.0,0.0,6.0,0.0
847a481ffffffff,65.0,0.0,0.0,0.0,12.0
847a483ffffffff,39.0,0.0,0.0,0.0,6.0
847a489ffffffff,121.0,0.0,0.0,0.0,18.0
847a48bffffffff,32.0,0.0,0.0,0.0,5.0
847a48dffffffff,31.0,0.0,0.0,0.0,10.0
847a491ffffffff,3.0,0.0,0.0,0.0,1.0
847a495ffffffff,10.0,0.0,0.0,0.0,4.0
847a49dffffffff,19.0,0.0,0.0,0.0,0.0
847a4b1ffffffff,5.0,0.0,0.0,0.0,5.0
847a4b5ffffffff,17.0,0.0,0.0,0.0,2.0
847a4b7ffffffff,1.0,0.0,0.0,0.0,0.0
847a4bdffffffff,6.0,0.0,0.0,0.0,2.0
847a4c1ffffffff,95.0,0.0,0.0,0.0,21.0
847a4c3ffffffff,10.0,0.0,0.0,0.0,0.0
847a4c5ffffffff,29.0,0.0,0.0,0.0,2.0
847a4c7ffffffff,19.0,0.0,0.0,0.0,0.0
847a4c9ffffffff,30.0,0.0,0.0,0.0,2.0
847a4cbffffffff,503.0,0.0,0.0,0.0,137.0
847a4cdffffffff,99.0,0.0,0.0,0.0,20.0
847a4d1ffffffff,184.0,0.0,0.0,0.0,21.0
847a4d3ffffffff,6.0,0.0,0.0,0.0,0.0
847a4d5ffffffff,14.0,0.0,0.0,0.0,0.0
847a4d7ffffffff,7.0,0.0,0.0,0.0,0.0
847a4d9ffffffff,34.0,0.0,0.0,0.0,3.0
847a4dbffffffff,38.0,0.0,0.0,0.0,26.0
847a4ddffffffff,292.0,0.0,0.0,0.0,59.0
847a4e3ffffffff,22.0,0.0,0.0,0.0,20.0
847a4e9ffffffff,1.0,0.0,0.0,0.0,0.0
847a509ffffffff,2.0,0.0,0.0,0.0,0.0
847a531ffffffff,2.0,0.0,0.0,0.0,0.0
847a533ffffffff,6.0,0.0,0.0,6.0,0.0
847a537ffffffff,1.0,0.0,0.0,1.0,0.0
847a555ffffffff,2.0,0.0,0.0,0.0,0.0
847a559ffffffff,2.0,0.0,0.0,0.0,0.0
847a581ffffffff,2.0,0.0,0.0,0.0,0.0
847a58bffffffff,1.0,0.0,0.0,1.0,0.0
847a59bffffffff,3.0,0.0,0.0,0.0,3.0
847a5a5ffffffff,13.0,0.0,0.0,10.0,3.0
847a5adffffffff,14.0,0.0,0.0,7.0,0.0
847a5c1ffffffff,4.0,0.0,0.0,4.0,0.0
847a5c5ffffffff,5.0,0.0,0.0,3.0,0.0
847a5d5ffffffff,6.0,0.0,0.0,3.0,0.0
847a5e5ffffffff,1.0,0.0,0.0,1.0,0.0
847a601ffffffff,14.0,0.0,0.0,5.0,3.0
847a603ffffffff,11.0,0.0,0.0,4.0,1.0
847a609ffffffff,200.0,0.0,0.0,84.0,19.0
847a60bffffffff,93.0,0.0,0.0,28.0,4.0
847a611ffffffff,5.0,0.0,0.0,0.0,1.0
847a613ffffffff,4.0,0.0,0.0,0.0,2.0
847a615ffffffff,18.0,0.0,0.0,0.0,0.0
847a617ffffffff,4.0,0.0,0.0,0.0,0.0
847a619ffffffff,41.0,0.0,0.0,0.0,16.0
847a61bffffffff,9.0,0.0,0.0,0.0,4.0
847a61dffffffff,131.0,0.0,0.0,4.0,27.0
847a631ffffffff,7.0,0.0,0.0,0.0,0.0
847a633ffffffff,5.0,0.0,0.0,0.0,1.0
847a637ffffffff,11.0,0.0,0.0,1.0,3.0
847a63bffffffff,1.0,0.0,0.0,0.0,0.0
847a63dffffffff,2.0,0.0,0.0,2.0,0.0
847a641ffffffff,91.0,0.0,0.0,27.0,12.0
847a643ffffffff,70.0,0.0,0.0,13.0,11.0
847a647ffffffff,36.0,0.0,0.0,16.0,7.0
847a651ffffffff,27.0,0.0,0.0,2.0,8.0
847a653ffffffff,208.0,0.0,0.0,0.0,86.0
847a655ffffffff,14.0,0.0,0.0,0.0,2.0
847a657ffffffff,292.0,0.0,0.0,23.0,252.0
847a659ffffffff,94.0,0.0,0.0,23.0,30.0
847a65bffffffff,37.0,0.0,0.0,0.0,31.0
847a65dffffffff,8.0,0.0,0.0,0.0,1.0
847a669ffffffff,13.0,0.0,0.0,3.0,0.0
847a66bffffffff,3.0,0.0,0.0,2.0,0.0
847a66dffffffff,11.0,0.0,0.0,4.0,1.0
847a681ffffffff,405.0,0.0,0.0,0.0,60.0
847a683ffffffff,621.0,0.0,0.0,0.0,244.0
847a685ffffffff,26.0,0.0,0.0,0.0,2.0
847a687ffffffff,55.0,0.0,0.0,0.0,3.0
847a689ffffffff,20.0,0.0,0.0,0.0,3.0
847a68bffffffff,135.0,0.0,0.0,0.0,31.0
847a68dffffffff,4.0,0.0,0.0,0.0,0.0
847a691ffffffff,2.0,0.0,0.0,0.0,0.0
847a695ffffffff,7.0,0.0,0.0,0.0,4.0
847a697ffffffff,2.0,0.0,0.0,0.0,2.0
847a69bffffffff,37.0,0.0,0.0,0.0,9.0
847a69dffffffff,9.0,0.0,0.0,0.0,0.0
847a6a1ffffffff,428.0,0.0,0.0,0.0,116.0
847a6a3ffffffff,7.0,0.0,0.0,0.0,0.0
847a6a5ffffffff,47.0,0.0,0.0,0.0,5.0
847a6a7ffffffff,15.0,0.0,0.0,0.0,0.0
847a6a9ffffffff,10.0,0.0,0.0,0.0,0.0
847a6adffffffff,363.0,0.0,0.0,0.0,80.0
847a6b1ffffffff,9.0,0.0,0.0,0.0,0.0
847a6b3ffffffff,9.0,0.0,0.0,0.0,0.0
847a6b5ffffffff,36.0,0.0,0.0,0.0,2.0
847a6b7ffffffff,199.0,0.0,0.0,0.0,40.0
847a6b9ffffffff,1.0,0.0,0.0,0.0,0.0
847a6bbffffffff,11.0,0.0,0.0,0.0,0.0
847a6bdffffffff,17.0,0.0,0.0,0.0,0.0
847a6c1ffffffff,7.0,0.0,0.0,0.0,6.0
847a6c3ffffffff,4.0,0.0,0.0,0.0,0.0
847a6c5ffffffff,6.0,0.0,0.0,0.0,0.0
847a6c7ffffffff,3.0,0.0,0.0,0.0,0.0
847a6c9ffffffff,8.0,0.0,0.0,0.0,4.0
847a6d1ffffffff,208.0,0.0,0.0,0.0,51.0
847a6d3ffffffff,16.0,0.0,0.0,0.0,3.0
847a6d5ffffffff,20.0,0.0,0.0,0.0,8.0
847a6d7ffffffff,4.0,0.0,0.0,0.0,3.0
847a6d9ffffffff,87.0,0.0,0.0,0.0,27.0
847a6dbffffffff,19.0,0.0,0.0,0.0,4.0
847a6e1ffffffff,79.0,0.0,0.0,0.0,31.0
847a6e5ffffffff,1500.0,0.0,0.0,0.0,329.0
847a6e7ffffffff,130.0,0.0,0.0,0.0,33.0
847a6e9ffffffff,8.0,0.0,0.0,0.0,1.0
847a6ebffffffff,27.0,0.0,0.0,0.0,0.0
847a6edffffffff,37.0,0.0,0.0,0.0,7.0
847a715ffffffff,2.0,0.0,0.0,2.0,0.0
847a73bffffffff,4.0,0.0,0.0,4.0,0.0
847ac15ffffffff,11.0,0.0,0.0,2.0,4.0
847ac81ffffffff,152.0,56.0,0.0,0.0,10.0
847ac87ffffffff,98.0,22.0,0.0,0.0,2.0
847ac8bffffffff,85.0,17.0,0.0,0.0,3.0
847ac8dffffffff,3.0,0.0,0.0,0.0,3.0
847ac93ffffffff,2.0,0.0,0.0,0.0,0.0
847ac97ffffffff,18.0,13.0,0.0,0.0,0.0
847ac9dffffffff,3.0,0.0,0.0,0.0,0.0
847aca1ffffffff,9.0,3.0,0.0,0.0,0.0
847aca3ffffffff,111.0,39.0,0.0,0.0,3.0
847aca5ffffffff,10.0,0.0,2.0,0.0,0.0
847acabffffffff,15.0,11.0,0.0,0.0,0.0
847acb3ffffffff,7.0,0.0,0.0,0.0,0.0
847acb5ffffffff,23.0,4.0,0.0,0.0,0.0
847acc5ffffffff,89.0,4.0,0.0,1.0,49.0
847acc7ffffffff,6.0,0.0,0.0,0.0,2.0
847accbffffffff,2.0,0.0,0.0,0.0,0.0
847accdffffffff,108.0,2.0,0.0,4.0,67.0
847acd3ffffffff,1.0,1.0,0.0,0.0,0.0
847acd5ffffffff,235.0,65.0,0.0,2.0,8.0
847acd7ffffffff,18.0,0.0,0.0,0.0,0.0
847acd9ffffffff,2.0,2.0,0.0,0.0,0.0
847acdbffffffff,4.0,0.0,0.0,0.0,0.0
847ace9ffffffff,39.0,2.0,0.0,5.0,15.0
847ad91ffffffff,39.0,10.0,14.0,0.0,3.0
847ad93ffffffff,53.0,11.0,11.0,2.0,3.0
847ad95ffffffff,41.0,1.0,27.0,0.0,2.0
847ad97ffffffff,16.0,0.0,0.0,0.0,0.0
847ad99ffffffff,211.0,35.0,56.0,0.0,3.0
847ad9dffffffff,13.0,0.0,6.0,0.0,4.0
847adb1ffffffff,4.0,0.0,0.0,0.0,0.0
847ae81ffffffff,30.0,0.0,0.0,18.0,2.0
847ae85ffffffff,29.0,2.0,0.0,8.0,13.0
847ae87ffffffff,30.0,6.0,0.0,7.0,10.0
847ae8bffffffff,7.0,0.0,0.0,6.0,0.0
847ae91ffffffff,28.0,0.0,0.0,13.0,2.0
847ae93ffffffff,3.0,0.0,0.0,3.0,0.0
847ae95ffffffff,4.0,0.0,0.0,2.0,0.0
847ae97ffffffff,2.0,0.0,0.0,0.0,2.0
847ae99ffffffff,53.0,0.0,0.0,40.0,1.0
847ae9bffffffff,74.0,1.0,0.0,36.0,3.0
847ae9dffffffff,10.0,0.0,0.0,9.0,0.0
847aea3ffffffff,22.0,0.0,0.0,3.0,17.0
847aea7ffffffff,2.0,0.0,0.0,2.0,0.0
847aeabffffffff,17.0,0.0,0.0,9.0,2.0
847aeb1ffffffff,2.0,2.0,0.0,0.0,0.0
847aeb3ffffffff,3.0,0.0,0.0,0.0,0.0
847aebdffffffff,11.0,0.0,0.0,3.0,5.0
847aed1ffffffff,5.0,0.0,0.0,5.0,0.0
847aed3ffffffff,20.0,0.0,2.0,16.0,0.0
847aed7ffffffff,1.0,0.0,0.0,0.0,0.0
847aed9ffffffff,2.0,0.0,0.0,2.0,0.0
847aedbffffffff,3.0,0.0,0.0,3.0,0.0
847aee3ffffffff,2.0,0.0,0.0,0.0,0.0
847b481ffffffff,3.0,0.0,0.0,0.0,0.0
847b483ffffffff,4.0,0.0,0.0,0.0,0.0
847b485ffffffff,17.0,0.0,0.0,0.0,0.0
847b487ffffffff,194.0,0.0,0.0,0.0,70.0
847b489ffffffff,23.0,0.0,0.0,0.0,2.0
847b491ffffffff,2.0,0.0,0.0,0.0,0.0
847b4a1ffffffff,21.0,0.0,0.0,0.0,4.0
847b4a5ffffffff,29.0,0.0,0.0,0.0,13.0
847b4a7ffffffff,56.0,0.0,0.0,2.0,28.0
847b4abffffffff,7.0,0.0,0.0,0.0,5.0
847b4b1ffffffff,24.0,0.0,0.0,0.0,11.0
847b4b3ffffffff,15.0,0.0,0.0,2.0,6.0
847b4b7ffffffff,25.0,0.0,0.0,0.0,6.0
847b4b9ffffffff,90.0,0.0,0.0,0.0,34.0
847b4bbffffffff,1.0,0.0,0.0,0.0,0.0
847b4c7ffffffff,1.0,0.0,0.0,0.0,1.0
847b4cbffffffff,5.0,0.0,0.0,0.0,0.0
847b4d1ffffffff,3.0,0.0,0.0,0.0,0.0
847b4d3ffffffff,2.0,0.0,0.0,0.0,0.0
847b4d5ffffffff,9.0,0.0,0.0,0.0,2.0
847b4dbffffffff,80.0,0.0,0.0,0.0,9.0
847b4ddffffffff,3.0,0.0,0.0,0.0,0.0
847b591ffffffff,27.0,0.0,0.0,0.0,6.0
847b595ffffffff,111.0,0.0,0.0,11.0,21.0
847b597ffffffff,254.0,0.0,0.0,12.0,57.0
847b59bffffffff,27.0,0.0,0.0,0.0,2.0
847b5b1ffffffff,10.0,0.0,0.0,0.0,0.0
847b5b3ffffffff,4.0,0.0,0.0,2.0,0.0
847b5b5ffffffff,3.0,0.0,0.0,1.0,0.0
847b5bbffffffff,11.0,0.0,0.0,0.0,4.0
847b689ffffffff,11.0,0.0,0.0,0.0,0.0
847b6a9ffffffff,23.0,0.0,0.0,0.0,0.0
847b6abffffffff,2.0,0.0,0.0,0.0,0.0
847b6b9ffffffff,9.0,0.0,0.0,0.0,4.0
847b6bbffffffff,55.0,0.0,0.0,0.0,17.0
847b6bdffffffff,3.0,0.0,0.0,0.0,0.0
8482125ffffffff,13.0,0.0,0.0,0.0,0.0
8482181ffffffff,3.0,0.0,0.0,0.0,0.0
8482183ffffffff,1.0,1.0,0.0,0.0,0.0
8482187ffffffff,4.0,0.0,0.0,0.0,0.0
84821b3ffffffff,3.0,0.0,0.0,0.0,0.0
8482853ffffffff,4.0,2.0,0.0,0.0,0.0
848285bffffffff,6.0,0.0,0.0,0.0,0.0
84828a3ffffffff,2.0,0.0,0.0,0.0,0.0
84828b5ffffffff,89.0,15.0,0.0,0.0,0.0
84828bdffffffff,5.0,0.0,0.0,0.0,0.0
84828d1ffffffff,210.0,81.0,0.0,0.0,0.0
84828ddffffffff,3.0,0.0,0.0,0.0,0.0
8482a09ffffffff,12.0,0.0,0.0,0.0,0.0
8482a0bffffffff,4.0,1.0,0.0,0.0,0.0
8482a1dffffffff,6.0,0.0,0.0,0.0,0.0
8482a37ffffffff,8.0,0.0,0.0,0.0,0.0
8482a3bffffffff,6.0,0.0,0.0,0.0,0.0
8482a55ffffffff,3.0,1.0,0.0,0.0,0.0
8482a81ffffffff,18.0,6.0,0.0,0.0,0.0
8482a83ffffffff,5.0,0.0,0.0,0.0,0.0
8482a91ffffffff,5.0,1.0,0.0,0.0,0.0
8482aadffffffff,15.0,5.0,0.0,0.0,0.0
8482ab3ffffffff,10.0,8.0,0.0,0.0,0.0
8482aebffffffff,2.0,2.0,0.0,0.0,0.0
8482d07ffffffff,44.0,25.0,0.0,0.0,0.0
8482d23ffffffff,14.0,6.0,0.0,0.0,0.0
8482d27ffffffff,25.0,3.0,0.0,0.0,0.0
8482d29ffffffff,22.0,18.0,0.0,0.0,0.0
8482d2bffffffff,21.0,12.0,0.0,0.0,0.0
8482d37ffffffff,1.0,0.0,0.0,0.0,0.0
8482d3dffffffff,85.0,71.0,0.0,0.0,0.0
8482d45ffffffff,2.0,0.0,0.0,0.0,0.0
8482d4dffffffff,3.0,0.0,0.0,0.0,0.0
8482d61ffffffff,2.0,0.0,0.0,0.0,0.0
8482d67ffffffff,10.0,2.0,0.0,0.0,0.0
8482d8dffffffff,2.0,0.0,0.0,0.0,0.0
8482db5ffffffff,2.0,0.0,0.0,0.0,0.0
8482f05ffffffff,1.0,1.0,0.0,0.0,0.0
8482f09ffffffff,43.0,3.0,0.0,0.0,0.0
8482f23ffffffff,20.0,13.0,0.0,0.0,0.0
8482f2bffffffff,4.0,4.0,0.0,0.0,0.0
8482f43ffffffff,9.0,0.0,0.0,0.0,0.0
8482f69ffffffff,10.0,0.0,0.0,0.0,0.0
8483103ffffffff,1.0,0.0,0.0,0.0,1.0
8483115ffffffff,1.0,0.0,0.0,0.0,1.0
8483117ffffffff,18.0,0.0,0.0,0.0,10.0
8483121ffffffff,1.0,0.0,0.0,0.0,0.0
8483125ffffffff,24.0,0.0,0.0,0.0,13.0
8483127ffffffff,5.0,0.0,0.0,0.0,5.0
8483137ffffffff,1.0,0.0,0.0,0.0,1.0
8483139ffffffff,4.0,0.0,0.0,0.0,0.0
848313dffffffff,4.0,0.0,0.0,0.0,0.0
848314bffffffff,1.0,0.0,0.0,0.0,0.0
8483151ffffffff,26.0,0.0,0.0,0.0,14.0
8483153ffffffff,1.0,0.0,0.0,0.0,1.0
8483157ffffffff,1.0,0.0,0.0,0.0,1.0
848315bffffffff,3.0,0.0,0.0,0.0,3.0
84831c5ffffffff,1.0,0.0,0.0,0.0,1.0
84831e3ffffffff,4.0,0.0,0.0,0.0,2.0
84831e5ffffffff,4.0,0.0,0.0,0.0,0.0
84831ebffffffff,15.0,0.0,0.0,0.0,4.0
84831edffffffff,3.0,0.0,0.0,0.0,0.0
848320dffffffff,4.0,0.0,0.0,0.0,0.0
8483263ffffffff,24.0,0.0,0.0,0.0,17.0
8483305ffffffff,12.0,0.0,0.0,0.0,11.0
848330dffffffff,3.0,0.0,0.0,0.0,3.0
848332bffffffff,3.0,0.0,0.0,0.0,3.0
8483335ffffffff,2.0,0.0,0.0,0.0,2.0
8483337ffffffff,6.0,0.0,0.0,0.0,4.0
848333dffffffff,32.0,0.0,0.0,0.0,17.0
848335bffffffff,3.0,0.0,0.0,0.0,3.0
84838adffffffff,5.0,0.0,0.0,0.0,0.0
84838e3ffffffff,10.0,0.0,0.0,0.0,3.0
84838ebffffffff,2.0,0.0,0.0,0.0,0.0
8483981ffffffff,9.0,0.0,0.0,0.0,0.0
8483983ffffffff,9.0,0.0,0.0,0.0,9.0
848398bffffffff,15.0,0.0,0.0,0.0,6.0
8483a5bffffffff,1.0,0.0,0.0,0.0,0.0
8483a89ffffffff,5.0,0.0,0.0,0.0,4.0
8483ac3ffffffff,13.0,0.0,0.0,0.0,5.0
8483acdffffffff,6.0,0.0,0.0,0.0,0.0
8483ad1ffffffff,2.0,0.0,0.0,0.0,0.0
8483addffffffff,2.0,0.0,0.0,0.0,2.0
8496003ffffffff,9.0,0.0,0.0,0.0,7.0
8496009ffffffff,40.0,0.0,0.0,0.0,32.0
849600bffffffff,11.0,0.0,0.0,0.0,6.0
8496015ffffffff,40.0,0.0,0.0,0.0,19.0
8496019ffffffff,3.0,0.0,0.0,0.0,0.0
8496025ffffffff,19.0,0.0,0.0,0.0,6.0
849602dffffffff,52.0,0.0,0.0,0.0,39.0
8496039ffffffff,11.0,0.0,0.0,0.0,11.0
849603bffffffff,8.0,0.0,0.0,0.0,8.0
8496047ffffffff,12.0,0.0,0.0,0.0,5.0
8496051ffffffff,8.0,0.0,0.0,0.0,6.0
8496059ffffffff,2.0,0.0,0.0,0.0,2.0
8496089ffffffff,23.0,0.0,0.0,0.0,12.0
849608dffffffff,6.0,0.0,0.0,0.0,2.0
8496093ffffffff,13.0,0.0,0.0,0.0,12.0
8496095ffffffff,11.0,0.0,0.0,0.0,10.0
8496097ffffffff,32.0,0.0,0.0,0.0,14.0
8496099ffffffff,6.0,0.0,0.0,0.0,0.0
849609dffffffff,11.0,0.0,0.0,0.0,3.0
84960a1ffffffff,2.0,0.0,0.0,0.0,0.0
84960b1ffffffff,33.0,0.0,0.0,0.0,13.0
84960b5ffffffff,45.0,0.0,0.0,0.0,16.0
84960b7ffffffff,2.0,0.0,0.0,0.0,0.0
84960bbffffffff,14.0,0.0,0.0,0.0,7.0
84960c3ffffffff,2.0,0.0,0.0,0.0,2.0
84960e5ffffffff,2.0,0.0,0.0,0.0,0.0
84960e7ffffffff,6.0,0.0,0.0,0.0,2.0
84960e9ffffffff,2.0,0.0,0.0,0.0,0.0
84960edffffffff,7.0,0.0,0.0,0.0,6.0
8496101ffffffff,1.0,0.0,0.0,0.0,1.0
8496131ffffffff,3.0,0.0,0.0,0.0,0.0
8496141ffffffff,19.0,0.0,0.0,0.0,8.0
8496145ffffffff,4.0,0.0,0.0,0.0,0.0
8496147ffffffff,2.0,0.0,0.0,0.0,0.0
8496149ffffffff,5.0,0.0,0.0,0.0,2.0
8496153ffffffff,3.0,0.0,0.0,0.0,2.0
849615bffffffff,2.0,0.0,0.0,0.0,2.0
849615dffffffff,56.0,0.0,0.0,0.0,44.0
849616bffffffff,2.0,0.0,0.0,0.0,2.0
84961abffffffff,5.0,0.0,0.0,0.0,0.0
8496201ffffffff,26.0,0.0,0.0,0.0,23.0
8496203ffffffff,28.0,0.0,0.0,0.0,26.0
8496207ffffffff,78.0,0.0,0.0,0.0,64.0
849620bffffffff,2.0,0.0,0.0,0.0,0.0
8496213ffffffff,3.0,0.0,0.0,0.0,3.0
