cell_id,Pitta sordida,Pitta sordida cucullata,Pitta sordida mulleri/bangkana,Pitta sordida sordida/palawanensis,Pitta sordida sanghirana
843c199ffffffff,2.0,0.0,0.0,0.0,0.0
843c5a1ffffffff,2.0,0.0,0.0,0.0,0.0
843c5adffffffff,2.0,0.0,0.0,0.0,0.0
843cc0bffffffff,1.0,0.0,0.0,0.0,0.0
843cc45ffffffff,5.0,0.0,0.0,0.0,0.0
843cc5bffffffff,1.0,0.0,0.0,0.0,0.0
843cc6bffffffff,4.0,3.0,0.0,0.0,0.0
843ce15ffffffff,2.0,0.0,0.0,0.0,0.0
843ce1bffffffff,2.0,0.0,0.0,0.0,0.0
843ce55ffffffff,2.0,0.0,0.0,0.0,0.0
843cec1ffffffff,8.0,0.0,0.0,0.0,0.0
843cf05ffffffff,25.0,3.0,0.0,0.0,0.0
843cf2dffffffff,2.0,0.0,0.0,0.0,0.0
843d101ffffffff,1.0,0.0,0.0,0.0,0.0
84404ddffffffff,2.0,2.0,0.0,0.0,0.0
844bb19ffffffff,4.0,0.0,0.0,0.0,0.0
846416dffffffff,4.0,0.0,0.0,0.0,0.0
8464351ffffffff,1.0,1.0,0.0,0.0,0.0
8464951ffffffff,3.0,0.0,0.0,0.0,0.0
8464959ffffffff,5.0,0.0,0.0,0.0,0.0
846495dffffffff,2.0,0.0,0.0,0.0,0.0
8464b4dffffffff,1.0,0.0,0.0,0.0,0.0
846520dffffffff,6.0,0.0,0.0,0.0,0.0
846526bffffffff,2.0,0.0,0.0,0.0,0.0
846589bffffffff,1.0,0.0,0.0,0.0,0.0
84658e3ffffffff,4.0,4.0,0.0,0.0,0.0
8468189ffffffff,2.0,0.0,2.0,0.0,0.0
84681d5ffffffff,2.0,0.0,2.0,0.0,0.0
8468281ffffffff,1.0,0.0,0.0,0.0,0.0
84684e5ffffffff,2.0,0.0,0.0,2.0,0.0
84694edffffffff,8.0,0.0,0.0,2.0,0.0
8469593ffffffff,1.0,0.0,0.0,1.0,0.0
8473b61ffffffff,4.0,0.0,0.0,0.0,0.0
