cell_id,Tchagra senegalus,Tchagra senegalus cucullatus,Tchagra senegalus [senegalus Group]
84bcde5ffffffff,40.0,0.0,5.0
84bcde7ffffffff,1.0,0.0,0.0
84bcdebffffffff,13.0,0.0,2.0
84bce25ffffffff,1.0,0.0,0.0
84bce27ffffffff,10.0,0.0,0.0
84bce45ffffffff,1.0,0.0,0.0
84bce4dffffffff,1.0,0.0,0.0
84bce61ffffffff,1.0,0.0,0.0
84bce65ffffffff,7.0,0.0,2.0
84bce67ffffffff,5.0,0.0,3.0
84bce69ffffffff,4.0,0.0,0.0
84bce6dffffffff,1.0,0.0,0.0
84bcf05ffffffff,37.0,0.0,2.0
84bcf09ffffffff,2.0,0.0,0.0
84bcf0dffffffff,31.0,0.0,1.0
84bcf13ffffffff,2.0,0.0,0.0
84bcf1bffffffff,7.0,0.0,4.0
84bcf1dffffffff,4.0,0.0,0.0
84bcf21ffffffff,25.0,0.0,2.0
84bcf23ffffffff,1.0,0.0,0.0
84bcf25ffffffff,37.0,0.0,21.0
84bcf29ffffffff,613.0,0.0,145.0
84bcf2bffffffff,1.0,0.0,0.0
84bcf2dffffffff,12.0,0.0,5.0
84bcf33ffffffff,5.0,0.0,5.0
84bcf3dffffffff,20.0,0.0,15.0
84bcf47ffffffff,3.0,0.0,2.0
84bcf51ffffffff,1.0,0.0,0.0
84bcf53ffffffff,1.0,0.0,0.0
84bcf57ffffffff,4.0,0.0,1.0
84bcf5bffffffff,78.0,0.0,35.0
84bcf5dffffffff,4.0,0.0,0.0
84bcf61ffffffff,46.0,0.0,7.0
84bcf63ffffffff,82.0,0.0,14.0
84bcf67ffffffff,8.0,0.0,4.0
