cell_id,Monarcha castaneiventris,Monarcha castaneiventris castaneiventris/obscurior,Monarcha castaneiventris megarhynchus,Monarcha castaneiventris ugiensis,Monarcha castaneiventris erythrostictus
827687fffffffff,20.0,0.0,0.0,0.0,15.0
82768ffffffffff,1.0,0.0,0.0,0.0,0.0
8276d7fffffffff,1.0,0.0,0.0,0.0,0.0
829ed7fffffffff,78.0,0.0,12.0,0.0,0.0
829edffffffffff,56.0,0.0,0.0,0.0,0.0
