cell_id,Leptocoma aspasia,Leptocoma aspasia talautensis/sangirensis,Leptocoma aspasia grayi,Leptocoma aspasia porphyrolaema,Leptocoma aspasia [aspasioides Group],Leptocoma aspasia chlorolaema,Leptocoma aspasia [aspasia Group],Leptocoma aspasia [corinna Group],Leptocoma aspasia [undescribed form]
8368c2fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8368c3fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8368c8fffffffff,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8368cafffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8368cdfffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8368cefffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8368d0fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8368d1fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8368d2fffffffff,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8368d6fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8368d8fffffffff,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8368dcfffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8368ddfffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83728cfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83728efffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837290fffffffff,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837291fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83729dfffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8372a0fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8372a2fffffffff,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8372a3fffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8372aafffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8372aefffffffff,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8372b5fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8372c2fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8372d2fffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8372d3fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8372d5fffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8372d9fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8372dbfffffffff,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8372defffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8372f2fffffffff,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8372f3fffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837390fffffffff,383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837392fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837395fffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837396fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837398fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83739afffffffff,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83739bfffffffff,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8373b0fffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8373b6fffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837798fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
