cell_id,Todiramphus sanctus,Todiramphus sanctus sanctus,Todiramphus sanctus canacorum,Todiramphus sanctus macmillani,Todiramphus sanctus vagans
84658b1ffffffff,9.0,2.0,0.0,0.0,0.0
8468189ffffffff,3.0,0.0,0.0,0.0,0.0
84685e3ffffffff,4.0,0.0,0.0,0.0,0.0
8468ce7ffffffff,2.0,2.0,0.0,0.0,0.0
84729dbffffffff,4.0,0.0,0.0,0.0,0.0
8472a3bffffffff,2.0,2.0,0.0,0.0,0.0
8472ae1ffffffff,2.0,0.0,0.0,0.0,0.0
8472ae3ffffffff,5.0,0.0,0.0,0.0,0.0
8472c91ffffffff,2.0,0.0,0.0,0.0,0.0
8472d23ffffffff,5.0,1.0,0.0,0.0,0.0
8472f23ffffffff,3.0,3.0,0.0,0.0,0.0
847699dffffffff,3.0,0.0,0.0,0.0,0.0
84945e5ffffffff,1.0,0.0,0.0,0.0,0.0
8494803ffffffff,2.0,2.0,0.0,0.0,0.0
8495009ffffffff,2.0,2.0,0.0,0.0,0.0
8495613ffffffff,11.0,0.0,0.0,0.0,0.0
84956d3ffffffff,4.0,0.0,0.0,0.0,0.0
849c20bffffffff,2.0,0.0,0.0,0.0,0.0
849c231ffffffff,1.0,0.0,0.0,0.0,0.0
849c85bffffffff,2.0,0.0,0.0,0.0,0.0
849c8b5ffffffff,1.0,0.0,0.0,0.0,0.0
849c901ffffffff,2.0,1.0,0.0,0.0,0.0
849c90dffffffff,1.0,0.0,0.0,0.0,0.0
849cae7ffffffff,1.0,0.0,0.0,0.0,0.0
849cd2dffffffff,4.0,0.0,0.0,0.0,0.0
849cd31ffffffff,9.0,0.0,0.0,0.0,0.0
849cd3dffffffff,1.0,0.0,0.0,0.0,0.0
849f523ffffffff,2.0,0.0,0.0,2.0,0.0
849f529ffffffff,2.0,0.0,0.0,2.0,0.0
84b8809ffffffff,2.0,2.0,0.0,0.0,0.0
84b8855ffffffff,1.0,1.0,0.0,0.0,0.0
84baf45ffffffff,9.0,0.0,0.0,0.0,0.0
84bb091ffffffff,19.0,0.0,0.0,0.0,9.0
84bb093ffffffff,5.0,0.0,0.0,0.0,5.0
84bb097ffffffff,2.0,0.0,0.0,0.0,2.0
84bb09bffffffff,1.0,0.0,0.0,0.0,1.0
84bb0c1ffffffff,3.0,0.0,0.0,0.0,0.0
84bb0dbffffffff,1.0,0.0,0.0,0.0,1.0
84bb295ffffffff,164.0,0.0,0.0,0.0,164.0
84bb299ffffffff,4.0,0.0,0.0,0.0,4.0
84bb29bffffffff,1.0,0.0,0.0,0.0,1.0
84bb2b3ffffffff,3.0,0.0,0.0,0.0,3.0
84bb2bbffffffff,6.0,0.0,0.0,0.0,6.0
84bb501ffffffff,35.0,0.0,0.0,0.0,21.0
84bb507ffffffff,15.0,0.0,0.0,0.0,15.0
84bb509ffffffff,1.0,0.0,0.0,0.0,1.0
84bb529ffffffff,5.0,0.0,0.0,0.0,5.0
84bb52bffffffff,6.0,0.0,0.0,0.0,6.0
84bb53dffffffff,5.0,0.0,0.0,0.0,5.0
84bb545ffffffff,2.0,0.0,0.0,0.0,2.0
84bb563ffffffff,1.0,0.0,0.0,0.0,1.0
84bb567ffffffff,1.0,0.0,0.0,0.0,1.0
84bb569ffffffff,4.0,0.0,0.0,0.0,4.0
84bb5e9ffffffff,3.0,0.0,0.0,0.0,3.0
84bb5ebffffffff,1.0,0.0,0.0,0.0,1.0
84bb5edffffffff,2.0,0.0,0.0,0.0,2.0
84bb749ffffffff,5.0,0.0,0.0,0.0,5.0
84bb767ffffffff,1.0,0.0,0.0,0.0,1.0
84be089ffffffff,6.0,0.0,0.0,0.0,0.0
84be0a7ffffffff,1.0,1.0,0.0,0.0,0.0
84be0bdffffffff,2.0,2.0,0.0,0.0,0.0
84be0c3ffffffff,4.0,0.0,0.0,0.0,0.0
84be0e3ffffffff,3.0,0.0,0.0,0.0,0.0
84be1d5ffffffff,2.0,0.0,0.0,0.0,0.0
84be1dbffffffff,2.0,0.0,0.0,0.0,0.0
84be409ffffffff,2.0,0.0,0.0,0.0,0.0
84be40bffffffff,1.0,0.0,0.0,0.0,0.0
84be441ffffffff,3.0,3.0,0.0,0.0,0.0
84be447ffffffff,2.0,0.0,0.0,0.0,0.0
84be44dffffffff,4.0,4.0,0.0,0.0,0.0
84be46dffffffff,1.0,0.0,0.0,0.0,0.0
84be507ffffffff,2.0,2.0,0.0,0.0,0.0
84be515ffffffff,2.0,0.0,0.0,0.0,0.0
84be607ffffffff,1.0,1.0,0.0,0.0,0.0
84be62bffffffff,4.0,0.0,0.0,0.0,0.0
84be631ffffffff,4.0,2.0,0.0,0.0,0.0
84be633ffffffff,3.0,3.0,0.0,0.0,0.0
84be635ffffffff,12.0,6.0,0.0,0.0,0.0
84be639ffffffff,1.0,1.0,0.0,0.0,0.0
84be63dffffffff,18.0,8.0,0.0,0.0,0.0
84be6a9ffffffff,2.0,0.0,0.0,0.0,0.0
84be6b9ffffffff,2.0,2.0,0.0,0.0,0.0
84be717ffffffff,2.0,2.0,0.0,0.0,0.0
84be723ffffffff,2.0,0.0,0.0,0.0,0.0
84be725ffffffff,7.0,0.0,0.0,0.0,0.0
84be72dffffffff,15.0,1.0,0.0,0.0,0.0
84be75bffffffff,2.0,2.0,0.0,0.0,0.0
84be8d1ffffffff,17.0,0.0,0.0,0.0,0.0
84be8d9ffffffff,9.0,0.0,0.0,0.0,0.0
84be8ddffffffff,2.0,0.0,0.0,0.0,0.0
84bef51ffffffff,3.0,0.0,0.0,0.0,0.0
84bf4b9ffffffff,32.0,0.0,0.0,0.0,0.0
84bf4bbffffffff,1.0,0.0,0.0,0.0,0.0
84bf4cbffffffff,2.0,0.0,0.0,0.0,0.0
84da847ffffffff,2.0,0.0,0.0,0.0,0.0
84da867ffffffff,6.0,0.0,0.0,0.0,0.0
84da907ffffffff,3.0,0.0,0.0,0.0,0.0
84da945ffffffff,14.0,0.0,0.0,0.0,14.0
84da947ffffffff,24.0,0.0,0.0,0.0,24.0
84da94bffffffff,2.0,0.0,0.0,0.0,0.0
84da94dffffffff,1.0,0.0,0.0,0.0,1.0
84daaabffffffff,1.0,0.0,0.0,0.0,1.0
84dab37ffffffff,2.0,0.0,0.0,0.0,2.0
