cell_id,Hafferia zeledoni,Hafferia zeledoni zeledoni,Hafferia zeledoni berlepschi
826617fffffffff,77.0,12.0,0.0
82661ffffffffff,821.0,0.0,229.0
8266a7fffffffff,123.0,13.0,0.0
8266affffffffff,2.0,0.0,0.0
8266b7fffffffff,1724.0,2.0,0.0
8266d7fffffffff,3773.0,0.0,751.0
8266f7fffffffff,758.0,0.0,101.0
82679ffffffffff,17.0,0.0,0.0
826d6ffffffffff,1927.0,0.0,0.0
828f0ffffffffff,167.0,0.0,21.0
828f2ffffffffff,105.0,0.0,4.0
