cell_id,Rhipidura albiscapa,Rhipidura albiscapa [pelzelni Group],Rhipidura albiscapa keasti,Rhipidura albiscapa alisteri,Rhipidura albiscapa albiscapa,Rhipidura albiscapa preissi,Rhipidura albiscapa albicauda
849451dffffffff,9.0,0.0,0.0,2.0,0.0,0.0,0.0
8494803ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,4.0
84948d9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8494f21ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
8494f65ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
849c017ffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
849c055ffffffff,4.0,0.0,4.0,0.0,0.0,0.0,0.0
849c0e7ffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
849c0e9ffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
849c0edffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
849c191ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
849c239ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
849c417ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
849c743ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
849d0b1ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
849d0b5ffffffff,4.0,0.0,0.0,4.0,0.0,0.0,0.0
849d0cdffffffff,6.0,0.0,6.0,0.0,0.0,0.0,0.0
849d241ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
849d5b7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
849e113ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
849e261ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
849ed51ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
84a7265ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84be085ffffffff,4.0,0.0,0.0,2.0,0.0,0.0,0.0
84be089ffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0
84be08dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84be099ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84be0c7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84be0d3ffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0
84be0e3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84be1a9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84be407ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84be455ffffffff,2.0,0.0,0.0,0.0,2.0,0.0,0.0
84be459ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84be46bffffffff,3.0,0.0,0.0,3.0,0.0,0.0,0.0
84be517ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84be533ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84be607ffffffff,8.0,0.0,0.0,0.0,6.0,0.0,0.0
84be617ffffffff,3.0,0.0,0.0,0.0,3.0,0.0,0.0
84be621ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
84be631ffffffff,12.0,0.0,0.0,0.0,5.0,0.0,0.0
84be633ffffffff,6.0,0.0,0.0,0.0,6.0,0.0,0.0
84be635ffffffff,27.0,0.0,0.0,0.0,8.0,0.0,0.0
84be637ffffffff,2.0,0.0,0.0,0.0,2.0,0.0,0.0
84be639ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84be63bffffffff,10.0,0.0,0.0,0.0,2.0,0.0,0.0
84be63dffffffff,14.0,0.0,0.0,0.0,5.0,0.0,0.0
84be663ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84be667ffffffff,2.0,0.0,0.0,0.0,2.0,0.0,0.0
84be68dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84be6ebffffffff,2.0,0.0,0.0,0.0,2.0,0.0,0.0
84be6edffffffff,4.0,0.0,0.0,0.0,4.0,0.0,0.0
84be717ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84be71bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84be721ffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
84be723ffffffff,2.0,0.0,0.0,0.0,2.0,0.0,0.0
84be725ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
84be72dffffffff,374.0,0.0,0.0,0.0,0.0,0.0,0.0
84be73bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84be745ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84be759ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84be75bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84be8d1ffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
84be8d9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84bea91ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84bea97ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84beab3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84bef39ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
84bef41ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84bef43ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
84bef6dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84bf497ffffffff,2.0,0.0,0.0,0.0,2.0,0.0,0.0
84bf49dffffffff,2.0,0.0,0.0,0.0,2.0,0.0,0.0
84bf4b3ffffffff,6.0,0.0,0.0,0.0,6.0,0.0,0.0
84bf4c1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84bf6b7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84c9935ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84d896dffffffff,2.0,0.0,0.0,0.0,2.0,0.0,0.0
