cell_id,Cardinalis cardinalis,Cardinalis cardinalis [cardinalis Group],Cardinalis cardinalis carneus
8426189ffffffff,21.0,0.0,0.0
842618bffffffff,399.0,3.0,0.0
842618dffffffff,31.0,0.0,0.0
8426191ffffffff,11.0,0.0,0.0
8426193ffffffff,47.0,0.0,0.0
8426195ffffffff,6.0,0.0,0.0
8426197ffffffff,62.0,0.0,0.0
8426199ffffffff,19.0,0.0,0.0
842619bffffffff,8.0,0.0,0.0
842619dffffffff,189.0,0.0,0.0
84261a3ffffffff,7.0,0.0,0.0
84261a7ffffffff,35.0,0.0,0.0
84261a9ffffffff,11.0,0.0,0.0
84261abffffffff,19.0,1.0,0.0
84261adffffffff,45.0,0.0,0.0
84261b1ffffffff,91.0,0.0,0.0
84261b3ffffffff,33.0,0.0,0.0
84261b5ffffffff,17.0,0.0,0.0
84261b7ffffffff,31.0,0.0,0.0
84261b9ffffffff,56.0,0.0,0.0
84261bbffffffff,10.0,0.0,0.0
84261bdffffffff,9.0,0.0,0.0
84261c3ffffffff,9.0,0.0,0.0
84261c5ffffffff,75.0,2.0,0.0
84261c7ffffffff,46.0,0.0,0.0
84261c9ffffffff,1.0,0.0,0.0
84261cbffffffff,6.0,0.0,0.0
84261cdffffffff,2.0,0.0,0.0
84261d1ffffffff,16.0,0.0,0.0
84261d3ffffffff,17.0,0.0,0.0
84261d5ffffffff,14.0,0.0,0.0
84261d7ffffffff,44.0,0.0,0.0
84261dbffffffff,49.0,0.0,0.0
84261ddffffffff,3.0,0.0,0.0
84261e1ffffffff,17.0,0.0,0.0
84261e5ffffffff,3.0,0.0,0.0
84261e7ffffffff,39.0,0.0,0.0
84261e9ffffffff,19.0,0.0,0.0
84261ebffffffff,7.0,1.0,0.0
84261edffffffff,4.0,0.0,0.0
8426201ffffffff,132.0,0.0,0.0
8426203ffffffff,64.0,0.0,0.0
8426205ffffffff,9.0,0.0,0.0
8426207ffffffff,36.0,0.0,0.0
8426209ffffffff,12.0,0.0,0.0
842620bffffffff,1157.0,0.0,0.0
842620dffffffff,93.0,0.0,0.0
8426211ffffffff,208.0,0.0,0.0
8426213ffffffff,235.0,0.0,0.0
8426215ffffffff,137.0,0.0,0.0
8426217ffffffff,35.0,0.0,0.0
8426219ffffffff,438.0,0.0,0.0
842621bffffffff,1790.0,0.0,0.0
842621dffffffff,210.0,0.0,0.0
8426221ffffffff,2.0,0.0,0.0
8426223ffffffff,6.0,0.0,0.0
8426225ffffffff,2.0,0.0,0.0
8426229ffffffff,4.0,0.0,0.0
842622bffffffff,36.0,0.0,0.0
8426231ffffffff,132.0,0.0,0.0
8426233ffffffff,52.0,0.0,0.0
8426235ffffffff,8.0,0.0,0.0
8426237ffffffff,72.0,0.0,0.0
8426239ffffffff,12.0,0.0,0.0
842623bffffffff,74.0,0.0,0.0
842623dffffffff,62.0,0.0,0.0
8426241ffffffff,6.0,0.0,0.0
8426243ffffffff,29.0,0.0,0.0
8426245ffffffff,37.0,0.0,0.0
8426247ffffffff,4.0,0.0,0.0
8426249ffffffff,17.0,0.0,0.0
842624bffffffff,45.0,0.0,0.0
8426251ffffffff,57.0,0.0,0.0
8426253ffffffff,42.0,0.0,0.0
8426255ffffffff,38.0,0.0,0.0
8426257ffffffff,814.0,0.0,0.0
8426259ffffffff,30.0,0.0,0.0
842625bffffffff,29.0,0.0,0.0
842625dffffffff,95.0,0.0,0.0
8426261ffffffff,238.0,0.0,0.0
8426263ffffffff,46.0,0.0,0.0
8426269ffffffff,292.0,0.0,0.0
842626bffffffff,18.0,0.0,0.0
842626dffffffff,144.0,0.0,0.0
8426281ffffffff,125.0,1.0,0.0
8426283ffffffff,136.0,0.0,0.0
8426285ffffffff,5.0,0.0,0.0
8426287ffffffff,6.0,0.0,0.0
8426289ffffffff,378.0,0.0,0.0
842628bffffffff,42.0,0.0,0.0
842628dffffffff,57.0,0.0,0.0
8426291ffffffff,759.0,7.0,0.0
8426293ffffffff,269.0,7.0,0.0
8426295ffffffff,30.0,2.0,0.0
8426297ffffffff,8.0,0.0,0.0
8426299ffffffff,64.0,0.0,0.0
842629bffffffff,28.0,3.0,0.0
842629dffffffff,19.0,1.0,0.0
84262a1ffffffff,8.0,0.0,0.0
84262a3ffffffff,3.0,1.0,0.0
84262a5ffffffff,1.0,0.0,0.0
84262a7ffffffff,11.0,0.0,0.0
84262a9ffffffff,15.0,0.0,0.0
84262abffffffff,13.0,0.0,0.0
84262adffffffff,39.0,0.0,0.0
84262b1ffffffff,40.0,0.0,0.0
84262b3ffffffff,1976.0,6.0,0.0
84262b5ffffffff,25.0,1.0,0.0
84262b7ffffffff,208.0,0.0,0.0
84262b9ffffffff,18.0,2.0,0.0
84262bbffffffff,51.0,0.0,0.0
84262bdffffffff,4.0,2.0,0.0
84262c1ffffffff,1863.0,0.0,0.0
84262c3ffffffff,366.0,0.0,0.0
84262c5ffffffff,183.0,0.0,0.0
84262c7ffffffff,317.0,0.0,0.0
84262c9ffffffff,3884.0,0.0,0.0
84262cbffffffff,374.0,0.0,0.0
84262cdffffffff,17089.0,0.0,0.0
84262d1ffffffff,192.0,0.0,0.0
84262d3ffffffff,32.0,0.0,0.0
84262d5ffffffff,140.0,0.0,0.0
84262d7ffffffff,22.0,0.0,0.0
84262d9ffffffff,702.0,0.0,0.0
84262dbffffffff,723.0,0.0,0.0
84262ddffffffff,1086.0,0.0,0.0
84262e1ffffffff,108.0,0.0,0.0
84262e3ffffffff,96.0,0.0,0.0
84262e5ffffffff,36.0,0.0,0.0
84262e7ffffffff,52.0,0.0,0.0
84262e9ffffffff,92.0,0.0,0.0
84262ebffffffff,279.0,0.0,0.0
84262edffffffff,79.0,0.0,0.0
8426315ffffffff,2.0,0.0,0.0
8426319ffffffff,6.0,0.0,0.0
842631dffffffff,30.0,0.0,0.0
8426333ffffffff,2.0,0.0,0.0
8426337ffffffff,128.0,0.0,0.0
842633bffffffff,2.0,0.0,0.0
8426351ffffffff,8.0,0.0,0.0
8426401ffffffff,140.0,0.0,0.0
8426403ffffffff,349.0,0.0,0.0
8426405ffffffff,1241.0,0.0,0.0
8426407ffffffff,251.0,0.0,0.0
8426409ffffffff,685.0,0.0,0.0
842640bffffffff,23.0,0.0,0.0
842640dffffffff,2713.0,0.0,0.0
8426411ffffffff,469.0,0.0,0.0
8426413ffffffff,300.0,0.0,0.0
8426415ffffffff,3051.0,0.0,0.0
8426417ffffffff,1390.0,0.0,0.0
8426419ffffffff,56.0,0.0,0.0
842641bffffffff,193.0,0.0,0.0
842641dffffffff,535.0,0.0,0.0
8426421ffffffff,302.0,0.0,0.0
8426423ffffffff,340.0,0.0,0.0
8426425ffffffff,935.0,0.0,0.0
8426427ffffffff,127.0,0.0,0.0
8426429ffffffff,1161.0,0.0,0.0
842642bffffffff,409.0,0.0,0.0
842642dffffffff,266.0,0.0,0.0
8426431ffffffff,555.0,0.0,0.0
8426433ffffffff,1026.0,0.0,0.0
8426435ffffffff,125.0,0.0,0.0
8426437ffffffff,1370.0,0.0,0.0
8426439ffffffff,1250.0,0.0,0.0
842643bffffffff,1826.0,0.0,0.0
842643dffffffff,428.0,0.0,0.0
8426441ffffffff,37.0,0.0,0.0
8426443ffffffff,144.0,0.0,0.0
8426445ffffffff,31.0,0.0,0.0
8426447ffffffff,12.0,0.0,0.0
8426449ffffffff,74.0,0.0,0.0
842644bffffffff,81.0,0.0,0.0
842644dffffffff,591.0,0.0,0.0
8426451ffffffff,17.0,0.0,0.0
8426453ffffffff,43.0,0.0,0.0
8426455ffffffff,205.0,0.0,0.0
8426457ffffffff,92.0,0.0,0.0
8426459ffffffff,363.0,0.0,0.0
842645bffffffff,49.0,0.0,0.0
842645dffffffff,78.0,0.0,0.0
8426461ffffffff,3172.0,0.0,0.0
8426463ffffffff,11032.0,0.0,0.0
8426465ffffffff,40.0,0.0,0.0
8426467ffffffff,677.0,0.0,0.0
8426469ffffffff,64.0,0.0,0.0
842646bffffffff,2515.0,0.0,0.0
842646dffffffff,386.0,0.0,0.0
8426481ffffffff,579.0,0.0,0.0
8426483ffffffff,109.0,0.0,0.0
8426485ffffffff,47.0,0.0,0.0
8426487ffffffff,185.0,0.0,0.0
8426489ffffffff,2085.0,0.0,0.0
842648bffffffff,551.0,0.0,0.0
842648dffffffff,145.0,0.0,0.0
8426491ffffffff,70.0,0.0,0.0
8426493ffffffff,3187.0,0.0,0.0
8426495ffffffff,875.0,0.0,0.0
8426497ffffffff,1077.0,0.0,0.0
8426499ffffffff,60.0,0.0,0.0
842649bffffffff,866.0,0.0,0.0
842649dffffffff,157.0,0.0,0.0
84264a1ffffffff,234.0,0.0,0.0
84264a3ffffffff,135.0,0.0,0.0
84264a5ffffffff,208.0,0.0,0.0
84264a7ffffffff,1861.0,0.0,0.0
84264a9ffffffff,157.0,0.0,0.0
84264abffffffff,109.0,0.0,0.0
84264adffffffff,193.0,0.0,0.0
84264b1ffffffff,108.0,0.0,0.0
84264b3ffffffff,135.0,0.0,0.0
84264b5ffffffff,7.0,0.0,0.0
84264b7ffffffff,128.0,0.0,0.0
84264b9ffffffff,691.0,0.0,0.0
84264bbffffffff,738.0,0.0,0.0
84264bdffffffff,141.0,0.0,0.0
84264c1ffffffff,377.0,0.0,0.0
84264c3ffffffff,1109.0,0.0,0.0
84264c5ffffffff,1519.0,0.0,0.0
84264c7ffffffff,2200.0,0.0,0.0
84264c9ffffffff,65.0,0.0,0.0
84264cbffffffff,1214.0,0.0,0.0
84264cdffffffff,132.0,0.0,0.0
84264d1ffffffff,5317.0,0.0,0.0
84264d3ffffffff,377.0,0.0,0.0
84264d5ffffffff,276.0,0.0,0.0
84264d7ffffffff,136.0,0.0,0.0
84264d9ffffffff,3542.0,0.0,0.0
84264dbffffffff,3108.0,0.0,0.0
84264ddffffffff,666.0,0.0,0.0
84264e1ffffffff,281.0,0.0,0.0
84264e3ffffffff,84.0,0.0,0.0
84264e5ffffffff,2351.0,0.0,0.0
84264e7ffffffff,128.0,0.0,0.0
84264e9ffffffff,33.0,0.0,0.0
84264ebffffffff,74.0,0.0,0.0
84264edffffffff,454.0,0.0,0.0
8426501ffffffff,605.0,0.0,0.0
8426503ffffffff,147.0,0.0,0.0
8426505ffffffff,623.0,0.0,0.0
8426507ffffffff,102.0,0.0,0.0
8426509ffffffff,293.0,0.0,0.0
842650bffffffff,381.0,0.0,0.0
842650dffffffff,1116.0,0.0,0.0
8426511ffffffff,211.0,0.0,0.0
8426513ffffffff,182.0,0.0,0.0
8426515ffffffff,349.0,0.0,0.0
8426517ffffffff,73.0,0.0,0.0
8426519ffffffff,280.0,0.0,0.0
842651bffffffff,437.0,0.0,0.0
842651dffffffff,604.0,0.0,0.0
8426521ffffffff,1225.0,0.0,0.0
8426523ffffffff,200.0,0.0,0.0
8426525ffffffff,245.0,0.0,0.0
8426527ffffffff,353.0,0.0,0.0
8426529ffffffff,825.0,0.0,0.0
842652bffffffff,1649.0,0.0,0.0
842652dffffffff,877.0,0.0,0.0
8426531ffffffff,1575.0,0.0,0.0
8426533ffffffff,4306.0,0.0,0.0
8426535ffffffff,671.0,0.0,0.0
8426537ffffffff,206.0,0.0,0.0
8426539ffffffff,244.0,0.0,0.0
842653bffffffff,2217.0,0.0,0.0
842653dffffffff,706.0,0.0,0.0
8426541ffffffff,393.0,0.0,0.0
8426543ffffffff,1079.0,0.0,0.0
8426545ffffffff,80.0,0.0,0.0
8426547ffffffff,857.0,0.0,0.0
8426549ffffffff,104.0,0.0,0.0
842654bffffffff,665.0,0.0,0.0
842654dffffffff,466.0,0.0,0.0
8426551ffffffff,2986.0,0.0,0.0
8426553ffffffff,235.0,0.0,0.0
8426555ffffffff,6622.0,0.0,0.0
8426557ffffffff,1653.0,0.0,0.0
8426559ffffffff,660.0,0.0,0.0
842655bffffffff,572.0,0.0,0.0
842655dffffffff,5778.0,0.0,0.0
8426561ffffffff,2606.0,0.0,0.0
8426563ffffffff,3294.0,0.0,0.0
8426565ffffffff,2306.0,0.0,0.0
8426567ffffffff,5748.0,0.0,0.0
8426569ffffffff,324.0,0.0,0.0
842656bffffffff,141.0,0.0,0.0
842656dffffffff,1121.0,0.0,0.0
8426581ffffffff,31.0,0.0,0.0
8426583ffffffff,109.0,0.0,0.0
8426585ffffffff,121.0,0.0,0.0
8426587ffffffff,611.0,9.0,0.0
8426589ffffffff,230.0,0.0,0.0
842658bffffffff,156.0,0.0,0.0
842658dffffffff,48.0,0.0,0.0
8426591ffffffff,65.0,0.0,0.0
8426593ffffffff,527.0,0.0,0.0
8426595ffffffff,51.0,0.0,0.0
8426597ffffffff,93.0,0.0,0.0
8426599ffffffff,1137.0,10.0,0.0
842659bffffffff,10099.0,26.0,0.0
842659dffffffff,94.0,0.0,0.0
84265a1ffffffff,50.0,0.0,0.0
84265a3ffffffff,2445.0,3.0,0.0
84265a5ffffffff,148.0,4.0,0.0
84265a7ffffffff,1102.0,13.0,0.0
84265a9ffffffff,126.0,0.0,0.0
84265abffffffff,57.0,3.0,0.0
84265adffffffff,60.0,0.0,0.0
84265b1ffffffff,426.0,0.0,0.0
84265b3ffffffff,178.0,0.0,0.0
84265b5ffffffff,6102.0,7.0,0.0
84265b7ffffffff,364.0,0.0,0.0
84265b9ffffffff,1249.0,0.0,0.0
84265bbffffffff,141.0,4.0,0.0
84265bdffffffff,259.0,0.0,0.0
84265c1ffffffff,482.0,0.0,0.0
84265c3ffffffff,89.0,0.0,0.0
84265c5ffffffff,181.0,0.0,0.0
84265c7ffffffff,222.0,0.0,0.0
84265c9ffffffff,186.0,0.0,0.0
84265cbffffffff,194.0,0.0,0.0
84265cdffffffff,318.0,0.0,0.0
84265d1ffffffff,64.0,0.0,0.0
84265d3ffffffff,235.0,0.0,0.0
84265d5ffffffff,129.0,0.0,0.0
84265d7ffffffff,603.0,1.0,0.0
84265d9ffffffff,1054.0,0.0,0.0
84265dbffffffff,831.0,0.0,0.0
84265ddffffffff,232.0,0.0,0.0
84265e1ffffffff,106.0,0.0,0.0
84265e3ffffffff,156.0,0.0,0.0
84265e5ffffffff,736.0,0.0,0.0
84265e7ffffffff,161.0,0.0,0.0
84265e9ffffffff,109.0,0.0,0.0
84265ebffffffff,206.0,0.0,0.0
84265edffffffff,240.0,0.0,0.0
8426601ffffffff,113.0,0.0,0.0
8426603ffffffff,400.0,0.0,0.0
8426605ffffffff,71.0,0.0,0.0
8426607ffffffff,1641.0,0.0,0.0
8426609ffffffff,672.0,0.0,0.0
842660bffffffff,455.0,0.0,0.0
842660dffffffff,20.0,0.0,0.0
8426611ffffffff,318.0,0.0,0.0
8426613ffffffff,1008.0,0.0,0.0
8426615ffffffff,246.0,0.0,0.0
8426617ffffffff,418.0,0.0,0.0
8426619ffffffff,1375.0,0.0,0.0
842661bffffffff,7552.0,0.0,0.0
842661dffffffff,135.0,0.0,0.0
8426621ffffffff,965.0,0.0,0.0
8426623ffffffff,789.0,0.0,0.0
8426625ffffffff,840.0,0.0,0.0
8426627ffffffff,97.0,0.0,0.0
8426629ffffffff,1280.0,0.0,0.0
842662bffffffff,1158.0,0.0,0.0
842662dffffffff,1795.0,0.0,0.0
8426631ffffffff,332.0,0.0,0.0
8426633ffffffff,53.0,0.0,0.0
8426635ffffffff,198.0,0.0,0.0
8426637ffffffff,53.0,0.0,0.0
8426639ffffffff,325.0,0.0,0.0
842663bffffffff,224.0,0.0,0.0
842663dffffffff,1306.0,0.0,0.0
8426641ffffffff,5157.0,0.0,0.0
8426643ffffffff,312.0,0.0,0.0
8426645ffffffff,8087.0,0.0,0.0
8426647ffffffff,1268.0,0.0,0.0
8426649ffffffff,2622.0,0.0,0.0
842664bffffffff,1485.0,0.0,0.0
842664dffffffff,23239.0,0.0,0.0
8426651ffffffff,325.0,0.0,0.0
8426653ffffffff,106.0,0.0,0.0
8426655ffffffff,142.0,0.0,0.0
8426657ffffffff,2735.0,0.0,0.0
8426659ffffffff,202.0,0.0,0.0
842665bffffffff,603.0,0.0,0.0
842665dffffffff,94.0,0.0,0.0
8426661ffffffff,1013.0,0.0,0.0
8426663ffffffff,73.0,0.0,0.0
8426665ffffffff,4645.0,0.0,0.0
8426667ffffffff,106.0,0.0,0.0
8426669ffffffff,4963.0,0.0,0.0
842666bffffffff,1898.0,0.0,0.0
842666dffffffff,655.0,0.0,0.0
8426681ffffffff,393.0,0.0,0.0
8426683ffffffff,200.0,0.0,0.0
8426685ffffffff,216.0,0.0,0.0
8426687ffffffff,48.0,0.0,0.0
8426689ffffffff,3434.0,0.0,0.0
842668bffffffff,2975.0,0.0,0.0
842668dffffffff,486.0,0.0,0.0
8426691ffffffff,166.0,0.0,0.0
8426693ffffffff,195.0,0.0,0.0
8426695ffffffff,242.0,0.0,0.0
8426697ffffffff,56.0,0.0,0.0
8426699ffffffff,185.0,0.0,0.0
842669bffffffff,454.0,0.0,0.0
842669dffffffff,178.0,0.0,0.0
84266a1ffffffff,1387.0,0.0,0.0
84266a3ffffffff,345.0,0.0,0.0
84266a5ffffffff,584.0,0.0,0.0
84266a7ffffffff,208.0,0.0,0.0
84266a9ffffffff,578.0,0.0,0.0
84266abffffffff,153.0,0.0,0.0
84266adffffffff,969.0,0.0,0.0
84266b1ffffffff,253.0,0.0,0.0
84266b3ffffffff,151.0,0.0,0.0
84266b5ffffffff,231.0,0.0,0.0
84266b7ffffffff,1422.0,0.0,0.0
84266b9ffffffff,190.0,0.0,0.0
84266bbffffffff,914.0,0.0,0.0
84266bdffffffff,81.0,0.0,0.0
84266c1ffffffff,1086.0,0.0,0.0
84266c3ffffffff,235.0,0.0,0.0
84266c5ffffffff,5722.0,0.0,0.0
84266c7ffffffff,140.0,0.0,0.0
84266c9ffffffff,44.0,0.0,0.0
84266cbffffffff,137.0,0.0,0.0
84266cdffffffff,578.0,0.0,0.0
84266d1ffffffff,880.0,0.0,0.0
84266d3ffffffff,1753.0,0.0,0.0
84266d5ffffffff,6972.0,4.0,0.0
84266d7ffffffff,579.0,111.0,0.0
84266d9ffffffff,87.0,0.0,0.0
84266dbffffffff,4411.0,60.0,0.0
84266ddffffffff,133.0,0.0,0.0
84266e1ffffffff,2232.0,0.0,0.0
84266e3ffffffff,518.0,0.0,0.0
84266e5ffffffff,70.0,0.0,0.0
84266e7ffffffff,398.0,0.0,0.0
84266e9ffffffff,389.0,0.0,0.0
84266ebffffffff,1445.0,0.0,0.0
84266edffffffff,372.0,0.0,0.0
8426701ffffffff,78.0,0.0,0.0
8426703ffffffff,106.0,0.0,0.0
8426705ffffffff,362.0,0.0,0.0
8426707ffffffff,282.0,0.0,0.0
8426709ffffffff,74.0,0.0,0.0
842670bffffffff,235.0,0.0,0.0
842670dffffffff,110.0,0.0,0.0
8426711ffffffff,400.0,0.0,0.0
8426713ffffffff,331.0,0.0,0.0
8426715ffffffff,6.0,0.0,0.0
8426717ffffffff,386.0,0.0,0.0
8426719ffffffff,1328.0,0.0,0.0
842671bffffffff,279.0,0.0,0.0
842671dffffffff,98.0,0.0,0.0
8426721ffffffff,97.0,2.0,0.0
8426723ffffffff,502.0,0.0,0.0
8426725ffffffff,9.0,0.0,0.0
8426727ffffffff,31.0,0.0,0.0
8426729ffffffff,33.0,0.0,0.0
842672bffffffff,55.0,0.0,0.0
842672dffffffff,43.0,0.0,0.0
8426731ffffffff,179.0,0.0,0.0
8426733ffffffff,541.0,0.0,0.0
8426735ffffffff,611.0,0.0,0.0
8426737ffffffff,150.0,0.0,0.0
8426739ffffffff,122.0,0.0,0.0
842673bffffffff,416.0,0.0,0.0
842673dffffffff,171.0,0.0,0.0
8426741ffffffff,144.0,0.0,0.0
8426743ffffffff,364.0,2.0,0.0
8426745ffffffff,2395.0,82.0,0.0
8426747ffffffff,1464.0,6.0,0.0
8426749ffffffff,62.0,0.0,0.0
842674bffffffff,29.0,0.0,0.0
842674dffffffff,74.0,26.0,0.0
8426751ffffffff,48.0,0.0,0.0
8426753ffffffff,224.0,0.0,0.0
8426755ffffffff,77.0,0.0,0.0
8426757ffffffff,67.0,0.0,0.0
8426759ffffffff,147.0,0.0,0.0
842675bffffffff,369.0,0.0,0.0
842675dffffffff,1233.0,7.0,0.0
8426761ffffffff,122.0,4.0,0.0
8426763ffffffff,34.0,1.0,0.0
8426765ffffffff,154.0,1.0,0.0
8426767ffffffff,104.0,1.0,0.0
8426769ffffffff,30.0,1.0,0.0
842676bffffffff,36.0,6.0,0.0
842676dffffffff,70.0,0.0,0.0
8426893ffffffff,1.0,0.0,0.0
8426899ffffffff,9.0,0.0,0.0
8426a81ffffffff,2.0,0.0,0.0
8426a87ffffffff,2.0,0.0,0.0
8426a8bffffffff,437.0,0.0,0.0
8426a91ffffffff,76.0,0.0,0.0
8426a93ffffffff,14.0,0.0,0.0
8426a95ffffffff,216.0,0.0,0.0
8426a97ffffffff,132.0,0.0,0.0
8426a99ffffffff,35.0,0.0,0.0
8426a9bffffffff,28.0,0.0,0.0
8426a9dffffffff,9.0,0.0,0.0
8426aabffffffff,9.0,0.0,0.0
8426abdffffffff,5.0,0.0,0.0
8426ac3ffffffff,8.0,0.0,0.0
8426ac5ffffffff,55.0,1.0,0.0
8426ac7ffffffff,13.0,0.0,0.0
8426ad1ffffffff,243.0,20.0,0.0
8426ad3ffffffff,2.0,0.0,0.0
8426ad5ffffffff,59.0,0.0,0.0
8426ad7ffffffff,13.0,0.0,0.0
8426ad9ffffffff,2.0,0.0,0.0
8426adbffffffff,98.0,0.0,0.0
8426ae9ffffffff,8.0,0.0,0.0
8426aebffffffff,1.0,0.0,0.0
8426c01ffffffff,14.0,0.0,0.0
8426c03ffffffff,30.0,0.0,0.0
8426c07ffffffff,71.0,0.0,0.0
8426c09ffffffff,35.0,0.0,0.0
8426c0bffffffff,35.0,0.0,0.0
8426c0dffffffff,12.0,0.0,0.0
8426c11ffffffff,2006.0,0.0,0.0
8426c13ffffffff,33.0,0.0,0.0
8426c15ffffffff,24.0,0.0,0.0
8426c17ffffffff,57.0,0.0,0.0
8426c19ffffffff,2012.0,0.0,0.0
8426c1bffffffff,942.0,0.0,0.0
8426c1dffffffff,282.0,0.0,0.0
8426c21ffffffff,34.0,0.0,0.0
8426c23ffffffff,14.0,0.0,0.0
8426c25ffffffff,16.0,0.0,0.0
8426c27ffffffff,35.0,0.0,0.0
8426c29ffffffff,70.0,0.0,0.0
8426c2bffffffff,40.0,0.0,0.0
8426c2dffffffff,96.0,0.0,0.0
8426c31ffffffff,433.0,0.0,0.0
8426c33ffffffff,47.0,0.0,0.0
8426c35ffffffff,42.0,0.0,0.0
8426c37ffffffff,121.0,0.0,0.0
8426c39ffffffff,50.0,0.0,0.0
8426c3bffffffff,734.0,0.0,0.0
8426c3dffffffff,9.0,0.0,0.0
8426c41ffffffff,41.0,0.0,0.0
8426c43ffffffff,518.0,0.0,0.0
8426c45ffffffff,47.0,0.0,0.0
8426c47ffffffff,8.0,0.0,0.0
8426c49ffffffff,114.0,0.0,0.0
8426c4bffffffff,76.0,0.0,0.0
8426c4dffffffff,224.0,0.0,0.0
8426c51ffffffff,33.0,0.0,0.0
8426c53ffffffff,1462.0,0.0,0.0
8426c55ffffffff,55.0,0.0,0.0
