cell_id,Asio flammeus,Asio flammeus flammeus,Asio flammeus ponapensis,Asio flammeus sandwichensis,Asio flammeus domingensis/portoricensis,Asio flammeus galapagoensis,Asio flammeus [suinda Group]
830746fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830c14fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
830c1efffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
830c42fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830c46fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830c51fffffffff,29.0,1.0,0.0,0.0,0.0,0.0,0.0
830c55fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
830c5afffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
830c71fffffffff,6.0,6.0,0.0,0.0,0.0,0.0,0.0
830c73fffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
830c74fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
830ca4fffffffff,37.0,0.0,0.0,0.0,0.0,0.0,0.0
830cdcfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830cdefffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
830ceefffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
830d0dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830d48fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830d4dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830d62fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830d66fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
830d75fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830e00fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830e29fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
830e49fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
830e4dfffffffff,73.0,0.0,0.0,0.0,0.0,0.0,0.0
830e53fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
830ec1fffffffff,12.0,1.0,0.0,0.0,0.0,0.0,0.0
830ec5fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
830eccfffffffff,46.0,0.0,0.0,0.0,0.0,0.0,0.0
830ee8fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
830eeafffffffff,95.0,0.0,0.0,0.0,0.0,0.0,0.0
830eebfffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
830ef3fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830f5afffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83118cfffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8311aefffffffff,5.0,5.0,0.0,0.0,0.0,0.0,0.0
831251fffffffff,10.0,2.0,0.0,0.0,0.0,0.0,0.0
831253fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
83125bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83125dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831289fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
83128dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83128efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831290fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8312b4fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8312c1fffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0
8312c2fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8312c8fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8312c9fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8312cafffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8312cbfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8312ccfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8312cdfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8312d1fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8312d9fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8312dbfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8312ddfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8312eafffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8312f1fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8312f6fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831382fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831383fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831386fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83138efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831393fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83139efffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8313b2fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8313b3fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
831592fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831828fffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0
83182afffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83182cfffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0
831849fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83184afffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
83184bfffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
83185bfffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0
83185dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83186cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83190efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83192cfffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
831940fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
831941fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
831942fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831948fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
83194afffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83194cfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83194dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83194efffffffff,5.0,1.0,0.0,0.0,0.0,0.0,0.0
831959fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
83195bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83195dfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
83196dfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831972fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831a84fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
831aa0fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831aa2fffffffff,77.0,5.0,0.0,0.0,0.0,0.0,0.0
831aa3fffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0
831aa4fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
831ab0fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831ab5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831b82fffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
831b83fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
831b92fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831b99fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831b9cfffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
831b9efffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831e00fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831e02fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
831e04fffffffff,50.0,0.0,0.0,0.0,0.0,0.0,0.0
831e06fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
831e0afffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831e0efffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831e18fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831e1bfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831e22fffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
831e23fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831e2efffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
