cell_id,Bubo ascalaphus,Bubo ascalaphus ascalaphus,Bubo ascalaphus desertorum
842c901ffffffff,7.0,0.0,0.0
842c935ffffffff,63.0,0.0,0.0
842d949ffffffff,1.0,0.0,0.0
842db25ffffffff,2.0,2.0,0.0
8438161ffffffff,2.0,0.0,2.0
843816dffffffff,4.0,1.0,1.0
8439885ffffffff,5.0,5.0,0.0
8439887ffffffff,7.0,7.0,0.0
8443a13ffffffff,5.0,0.0,0.0
8443a15ffffffff,2.0,0.0,0.0
8443a17ffffffff,4.0,0.0,0.0
8443a69ffffffff,1.0,0.0,0.0
8443aedffffffff,5.0,0.0,0.0
