cell_id,Zoothera heinei,Zoothera heinei [heinei Group],Zoothera heinei eichhorni
827797fffffffff,3.0,0.0,0.0
829d07fffffffff,2.0,0.0,0.0
829d0ffffffffff,31.0,0.0,0.0
82be1ffffffffff,206.0,0.0,0.0
82be8ffffffffff,363.0,0.0,0.0
82beaffffffffff,84.0,0.0,0.0
82bef7fffffffff,19.0,0.0,0.0
