cell_id,Anas georgica,Anas georgica georgica,Anas georgica spinicauda/niceforoi
84660a5ffffffff,1.0,0.0,0.0
8466c25ffffffff,208.0,0.0,19.0
8466c2dffffffff,5.0,0.0,4.0
8466c61ffffffff,16.0,0.0,0.0
8466c67ffffffff,1.0,0.0,0.0
8466c69ffffffff,7.0,0.0,0.0
8466d03ffffffff,1.0,0.0,0.0
8466d0bffffffff,2.0,0.0,0.0
8466d11ffffffff,6.0,0.0,4.0
8466d15ffffffff,47.0,0.0,5.0
8466d19ffffffff,5.0,0.0,0.0
8466d1bffffffff,2.0,0.0,0.0
8466d1dffffffff,23.0,0.0,0.0
8466d31ffffffff,7.0,0.0,4.0
8466d33ffffffff,940.0,0.0,168.0
8466d39ffffffff,2.0,0.0,0.0
8466d3bffffffff,268.0,0.0,31.0
8466d53ffffffff,125.0,0.0,7.0
8466de5ffffffff,1229.0,0.0,258.0
8466dedffffffff,82.0,0.0,12.0
8466e09ffffffff,2.0,0.0,0.0
8466e6dffffffff,3.0,0.0,0.0
8466f11ffffffff,12.0,0.0,0.0
8466f15ffffffff,3.0,0.0,0.0
8466f57ffffffff,9.0,0.0,0.0
848b201ffffffff,7.0,0.0,0.0
848b203ffffffff,3.0,0.0,0.0
848b211ffffffff,2.0,0.0,0.0
848b21bffffffff,16.0,0.0,0.0
848b21dffffffff,1.0,0.0,0.0
848b241ffffffff,6.0,0.0,0.0
848b2c9ffffffff,269.0,0.0,0.0
848b2cbffffffff,1.0,0.0,0.0
848b2cdffffffff,84.0,0.0,0.0
848b603ffffffff,1.0,0.0,0.0
848b609ffffffff,1.0,0.0,0.0
848b60bffffffff,2.0,0.0,2.0
848b611ffffffff,127.0,0.0,22.0
848b615ffffffff,1.0,0.0,0.0
848b617ffffffff,2.0,0.0,0.0
848b619ffffffff,1.0,0.0,0.0
848b61bffffffff,827.0,0.0,39.0
848b61dffffffff,859.0,0.0,50.0
848b645ffffffff,2.0,0.0,0.0
848b647ffffffff,10.0,0.0,0.0
848b649ffffffff,4.0,0.0,0.0
848b655ffffffff,1.0,0.0,0.0
848b657ffffffff,16.0,0.0,0.0
848b65dffffffff,4.0,0.0,0.0
848b669ffffffff,2.0,0.0,0.0
848b66dffffffff,4.0,0.0,0.0
848b6cdffffffff,30.0,0.0,0.0
848b74bffffffff,6.0,0.0,0.0
848e601ffffffff,4.0,0.0,0.0
848e603ffffffff,14.0,0.0,0.0
848e609ffffffff,7.0,0.0,0.0
848e60bffffffff,4.0,0.0,0.0
848e60dffffffff,3.0,0.0,0.0
848e61dffffffff,7.0,0.0,0.0
848e633ffffffff,2.0,0.0,0.0
848e645ffffffff,14.0,0.0,0.0
848e647ffffffff,25.0,0.0,0.0
848e64bffffffff,2.0,0.0,0.0
848e663ffffffff,4.0,0.0,0.0
848e66bffffffff,169.0,0.0,0.0
848e681ffffffff,2.0,0.0,0.0
848e683ffffffff,1.0,0.0,0.0
848e693ffffffff,1.0,0.0,0.0
848e6abffffffff,2.0,0.0,0.0
848e6b9ffffffff,1.0,0.0,0.0
848e6c3ffffffff,8.0,0.0,0.0
848e6c5ffffffff,3.0,0.0,0.0
848e6c7ffffffff,1.0,0.0,0.0
848e6ddffffffff,5.0,0.0,0.0
848f095ffffffff,34.0,0.0,0.0
848f09dffffffff,2.0,0.0,0.0
848f0bbffffffff,5.0,0.0,0.0
848f291ffffffff,2.0,0.0,0.0
848f293ffffffff,2.0,0.0,0.0
848f297ffffffff,12.0,0.0,0.0
848f299ffffffff,101.0,0.0,23.0
848f29bffffffff,2.0,0.0,0.0
848f2d1ffffffff,26.0,0.0,4.0
848f2d9ffffffff,65.0,0.0,6.0
848f2dbffffffff,3.0,0.0,0.0
848f425ffffffff,11.0,0.0,0.0
848f42dffffffff,2.0,0.0,0.0
848f467ffffffff,4.0,0.0,0.0
848f501ffffffff,48.0,0.0,0.0
848f505ffffffff,64.0,0.0,0.0
848f513ffffffff,3.0,0.0,0.0
848f519ffffffff,39.0,0.0,0.0
848f51dffffffff,22.0,0.0,0.0
848f553ffffffff,1.0,0.0,0.0
848f559ffffffff,10.0,0.0,0.0
848f583ffffffff,3.0,0.0,0.0
848f589ffffffff,2.0,0.0,0.0
848f58dffffffff,9.0,0.0,0.0
848f593ffffffff,1.0,0.0,0.0
848f5b9ffffffff,50.0,0.0,0.0
848f5e7ffffffff,6.0,0.0,0.0
848f74dffffffff,4.0,0.0,0.0
848f761ffffffff,3.0,0.0,0.0
848f769ffffffff,50.0,0.0,0.0
848f76dffffffff,337.0,0.0,59.0
84a8055ffffffff,1.0,0.0,0.0
84a8215ffffffff,2.0,0.0,0.0
84a8219ffffffff,2.0,0.0,0.0
84a8245ffffffff,43.0,0.0,0.0
84a8257ffffffff,32.0,0.0,0.0
84a831bffffffff,4.0,0.0,0.0
84a8357ffffffff,11.0,0.0,2.0
84a9011ffffffff,3.0,0.0,0.0
84a9013ffffffff,3.0,0.0,0.0
84a9017ffffffff,4.0,0.0,0.0
84a901dffffffff,4.0,0.0,0.0
84a9031ffffffff,2.0,0.0,0.0
84a9039ffffffff,2.0,0.0,0.0
84a903bffffffff,7.0,0.0,0.0
84a9051ffffffff,215.0,0.0,4.0
84a9053ffffffff,2.0,0.0,0.0
84a9057ffffffff,40.0,0.0,2.0
84a9059ffffffff,2.0,0.0,0.0
84a9091ffffffff,2.0,0.0,0.0
84a9095ffffffff,18.0,0.0,0.0
84a90a5ffffffff,9.0,0.0,1.0
84a90a7ffffffff,8.0,0.0,0.0
84a90cdffffffff,2.0,0.0,0.0
84a90dbffffffff,5.0,0.0,0.0
84a90e5ffffffff,12.0,0.0,0.0
84a918bffffffff,3.0,0.0,0.0
84a9191ffffffff,20.0,0.0,0.0
84a9199ffffffff,3.0,0.0,0.0
84a919bffffffff,13.0,0.0,0.0
84a91b5ffffffff,37.0,0.0,0.0
84a91b7ffffffff,2.0,0.0,2.0
84a91d1ffffffff,5.0,0.0,0.0
84a91d3ffffffff,2.0,0.0,0.0
84a91d9ffffffff,4.0,0.0,0.0
84a91dbffffffff,9.0,0.0,0.0
84a9213ffffffff,23.0,0.0,0.0
84a9217ffffffff,16.0,0.0,0.0
84a921bffffffff,6.0,0.0,0.0
84a92cbffffffff,85.0,0.0,0.0
84a92cdffffffff,5.0,0.0,0.0
84a92d1ffffffff,9.0,0.0,0.0
84a92d3ffffffff,4.0,0.0,0.0
84a92d7ffffffff,12.0,0.0,0.0
84a92d9ffffffff,13.0,0.0,2.0
84a92dbffffffff,2.0,0.0,0.0
84a92e1ffffffff,41.0,0.0,0.0
84a92e9ffffffff,62.0,0.0,2.0
84a92edffffffff,2.0,0.0,0.0
84a9447ffffffff,2.0,0.0,0.0
84a9449ffffffff,3.0,0.0,0.0
84a9603ffffffff,1.0,0.0,0.0
84a9645ffffffff,2.0,0.0,0.0
84a9765ffffffff,8.0,0.0,0.0
84b2007ffffffff,91.0,0.0,0.0
84b2009ffffffff,2.0,0.0,0.0
84b2015ffffffff,69.0,0.0,0.0
84b2031ffffffff,10.0,0.0,0.0
84b2037ffffffff,37.0,0.0,0.0
84b2039ffffffff,65.0,0.0,0.0
84b20adffffffff,3.0,0.0,0.0
84b20b3ffffffff,4.0,0.0,0.0
84b20b7ffffffff,1.0,0.0,0.0
84b20cdffffffff,2.0,0.0,0.0
84b20e7ffffffff,4.0,0.0,0.0
84b20edffffffff,4.0,0.0,0.0
84b2191ffffffff,591.0,0.0,5.0
84b2193ffffffff,4.0,0.0,0.0
84b2195ffffffff,2.0,0.0,0.0
84b2197ffffffff,252.0,0.0,10.0
84b219bffffffff,18.0,0.0,0.0
84b219dffffffff,5.0,0.0,0.0
84b21bbffffffff,311.0,0.0,4.0
84b21d7ffffffff,21.0,0.0,0.0
84b21d9ffffffff,32.0,0.0,0.0
84b21dbffffffff,12.0,0.0,0.0
84b21ddffffffff,144.0,0.0,0.0
84b2261ffffffff,16.0,0.0,0.0
84b2289ffffffff,2.0,0.0,0.0
84b228bffffffff,5.0,0.0,0.0
84b2293ffffffff,4.0,0.0,0.0
84b2297ffffffff,2.0,0.0,0.0
84b229dffffffff,4.0,0.0,0.0
84b22a5ffffffff,3.0,0.0,0.0
84b22b5ffffffff,12.0,0.0,0.0
84b22b9ffffffff,1.0,0.0,0.0
84b22d9ffffffff,9.0,0.0,0.0
84b22e7ffffffff,2.0,0.0,0.0
84b2401ffffffff,2.0,0.0,0.0
84b2409ffffffff,2.0,0.0,0.0
84b2411ffffffff,3.0,0.0,0.0
84b2413ffffffff,214.0,0.0,4.0
84b2419ffffffff,2.0,0.0,0.0
84b241bffffffff,2.0,0.0,2.0
84b2421ffffffff,3.0,0.0,0.0
84b242bffffffff,15.0,0.0,0.0
84b2431ffffffff,4.0,0.0,0.0
84b2433ffffffff,2.0,0.0,0.0
84b2435ffffffff,8.0,0.0,0.0
84b2437ffffffff,5.0,0.0,0.0
84b243bffffffff,5.0,0.0,0.0
84b244dffffffff,1.0,0.0,0.0
84b2453ffffffff,29.0,0.0,0.0
84b245dffffffff,9.0,0.0,0.0
84b2485ffffffff,3.0,0.0,0.0
84b248dffffffff,3.0,0.0,0.0
84b24a1ffffffff,17.0,0.0,0.0
84b24a3ffffffff,13.0,0.0,5.0
84b24a5ffffffff,6.0,0.0,0.0
84b24a7ffffffff,10.0,0.0,0.0
84b24a9ffffffff,41.0,0.0,0.0
84b24abffffffff,8.0,0.0,0.0
84b24adffffffff,66.0,0.0,2.0
84b24b1ffffffff,5.0,0.0,0.0
84b24b5ffffffff,15.0,0.0,4.0
84b24b7ffffffff,8.0,0.0,0.0
84b24bdffffffff,9.0,0.0,0.0
84b24c1ffffffff,18.0,0.0,0.0
84b24c5ffffffff,27.0,0.0,0.0
84b24c7ffffffff,4.0,0.0,0.0
84b24cdffffffff,17.0,0.0,0.0
84b24d7ffffffff,1.0,0.0,0.0
84b24dbffffffff,2.0,0.0,0.0
84b24e3ffffffff,12.0,0.0,0.0
84b24e5ffffffff,50.0,0.0,0.0
84b24e9ffffffff,1.0,0.0,0.0
84b24edffffffff,3.0,0.0,0.0
84b2523ffffffff,2.0,0.0,0.0
84b2525ffffffff,23.0,0.0,0.0
84b2527ffffffff,5.0,0.0,0.0
84b2557ffffffff,5.0,0.0,0.0
84b2581ffffffff,3.0,0.0,0.0
84b2583ffffffff,38.0,0.0,0.0
84b2585ffffffff,22.0,0.0,0.0
84b2587ffffffff,4.0,0.0,0.0
84b2589ffffffff,2.0,0.0,1.0
84b258dffffffff,10.0,0.0,0.0
84b2591ffffffff,67.0,0.0,0.0
84b2593ffffffff,17.0,0.0,0.0
84b2595ffffffff,24.0,0.0,0.0
84b2599ffffffff,10.0,0.0,0.0
84b259bffffffff,33.0,0.0,0.0
84b259dffffffff,31.0,0.0,0.0
84b25a1ffffffff,5.0,0.0,0.0
84b25a9ffffffff,1.0,0.0,0.0
84b25abffffffff,15.0,0.0,0.0
84b25b1ffffffff,8.0,0.0,0.0
84b25b7ffffffff,3.0,0.0,0.0
84b25b9ffffffff,51.0,0.0,0.0
84b25bdffffffff,6.0,0.0,0.0
84b25c1ffffffff,18.0,0.0,0.0
84b25c3ffffffff,5.0,0.0,0.0
84b25c9ffffffff,14.0,0.0,0.0
84b25cbffffffff,74.0,0.0,6.0
84b25cdffffffff,53.0,0.0,0.0
84b25d1ffffffff,87.0,0.0,0.0
84b25d3ffffffff,5.0,0.0,3.0
84b25d5ffffffff,223.0,0.0,0.0
84b25d7ffffffff,4.0,0.0,0.0
84b25d9ffffffff,46.0,0.0,0.0
84b25dbffffffff,6.0,0.0,0.0
84b25ddffffffff,26.0,0.0,0.0
84b25e1ffffffff,12.0,0.0,0.0
84b25e3ffffffff,6.0,0.0,0.0
84b25e7ffffffff,18.0,0.0,0.0
84b2611ffffffff,6.0,0.0,0.0
84b2631ffffffff,2.0,0.0,0.0
84b2667ffffffff,2.0,0.0,0.0
84b268bffffffff,9.0,0.0,0.0
84b26a5ffffffff,5.0,0.0,0.0
84b26a9ffffffff,1.0,0.0,0.0
84b26d1ffffffff,2.0,0.0,0.0
84b26ddffffffff,3.0,0.0,0.0
84b26e5ffffffff,2.0,0.0,0.0
84b26e7ffffffff,12.0,0.0,0.0
84b2709ffffffff,10.0,0.0,0.0
