cell_id,Leiothlypis ruficapilla,Leiothlypis ruficapilla ruficapilla,Leiothlypis ruficapilla ridgwayi
830c41fffffffff,3.0,0.0,0.0
830c73fffffffff,2.0,0.0,0.0
830ca4fffffffff,3.0,0.0,0.0
830d03fffffffff,1.0,0.0,0.0
830d5afffffffff,1.0,0.0,0.0
830e48fffffffff,5.0,0.0,0.0
830e49fffffffff,4.0,0.0,0.0
830e4afffffffff,1.0,0.0,0.0
830e4bfffffffff,1.0,0.0,0.0
830e4dfffffffff,5.0,0.0,0.0
830e80fffffffff,3.0,0.0,0.0
830ec5fffffffff,1.0,1.0,0.0
830ec8fffffffff,2.0,2.0,0.0
830ec9fffffffff,167.0,167.0,0.0
830ecafffffffff,2.0,0.0,0.0
830eccfffffffff,4.0,0.0,0.0
830ecdfffffffff,63.0,63.0,0.0
830eeafffffffff,5.0,2.0,0.0
83121afffffffff,2.0,0.0,0.0
831253fffffffff,3.0,0.0,0.0
831259fffffffff,6.0,0.0,0.0
83125dfffffffff,4.0,0.0,0.0
831289fffffffff,2.0,0.0,0.0
83128bfffffffff,4.0,0.0,0.0
8312b0fffffffff,4.0,0.0,0.0
8312b6fffffffff,2.0,0.0,0.0
8312c1fffffffff,25.0,0.0,0.0
8312c8fffffffff,8.0,0.0,0.0
8312c9fffffffff,2.0,0.0,0.0
8312cafffffffff,2.0,0.0,0.0
8312ccfffffffff,82.0,0.0,0.0
8312cdfffffffff,15.0,0.0,0.0
8312d1fffffffff,28.0,0.0,0.0
8312d2fffffffff,10.0,0.0,0.0
8312d3fffffffff,7.0,0.0,0.0
8312d8fffffffff,31.0,3.0,15.0
8312d9fffffffff,2.0,0.0,2.0
8312dafffffffff,8.0,0.0,1.0
8312dcfffffffff,7.0,0.0,0.0
8312ddfffffffff,1.0,0.0,1.0
8312defffffffff,4.0,0.0,0.0
8312e1fffffffff,10.0,0.0,0.0
8312e3fffffffff,2.0,0.0,0.0
8312eafffffffff,11.0,0.0,0.0
8312f6fffffffff,4.0,0.0,0.0
831383fffffffff,4.0,0.0,0.0
831386fffffffff,1.0,0.0,0.0
831aa0fffffffff,19.0,0.0,0.0
831aa2fffffffff,7.0,0.0,0.0
831aa3fffffffff,22.0,0.0,0.0
831aa6fffffffff,2.0,0.0,0.0
831b99fffffffff,2.0,0.0,0.0
831b9afffffffff,3.0,0.0,0.0
832601fffffffff,10.0,0.0,0.0
832603fffffffff,4.0,0.0,0.0
832608fffffffff,7.0,0.0,0.0
83260afffffffff,6.0,0.0,0.0
83260bfffffffff,6.0,1.0,0.0
83260dfffffffff,15.0,0.0,0.0
83260efffffffff,25.0,0.0,0.0
832611fffffffff,4.0,0.0,0.0
832612fffffffff,4.0,0.0,0.0
832613fffffffff,2.0,0.0,0.0
832620fffffffff,4.0,0.0,0.0
832621fffffffff,2.0,0.0,0.0
832624fffffffff,2.0,0.0,0.0
832626fffffffff,6.0,0.0,0.0
832629fffffffff,4.0,0.0,0.0
83262afffffffff,3.0,0.0,0.0
83262bfffffffff,29.0,3.0,0.0
83262cfffffffff,2.0,0.0,0.0
83262dfffffffff,1.0,0.0,0.0
832633fffffffff,1.0,0.0,0.0
832636fffffffff,4.0,0.0,0.0
832640fffffffff,24.0,0.0,0.0
832641fffffffff,3.0,0.0,0.0
832642fffffffff,6.0,0.0,0.0
832643fffffffff,9.0,0.0,0.0
832646fffffffff,15.0,0.0,0.0
832648fffffffff,9.0,0.0,0.0
832649fffffffff,6.0,0.0,0.0
83264afffffffff,1.0,0.0,0.0
83264bfffffffff,1.0,0.0,0.0
83264cfffffffff,6.0,0.0,0.0
83264dfffffffff,26.0,3.0,0.0
83264efffffffff,5.0,0.0,0.0
832650fffffffff,2.0,0.0,0.0
832651fffffffff,5.0,0.0,0.0
832652fffffffff,2.0,0.0,0.0
832653fffffffff,18.0,0.0,0.0
832655fffffffff,6.0,0.0,0.0
832656fffffffff,46.0,0.0,0.0
832658fffffffff,2.0,0.0,0.0
832659fffffffff,7.0,0.0,0.0
83265bfffffffff,13.0,0.0,0.0
83265cfffffffff,2.0,0.0,0.0
83265dfffffffff,15.0,0.0,0.0
83265efffffffff,6.0,0.0,0.0
832660fffffffff,2.0,0.0,0.0
832661fffffffff,2.0,0.0,0.0
832662fffffffff,5.0,0.0,0.0
832663fffffffff,2.0,0.0,0.0
832664fffffffff,73.0,15.0,0.0
832666fffffffff,14.0,0.0,0.0
832668fffffffff,19.0,0.0,0.0
832669fffffffff,1.0,0.0,0.0
83266afffffffff,2.0,0.0,0.0
83266bfffffffff,2.0,0.0,0.0
83266cfffffffff,3.0,0.0,0.0
83266dfffffffff,19.0,0.0,0.0
832670fffffffff,5.0,0.0,0.0
832674fffffffff,4.0,0.0,0.0
832681fffffffff,156.0,0.0,0.0
832682fffffffff,4.0,0.0,0.0
832683fffffffff,1.0,0.0,0.0
832685fffffffff,15.0,0.0,2.0
832688fffffffff,80.0,0.0,2.0
832689fffffffff,5.0,0.0,0.0
83268cfffffffff,90.0,0.0,0.0
83268dfffffffff,25.0,0.0,0.0
83268efffffffff,6.0,0.0,0.0
832690fffffffff,14.0,0.0,0.0
832692fffffffff,2.0,0.0,0.0
832696fffffffff,85.0,0.0,0.0
832698fffffffff,29.0,0.0,0.0
832699fffffffff,6.0,0.0,0.0
83269afffffffff,2.0,0.0,0.0
83269bfffffffff,2.0,0.0,0.0
83269cfffffffff,23.0,0.0,0.0
83269dfffffffff,9.0,0.0,0.0
8326a5fffffffff,2.0,0.0,0.0
8326a8fffffffff,7.0,0.0,0.0
8326a9fffffffff,8.0,0.0,1.0
8326aafffffffff,32.0,0.0,0.0
8326abfffffffff,21.0,0.0,0.0
8326aefffffffff,9.0,0.0,0.0
8326b2fffffffff,2.0,0.0,0.0
8326b3fffffffff,2.0,0.0,0.0
8326b5fffffffff,4.0,0.0,0.0
8326b6fffffffff,16.0,0.0,0.0
8326c1fffffffff,13.0,0.0,0.0
8326c5fffffffff,1.0,0.0,0.0
8326c6fffffffff,2.0,0.0,0.0
8326c8fffffffff,10.0,0.0,0.0
8326cbfffffffff,9.0,0.0,0.0
8326cdfffffffff,5.0,0.0,0.0
8326cefffffffff,3.0,0.0,0.0
8326d2fffffffff,9.0,0.0,0.0
8326d5fffffffff,8.0,0.0,0.0
8326d6fffffffff,8.0,0.0,0.0
8326d9fffffffff,14.0,0.0,0.0
8326dafffffffff,1.0,0.0,0.0
8326dbfffffffff,5.0,0.0,0.0
8326ddfffffffff,8.0,0.0,0.0
8326defffffffff,20.0,0.0,0.0
8326e2fffffffff,8.0,0.0,0.0
8326e3fffffffff,1.0,0.0,0.0
8326e4fffffffff,4.0,0.0,0.0
8326e5fffffffff,6.0,0.0,0.0
8326e6fffffffff,2.0,0.0,0.0
8326e9fffffffff,5.0,0.0,0.0
8326edfffffffff,7.0,0.0,0.0
8326f2fffffffff,36.0,3.0,0.0
8326f5fffffffff,2.0,0.0,0.0
8326f6fffffffff,10.0,0.0,0.0
832703fffffffff,3.0,0.0,0.0
832708fffffffff,5.0,0.0,0.0
832709fffffffff,3.0,0.0,0.0
83270bfffffffff,1.0,0.0,0.0
83270dfffffffff,9.0,5.0,0.0
83270efffffffff,39.0,37.0,0.0
832712fffffffff,2.0,0.0,0.0
832716fffffffff,2.0,0.0,0.0
832718fffffffff,2.0,0.0,0.0
832719fffffffff,1.0,0.0,0.0
83271cfffffffff,2.0,0.0,0.0
832740fffffffff,12.0,0.0,0.0
832741fffffffff,1.0,0.0,0.0
832742fffffffff,6.0,0.0,0.0
832743fffffffff,9.0,0.0,0.0
832744fffffffff,6.0,0.0,0.0
832745fffffffff,4.0,0.0,0.0
832746fffffffff,14.0,0.0,0.0
832748fffffffff,151.0,0.0,0.0
832749fffffffff,32.0,0.0,0.0
83274afffffffff,15.0,0.0,0.0
83274bfffffffff,32.0,2.0,0.0
83274cfffffffff,9.0,0.0,0.0
83274dfffffffff,32.0,0.0,0.0
83274efffffffff,23.0,0.0,0.0
832751fffffffff,2.0,0.0,0.0
832752fffffffff,6.0,0.0,0.0
832753fffffffff,1.0,1.0,0.0
832754fffffffff,18.0,0.0,0.0
832755fffffffff,2.0,0.0,0.0
832756fffffffff,49.0,0.0,0.0
832758fffffffff,18.0,0.0,0.0
832759fffffffff,13.0,0.0,0.0
83275afffffffff,3.0,0.0,0.0
83275bfffffffff,7.0,0.0,0.0
83275cfffffffff,4.0,0.0,0.0
83275dfffffffff,33.0,1.0,0.0
83275efffffffff,3.0,0.0,0.0
832760fffffffff,15.0,15.0,0.0
832761fffffffff,10.0,10.0,0.0
832763fffffffff,33.0,5.0,0.0
832765fffffffff,7.0,7.0,0.0
832766fffffffff,2.0,2.0,0.0
832768fffffffff,3.0,0.0,0.0
832769fffffffff,27.0,17.0,0.0
83276afffffffff,49.0,0.0,0.0
83276bfffffffff,49.0,0.0,0.0
83276cfffffffff,46.0,44.0,0.0
83276dfffffffff,149.0,144.0,0.0
83276efffffffff,5.0,4.0,0.0
832770fffffffff,35.0,33.0,0.0
832771fffffffff,3.0,0.0,0.0
832772fffffffff,16.0,13.0,0.0
832773fffffffff,4.0,0.0,0.0
832774fffffffff,2.0,2.0,0.0
832775fffffffff,2.0,2.0,0.0
832776fffffffff,11.0,9.0,0.0
832785fffffffff,4.0,0.0,0.0
83278bfffffffff,2.0,0.0,0.0
83278cfffffffff,3.0,0.0,0.0
832794fffffffff,2.0,2.0,0.0
832796fffffffff,4.0,0.0,0.0
8327a0fffffffff,1.0,0.0,0.0
8327a4fffffffff,2.0,0.0,0.0
8327a8fffffffff,2.0,0.0,0.0
8327a9fffffffff,2.0,0.0,0.0
8327abfffffffff,14.0,0.0,0.0
8327acfffffffff,1.0,0.0,0.0
8327aefffffffff,7.0,0.0,0.0
8327b1fffffffff,2.0,0.0,0.0
8327b2fffffffff,4.0,0.0,0.0
832802fffffffff,95.0,2.0,27.0
832806fffffffff,25.0,0.0,2.0
832810fffffffff,4.0,0.0,2.0
832811fffffffff,1.0,0.0,0.0
832813fffffffff,2.0,0.0,0.0
832814fffffffff,251.0,0.0,234.0
832815fffffffff,20.0,0.0,2.0
832818fffffffff,31.0,0.0,6.0
832819fffffffff,12.0,0.0,0.0
83281afffffffff,2.0,0.0,0.0
83281bfffffffff,6.0,0.0,0.0
83281cfffffffff,21.0,0.0,2.0
83281dfffffffff,4.0,0.0,0.0
83281efffffffff,90.0,0.0,1.0
832822fffffffff,2.0,0.0,0.0
832830fffffffff,190.0,0.0,11.0
832831fffffffff,67.0,0.0,5.0
832832fffffffff,503.0,0.0,490.0
832833fffffffff,16.0,0.0,1.0
832834fffffffff,500.0,1.0,59.0
832835fffffffff,65.0,0.0,0.0
832836fffffffff,153.0,0.0,6.0
832880fffffffff,10.0,0.0,0.0
832881fffffffff,9.0,0.0,0.0
832884fffffffff,267.0,0.0,0.0
832885fffffffff,8.0,0.0,0.0
832886fffffffff,1.0,0.0,0.0
832888fffffffff,15.0,0.0,4.0
832889fffffffff,14.0,0.0,13.0
83288afffffffff,2.0,0.0,0.0
83288dfffffffff,4.0,0.0,0.0
83288efffffffff,1.0,0.0,0.0
832891fffffffff,4.0,0.0,0.0
832892fffffffff,11.0,0.0,0.0
832894fffffffff,19.0,0.0,0.0
832896fffffffff,6.0,0.0,0.0
832898fffffffff,11.0,0.0,5.0
8328a1fffffffff,1.0,0.0,1.0
8328a9fffffffff,11.0,0.0,2.0
8328adfffffffff,2.0,0.0,0.0
8328aefffffffff,10.0,0.0,2.0
8328b0fffffffff,8.0,0.0,0.0
8328b1fffffffff,2.0,0.0,0.0
8328b2fffffffff,6.0,0.0,0.0
8328b3fffffffff,2.0,0.0,0.0
8328b6fffffffff,9.0,0.0,0.0
8328c2fffffffff,3.0,0.0,0.0
8328c6fffffffff,6.0,0.0,0.0
8328d0fffffffff,14.0,0.0,5.0
8328d1fffffffff,31.0,4.0,5.0
8328d2fffffffff,19.0,0.0,2.0
8328d3fffffffff,29.0,0.0,4.0
8328d4fffffffff,182.0,0.0,18.0
8328d5fffffffff,43.0,0.0,9.0
8328d6fffffffff,19.0,0.0,13.0
8328d9fffffffff,2.0,0.0,0.0
8328dcfffffffff,44.0,0.0,2.0
8328defffffffff,42.0,0.0,0.0
8328e6fffffffff,1.0,0.0,0.0
8328f0fffffffff,94.0,0.0,0.0
8328f1fffffffff,13.0,0.0,0.0
8328f2fffffffff,70.0,0.0,15.0
8328f3fffffffff,4.0,0.0,0.0
8328f4fffffffff,23.0,0.0,0.0
8328f5fffffffff,30.0,0.0,0.0
832912fffffffff,92.0,0.0,6.0
832913fffffffff,3.0,0.0,0.0
83291afffffffff,23.0,0.0,15.0
832981fffffffff,7.0,0.0,0.0
832984fffffffff,12.0,0.0,0.0
832985fffffffff,7.0,0.0,0.0
832986fffffffff,6.0,0.0,0.0
832989fffffffff,194.0,0.0,190.0
83298cfffffffff,15.0,0.0,0.0
83298dfffffffff,3.0,0.0,2.0
832995fffffffff,8.0,0.0,0.0
8329a0fffffffff,63.0,0.0,5.0
8329a1fffffffff,119.0,0.0,0.0
8329a2fffffffff,18.0,0.0,2.0
8329a3fffffffff,11.0,0.0,2.0
8329a4fffffffff,189.0,1.0,1.0
8329a5fffffffff,111.0,0.0,1.0
8329a6fffffffff,26.0,0.0,8.0
8329a8fffffffff,8.0,0.0,0.0
8329a9fffffffff,4.0,0.0,0.0
8329aafffffffff,20.0,0.0,6.0
8329abfffffffff,2.0,0.0,0.0
8329acfffffffff,48.0,0.0,1.0
8329adfffffffff,25.0,0.0,4.0
8329aefffffffff,52.0,0.0,4.0
8329b0fffffffff,6.0,0.0,1.0
8329b1fffffffff,7.0,0.0,0.0
8329b2fffffffff,7.0,0.0,0.0
8329b5fffffffff,38.0,0.0,9.0
8329b6fffffffff,77.0,0.0,11.0
832a04fffffffff,2.0,0.0,0.0
832a06fffffffff,6.0,0.0,0.0
832a10fffffffff,328.0,18.0,1.0
832a12fffffffff,117.0,0.0,0.0
832a13fffffffff,114.0,0.0,0.0
832a14fffffffff,23.0,0.0,0.0
832a15fffffffff,15.0,0.0,0.0
832a16fffffffff,27.0,0.0,0.0
832a1afffffffff,7.0,0.0,0.0
832a22fffffffff,2.0,0.0,0.0
832a30fffffffff,146.0,0.0,0.0
832a31fffffffff,81.0,1.0,0.0
832a32fffffffff,48.0,0.0,0.0
832a33fffffffff,65.0,2.0,0.0
832a34fffffffff,67.0,0.0,0.0
832a36fffffffff,29.0,0.0,0.0
832a4cfffffffff,3.0,0.0,0.0
832a80fffffffff,3.0,0.0,0.0
832a81fffffffff,11.0,5.0,0.0
832a84fffffffff,13.0,0.0,0.0
832a85fffffffff,15.0,6.0,0.0
832a86fffffffff,1.0,0.0,0.0
832a88fffffffff,13.0,0.0,0.0
832a8afffffffff,3.0,1.0,0.0
832a8bfffffffff,14.0,0.0,0.0
832a8cfffffffff,13.0,0.0,0.0
832a8dfffffffff,42.0,2.0,0.0
832a8efffffffff,11.0,0.0,0.0
832a90fffffffff,5.0,0.0,0.0
832a91fffffffff,3.0,0.0,0.0
832a93fffffffff,10.0,0.0,0.0
832a94fffffffff,3.0,1.0,0.0
832a95fffffffff,28.0,0.0,0.0
832a9afffffffff,5.0,0.0,0.0
832a9bfffffffff,15.0,0.0,0.0
832aa0fffffffff,7.0,0.0,0.0
832aa1fffffffff,11.0,0.0,0.0
832aa3fffffffff,30.0,0.0,0.0
832aa4fffffffff,27.0,0.0,0.0
832aa5fffffffff,14.0,0.0,0.0
832aa6fffffffff,33.0,6.0,0.0
832aa8fffffffff,227.0,43.0,0.0
832aa9fffffffff,28.0,1.0,0.0
832aaafffffffff,13.0,0.0,0.0
832aabfffffffff,6.0,0.0,0.0
832aacfffffffff,268.0,0.0,0.0
832aadfffffffff,145.0,4.0,0.0
832aaefffffffff,22.0,0.0,0.0
832ab0fffffffff,93.0,53.0,0.0
832ab1fffffffff,4.0,0.0,0.0
