cell_id,Oreonympha nobilis,Oreonympha nobilis albolimbata,Oreonympha nobilis nobilis
828b67fffffffff,1318.0,0.0,95.0
828b6ffffffffff,29.0,0.0,0.0
828e67fffffffff,25.0,2.0,0.0
828e6ffffffffff,45.0,0.0,0.0
