cell_id,Larus glaucoides,Larus glaucoides thayeri,Larus glaucoides kumlieni,Larus glaucoides glaucoides,Larus glaucoides thayeri/kumlieni,Larus glaucoides kumlieni/glaucoides,Larus glaucoides thayeri x glaucoides/kumlieni
83002cfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830071fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830074fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830076fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830125fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830130fffffffff,21.0,0.0,0.0,6.0,0.0,0.0,0.0
830131fffffffff,18.0,0.0,0.0,6.0,0.0,4.0,0.0
830135fffffffff,12.0,0.0,0.0,6.0,0.0,4.0,0.0
830153fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
83015efffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
830240fffffffff,5.0,5.0,0.0,0.0,0.0,0.0,0.0
830241fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
830243fffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0
830246fffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
83024cfffffffff,37.0,30.0,0.0,0.0,0.0,0.0,0.0
830250fffffffff,6.0,6.0,0.0,0.0,0.0,0.0,0.0
830251fffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0
830253fffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0
83025cfffffffff,75.0,68.0,0.0,0.0,0.0,7.0,0.0
83025dfffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0
83025efffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
830271fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
830276fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
83028afffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8302cafffffffff,150.0,148.0,0.0,0.0,0.0,0.0,0.0
8302d6fffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0
8302dafffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8302ddfffffffff,32.0,32.0,0.0,0.0,0.0,0.0,0.0
8302e8fffffffff,11.0,9.0,0.0,0.0,0.0,0.0,0.0
8302ebfffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8302ecfffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0
8302edfffffffff,10.0,10.0,0.0,0.0,0.0,0.0,0.0
830626fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83062dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83062efffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830631fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830634fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830635fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830656fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
830683fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830688fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
