cell_id,Phylloscopus collybita,Phylloscopus collybita [collybita Group],Phylloscopus collybita tristis
830125fffffffff,6.0,0.0,0.0
830126fffffffff,4.0,0.0,0.0
830130fffffffff,1.0,0.0,0.0
830131fffffffff,2.0,0.0,0.0
830135fffffffff,22.0,0.0,0.0
830741fffffffff,18.0,3.0,0.0
830743fffffffff,9.0,0.0,0.0
830744fffffffff,7.0,0.0,0.0
830745fffffffff,13.0,1.0,0.0
83074efffffffff,7.0,2.0,0.0
83075cfffffffff,1.0,0.0,0.0
83075dfffffffff,16.0,3.0,0.0
830762fffffffff,63.0,13.0,0.0
830763fffffffff,51.0,10.0,0.0
830771fffffffff,9.0,4.0,0.0
830773fffffffff,16.0,1.0,0.0
830775fffffffff,3.0,0.0,0.0
830800fffffffff,5.0,0.0,0.0
830802fffffffff,15.0,0.0,0.0
830803fffffffff,9.0,0.0,0.0
830806fffffffff,69.0,0.0,0.0
830810fffffffff,5.0,0.0,0.0
830811fffffffff,5.0,1.0,0.0
830813fffffffff,17.0,1.0,0.0
830814fffffffff,13.0,0.0,0.0
830815fffffffff,108.0,4.0,0.0
830816fffffffff,10.0,0.0,0.0
830818fffffffff,2.0,2.0,0.0
830819fffffffff,8.0,0.0,0.0
83081afffffffff,3.0,0.0,0.0
83081dfffffffff,2.0,0.0,0.0
83081efffffffff,55.0,2.0,0.0
830828fffffffff,8.0,0.0,0.0
830829fffffffff,10.0,0.0,0.0
83082afffffffff,4.0,2.0,0.0
83082bfffffffff,3.0,0.0,0.0
83082dfffffffff,1.0,0.0,0.0
830831fffffffff,1.0,0.0,0.0
830832fffffffff,29.0,2.0,0.0
830833fffffffff,51.0,0.0,0.0
830836fffffffff,25.0,0.0,0.0
830880fffffffff,24.0,0.0,0.0
830882fffffffff,6.0,0.0,0.0
830883fffffffff,18.0,0.0,0.0
830884fffffffff,4.0,0.0,0.0
830885fffffffff,2.0,0.0,0.0
830886fffffffff,78.0,5.0,0.0
830888fffffffff,80.0,11.0,0.0
830889fffffffff,1.0,0.0,0.0
83088afffffffff,13.0,4.0,0.0
83088bfffffffff,4.0,0.0,0.0
83088dfffffffff,4.0,0.0,0.0
83088efffffffff,37.0,34.0,0.0
830890fffffffff,9.0,0.0,0.0
830893fffffffff,25.0,0.0,0.0
830895fffffffff,27.0,3.0,0.0
830896fffffffff,16.0,0.0,0.0
830898fffffffff,73.0,0.0,0.0
830899fffffffff,109.0,24.0,0.0
83089afffffffff,381.0,4.0,0.0
83089bfffffffff,81.0,6.0,2.0
83089cfffffffff,3.0,0.0,0.0
83089dfffffffff,70.0,2.0,0.0
83089efffffffff,149.0,0.0,3.0
8308a3fffffffff,5.0,2.0,0.0
8308a4fffffffff,35.0,11.0,0.0
8308a5fffffffff,8.0,0.0,0.0
8308a6fffffffff,4.0,0.0,0.0
8308a9fffffffff,2.0,0.0,0.0
8308b0fffffffff,19.0,4.0,0.0
8308b1fffffffff,50.0,0.0,0.0
8308b3fffffffff,8.0,1.0,0.0
8308b4fffffffff,14.0,0.0,0.0
8308b5fffffffff,4.0,0.0,0.0
8308b6fffffffff,9.0,0.0,0.0
8308c1fffffffff,2.0,0.0,0.0
8308c2fffffffff,4.0,0.0,0.0
8308c3fffffffff,2.0,0.0,0.0
8308c6fffffffff,1.0,0.0,0.0
8308c8fffffffff,1.0,0.0,0.0
8308c9fffffffff,11.0,0.0,0.0
8308cdfffffffff,3.0,0.0,0.0
8308d0fffffffff,2.0,0.0,0.0
8308d1fffffffff,64.0,2.0,0.0
8308d2fffffffff,3.0,0.0,0.0
