cell_id,Buteo platypterus,Buteo platypterus platypterus,Buteo platypterus [antillarum Group]
84264e1ffffffff,1.0,0.0,0.0
84264e5ffffffff,4.0,0.0,0.0
84264e7ffffffff,2.0,0.0,0.0
842650dffffffff,1.0,0.0,0.0
8426521ffffffff,2.0,0.0,0.0
8426527ffffffff,1.0,0.0,0.0
842652dffffffff,2.0,0.0,0.0
8426533ffffffff,9.0,0.0,0.0
842654bffffffff,2.0,0.0,0.0
842654dffffffff,1.0,0.0,0.0
8426551ffffffff,3.0,0.0,0.0
8426553ffffffff,3.0,0.0,0.0
8426555ffffffff,13.0,0.0,0.0
842655dffffffff,2.0,0.0,0.0
8426561ffffffff,2.0,0.0,0.0
8426565ffffffff,2.0,2.0,0.0
8426567ffffffff,19.0,0.0,0.0
8426569ffffffff,2.0,0.0,0.0
842656dffffffff,3.0,0.0,0.0
842659bffffffff,3.0,0.0,0.0
84265c7ffffffff,2.0,0.0,0.0
84265d3ffffffff,6.0,0.0,0.0
84265d7ffffffff,2.0,0.0,0.0
84265d9ffffffff,1.0,0.0,0.0
84265dbffffffff,48.0,3.0,0.0
84265e5ffffffff,5.0,0.0,0.0
84265edffffffff,2.0,0.0,0.0
842661bffffffff,3.0,0.0,0.0
842661dffffffff,2.0,0.0,0.0
8426641ffffffff,9.0,0.0,0.0
8426645ffffffff,25.0,0.0,0.0
8426647ffffffff,2.0,0.0,0.0
842664dffffffff,3.0,0.0,0.0
8426659ffffffff,2.0,0.0,0.0
8426689ffffffff,3.0,0.0,0.0
842668bffffffff,1.0,0.0,0.0
8426693ffffffff,2.0,2.0,0.0
84266a1ffffffff,3.0,0.0,0.0
84266a5ffffffff,1.0,0.0,0.0
84266a9ffffffff,2.0,0.0,0.0
84266c5ffffffff,6.0,0.0,0.0
84266d5ffffffff,2.0,0.0,0.0
84266dbffffffff,3.0,0.0,0.0
84266e1ffffffff,1.0,0.0,0.0
84266ebffffffff,2.0,0.0,0.0
8426711ffffffff,4.0,0.0,0.0
8426723ffffffff,1.0,1.0,0.0
8426733ffffffff,2.0,0.0,0.0
842673dffffffff,2.0,0.0,0.0
8426745ffffffff,3.0,0.0,0.0
8426747ffffffff,2.0,0.0,0.0
8426805ffffffff,6.0,0.0,0.0
8426811ffffffff,3.0,0.0,0.0
8426813ffffffff,10.0,0.0,0.0
8426817ffffffff,6.0,0.0,0.0
8426819ffffffff,5.0,0.0,0.0
842681bffffffff,43.0,0.0,0.0
842682bffffffff,1.0,0.0,0.0
8426851ffffffff,2.0,0.0,0.0
8426853ffffffff,2.0,0.0,0.0
8426859ffffffff,7.0,0.0,0.0
842685bffffffff,12.0,0.0,0.0
8426885ffffffff,1.0,0.0,0.0
8426887ffffffff,2.0,0.0,0.0
8426889ffffffff,13.0,0.0,0.0
842688dffffffff,4.0,0.0,0.0
8426891ffffffff,15.0,0.0,0.0
8426893ffffffff,5.0,0.0,0.0
84268c1ffffffff,1.0,0.0,0.0
84268c5ffffffff,5.0,0.0,0.0
84268c7ffffffff,9.0,0.0,0.0
84268c9ffffffff,2.0,0.0,0.0
84268cbffffffff,5.0,0.0,0.0
84268cdffffffff,57.0,0.0,0.0
84268d5ffffffff,19.0,0.0,0.0
84268d7ffffffff,4.0,0.0,0.0
84268d9ffffffff,2.0,0.0,0.0
84268dbffffffff,15.0,0.0,0.0
84268e7ffffffff,1.0,0.0,0.0
8426905ffffffff,9.0,0.0,0.0
8426929ffffffff,5.0,0.0,0.0
8426961ffffffff,4.0,0.0,0.0
8426963ffffffff,12.0,0.0,0.0
8426967ffffffff,6.0,0.0,0.0
8426969ffffffff,19.0,0.0,0.0
842696bffffffff,20.0,0.0,0.0
8426989ffffffff,3.0,0.0,0.0
84269c1ffffffff,4.0,0.0,0.0
84269cdffffffff,4.0,0.0,0.0
84269dbffffffff,2.0,0.0,0.0
84269ddffffffff,8.0,0.0,0.0
84269ebffffffff,6.0,0.0,0.0
8426a1bffffffff,3.0,0.0,0.0
8426a3bffffffff,2.0,0.0,0.0
8426a51ffffffff,3.0,3.0,0.0
8426a59ffffffff,3.0,0.0,0.0
8426a83ffffffff,7.0,0.0,0.0
8426a87ffffffff,10.0,0.0,0.0
8426a89ffffffff,2.0,0.0,0.0
8426a8bffffffff,26.0,0.0,0.0
8426a8dffffffff,1.0,0.0,0.0
8426a95ffffffff,8.0,0.0,0.0
8426a97ffffffff,14.0,0.0,0.0
8426a9bffffffff,3.0,0.0,0.0
8426a9dffffffff,16.0,0.0,0.0
8426aa1ffffffff,3.0,0.0,0.0
8426aa5ffffffff,4.0,0.0,0.0
8426aa9ffffffff,12.0,0.0,0.0
8426aabffffffff,4.0,0.0,0.0
8426aadffffffff,3.0,0.0,0.0
8426ab3ffffffff,22.0,0.0,0.0
8426ab5ffffffff,12.0,0.0,0.0
8426ab7ffffffff,3.0,0.0,0.0
8426ab9ffffffff,14.0,0.0,0.0
8426ac3ffffffff,2.0,0.0,0.0
8426ac5ffffffff,29.0,0.0,0.0
8426ac9ffffffff,2.0,0.0,0.0
8426acbffffffff,1.0,0.0,0.0
8426ad1ffffffff,8.0,0.0,0.0
8426ad7ffffffff,5.0,0.0,0.0
8426ae3ffffffff,2.0,0.0,0.0
8426ae7ffffffff,7.0,0.0,0.0
8426aebffffffff,4.0,0.0,0.0
8426b23ffffffff,25.0,0.0,0.0
8426b33ffffffff,2.0,0.0,0.0
8426c11ffffffff,6.0,0.0,0.0
8426c1bffffffff,1.0,0.0,0.0
8426c35ffffffff,4.0,0.0,0.0
8426c3bffffffff,2.0,0.0,0.0
8426c5bffffffff,1.0,0.0,0.0
8426c87ffffffff,3.0,0.0,0.0
8426c89ffffffff,2.0,0.0,0.0
8426c9bffffffff,1.0,0.0,0.0
8426c9dffffffff,3.0,0.0,0.0
8426ca3ffffffff,2.0,0.0,0.0
8426cabffffffff,2.0,0.0,0.0
8426cb5ffffffff,1.0,0.0,0.0
8426cb9ffffffff,9.0,0.0,0.0
8426cbbffffffff,2.0,0.0,0.0
8426cbdffffffff,11.0,0.0,0.0
8426cd3ffffffff,2.0,0.0,0.0
8426cd7ffffffff,2.0,0.0,0.0
8426d01ffffffff,2.0,0.0,0.0
8426d15ffffffff,4.0,0.0,0.0
8426d2bffffffff,3.0,0.0,0.0
8426d35ffffffff,6.0,0.0,0.0
8426d37ffffffff,1.0,0.0,0.0
8426d41ffffffff,2.0,0.0,0.0
8426d45ffffffff,6.0,0.0,0.0
8426d49ffffffff,3.0,0.0,0.0
8426d4bffffffff,5.0,0.0,0.0
8426d5dffffffff,2.0,0.0,0.0
8426de7ffffffff,12.0,0.0,0.0
8426e09ffffffff,4.0,0.0,0.0
8426e15ffffffff,8.0,0.0,0.0
8426e23ffffffff,5.0,0.0,0.0
8426e27ffffffff,2.0,0.0,0.0
8426e2bffffffff,2.0,0.0,0.0
8426e43ffffffff,5.0,0.0,0.0
8426e47ffffffff,2.0,0.0,0.0
8426e57ffffffff,2.0,0.0,0.0
8426e59ffffffff,2.0,0.0,0.0
8426e5bffffffff,6.0,2.0,0.0
8426e67ffffffff,3.0,0.0,0.0
8426e69ffffffff,8.0,0.0,0.0
8426e9dffffffff,1.0,0.0,0.0
8426ec3ffffffff,1.0,0.0,0.0
8426ecdffffffff,2.0,0.0,0.0
8426ed1ffffffff,2.0,0.0,0.0
8426eddffffffff,10.0,0.0,0.0
8426ee9ffffffff,2.0,0.0,0.0
8426f07ffffffff,2.0,0.0,0.0
8426f0dffffffff,4.0,0.0,0.0
8426f23ffffffff,2.0,0.0,0.0
8426f25ffffffff,26.0,0.0,0.0
8426f27ffffffff,13.0,0.0,0.0
8426f6dffffffff,10.0,0.0,0.0
842702bffffffff,1.0,0.0,0.0
8427089ffffffff,5.0,5.0,0.0
842708dffffffff,2.0,2.0,0.0
8427093ffffffff,3.0,0.0,0.0
84270d1ffffffff,8.0,8.0,0.0
84270d5ffffffff,2.0,2.0,0.0
84270dbffffffff,5.0,5.0,0.0
84270e1ffffffff,4.0,4.0,0.0
84270e3ffffffff,4.0,4.0,0.0
8427121ffffffff,1.0,0.0,0.0
8427123ffffffff,2.0,0.0,0.0
8427127ffffffff,2.0,0.0,0.0
8427169ffffffff,1.0,1.0,0.0
8427183ffffffff,4.0,0.0,0.0
842718dffffffff,2.0,0.0,0.0
842719dffffffff,5.0,0.0,0.0
84271a1ffffffff,2.0,0.0,0.0
84271d7ffffffff,3.0,0.0,0.0
84271ebffffffff,8.0,0.0,0.0
8427401ffffffff,86.0,0.0,0.0
8427405ffffffff,1.0,0.0,0.0
8427409ffffffff,4.0,0.0,0.0
842740dffffffff,13.0,0.0,0.0
8427417ffffffff,2.0,0.0,0.0
842742dffffffff,2.0,2.0,0.0
8427435ffffffff,2.0,0.0,0.0
8427437ffffffff,2.0,0.0,0.0
8427439ffffffff,1.0,0.0,0.0
8427441ffffffff,2.0,0.0,0.0
8427445ffffffff,1.0,0.0,0.0
8427447ffffffff,7.0,0.0,0.0
842744bffffffff,1.0,0.0,0.0
8427457ffffffff,5.0,0.0,0.0
8427461ffffffff,2.0,0.0,0.0
8427467ffffffff,2.0,2.0,0.0
842746bffffffff,1.0,0.0,0.0
842746dffffffff,1.0,0.0,0.0
8427483ffffffff,7.0,0.0,0.0
8427485ffffffff,10.0,0.0,0.0
8427487ffffffff,8.0,0.0,0.0
842748bffffffff,1.0,0.0,0.0
842748dffffffff,25.0,0.0,0.0
8427491ffffffff,7.0,0.0,0.0
8427499ffffffff,22.0,0.0,0.0
842749bffffffff,3.0,0.0,0.0
842749dffffffff,6.0,0.0,0.0
84274abffffffff,2.0,0.0,0.0
84274b5ffffffff,5.0,0.0,0.0
84274bdffffffff,4.0,0.0,0.0
84274c1ffffffff,3.0,0.0,0.0
84274d3ffffffff,15.0,0.0,0.0
84274d7ffffffff,2.0,0.0,0.0
84274d9ffffffff,3.0,0.0,0.0
84274dbffffffff,9.0,0.0,0.0
84274ddffffffff,3.0,0.0,0.0
84274e3ffffffff,5.0,0.0,0.0
842751bffffffff,1.0,0.0,0.0
8427527ffffffff,2.0,0.0,0.0
842754dffffffff,3.0,0.0,0.0
8427569ffffffff,118.0,0.0,0.0
8427581ffffffff,4.0,0.0,0.0
8427583ffffffff,12.0,0.0,0.0
842758bffffffff,3.0,0.0,0.0
842758dffffffff,2.0,0.0,0.0
8427591ffffffff,10.0,0.0,0.0
8427593ffffffff,15.0,0.0,0.0
8427599ffffffff,1.0,0.0,0.0
842759bffffffff,145.0,0.0,0.0
84275a1ffffffff,7.0,0.0,0.0
84275a3ffffffff,4.0,0.0,0.0
84275b5ffffffff,9.0,0.0,0.0
84275b7ffffffff,2.0,0.0,0.0
84275b9ffffffff,1.0,0.0,0.0
84275c3ffffffff,4.0,0.0,0.0
84275c9ffffffff,2.0,0.0,0.0
84275cdffffffff,7.0,0.0,0.0
84275d1ffffffff,12.0,0.0,0.0
84275d3ffffffff,8.0,0.0,0.0
84275d5ffffffff,1.0,0.0,0.0
84275d7ffffffff,13.0,0.0,0.0
84275d9ffffffff,5.0,0.0,0.0
84275ddffffffff,5.0,0.0,0.0
8427601ffffffff,4.0,4.0,0.0
8427605ffffffff,3.0,3.0,0.0
8427607ffffffff,3.0,3.0,0.0
842760dffffffff,2.0,2.0,0.0
8427617ffffffff,5.0,5.0,0.0
8427631ffffffff,26.0,0.0,0.0
8427633ffffffff,2.0,0.0,0.0
8427637ffffffff,6.0,0.0,0.0
842763bffffffff,20.0,0.0,0.0
8427661ffffffff,3.0,3.0,0.0
8427665ffffffff,3.0,3.0,0.0
8427693ffffffff,4.0,0.0,0.0
84276a1ffffffff,1.0,0.0,0.0
84276bbffffffff,1.0,0.0,0.0
84276bdffffffff,1.0,1.0,0.0
84276cbffffffff,2.0,2.0,0.0
84276cdffffffff,2.0,2.0,0.0
84276d1ffffffff,15.0,15.0,0.0
84276d3ffffffff,23.0,23.0,0.0
84276d5ffffffff,2.0,0.0,0.0
84276d7ffffffff,6.0,6.0,0.0
84276e5ffffffff,4.0,0.0,0.0
84276edffffffff,6.0,3.0,0.0
8427701ffffffff,3.0,0.0,0.0
8427705ffffffff,2.0,2.0,0.0
8427709ffffffff,2.0,2.0,0.0
842770dffffffff,4.0,4.0,0.0
8427715ffffffff,1.0,0.0,0.0
842771dffffffff,14.0,0.0,0.0
8427729ffffffff,8.0,8.0,0.0
8427741ffffffff,2.0,2.0,0.0
8427747ffffffff,6.0,6.0,0.0
8427761ffffffff,10.0,10.0,0.0
8427763ffffffff,5.0,5.0,0.0
8427767ffffffff,6.0,6.0,0.0
842780dffffffff,2.0,0.0,0.0
842782dffffffff,1.0,0.0,0.0
842783dffffffff,2.0,0.0,0.0
8427841ffffffff,3.0,0.0,0.0
8427859ffffffff,14.0,0.0,0.0
8427861ffffffff,2.0,0.0,0.0
842786bffffffff,1.0,0.0,0.0
8427889ffffffff,2.0,0.0,0.0
84278b1ffffffff,1.0,0.0,0.0
84278b3ffffffff,2.0,0.0,0.0
84278b5ffffffff,2.0,0.0,0.0
84278e3ffffffff,1.0,0.0,0.0
8427905ffffffff,2.0,0.0,0.0
8427907ffffffff,2.0,0.0,0.0
8427917ffffffff,2.0,0.0,0.0
8427925ffffffff,2.0,0.0,0.0
8427927ffffffff,5.0,0.0,0.0
8427933ffffffff,2.0,0.0,0.0
8427935ffffffff,5.0,0.0,0.0
842793dffffffff,3.0,0.0,0.0
842795bffffffff,4.0,0.0,0.0
8427967ffffffff,4.0,0.0,0.0
8427969ffffffff,6.0,0.0,0.0
842798dffffffff,2.0,0.0,0.0
8427995ffffffff,2.0,0.0,0.0
8427997ffffffff,3.0,0.0,0.0
84279a9ffffffff,4.0,0.0,0.0
84279abffffffff,2.0,0.0,0.0
84279c7ffffffff,4.0,0.0,0.0
84279e1ffffffff,2.0,0.0,0.0
84279e3ffffffff,1.0,0.0,0.0
84279e5ffffffff,2.0,0.0,0.0
84279e7ffffffff,9.0,0.0,0.0
8427a01ffffffff,1.0,0.0,0.0
8427a03ffffffff,4.0,0.0,0.0
8427a05ffffffff,1.0,0.0,0.0
8427a0bffffffff,2.0,0.0,0.0
8427a29ffffffff,4.0,0.0,0.0
8427a47ffffffff,1.0,0.0,0.0
8427a8bffffffff,3.0,0.0,0.0
8427aa3ffffffff,2.0,0.0,0.0
8427abdffffffff,2.0,0.0,0.0
8427ac5ffffffff,2.0,0.0,0.0
8427ae1ffffffff,11.0,0.0,0.0
8427ae5ffffffff,18.0,0.0,0.0
8427b29ffffffff,4.0,0.0,0.0
8427b2bffffffff,8.0,0.0,0.0
8427b37ffffffff,6.0,0.0,0.0
8427b53ffffffff,2.0,0.0,0.0
8428007ffffffff,6.0,0.0,0.0
8428109ffffffff,2.0,0.0,0.0
842810dffffffff,1.0,0.0,0.0
8428123ffffffff,4.0,0.0,0.0
84281e5ffffffff,15.0,0.0,0.0
8428309ffffffff,100.0,2.0,0.0
842830bffffffff,7.0,0.0,0.0
842830dffffffff,1.0,0.0,0.0
842831dffffffff,18.0,2.0,0.0
842832bffffffff,9.0,0.0,0.0
8428341ffffffff,13.0,0.0,0.0
8428345ffffffff,4.0,0.0,0.0
8428347ffffffff,2.0,0.0,0.0
842834dffffffff,16.0,0.0,0.0
8428357ffffffff,26.0,0.0,0.0
8428801ffffffff,2.0,2.0,0.0
8428839ffffffff,1.0,0.0,0.0
842883bffffffff,1.0,0.0,0.0
8428843ffffffff,25.0,0.0,0.0
8428847ffffffff,17.0,0.0,0.0
842884bffffffff,6.0,0.0,0.0
842885bffffffff,2.0,0.0,0.0
8428887ffffffff,3.0,0.0,0.0
842888dffffffff,13.0,0.0,0.0
8428891ffffffff,2.0,0.0,0.0
84288a1ffffffff,2.0,0.0,0.0
84288adffffffff,6.0,0.0,0.0
84288c3ffffffff,2.0,0.0,0.0
84288e1ffffffff,2.0,0.0,0.0
84288e3ffffffff,2.0,0.0,0.0
84288e7ffffffff,7.0,0.0,0.0
842890dffffffff,7.0,0.0,0.0
8428923ffffffff,77.0,0.0,0.0
8428929ffffffff,4.0,0.0,0.0
8428937ffffffff,1.0,0.0,0.0
8428941ffffffff,7.0,0.0,0.0
8428961ffffffff,6.0,0.0,0.0
8428965ffffffff,4.0,0.0,0.0
8428967ffffffff,6.0,0.0,0.0
8428985ffffffff,2.0,0.0,0.0
8428987ffffffff,5.0,0.0,0.0
842898dffffffff,86.0,0.0,0.0
84289abffffffff,2.0,0.0,0.0
84289b5ffffffff,21.0,0.0,0.0
84289d3ffffffff,2.0,0.0,0.0
84289e3ffffffff,5.0,0.0,0.0
8428a11ffffffff,11.0,0.0,0.0
8428a17ffffffff,1.0,0.0,0.0
8428a93ffffffff,1.0,0.0,0.0
8428ae3ffffffff,3.0,0.0,0.0
8428ae9ffffffff,10.0,0.0,0.0
8428b25ffffffff,2.0,0.0,0.0
8428b61ffffffff,9.0,0.0,0.0
8428d07ffffffff,2.0,0.0,0.0
8428d13ffffffff,1.0,0.0,0.0
8428d19ffffffff,4.0,0.0,0.0
8428d1bffffffff,256.0,0.0,0.0
8428d1dffffffff,1.0,0.0,0.0
8428d2bffffffff,3.0,0.0,0.0
8428d2dffffffff,2.0,0.0,0.0
8428d31ffffffff,2.0,0.0,0.0
8428d43ffffffff,2.0,0.0,0.0
8428d45ffffffff,2.0,0.0,0.0
8428d49ffffffff,3.0,0.0,0.0
8428d51ffffffff,2.0,0.0,0.0
8428d55ffffffff,4.0,0.0,0.0
8428d57ffffffff,2.0,0.0,0.0
8428d5dffffffff,2.0,0.0,0.0
8428d63ffffffff,9.0,0.0,0.0
8428d67ffffffff,30.0,0.0,0.0
8428d69ffffffff,2.0,0.0,0.0
8428dc7ffffffff,5.0,0.0,0.0
8428dc9ffffffff,47.0,0.0,0.0
8428de1ffffffff,5.0,0.0,0.0
8428f09ffffffff,2.0,0.0,0.0
8428f27ffffffff,2.0,0.0,0.0
8428f63ffffffff,9.0,0.0,0.0
8429127ffffffff,14.0,2.0,0.0
8429135ffffffff,2.0,0.0,0.0
84291a7ffffffff,19.0,0.0,0.0
842980dffffffff,2.0,0.0,0.0
842981dffffffff,3.0,0.0,0.0
842982bffffffff,2.0,0.0,0.0
8429841ffffffff,1.0,0.0,0.0
8429849ffffffff,2.0,0.0,0.0
8429853ffffffff,5.0,0.0,0.0
8429855ffffffff,17.0,0.0,0.0
8429863ffffffff,5.0,0.0,0.0
8429865ffffffff,3.0,0.0,0.0
8429869ffffffff,13.0,0.0,0.0
842986bffffffff,13.0,0.0,0.0
84298cdffffffff,7.0,0.0,0.0
84298ddffffffff,2.0,0.0,0.0
84298e1ffffffff,3.0,0.0,0.0
842990bffffffff,8.0,0.0,0.0
8429941ffffffff,2.0,0.0,0.0
842994dffffffff,62.0,0.0,0.0
8429953ffffffff,13.0,0.0,0.0
8429957ffffffff,2.0,0.0,0.0
84299bbffffffff,1.0,0.0,0.0
84299bdffffffff,12.0,0.0,0.0
8429a05ffffffff,4.0,0.0,0.0
8429a07ffffffff,2.0,0.0,0.0
8429a09ffffffff,4.0,0.0,0.0
8429a0bffffffff,2.0,0.0,0.0
8429a11ffffffff,3.0,0.0,0.0
8429a19ffffffff,12.0,0.0,0.0
8429a1dffffffff,7.0,0.0,0.0
8429a29ffffffff,9.0,0.0,0.0
8429a39ffffffff,1.0,0.0,0.0
8429a3bffffffff,11.0,0.0,0.0
8429a41ffffffff,30.0,0.0,0.0
8429a47ffffffff,4.0,0.0,0.0
8429a4dffffffff,9.0,0.0,0.0
8429a57ffffffff,55.0,0.0,0.0
8429a59ffffffff,5.0,0.0,0.0
8429aa7ffffffff,6.0,0.0,0.0
8429ac9ffffffff,13.0,0.0,0.0
8429acbffffffff,4.0,0.0,0.0
8429ae1ffffffff,4.0,0.0,0.0
8429ae3ffffffff,2.0,0.0,0.0
8429aedffffffff,2.0,0.0,0.0
8429b01ffffffff,2.0,0.0,0.0
8429b1dffffffff,5.0,0.0,0.0
8429b23ffffffff,2.0,0.0,0.0
8429b25ffffffff,5.0,0.0,0.0
8429b29ffffffff,2.0,0.0,0.0
8429b2dffffffff,24.0,0.0,0.0
8429b5bffffffff,13.0,4.0,0.0
8429b5dffffffff,4.0,0.0,0.0
8429b61ffffffff,6.0,0.0,0.0
8429b67ffffffff,1.0,0.0,0.0
8429b6bffffffff,20.0,0.0,0.0
842a069ffffffff,1.0,0.0,0.0
842a06dffffffff,13.0,0.0,0.0
842a101ffffffff,73.0,0.0,0.0
842a103ffffffff,10.0,0.0,0.0
842a105ffffffff,19.0,0.0,0.0
842a107ffffffff,50.0,1.0,0.0
842a109ffffffff,17.0,12.0,0.0
842a10dffffffff,69.0,0.0,0.0
842a121ffffffff,23.0,0.0,0.0
842a123ffffffff,215.0,0.0,0.0
842a125ffffffff,1.0,0.0,0.0
842a127ffffffff,9.0,0.0,0.0
842a129ffffffff,21.0,0.0,0.0
842a12bffffffff,21.0,0.0,0.0
842a131ffffffff,27.0,0.0,0.0
842a133ffffffff,15.0,0.0,0.0
842a135ffffffff,324.0,0.0,0.0
842a137ffffffff,7.0,0.0,0.0
842a139ffffffff,4.0,0.0,0.0
842a13bffffffff,2.0,0.0,0.0
842a13dffffffff,12.0,0.0,0.0
842a141ffffffff,3.0,1.0,0.0
842a143ffffffff,14.0,0.0,0.0
842a145ffffffff,2.0,0.0,0.0
842a147ffffffff,3.0,0.0,0.0
842a149ffffffff,4.0,0.0,0.0
842a14dffffffff,19.0,0.0,0.0
842a151ffffffff,4.0,0.0,0.0
842a155ffffffff,5.0,0.0,0.0
842a159ffffffff,4.0,0.0,0.0
842a15dffffffff,4.0,0.0,0.0
842a163ffffffff,17.0,0.0,0.0
842a169ffffffff,4.0,0.0,0.0
842a16bffffffff,12.0,0.0,0.0
842a301ffffffff,1.0,0.0,0.0
842a303ffffffff,5.0,0.0,0.0
842a307ffffffff,37.0,0.0,0.0
842a30dffffffff,16.0,0.0,0.0
842a313ffffffff,2.0,0.0,0.0
842a315ffffffff,2.0,0.0,0.0
842a317ffffffff,3.0,0.0,0.0
842a31dffffffff,23.0,0.0,0.0
842a321ffffffff,3.0,0.0,0.0
842a323ffffffff,8.0,0.0,0.0
842a325ffffffff,5.0,0.0,0.0
842a327ffffffff,2.0,0.0,0.0
842a329ffffffff,113.0,0.0,0.0
842a32bffffffff,183.0,0.0,0.0
842a32dffffffff,8.0,0.0,0.0
842a331ffffffff,6.0,0.0,0.0
842a333ffffffff,16.0,0.0,0.0
842a335ffffffff,2.0,0.0,0.0
842a337ffffffff,5.0,1.0,0.0
842a339ffffffff,2.0,0.0,0.0
842a33bffffffff,6.0,0.0,0.0
842a33dffffffff,2.0,0.0,0.0
842a341ffffffff,9.0,0.0,0.0
842a345ffffffff,4.0,0.0,0.0
