cell_id,Calendulauda sabota,Calendulauda sabota [naevia Group],Calendulauda sabota [sabota Group]
82972ffffffffff,4.0,0.0,4.0
82ac87fffffffff,8.0,5.0,0.0
82aca7fffffffff,1.0,0.0,1.0
82ada7fffffffff,19.0,17.0,0.0
82adb7fffffffff,3.0,3.0,0.0
82bc47fffffffff,3.0,0.0,0.0
82bc5ffffffffff,1.0,1.0,0.0
82bcd7fffffffff,12.0,0.0,6.0
82bcdffffffffff,11.0,0.0,0.0
82bceffffffffff,5.0,5.0,0.0
