cell_id,Setophaga petechia,Setophaga petechia [aestiva Group],Setophaga petechia [erithachorides Group],Setophaga petechia aureola,Setophaga petechia [petechia Group],Setophaga petechia [erithachorides Group x petechia Group]
830d59fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
830d5afffffffff,745.0,66.0,0.0,0.0,0.0,0.0
830d5bfffffffff,13.0,12.0,0.0,0.0,0.0,0.0
830d5cfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830d5efffffffff,96.0,7.0,0.0,0.0,0.0,0.0
830d60fffffffff,74.0,0.0,0.0,0.0,0.0,0.0
830d61fffffffff,71.0,0.0,0.0,0.0,0.0,0.0
830d62fffffffff,86.0,0.0,0.0,0.0,0.0,0.0
830d65fffffffff,41.0,0.0,0.0,0.0,0.0,0.0
830d6afffffffff,10.0,0.0,0.0,0.0,0.0,0.0
830d6bfffffffff,6.0,0.0,0.0,0.0,0.0,0.0
830d6cfffffffff,14.0,0.0,0.0,0.0,0.0,0.0
830d6efffffffff,34.0,0.0,0.0,0.0,0.0,0.0
830d71fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830d72fffffffff,38.0,0.0,0.0,0.0,0.0,0.0
830d73fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
830d74fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830d75fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
830d76fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
830d89fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
830e0bfffffffff,5.0,0.0,0.0,0.0,0.0,0.0
830e41fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
830e45fffffffff,52.0,0.0,0.0,0.0,0.0,0.0
830e48fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
830e49fffffffff,240.0,0.0,0.0,0.0,0.0,0.0
830e4afffffffff,6.0,0.0,0.0,0.0,0.0,0.0
830e4bfffffffff,40.0,0.0,0.0,0.0,0.0,0.0
830e4cfffffffff,11.0,0.0,0.0,0.0,0.0,0.0
830e4dfffffffff,431.0,0.0,0.0,0.0,0.0,0.0
830e51fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
830e53fffffffff,29.0,0.0,0.0,0.0,0.0,0.0
830e5afffffffff,7.0,0.0,0.0,0.0,0.0,0.0
830e5bfffffffff,48.0,0.0,0.0,0.0,0.0,0.0
830e60fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830e62fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
830e63fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
830e64fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
830e6afffffffff,16.0,0.0,0.0,0.0,0.0,0.0
830e6bfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
830e6cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830e6efffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830e80fffffffff,2293.0,0.0,0.0,0.0,0.0,0.0
830e82fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
830e83fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
830e86fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830e89fffffffff,34.0,0.0,0.0,0.0,0.0,0.0
830e8cfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
830e8dfffffffff,15.0,0.0,0.0,0.0,0.0,0.0
830e8efffffffff,10.0,0.0,0.0,0.0,0.0,0.0
830e91fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
830e94fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
830e96fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830e9afffffffff,7.0,0.0,0.0,0.0,0.0,0.0
830e9dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830e9efffffffff,1.0,0.0,0.0,0.0,0.0,0.0
830ec0fffffffff,14.0,1.0,0.0,0.0,0.0,0.0
830ec1fffffffff,56.0,1.0,0.0,0.0,0.0,0.0
830ec2fffffffff,69.0,0.0,0.0,0.0,0.0,0.0
830ec3fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830ec4fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
830ec5fffffffff,44.0,0.0,0.0,0.0,0.0,0.0
830ec8fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830ec9fffffffff,47.0,1.0,0.0,0.0,0.0,0.0
830ecafffffffff,10.0,0.0,0.0,0.0,0.0,0.0
830ecbfffffffff,26.0,1.0,0.0,0.0,0.0,0.0
830eccfffffffff,534.0,9.0,0.0,0.0,0.0,0.0
830ed1fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
830ed2fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830ed4fffffffff,26.0,0.0,0.0,0.0,0.0,0.0
830ed5fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
830ed8fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
830ed9fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
830edafffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830edbfffffffff,8.0,0.0,0.0,0.0,0.0,0.0
830edefffffffff,3.0,0.0,0.0,0.0,0.0,0.0
830ee1fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
830ee2fffffffff,23.0,1.0,0.0,0.0,0.0,0.0
830ee5fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
830ee8fffffffff,32.0,0.0,0.0,0.0,0.0,0.0
830ee9fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830eeafffffffff,1686.0,0.0,0.0,0.0,0.0,0.0
830eebfffffffff,150.0,0.0,0.0,0.0,0.0,0.0
830eecfffffffff,15.0,0.0,0.0,0.0,0.0,0.0
830eedfffffffff,36.0,0.0,0.0,0.0,0.0,0.0
830eeefffffffff,37.0,0.0,0.0,0.0,0.0,0.0
830ef0fffffffff,16.0,0.0,0.0,0.0,0.0,0.0
830ef1fffffffff,34.0,25.0,0.0,0.0,0.0,0.0
830ef2fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
830ef3fffffffff,26.0,0.0,0.0,0.0,0.0,0.0
830f5afffffffff,5.0,0.0,0.0,0.0,0.0,0.0
830f9afffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83120afffffffff,24.0,0.0,0.0,0.0,0.0,0.0
83120bfffffffff,19.0,0.0,0.0,0.0,0.0,0.0
831211fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
831213fffffffff,19.0,0.0,0.0,0.0,0.0,0.0
831214fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
831215fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
831218fffffffff,304.0,2.0,0.0,0.0,0.0,0.0
831219fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
83121afffffffff,352.0,0.0,0.0,0.0,0.0,0.0
83121bfffffffff,157.0,0.0,0.0,0.0,0.0,0.0
83121dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83121efffffffff,318.0,7.0,0.0,0.0,0.0,0.0
831221fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831225fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
831226fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831229fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83122bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83122efffffffff,5.0,0.0,0.0,0.0,0.0,0.0
831230fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
831232fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
831233fffffffff,36.0,0.0,0.0,0.0,0.0,0.0
831240fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
831241fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831243fffffffff,19.0,1.0,0.0,0.0,0.0,0.0
831244fffffffff,19.0,0.0,0.0,0.0,0.0,0.0
831245fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
831246fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
831248fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831249fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83124afffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83124bfffffffff,150.0,0.0,0.0,0.0,0.0,0.0
83124cfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83124dfffffffff,9.0,0.0,0.0,0.0,0.0,0.0
83124efffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831250fffffffff,377.0,21.0,0.0,0.0,0.0,0.0
831251fffffffff,582.0,43.0,0.0,0.0,0.0,0.0
831252fffffffff,244.0,5.0,0.0,0.0,0.0,0.0
831253fffffffff,244.0,16.0,0.0,0.0,0.0,0.0
831254fffffffff,90.0,14.0,0.0,0.0,0.0,0.0
831255fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
831256fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
831258fffffffff,66.0,0.0,0.0,0.0,0.0,0.0
831259fffffffff,1138.0,7.0,0.0,0.0,0.0,0.0
83125afffffffff,71.0,2.0,0.0,0.0,0.0,0.0
83125bfffffffff,66.0,0.0,0.0,0.0,0.0,0.0
83125cfffffffff,7.0,0.0,0.0,0.0,0.0,0.0
83125dfffffffff,111.0,0.0,0.0,0.0,0.0,0.0
83125efffffffff,18.0,1.0,0.0,0.0,0.0,0.0
831260fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
831263fffffffff,26.0,0.0,0.0,0.0,0.0,0.0
83126afffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83126efffffffff,5.0,0.0,0.0,0.0,0.0,0.0
831272fffffffff,393.0,13.0,0.0,0.0,0.0,0.0
831275fffffffff,35.0,0.0,0.0,0.0,0.0,0.0
831280fffffffff,173.0,0.0,0.0,0.0,0.0,0.0
831284fffffffff,96.0,0.0,0.0,0.0,0.0,0.0
831285fffffffff,84.0,0.0,0.0,0.0,0.0,0.0
831286fffffffff,47.0,0.0,0.0,0.0,0.0,0.0
831288fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
831289fffffffff,263.0,2.0,0.0,0.0,0.0,0.0
83128afffffffff,8.0,0.0,0.0,0.0,0.0,0.0
83128bfffffffff,759.0,0.0,0.0,0.0,0.0,0.0
83128dfffffffff,90.0,0.0,0.0,0.0,0.0,0.0
83128efffffffff,30.0,0.0,0.0,0.0,0.0,0.0
831290fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831298fffffffff,27.0,0.0,0.0,0.0,0.0,0.0
831299fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83129afffffffff,4.0,2.0,0.0,0.0,0.0,0.0
83129bfffffffff,13.0,0.0,0.0,0.0,0.0,0.0
83129dfffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8312a2fffffffff,119.0,0.0,0.0,0.0,0.0,0.0
8312a3fffffffff,20.0,0.0,0.0,0.0,0.0,0.0
8312a5fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8312a6fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8312a8fffffffff,10.0,2.0,0.0,0.0,0.0,0.0
8312a9fffffffff,39.0,0.0,0.0,0.0,0.0,0.0
8312aafffffffff,24.0,0.0,0.0,0.0,0.0,0.0
8312abfffffffff,114.0,0.0,0.0,0.0,0.0,0.0
8312adfffffffff,101.0,6.0,0.0,0.0,0.0,0.0
8312b0fffffffff,302.0,0.0,0.0,0.0,0.0,0.0
8312b1fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8312b4fffffffff,36.0,0.0,0.0,0.0,0.0,0.0
8312b5fffffffff,115.0,0.0,0.0,0.0,0.0,0.0
8312c0fffffffff,223.0,2.0,0.0,0.0,0.0,0.0
8312c1fffffffff,1993.0,33.0,0.0,0.0,0.0,0.0
8312c2fffffffff,336.0,0.0,0.0,0.0,0.0,0.0
8312c3fffffffff,209.0,0.0,0.0,0.0,0.0,0.0
8312c4fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
8312c5fffffffff,25.0,0.0,0.0,0.0,0.0,0.0
8312c6fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8312c8fffffffff,1379.0,23.0,0.0,0.0,0.0,0.0
8312c9fffffffff,339.0,2.0,0.0,0.0,0.0,0.0
8312cafffffffff,815.0,20.0,0.0,0.0,0.0,0.0
8312cbfffffffff,1133.0,36.0,0.0,0.0,0.0,0.0
8312ccfffffffff,6989.0,163.0,0.0,0.0,0.0,0.0
8312cdfffffffff,783.0,10.0,0.0,0.0,0.0,0.0
8312cefffffffff,258.0,0.0,0.0,0.0,0.0,0.0
8312d0fffffffff,286.0,22.0,0.0,0.0,0.0,0.0
8312d1fffffffff,1494.0,80.0,0.0,0.0,0.0,0.0
8312d2fffffffff,98.0,5.0,0.0,0.0,0.0,0.0
8312d3fffffffff,886.0,23.0,0.0,0.0,0.0,0.0
8312d4fffffffff,113.0,0.0,0.0,0.0,0.0,0.0
8312d5fffffffff,127.0,4.0,0.0,0.0,0.0,0.0
8312d6fffffffff,406.0,4.0,0.0,0.0,0.0,0.0
8312d8fffffffff,1242.0,4.0,0.0,0.0,0.0,0.0
8312d9fffffffff,703.0,21.0,0.0,0.0,0.0,0.0
8312dafffffffff,1047.0,12.0,0.0,0.0,0.0,0.0
8312dbfffffffff,1657.0,61.0,0.0,0.0,0.0,0.0
8312dcfffffffff,1099.0,0.0,0.0,0.0,0.0,0.0
8312ddfffffffff,2242.0,14.0,0.0,0.0,0.0,0.0
8312defffffffff,2799.0,62.0,0.0,0.0,0.0,0.0
8312e0fffffffff,24.0,0.0,0.0,0.0,0.0,0.0
8312e1fffffffff,1132.0,9.0,0.0,0.0,0.0,0.0
8312e2fffffffff,64.0,2.0,0.0,0.0,0.0,0.0
8312e3fffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8312e4fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
8312e5fffffffff,66.0,0.0,0.0,0.0,0.0,0.0
8312e6fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
8312e8fffffffff,230.0,8.0,0.0,0.0,0.0,0.0
8312e9fffffffff,9.0,1.0,0.0,0.0,0.0,0.0
8312eafffffffff,820.0,23.0,0.0,0.0,0.0,0.0
8312ebfffffffff,315.0,11.0,0.0,0.0,0.0,0.0
8312ecfffffffff,2869.0,91.0,0.0,0.0,0.0,0.0
8312edfffffffff,77.0,2.0,0.0,0.0,0.0,0.0
8312eefffffffff,269.0,4.0,0.0,0.0,0.0,0.0
8312f0fffffffff,24.0,0.0,0.0,0.0,0.0,0.0
8312f1fffffffff,96.0,8.0,0.0,0.0,0.0,0.0
8312f2fffffffff,90.0,0.0,0.0,0.0,0.0,0.0
8312f3fffffffff,21.0,2.0,0.0,0.0,0.0,0.0
8312f4fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8312f5fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8312f6fffffffff,552.0,9.0,0.0,0.0,0.0,0.0
831306fffffffff,23.0,0.0,0.0,0.0,0.0,0.0
831311fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
831328fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
831329fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
831333fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831336fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831350fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
831352fffffffff,345.0,0.0,0.0,0.0,0.0,0.0
831380fffffffff,20.0,0.0,0.0,0.0,0.0,0.0
831382fffffffff,134.0,0.0,0.0,0.0,0.0,0.0
831383fffffffff,1328.0,0.0,0.0,0.0,0.0,0.0
831384fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831386fffffffff,656.0,0.0,0.0,0.0,0.0,0.0
831388fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831389fffffffff,31.0,0.0,0.0,0.0,0.0,0.0
83138afffffffff,20.0,0.0,0.0,0.0,0.0,0.0
83138cfffffffff,552.0,0.0,0.0,0.0,0.0,0.0
83138dfffffffff,23.0,0.0,0.0,0.0,0.0,0.0
83138efffffffff,13.0,0.0,0.0,0.0,0.0,0.0
831390fffffffff,26.0,0.0,0.0,0.0,0.0,0.0
831391fffffffff,89.0,0.0,0.0,0.0,0.0,0.0
831393fffffffff,43.0,0.0,0.0,0.0,0.0,0.0
831394fffffffff,28.0,0.0,0.0,0.0,0.0,0.0
831395fffffffff,55.0,0.0,0.0,0.0,0.0,0.0
831396fffffffff,41.0,0.0,0.0,0.0,0.0,0.0
831398fffffffff,17.0,0.0,0.0,0.0,0.0,0.0
831399fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83139bfffffffff,19.0,0.0,0.0,0.0,0.0,0.0
83139efffffffff,875.0,0.0,0.0,0.0,0.0,0.0
8313a3fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8313a6fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
8313a9fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8313b1fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8313b2fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8313b3fffffffff,32.0,0.0,0.0,0.0,0.0,0.0
8313b5fffffffff,53.0,0.0,0.0,0.0,0.0,0.0
8313b6fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831a84fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
831aa0fffffffff,1235.0,109.0,0.0,0.0,0.0,0.0
831aa2fffffffff,416.0,39.0,0.0,0.0,0.0,0.0
831aa3fffffffff,699.0,69.0,0.0,0.0,0.0,0.0
831aa4fffffffff,126.0,15.0,0.0,0.0,0.0,0.0
831aa6fffffffff,268.0,18.0,0.0,0.0,0.0,0.0
831ab0fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
831ab4fffffffff,6.0,2.0,0.0,0.0,0.0,0.0
831ab5fffffffff,45.0,0.0,0.0,0.0,0.0,0.0
831b80fffffffff,16.0,0.0,0.0,0.0,0.0,0.0
831b82fffffffff,58.0,0.0,0.0,0.0,0.0,0.0
831b83fffffffff,52.0,3.0,0.0,0.0,0.0,0.0
831b84fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
831b8afffffffff,17.0,0.0,0.0,0.0,0.0,0.0
831b91fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
831b92fffffffff,49.0,1.0,0.0,0.0,0.0,0.0
831b98fffffffff,53.0,6.0,0.0,0.0,0.0,0.0
831b99fffffffff,156.0,6.0,0.0,0.0,0.0,0.0
831b9afffffffff,329.0,6.0,0.0,0.0,0.0,0.0
831b9bfffffffff,31.0,0.0,0.0,0.0,0.0,0.0
831b9cfffffffff,40.0,3.0,0.0,0.0,0.0,0.0
831b9dfffffffff,15.0,0.0,0.0,0.0,0.0,0.0
831b9efffffffff,487.0,11.0,0.0,0.0,0.0,0.0
831bb0fffffffff,16.0,0.0,0.0,0.0,0.0,0.0
831bb3fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
831d20fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
831d24fffffffff,31.0,0.0,0.0,0.0,0.0,0.0
8322d0fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8322dbfffffffff,118.0,0.0,0.0,0.0,0.0,0.0
832600fffffffff,180.0,4.0,0.0,0.0,0.0,0.0
832601fffffffff,594.0,93.0,0.0,0.0,0.0,0.0
832602fffffffff,109.0,2.0,0.0,0.0,0.0,0.0
832603fffffffff,373.0,73.0,0.0,0.0,0.0,0.0
832604fffffffff,180.0,2.0,0.0,0.0,0.0,0.0
832605fffffffff,495.0,6.0,0.0,0.0,0.0,0.0
832606fffffffff,24.0,0.0,0.0,0.0,0.0,0.0
832608fffffffff,519.0,34.0,0.0,0.0,0.0,0.0
832609fffffffff,82.0,0.0,0.0,0.0,0.0,0.0
83260afffffffff,1096.0,2.0,0.0,0.0,0.0,0.0
83260bfffffffff,785.0,41.0,0.0,0.0,0.0,0.0
83260cfffffffff,45.0,0.0,0.0,0.0,0.0,0.0
83260dfffffffff,426.0,4.0,0.0,0.0,0.0,0.0
83260efffffffff,677.0,80.0,0.0,0.0,0.0,0.0
832610fffffffff,151.0,2.0,0.0,0.0,0.0,0.0
832611fffffffff,354.0,16.0,0.0,0.0,0.0,0.0
832612fffffffff,261.0,2.0,0.0,0.0,0.0,0.0
832613fffffffff,23.0,0.0,0.0,0.0,0.0,0.0
832614fffffffff,24.0,1.0,0.0,0.0,0.0,0.0
832615fffffffff,84.0,2.0,0.0,0.0,0.0,0.0
832616fffffffff,214.0,13.0,0.0,0.0,0.0,0.0
832618fffffffff,474.0,10.0,0.0,0.0,0.0,0.0
832619fffffffff,180.0,37.0,0.0,0.0,0.0,0.0
83261afffffffff,123.0,7.0,0.0,0.0,0.0,0.0
83261bfffffffff,120.0,12.0,0.0,0.0,0.0,0.0
83261cfffffffff,103.0,0.0,0.0,0.0,0.0,0.0
83261dfffffffff,116.0,4.0,0.0,0.0,0.0,0.0
83261efffffffff,71.0,0.0,0.0,0.0,0.0,0.0
832620fffffffff,969.0,40.0,0.0,0.0,0.0,0.0
832621fffffffff,1964.0,41.0,0.0,0.0,0.0,0.0
832622fffffffff,513.0,26.0,0.0,0.0,0.0,0.0
832623fffffffff,417.0,10.0,0.0,0.0,0.0,0.0
832624fffffffff,1674.0,58.0,0.0,0.0,0.0,0.0
832625fffffffff,746.0,11.0,0.0,0.0,0.0,0.0
832626fffffffff,1954.0,278.0,0.0,0.0,0.0,0.0
832628fffffffff,323.0,9.0,0.0,0.0,0.0,0.0
832629fffffffff,247.0,0.0,0.0,0.0,0.0,0.0
83262afffffffff,174.0,3.0,0.0,0.0,0.0,0.0
83262bfffffffff,294.0,0.0,0.0,0.0,0.0,0.0
83262cfffffffff,6097.0,81.0,0.0,0.0,0.0,0.0
83262dfffffffff,974.0,40.0,0.0,0.0,0.0,0.0
83262efffffffff,454.0,17.0,0.0,0.0,0.0,0.0
832630fffffffff,100.0,3.0,0.0,0.0,0.0,0.0
832631fffffffff,67.0,2.0,0.0,0.0,0.0,0.0
832632fffffffff,27.0,2.0,0.0,0.0,0.0,0.0
832633fffffffff,167.0,5.0,0.0,0.0,0.0,0.0
