cell_id,Icterus pyrrhopterus,Icterus pyrrhopterus tibialis,Icterus pyrrhopterus [pyrrhopterus Group]
84a963dffffffff,10.0,0.0,0.0
84a9641ffffffff,1.0,0.0,0.0
84a9645ffffffff,111.0,0.0,0.0
84a9649ffffffff,13.0,0.0,0.0
84a964dffffffff,10.0,0.0,0.0
84a9653ffffffff,3.0,0.0,0.0
84a9657ffffffff,1.0,0.0,0.0
84a9659ffffffff,1.0,0.0,0.0
84a965bffffffff,1.0,0.0,0.0
84a9661ffffffff,15.0,0.0,2.0
84a9667ffffffff,3.0,0.0,0.0
84a9669ffffffff,3.0,0.0,0.0
84a9685ffffffff,55.0,0.0,0.0
84a9687ffffffff,1.0,0.0,0.0
84a96a5ffffffff,18.0,0.0,0.0
84a96a7ffffffff,47.0,0.0,0.0
84a96a9ffffffff,21.0,0.0,0.0
84a96abffffffff,8.0,0.0,0.0
84a96adffffffff,322.0,0.0,0.0
84a96b1ffffffff,5.0,0.0,0.0
84a96b3ffffffff,4.0,0.0,0.0
84a96b5ffffffff,4.0,0.0,0.0
84a96b9ffffffff,22.0,0.0,0.0
84a96bbffffffff,2.0,0.0,0.0
84a96c5ffffffff,30.0,0.0,0.0
84a96d3ffffffff,2.0,0.0,0.0
84a96e1ffffffff,26.0,0.0,0.0
84a96e3ffffffff,10.0,0.0,0.0
84a96e5ffffffff,29.0,0.0,0.0
84a96e7ffffffff,294.0,0.0,0.0
84a96e9ffffffff,18.0,0.0,0.0
84a96edffffffff,3.0,0.0,0.0
84a9711ffffffff,18.0,0.0,0.0
84a9717ffffffff,85.0,0.0,0.0
84a9719ffffffff,20.0,0.0,0.0
84a971bffffffff,1.0,0.0,0.0
84a971dffffffff,2.0,0.0,0.0
84a9723ffffffff,4.0,0.0,0.0
84a9733ffffffff,9.0,0.0,0.0
84a973bffffffff,10.0,0.0,0.0
84a973dffffffff,2.0,0.0,0.0
84a9745ffffffff,6.0,0.0,0.0
84a974dffffffff,15.0,0.0,0.0
84a9753ffffffff,33.0,0.0,0.0
84a9755ffffffff,2.0,0.0,0.0
84a975bffffffff,4.0,0.0,0.0
84a975dffffffff,2.0,0.0,0.0
84a9765ffffffff,50.0,0.0,0.0
84a976dffffffff,3.0,0.0,0.0
84b2095ffffffff,1.0,0.0,0.0
84b2401ffffffff,6.0,0.0,0.0
84b2405ffffffff,3.0,0.0,0.0
84b2407ffffffff,2.0,0.0,0.0
84b2411ffffffff,1.0,0.0,0.0
84b2413ffffffff,63.0,0.0,0.0
84b2417ffffffff,2.0,0.0,0.0
84b241dffffffff,3.0,0.0,0.0
84b2421ffffffff,10.0,0.0,0.0
84b2425ffffffff,1.0,0.0,0.0
84b242bffffffff,32.0,0.0,0.0
84b242dffffffff,3.0,0.0,0.0
84b2431ffffffff,1.0,0.0,0.0
84b2435ffffffff,211.0,0.0,0.0
84b2437ffffffff,39.0,0.0,0.0
84b243dffffffff,23.0,0.0,0.0
84b2447ffffffff,1.0,0.0,0.0
84b244dffffffff,3.0,0.0,0.0
84b2453ffffffff,2.0,0.0,0.0
84b2457ffffffff,1.0,0.0,0.0
84b2463ffffffff,20.0,0.0,0.0
84b246bffffffff,1.0,0.0,0.0
84b2493ffffffff,2.0,0.0,0.0
84b249bffffffff,3.0,0.0,0.0
84b249dffffffff,1.0,0.0,0.0
84b24a1ffffffff,3.0,0.0,0.0
84b24a9ffffffff,5.0,0.0,0.0
84b24adffffffff,14.0,0.0,0.0
84b24c5ffffffff,11.0,0.0,0.0
84b24cdffffffff,19.0,0.0,0.0
84b24d1ffffffff,7.0,0.0,0.0
84b24d3ffffffff,9.0,0.0,0.0
84b24d7ffffffff,5.0,0.0,0.0
84b24d9ffffffff,2.0,0.0,0.0
84b24dbffffffff,22.0,0.0,0.0
84b24e3ffffffff,3.0,0.0,0.0
84b24e5ffffffff,4.0,0.0,0.0
84b24e9ffffffff,2.0,0.0,0.0
84b24ebffffffff,1.0,0.0,0.0
84b24edffffffff,8.0,0.0,0.0
84b250dffffffff,4.0,0.0,0.0
84b251bffffffff,14.0,0.0,0.0
84b2543ffffffff,3.0,0.0,0.0
84b2549ffffffff,7.0,0.0,0.0
84b2557ffffffff,4.0,0.0,0.0
84b255dffffffff,3.0,0.0,0.0
84b2563ffffffff,3.0,0.0,0.0
84b2581ffffffff,5.0,0.0,0.0
84b2589ffffffff,56.0,0.0,0.0
84b258bffffffff,7.0,0.0,0.0
84b258dffffffff,19.0,0.0,0.0
84b2591ffffffff,7.0,0.0,0.0
84b2595ffffffff,4.0,0.0,0.0
84b25adffffffff,1.0,0.0,0.0
84b25b5ffffffff,1.0,0.0,0.0
84b25c1ffffffff,28.0,0.0,0.0
84b25c3ffffffff,9.0,0.0,0.0
84b25c7ffffffff,43.0,0.0,0.0
84b25cbffffffff,2.0,0.0,0.0
84b25cdffffffff,75.0,0.0,0.0
84b25d1ffffffff,40.0,0.0,0.0
84b25d3ffffffff,3.0,0.0,0.0
84b25d5ffffffff,49.0,0.0,0.0
84b25d9ffffffff,6.0,0.0,0.0
84b25ddffffffff,20.0,0.0,0.0
84b25e1ffffffff,26.0,0.0,0.0
84b25e3ffffffff,47.0,0.0,0.0
84b25e7ffffffff,10.0,0.0,0.0
84b25ebffffffff,2.0,0.0,0.0
84b2613ffffffff,22.0,0.0,0.0
84b2625ffffffff,4.0,0.0,0.0
84b2627ffffffff,3.0,0.0,0.0
84b262dffffffff,114.0,0.0,0.0
84b2633ffffffff,1.0,0.0,0.0
84b2635ffffffff,10.0,0.0,0.0
84b263dffffffff,4.0,0.0,0.0
84b2655ffffffff,3.0,0.0,0.0
84b2659ffffffff,2.0,0.0,0.0
84b2661ffffffff,6.0,0.0,0.0
84b2665ffffffff,3.0,0.0,0.0
84b2683ffffffff,18.0,0.0,0.0
84b268bffffffff,33.0,0.0,0.0
84b268dffffffff,18.0,0.0,0.0
84b2691ffffffff,23.0,0.0,0.0
84b2693ffffffff,2.0,0.0,0.0
84b2695ffffffff,18.0,0.0,0.0
84b2699ffffffff,9.0,0.0,0.0
84b269bffffffff,3.0,0.0,0.0
84b269dffffffff,11.0,0.0,0.0
84b26adffffffff,5.0,0.0,0.0
84b26d1ffffffff,8.0,0.0,0.0
84b26d3ffffffff,2.0,0.0,0.0
84b26d5ffffffff,4.0,0.0,0.0
84b26d7ffffffff,45.0,0.0,0.0
84b26d9ffffffff,6.0,0.0,0.0
84b26ddffffffff,7.0,0.0,0.0
84b26e3ffffffff,2.0,0.0,0.0
84b26e7ffffffff,3.0,0.0,0.0
84b26edffffffff,2.0,0.0,0.0
84b2701ffffffff,32.0,0.0,0.0
84b2703ffffffff,1.0,0.0,0.0
84b2707ffffffff,6.0,0.0,0.0
84b2709ffffffff,33.0,0.0,0.0
84b270bffffffff,10.0,0.0,0.0
84b270dffffffff,9.0,0.0,0.0
84b2715ffffffff,5.0,0.0,0.0
84b2717ffffffff,1.0,0.0,0.0
84b2719ffffffff,13.0,0.0,0.0
84b271dffffffff,2.0,0.0,0.0
84b2721ffffffff,2.0,0.0,0.0
84b2723ffffffff,8.0,0.0,0.0
84b2725ffffffff,6.0,0.0,0.0
84b272bffffffff,4.0,0.0,0.0
84b2741ffffffff,2.0,0.0,0.0
84b2747ffffffff,6.0,0.0,0.0
84b2749ffffffff,8.0,0.0,0.0
84b274bffffffff,12.0,0.0,0.0
84b2757ffffffff,5.0,0.0,0.0
84b275bffffffff,42.0,0.0,0.0
84b275dffffffff,10.0,0.0,0.0
84b276bffffffff,6.0,0.0,0.0
84b2ed9ffffffff,5.0,0.0,0.0
84b3259ffffffff,2.0,0.0,0.0
84b325bffffffff,3.0,0.0,0.0
84b3405ffffffff,3.0,0.0,0.0
84b3407ffffffff,4.0,0.0,0.0
84b340dffffffff,5.0,0.0,0.0
84b3413ffffffff,4.0,0.0,0.0
84b3415ffffffff,2.0,0.0,0.0
84b3419ffffffff,2.0,0.0,0.0
84b3421ffffffff,62.0,0.0,0.0
84b3423ffffffff,67.0,0.0,0.0
84b3425ffffffff,42.0,0.0,0.0
84b3427ffffffff,20.0,0.0,0.0
84b3429ffffffff,15.0,0.0,0.0
84b342bffffffff,28.0,0.0,0.0
84b3439ffffffff,14.0,0.0,0.0
84b343bffffffff,28.0,0.0,0.0
84b343dffffffff,5.0,0.0,0.0
84b3441ffffffff,8.0,0.0,0.0
84b3445ffffffff,22.0,0.0,0.0
84b3447ffffffff,1.0,0.0,0.0
84b345dffffffff,2.0,0.0,0.0
84b3463ffffffff,5.0,0.0,0.0
84b3467ffffffff,4.0,0.0,0.0
84b346bffffffff,12.0,0.0,0.0
84b3481ffffffff,4.0,0.0,0.0
84b348bffffffff,7.0,0.0,0.0
84b3491ffffffff,7.0,0.0,0.0
84b3493ffffffff,6.0,0.0,0.0
84b3499ffffffff,2.0,0.0,0.0
84b349dffffffff,20.0,0.0,0.0
84b34a3ffffffff,1.0,0.0,0.0
84b34a5ffffffff,6.0,0.0,0.0
84b34b1ffffffff,28.0,0.0,0.0
84b34b3ffffffff,2.0,0.0,0.0
84b34b9ffffffff,44.0,0.0,0.0
84b34bdffffffff,16.0,0.0,0.0
84b34c1ffffffff,4.0,0.0,0.0
84b34c5ffffffff,2.0,0.0,0.0
84b34c7ffffffff,8.0,0.0,0.0
84b34cdffffffff,3.0,0.0,0.0
84b34d1ffffffff,8.0,0.0,0.0
84b34d3ffffffff,17.0,0.0,0.0
84b34d7ffffffff,18.0,0.0,0.0
84b34d9ffffffff,26.0,0.0,0.0
84b34dbffffffff,82.0,0.0,0.0
84b34e9ffffffff,6.0,0.0,0.0
84b34edffffffff,1.0,0.0,0.0
84b3511ffffffff,43.0,0.0,0.0
84b3513ffffffff,134.0,0.0,0.0
84b3519ffffffff,1.0,0.0,0.0
84b351bffffffff,24.0,0.0,0.0
84b3553ffffffff,2.0,0.0,0.0
84b3583ffffffff,4.0,0.0,0.0
84b3585ffffffff,10.0,0.0,0.0
84b3589ffffffff,48.0,0.0,0.0
84b358dffffffff,4.0,0.0,0.0
84b35a3ffffffff,7.0,0.0,0.0
84b35a5ffffffff,1.0,0.0,0.0
84b35a7ffffffff,5.0,0.0,0.0
84b35abffffffff,2.0,0.0,0.0
84b35adffffffff,38.0,0.0,0.0
84b35b5ffffffff,118.0,0.0,0.0
84b35b9ffffffff,2.0,0.0,0.0
84b35bdffffffff,16.0,0.0,0.0
84b35c1ffffffff,13.0,0.0,0.0
84b35c5ffffffff,140.0,0.0,0.0
84b35c7ffffffff,34.0,0.0,0.0
84b35c9ffffffff,7.0,0.0,0.0
84b35cbffffffff,4.0,0.0,0.0
84b35cdffffffff,93.0,0.0,0.0
84b35d1ffffffff,5.0,0.0,0.0
84b35d5ffffffff,3.0,0.0,0.0
84b35d7ffffffff,2.0,0.0,0.0
84b35d9ffffffff,1.0,0.0,0.0
84b35ddffffffff,7.0,0.0,0.0
84b35e1ffffffff,120.0,0.0,0.0
84b35e3ffffffff,39.0,0.0,0.0
84b35e7ffffffff,10.0,0.0,0.0
84b35e9ffffffff,288.0,0.0,0.0
84b35ebffffffff,24.0,0.0,0.0
84b35edffffffff,3.0,0.0,0.0
84b3605ffffffff,3.0,0.0,0.0
84b3611ffffffff,10.0,0.0,0.0
84b3617ffffffff,13.0,0.0,0.0
84b361dffffffff,1.0,0.0,0.0
84b3627ffffffff,1.0,0.0,0.0
84b3629ffffffff,29.0,0.0,6.0
84b3633ffffffff,18.0,0.0,0.0
84b3637ffffffff,2.0,0.0,0.0
84b3657ffffffff,2.0,0.0,0.0
84b3661ffffffff,3.0,0.0,1.0
84b3667ffffffff,5.0,0.0,5.0
84b366dffffffff,28.0,0.0,0.0
84b3683ffffffff,5.0,0.0,0.0
84b368bffffffff,29.0,0.0,0.0
84b3691ffffffff,3.0,0.0,0.0
84b3699ffffffff,91.0,0.0,0.0
84b369bffffffff,22.0,0.0,0.0
84b369dffffffff,12.0,0.0,0.0
84b36a9ffffffff,8.0,0.0,0.0
84b36b3ffffffff,11.0,0.0,0.0
84b36b5ffffffff,2.0,0.0,0.0
84b36c3ffffffff,5.0,0.0,0.0
84b36d3ffffffff,2.0,0.0,0.0
84b36d5ffffffff,38.0,0.0,0.0
84b36d7ffffffff,24.0,0.0,0.0
84c2037ffffffff,1.0,0.0,0.0
84c218bffffffff,2.0,0.0,0.0
84c21b3ffffffff,4.0,0.0,0.0
84c21bbffffffff,2.0,0.0,0.0
84c21d1ffffffff,7.0,0.0,0.0
84c21ddffffffff,1.0,0.0,0.0
84c22b9ffffffff,4.0,0.0,0.0
84c2893ffffffff,7.0,0.0,0.0
84c2c03ffffffff,7.0,0.0,0.0
84c2c07ffffffff,4.0,0.0,0.0
84c2c11ffffffff,2.0,0.0,0.0
84c2c13ffffffff,2.0,0.0,0.0
84c2c15ffffffff,24.0,0.0,0.0
84c2c17ffffffff,132.0,0.0,0.0
84c2c19ffffffff,63.0,0.0,0.0
84c2c1bffffffff,1.0,0.0,0.0
84c2c1dffffffff,39.0,0.0,0.0
84c2c23ffffffff,22.0,0.0,0.0
84c2c29ffffffff,2.0,0.0,0.0
84c2c2bffffffff,1.0,0.0,0.0
84c2c31ffffffff,2.0,0.0,0.0
84c2c33ffffffff,7.0,0.0,0.0
84c2c37ffffffff,2.0,0.0,0.0
84c2c3bffffffff,16.0,0.0,0.0
84c2c41ffffffff,1.0,0.0,0.0
84c2c49ffffffff,33.0,0.0,0.0
84c2c4bffffffff,2.0,0.0,0.0
84c2c4dffffffff,5.0,0.0,0.0
84c2c53ffffffff,240.0,0.0,0.0
84c2c57ffffffff,12.0,0.0,0.0
84c2c59ffffffff,9.0,0.0,1.0
84c2c5bffffffff,188.0,0.0,0.0
84c2c63ffffffff,4.0,0.0,0.0
84c2c65ffffffff,1.0,0.0,0.0
84c2c69ffffffff,7.0,0.0,0.0
84c2c6dffffffff,41.0,0.0,0.0
84c2c83ffffffff,1.0,0.0,0.0
84c2c85ffffffff,3.0,0.0,0.0
84c2c87ffffffff,12.0,0.0,0.0
84c2c89ffffffff,9.0,0.0,0.0
84c2c8bffffffff,2.0,0.0,0.0
84c2c8dffffffff,16.0,0.0,0.0
84c2c91ffffffff,16.0,0.0,0.0
84c2c95ffffffff,16.0,0.0,0.0
84c2c97ffffffff,55.0,0.0,0.0
84c2c99ffffffff,9.0,0.0,0.0
84c2ca1ffffffff,13.0,0.0,0.0
84c2ca3ffffffff,14.0,0.0,0.0
84c2ca5ffffffff,24.0,0.0,0.0
84c2ca7ffffffff,122.0,0.0,0.0
84c2ca9ffffffff,20.0,0.0,0.0
84c2cabffffffff,11.0,0.0,0.0
84c2cadffffffff,113.0,0.0,0.0
84c2cb1ffffffff,81.0,0.0,0.0
84c2cb3ffffffff,5.0,0.0,0.0
84c2cb5ffffffff,17.0,0.0,0.0
84c2cb9ffffffff,5.0,0.0,0.0
84c2cbbffffffff,4.0,0.0,0.0
84c2cbdffffffff,24.0,0.0,0.0
84c2cc1ffffffff,22.0,0.0,0.0
84c2cc3ffffffff,10.0,0.0,0.0
84c2cc5ffffffff,4.0,0.0,0.0
84c2cc7ffffffff,7.0,0.0,0.0
84c2ccdffffffff,5.0,0.0,0.0
84c2cd1ffffffff,4.0,0.0,0.0
84c2cd3ffffffff,77.0,0.0,0.0
84c2cd7ffffffff,12.0,0.0,0.0
84c2cd9ffffffff,2.0,0.0,0.0
84c2cdbffffffff,102.0,0.0,0.0
84c2ce1ffffffff,237.0,0.0,0.0
84c2ce3ffffffff,2.0,0.0,0.0
84c2ce5ffffffff,18.0,0.0,0.0
84c2ce7ffffffff,20.0,0.0,0.0
84c2ce9ffffffff,14.0,0.0,0.0
84c2cedffffffff,17.0,0.0,0.0
84c2d03ffffffff,5.0,0.0,0.0
84c2d05ffffffff,7.0,0.0,0.0
84c2d09ffffffff,3.0,0.0,0.0
84c2d0dffffffff,4.0,0.0,0.0
84c2d17ffffffff,13.0,0.0,0.0
84c2d1dffffffff,4.0,0.0,0.0
84c2d27ffffffff,4.0,0.0,0.0
84c2d33ffffffff,6.0,0.0,0.0
84c2d35ffffffff,5.0,0.0,0.0
84c2d37ffffffff,93.0,0.0,0.0
84c2d43ffffffff,11.0,0.0,0.0
84c2d45ffffffff,25.0,0.0,0.0
84c2d49ffffffff,2.0,0.0,0.0
84c2d4dffffffff,10.0,0.0,0.0
84c2d55ffffffff,3.0,0.0,0.0
84c2d5dffffffff,3.0,0.0,0.0
84c2d61ffffffff,1.0,0.0,0.0
84c2d63ffffffff,5.0,0.0,0.0
84c2d6bffffffff,12.0,0.0,0.0
84c2d85ffffffff,21.0,0.0,2.0
84c2d8dffffffff,6.0,0.0,0.0
84c2d93ffffffff,236.0,0.0,7.0
84c2d99ffffffff,2.0,0.0,0.0
84c2d9bffffffff,26.0,0.0,0.0
84c2dabffffffff,2.0,0.0,0.0
84c2db1ffffffff,7.0,0.0,0.0
84c2db3ffffffff,2.0,0.0,0.0
84c2db9ffffffff,2.0,0.0,0.0
84c2dbbffffffff,5.0,0.0,0.0
84c2dc7ffffffff,2.0,0.0,0.0
84c2dd1ffffffff,1.0,0.0,0.0
84c2dd5ffffffff,2.0,0.0,0.0
84c2ddbffffffff,6.0,0.0,0.0
84c2de9ffffffff,1.0,0.0,0.0
84c2debffffffff,2.0,0.0,0.0
84c2dedffffffff,2.0,0.0,0.0
84c2e03ffffffff,2.0,0.0,0.0
84c2e07ffffffff,25.0,0.0,0.0
84c2e09ffffffff,2.0,0.0,0.0
84c2e0bffffffff,5.0,0.0,0.0
84c2e0dffffffff,1.0,0.0,0.0
84c2e17ffffffff,46.0,0.0,0.0
84c2e1bffffffff,4.0,0.0,0.0
84c2e1dffffffff,12.0,0.0,0.0
84c2e21ffffffff,96.0,0.0,0.0
84c2e23ffffffff,128.0,0.0,0.0
84c2e29ffffffff,6.0,0.0,0.0
84c2e2bffffffff,30.0,0.0,0.0
84c2e2dffffffff,38.0,0.0,0.0
84c2e31ffffffff,2516.0,0.0,14.0
84c2e33ffffffff,346.0,0.0,17.0
84c2e35ffffffff,41.0,0.0,1.0
84c2e37ffffffff,31.0,0.0,0.0
84c2e39ffffffff,476.0,0.0,0.0
84c2e3bffffffff,114.0,0.0,0.0
84c2e3dffffffff,125.0,0.0,0.0
84c2e41ffffffff,2.0,0.0,0.0
84c2e53ffffffff,2.0,0.0,0.0
84c2e63ffffffff,2.0,0.0,0.0
84c2e67ffffffff,3.0,0.0,0.0
84c2e85ffffffff,20.0,0.0,0.0
84c2e87ffffffff,15.0,0.0,0.0
84c2e97ffffffff,2.0,0.0,0.0
84c2e99ffffffff,3.0,0.0,0.0
84c2e9bffffffff,4.0,0.0,0.0
84c2ea1ffffffff,37.0,0.0,0.0
84c2ea5ffffffff,2.0,0.0,0.0
84c2ea7ffffffff,1.0,0.0,0.0
84c2eadffffffff,4.0,0.0,0.0
84c2eb5ffffffff,3.0,0.0,0.0
84c2eb7ffffffff,1.0,0.0,0.0
84c2eb9ffffffff,1.0,0.0,0.0
84c2ebbffffffff,21.0,0.0,0.0
84c2ecdffffffff,8.0,0.0,0.0
84c2ee3ffffffff,14.0,0.0,0.0
84c2ee5ffffffff,37.0,0.0,0.0
84c2ee7ffffffff,12.0,0.0,0.0
84c2eedffffffff,10.0,0.0,0.0
84c2f07ffffffff,5.0,0.0,0.0
84c2f11ffffffff,103.0,0.0,1.0
84c2f15ffffffff,62.0,0.0,0.0
84c2f17ffffffff,8.0,0.0,0.0
84c2f1dffffffff,6.0,0.0,0.0
84c2f23ffffffff,16.0,0.0,0.0
84c2f27ffffffff,22.0,0.0,0.0
84c2f2bffffffff,39.0,0.0,1.0
84c2f31ffffffff,24.0,0.0,0.0
84c2f33ffffffff,5.0,0.0,0.0
84c2f35ffffffff,9.0,0.0,2.0
84c2f37ffffffff,36.0,0.0,0.0
84c2f39ffffffff,81.0,0.0,0.0
84c2f3bffffffff,17.0,0.0,0.0
84c2f3dffffffff,181.0,0.0,0.0
84c34bdffffffff,2.0,0.0,0.0
