cell_id,Thryomanes bewickii,Thryomanes bewickii bewickii,Thryomanes bewickii [mexicanus Group],Thryomanes bewickii [spilurus Group]
8426c41ffffffff,2.0,0.0,0.0,0.0
8426c45ffffffff,3.0,0.0,0.0,0.0
8426c49ffffffff,5.0,0.0,0.0,0.0
8426c4dffffffff,31.0,0.0,0.0,0.0
8426c87ffffffff,2.0,0.0,0.0,0.0
8426c89ffffffff,6.0,0.0,0.0,0.0
8426ca7ffffffff,2.0,0.0,0.0,0.0
8426cb9ffffffff,1.0,0.0,0.0,0.0
8426cbdffffffff,15.0,0.0,0.0,0.0
8426d49ffffffff,8.0,0.0,0.0,0.0
8426d4bffffffff,7.0,0.0,0.0,0.0
8426d59ffffffff,2.0,0.0,0.0,0.0
8426d5dffffffff,2.0,0.0,0.0,0.0
8426d65ffffffff,2.0,0.0,0.0,0.0
8426dc3ffffffff,2.0,0.0,2.0,0.0
8426dd3ffffffff,3.0,0.0,0.0,0.0
8426de9ffffffff,1.0,0.0,1.0,0.0
8426e01ffffffff,11.0,0.0,0.0,0.0
8426e0bffffffff,1.0,0.0,0.0,0.0
8426e1dffffffff,2.0,0.0,0.0,0.0
8426e21ffffffff,10.0,0.0,0.0,0.0
8426e23ffffffff,2.0,0.0,0.0,0.0
8426e2bffffffff,2.0,0.0,0.0,0.0
8426e43ffffffff,1.0,0.0,0.0,0.0
8426e47ffffffff,2.0,0.0,0.0,0.0
8426e53ffffffff,2.0,0.0,0.0,0.0
8426e57ffffffff,15.0,0.0,0.0,0.0
8426e5bffffffff,4.0,0.0,0.0,0.0
8426e67ffffffff,6.0,0.0,0.0,0.0
8426ec1ffffffff,19.0,0.0,0.0,0.0
8426ec9ffffffff,2.0,0.0,0.0,0.0
8426ecbffffffff,10.0,0.0,0.0,0.0
8426ed1ffffffff,8.0,0.0,0.0,0.0
8426ed5ffffffff,10.0,0.0,0.0,0.0
8426ed7ffffffff,2.0,0.0,0.0,0.0
8426eddffffffff,1.0,0.0,0.0,0.0
8426f0dffffffff,2.0,0.0,0.0,0.0
8426f13ffffffff,4.0,0.0,0.0,0.0
8426f17ffffffff,15.0,0.0,0.0,0.0
8426f23ffffffff,2.0,0.0,0.0,0.0
8426f25ffffffff,2.0,0.0,0.0,0.0
8426f2dffffffff,8.0,0.0,0.0,0.0
8426f33ffffffff,3.0,0.0,0.0,0.0
842719dffffffff,2.0,0.0,0.0,0.0
8427927ffffffff,4.0,0.0,0.0,0.0
8428005ffffffff,5.0,0.0,0.0,0.0
8428021ffffffff,3.0,0.0,0.0,0.0
8428023ffffffff,174.0,0.0,0.0,3.0
8428025ffffffff,1.0,0.0,0.0,1.0
8428029ffffffff,4.0,0.0,0.0,0.0
842802bffffffff,46.0,0.0,0.0,1.0
8428061ffffffff,4.0,0.0,0.0,4.0
8428063ffffffff,23.0,0.0,0.0,0.0
8428067ffffffff,9.0,0.0,0.0,0.0
8428069ffffffff,2.0,0.0,0.0,2.0
8428103ffffffff,2.0,0.0,0.0,2.0
8428123ffffffff,17.0,0.0,0.0,0.0
8428133ffffffff,8.0,0.0,0.0,0.0
8428139ffffffff,2.0,0.0,0.0,0.0
842813bffffffff,2.0,0.0,0.0,0.0
8428149ffffffff,2.0,0.0,0.0,0.0
8428151ffffffff,3.0,0.0,0.0,0.0
8428153ffffffff,1.0,0.0,0.0,0.0
842815bffffffff,2.0,0.0,0.0,0.0
84281e9ffffffff,1.0,0.0,0.0,0.0
84281ebffffffff,5.0,0.0,0.0,0.0
84281edffffffff,6.0,0.0,0.0,0.0
8428301ffffffff,3.0,0.0,0.0,2.0
8428303ffffffff,6.0,0.0,0.0,0.0
8428305ffffffff,31.0,0.0,0.0,0.0
8428307ffffffff,5.0,0.0,0.0,0.0
8428309ffffffff,23.0,0.0,0.0,2.0
842830bffffffff,19.0,0.0,0.0,2.0
842830dffffffff,2.0,0.0,0.0,0.0
8428311ffffffff,2.0,0.0,0.0,2.0
8428317ffffffff,14.0,0.0,0.0,14.0
8428321ffffffff,4.0,0.0,0.0,2.0
8428329ffffffff,33.0,0.0,0.0,0.0
842832bffffffff,6.0,0.0,0.0,2.0
842833bffffffff,4.0,0.0,0.0,4.0
8428341ffffffff,11.0,0.0,0.0,6.0
8428347ffffffff,10.0,0.0,0.0,8.0
842834dffffffff,48.0,0.0,0.0,22.0
8428355ffffffff,16.0,0.0,0.0,0.0
8428357ffffffff,23.0,0.0,0.0,2.0
8428361ffffffff,191.0,0.0,0.0,0.0
8428363ffffffff,378.0,0.0,0.0,0.0
8428365ffffffff,2.0,0.0,0.0,2.0
8428367ffffffff,299.0,0.0,0.0,0.0
842836bffffffff,143.0,0.0,0.0,1.0
8428803ffffffff,1.0,0.0,0.0,0.0
8428809ffffffff,25.0,0.0,0.0,0.0
8428813ffffffff,2.0,0.0,0.0,0.0
8428815ffffffff,6.0,0.0,0.0,0.0
842881dffffffff,5.0,0.0,0.0,0.0
8428841ffffffff,25.0,0.0,0.0,0.0
8428843ffffffff,196.0,0.0,0.0,2.0
8428847ffffffff,32.0,0.0,0.0,0.0
8428849ffffffff,59.0,0.0,0.0,0.0
842884bffffffff,7.0,0.0,0.0,0.0
842884dffffffff,25.0,0.0,0.0,0.0
8428855ffffffff,40.0,0.0,0.0,0.0
842885dffffffff,3.0,0.0,0.0,0.0
8428885ffffffff,2.0,0.0,0.0,0.0
8428887ffffffff,1.0,0.0,0.0,0.0
8428889ffffffff,1.0,0.0,0.0,0.0
842888bffffffff,15.0,0.0,0.0,0.0
8428895ffffffff,1.0,0.0,0.0,0.0
84288adffffffff,2.0,0.0,0.0,0.0
84288bbffffffff,6.0,0.0,0.0,0.0
84288dbffffffff,5.0,0.0,0.0,0.0
84288e7ffffffff,2.0,0.0,0.0,0.0
84288e9ffffffff,1.0,0.0,0.0,0.0
84288edffffffff,2.0,0.0,0.0,0.0
8428949ffffffff,2.0,0.0,0.0,0.0
842898dffffffff,37.0,0.0,0.0,0.0
842899bffffffff,1.0,0.0,0.0,1.0
84289e3ffffffff,3.0,0.0,0.0,0.0
84289e5ffffffff,2.0,0.0,0.0,0.0
8428a03ffffffff,8.0,0.0,0.0,0.0
8428a11ffffffff,5.0,0.0,0.0,0.0
8428a31ffffffff,2.0,0.0,0.0,0.0
8428a91ffffffff,2.0,0.0,0.0,0.0
8428a97ffffffff,2.0,0.0,0.0,0.0
8428a99ffffffff,4.0,0.0,0.0,0.0
8428aabffffffff,2.0,0.0,0.0,0.0
8428ab3ffffffff,6.0,0.0,0.0,0.0
8428acbffffffff,2.0,0.0,0.0,0.0
8428acdffffffff,2.0,0.0,0.0,0.0
8428ae1ffffffff,2.0,0.0,0.0,0.0
8428ae9ffffffff,36.0,0.0,0.0,0.0
8428b09ffffffff,3.0,0.0,0.0,0.0
8428b0bffffffff,2.0,0.0,0.0,0.0
8428b0dffffffff,75.0,0.0,4.0,0.0
8428b17ffffffff,2.0,0.0,0.0,0.0
8428b1dffffffff,2.0,0.0,0.0,0.0
8428b61ffffffff,7.0,0.0,0.0,0.0
8428b65ffffffff,3.0,0.0,0.0,0.0
8428b69ffffffff,2.0,0.0,0.0,0.0
8428b6dffffffff,4.0,0.0,0.0,0.0
8428c61ffffffff,54.0,0.0,0.0,53.0
8428c65ffffffff,2.0,0.0,0.0,2.0
8428c69ffffffff,4.0,0.0,0.0,4.0
8428c6dffffffff,12.0,0.0,0.0,10.0
8428d01ffffffff,1.0,0.0,0.0,0.0
8428d17ffffffff,4.0,0.0,0.0,0.0
8428d55ffffffff,1.0,0.0,0.0,0.0
8428d57ffffffff,5.0,0.0,0.0,5.0
8428d61ffffffff,2.0,0.0,0.0,0.0
8428d67ffffffff,2.0,0.0,0.0,0.0
8428d69ffffffff,8.0,0.0,0.0,1.0
8428d97ffffffff,2.0,0.0,0.0,0.0
8428dcbffffffff,2.0,0.0,0.0,0.0
8428dd1ffffffff,4.0,0.0,0.0,0.0
8428de3ffffffff,4.0,0.0,0.0,0.0
8428de9ffffffff,1.0,0.0,0.0,1.0
8428debffffffff,1.0,0.0,0.0,1.0
8428f07ffffffff,4.0,0.0,0.0,0.0
8428f17ffffffff,2.0,0.0,0.0,2.0
8428f43ffffffff,6.0,0.0,0.0,0.0
8428f59ffffffff,3.0,0.0,0.0,0.0
8428f67ffffffff,6.0,0.0,0.0,0.0
8428f69ffffffff,2.0,0.0,0.0,0.0
8429137ffffffff,2.0,0.0,0.0,2.0
842913dffffffff,10.0,0.0,0.0,0.0
8429167ffffffff,3.0,0.0,0.0,0.0
84291a7ffffffff,1.0,0.0,0.0,0.0
8429853ffffffff,3.0,0.0,0.0,0.0
8429863ffffffff,2.0,0.0,2.0,0.0
8429893ffffffff,1.0,0.0,0.0,1.0
84298c9ffffffff,26.0,0.0,0.0,0.0
84298d7ffffffff,1.0,0.0,1.0,0.0
84298ddffffffff,1.0,0.0,1.0,0.0
8429905ffffffff,2.0,0.0,0.0,0.0
8429907ffffffff,2.0,0.0,2.0,0.0
8429909ffffffff,2.0,0.0,0.0,0.0
842990bffffffff,2.0,0.0,2.0,0.0
8429923ffffffff,3.0,0.0,3.0,0.0
8429947ffffffff,2.0,0.0,0.0,0.0
8429a01ffffffff,7.0,0.0,0.0,1.0
8429a05ffffffff,50.0,0.0,0.0,0.0
8429a07ffffffff,10.0,0.0,0.0,0.0
8429a0bffffffff,7.0,0.0,0.0,0.0
8429a17ffffffff,3.0,0.0,0.0,0.0
8429a19ffffffff,54.0,0.0,0.0,0.0
8429a1bffffffff,8.0,0.0,0.0,0.0
8429a1dffffffff,3.0,0.0,0.0,1.0
8429a29ffffffff,8.0,0.0,0.0,0.0
8429a3bffffffff,56.0,0.0,0.0,0.0
8429a41ffffffff,5.0,0.0,0.0,2.0
8429a43ffffffff,1.0,0.0,0.0,1.0
8429a45ffffffff,2.0,0.0,0.0,0.0
8429a47ffffffff,4.0,0.0,0.0,2.0
8429a4dffffffff,1.0,0.0,0.0,0.0
8429a57ffffffff,2.0,0.0,0.0,2.0
8429a61ffffffff,29.0,0.0,0.0,0.0
8429a63ffffffff,190.0,0.0,0.0,0.0
8429a65ffffffff,2.0,0.0,0.0,0.0
8429a67ffffffff,2.0,0.0,0.0,0.0
8429a6bffffffff,2.0,0.0,0.0,1.0
8429a6dffffffff,41.0,0.0,0.0,2.0
8429a85ffffffff,1.0,0.0,0.0,0.0
8429a8bffffffff,2.0,0.0,0.0,0.0
8429a97ffffffff,2.0,0.0,0.0,2.0
8429a9bffffffff,9.0,0.0,0.0,3.0
8429a9dffffffff,2.0,0.0,0.0,0.0
8429aa7ffffffff,2.0,0.0,0.0,0.0
8429aabffffffff,2.0,0.0,0.0,2.0
8429ac9ffffffff,4.0,0.0,0.0,2.0
8429ad1ffffffff,5.0,0.0,0.0,2.0
8429addffffffff,5.0,0.0,0.0,0.0
8429ae5ffffffff,1.0,0.0,0.0,0.0
8429b09ffffffff,7.0,0.0,0.0,0.0
8429b0bffffffff,1.0,0.0,0.0,0.0
8429b2dffffffff,1.0,0.0,0.0,0.0
8429b55ffffffff,1.0,0.0,0.0,0.0
8429b5bffffffff,1.0,0.0,0.0,0.0
8429b65ffffffff,1.0,0.0,1.0,0.0
842a811ffffffff,1.0,0.0,0.0,0.0
842a851ffffffff,2.0,0.0,0.0,0.0
842a937ffffffff,2.0,0.0,0.0,0.0
842aae5ffffffff,1.0,0.0,0.0,0.0
842ab2bffffffff,6.0,0.0,0.0,0.0
844440dffffffff,12.0,0.0,0.0,0.0
844441bffffffff,2.0,0.0,0.0,0.0
8444457ffffffff,2.0,0.0,0.0,0.0
8444459ffffffff,11.0,1.0,0.0,0.0
844449dffffffff,3.0,0.0,0.0,0.0
84444a1ffffffff,2.0,0.0,0.0,0.0
84444c1ffffffff,20.0,0.0,0.0,0.0
84444c3ffffffff,37.0,2.0,0.0,0.0
84444c7ffffffff,4.0,0.0,0.0,0.0
84444cdffffffff,5.0,0.0,0.0,0.0
84444ddffffffff,1.0,0.0,0.0,0.0
84444e1ffffffff,15.0,0.0,0.0,0.0
84444e7ffffffff,4.0,0.0,0.0,0.0
84444ebffffffff,2.0,0.0,0.0,0.0
8444633ffffffff,15.0,0.0,0.0,0.0
8444681ffffffff,1.0,0.0,0.0,0.0
84446c3ffffffff,2.0,0.0,0.0,0.0
84446d5ffffffff,2.0,0.0,0.0,0.0
84446d9ffffffff,5.0,0.0,0.0,0.0
84446ddffffffff,110.0,4.0,0.0,0.0
84446e5ffffffff,6.0,0.0,0.0,0.0
84446edffffffff,5.0,0.0,0.0,0.0
8444cd7ffffffff,2.0,0.0,0.0,0.0
8444dd7ffffffff,2.0,0.0,0.0,0.0
8448147ffffffff,2.0,0.0,0.0,0.0
844814dffffffff,2.0,0.0,0.0,0.0
84482e5ffffffff,2.0,0.0,0.0,0.0
8448361ffffffff,1.0,0.0,0.0,0.0
8448363ffffffff,6.0,0.0,0.0,0.0
8448365ffffffff,2.0,0.0,0.0,0.0
8448437ffffffff,1.0,0.0,0.0,0.0
84484a5ffffffff,1.0,0.0,0.0,0.0
84484a7ffffffff,1.0,0.0,0.0,0.0
8448591ffffffff,1.0,0.0,0.0,0.0
8448597ffffffff,28.0,0.0,0.0,0.0
8448599ffffffff,1.0,0.0,0.0,0.0
84485a3ffffffff,4.0,0.0,0.0,0.0
84485a7ffffffff,13.0,0.0,0.0,0.0
84485b5ffffffff,13.0,0.0,0.0,0.0
84485bbffffffff,6.0,0.0,0.0,0.0
84485bdffffffff,9.0,0.0,0.0,0.0
8448825ffffffff,5.0,0.0,0.0,0.0
8448827ffffffff,5.0,0.0,0.0,0.0
8448829ffffffff,3.0,0.0,0.0,0.0
844882bffffffff,1.0,1.0,0.0,0.0
8448837ffffffff,4.0,0.0,0.0,0.0
8448865ffffffff,2.0,0.0,2.0,0.0
844890bffffffff,2.0,0.0,0.0,0.0
8448919ffffffff,1.0,0.0,0.0,0.0
8448923ffffffff,2.0,0.0,0.0,0.0
8448933ffffffff,2.0,0.0,0.0,0.0
8448935ffffffff,3.0,0.0,0.0,0.0
8448937ffffffff,4.0,0.0,0.0,0.0
844893dffffffff,18.0,0.0,0.0,0.0
8448951ffffffff,1.0,0.0,0.0,0.0
8448953ffffffff,5.0,0.0,0.0,0.0
8448955ffffffff,2.0,0.0,0.0,0.0
8448957ffffffff,2.0,0.0,0.0,0.0
8448983ffffffff,2.0,0.0,0.0,0.0
8448985ffffffff,1.0,0.0,0.0,0.0
84489a9ffffffff,3.0,0.0,0.0,0.0
84489d3ffffffff,1.0,0.0,1.0,0.0
84489e1ffffffff,3.0,0.0,0.0,0.0
84489e9ffffffff,3.0,0.0,0.0,0.0
84489ebffffffff,2.0,0.0,0.0,0.0
8448b13ffffffff,4.0,1.0,2.0,0.0
8448b23ffffffff,1.0,0.0,1.0,0.0
8448b39ffffffff,2.0,0.0,0.0,0.0
8448c19ffffffff,18.0,0.0,0.0,0.0
8448c1bffffffff,9.0,0.0,9.0,0.0
8448c1dffffffff,1.0,0.0,1.0,0.0
8448c35ffffffff,1.0,0.0,0.0,0.0
8448c57ffffffff,1.0,0.0,1.0,0.0
8448c59ffffffff,5.0,0.0,1.0,0.0
8448c5bffffffff,3.0,0.0,1.0,0.0
8448ca1ffffffff,2.0,0.0,2.0,0.0
8448cd9ffffffff,5.0,0.0,3.0,0.0
8448cdbffffffff,6.0,0.0,6.0,0.0
8448d89ffffffff,5.0,0.0,5.0,0.0
8448db7ffffffff,2.0,0.0,0.0,0.0
8448dc1ffffffff,1.0,0.0,1.0,0.0
8448dc3ffffffff,1.0,0.0,0.0,0.0
8448e37ffffffff,12.0,0.0,11.0,0.0
8448e81ffffffff,20.0,0.0,2.0,0.0
8448e85ffffffff,249.0,0.0,32.0,0.0
8448e89ffffffff,1.0,0.0,1.0,0.0
8448e8dffffffff,92.0,0.0,83.0,0.0
8448ea1ffffffff,2.0,0.0,1.0,0.0
8448ea3ffffffff,4.0,0.0,0.0,0.0
8448ea5ffffffff,8.0,0.0,0.0,0.0
8448ea9ffffffff,8.0,0.0,4.0,0.0
8448eabffffffff,13.0,0.0,4.0,0.0
8448eadffffffff,4.0,0.0,0.0,0.0
8448eb1ffffffff,5.0,0.0,3.0,0.0
8448eb3ffffffff,18.0,0.0,9.0,0.0
8448eb5ffffffff,4.0,0.0,0.0,0.0
8448eb7ffffffff,6.0,0.0,0.0,0.0
8448ec5ffffffff,14.0,0.0,14.0,0.0
8448ec7ffffffff,290.0,0.0,283.0,0.0
8448ee1ffffffff,3.0,0.0,2.0,0.0
8448ee3ffffffff,14.0,0.0,7.0,0.0
8448ee5ffffffff,5.0,0.0,0.0,0.0
8448ee7ffffffff,2.0,0.0,2.0,0.0
8448ee9ffffffff,5.0,0.0,4.0,0.0
8448eebffffffff,270.0,0.0,258.0,0.0
8448f21ffffffff,5.0,0.0,5.0,0.0
8448f25ffffffff,2.0,0.0,0.0,0.0
8448f2dffffffff,4.0,0.0,4.0,0.0
8449801ffffffff,6.0,0.0,6.0,0.0
8449823ffffffff,11.0,0.0,11.0,0.0
844983dffffffff,13.0,0.0,13.0,0.0
844988dffffffff,2.0,0.0,0.0,0.0
844990dffffffff,16.0,0.0,8.0,0.0
8449943ffffffff,2.0,0.0,0.0,0.0
8449945ffffffff,1.0,0.0,0.0,0.0
8449951ffffffff,1.0,0.0,1.0,0.0
8449955ffffffff,2.0,0.0,2.0,0.0
844995bffffffff,5.0,0.0,0.0,0.0
8449963ffffffff,9.0,0.0,0.0,0.0
84499c9ffffffff,3.0,0.0,3.0,0.0
84499cdffffffff,5.0,0.0,5.0,0.0
8449b21ffffffff,2.0,0.0,0.0,0.0
8449b33ffffffff,4.0,0.0,4.0,0.0
846d32bffffffff,11.0,0.0,4.0,0.0
846d36dffffffff,8.0,0.0,5.0,0.0
