cell_id,Cinclus mexicanus,Cinclus mexicanus [mexicanus Group],Cinclus mexicanus ardesiacus
842681bffffffff,778.0,0.0,0.0
842681dffffffff,39.0,0.0,0.0
8426823ffffffff,5.0,0.0,0.0
842682bffffffff,4.0,0.0,0.0
842682dffffffff,1.0,0.0,0.0
8426831ffffffff,188.0,0.0,0.0
8426833ffffffff,149.0,0.0,0.0
8426837ffffffff,24.0,0.0,0.0
8426839ffffffff,53.0,0.0,0.0
842683bffffffff,122.0,0.0,0.0
842683dffffffff,47.0,0.0,0.0
8426843ffffffff,15.0,0.0,0.0
8426847ffffffff,20.0,0.0,0.0
842684bffffffff,6.0,0.0,0.0
8426853ffffffff,447.0,0.0,0.0
8426855ffffffff,22.0,0.0,0.0
8426857ffffffff,168.0,0.0,0.0
8426859ffffffff,6.0,0.0,0.0
842685bffffffff,2.0,0.0,0.0
842685dffffffff,22.0,0.0,0.0
8426881ffffffff,21.0,0.0,0.0
8426885ffffffff,82.0,0.0,0.0
8426887ffffffff,5.0,0.0,0.0
842688dffffffff,75.0,0.0,0.0
84268a5ffffffff,28.0,0.0,0.0
84268a7ffffffff,3.0,0.0,0.0
84268a9ffffffff,6.0,0.0,0.0
84268abffffffff,22.0,0.0,0.0
84268b1ffffffff,4.0,0.0,0.0
84268b5ffffffff,19.0,0.0,0.0
84268b7ffffffff,25.0,0.0,0.0
84268bbffffffff,7.0,0.0,0.0
84268bdffffffff,21.0,0.0,0.0
84268c1ffffffff,12.0,0.0,0.0
84268c5ffffffff,324.0,0.0,0.0
84268c7ffffffff,205.0,0.0,0.0
84268cdffffffff,943.0,0.0,0.0
84268e1ffffffff,70.0,0.0,0.0
84268e3ffffffff,71.0,0.0,0.0
84268e5ffffffff,37.0,0.0,0.0
84268e7ffffffff,203.0,0.0,0.0
84268e9ffffffff,2.0,0.0,0.0
84268ebffffffff,71.0,0.0,0.0
84268edffffffff,40.0,0.0,0.0
8426901ffffffff,7.0,0.0,0.0
8426905ffffffff,81.0,0.0,0.0
8426907ffffffff,2.0,0.0,0.0
8426909ffffffff,45.0,0.0,0.0
842690dffffffff,180.0,0.0,0.0
8426915ffffffff,7.0,0.0,0.0
842691dffffffff,1.0,0.0,0.0
8426929ffffffff,2.0,0.0,0.0
842692bffffffff,10.0,0.0,0.0
842693dffffffff,2.0,0.0,0.0
8426943ffffffff,10.0,0.0,0.0
8426945ffffffff,141.0,0.0,0.0
8426947ffffffff,35.0,0.0,0.0
842694dffffffff,18.0,0.0,0.0
8426955ffffffff,3.0,0.0,0.0
8426959ffffffff,3.0,0.0,0.0
842695bffffffff,5.0,0.0,0.0
842695dffffffff,7.0,0.0,0.0
8426963ffffffff,339.0,0.0,0.0
8426965ffffffff,2.0,0.0,0.0
8426967ffffffff,2.0,0.0,0.0
8426969ffffffff,101.0,0.0,0.0
842696bffffffff,783.0,0.0,0.0
8426983ffffffff,41.0,0.0,0.0
8426985ffffffff,2.0,0.0,0.0
8426987ffffffff,14.0,0.0,0.0
8426989ffffffff,20.0,0.0,0.0
842698bffffffff,163.0,0.0,0.0
842698dffffffff,10.0,0.0,0.0
8426991ffffffff,21.0,0.0,0.0
8426993ffffffff,8.0,0.0,0.0
8426995ffffffff,307.0,0.0,0.0
8426997ffffffff,8.0,0.0,0.0
8426999ffffffff,21.0,0.0,0.0
842699bffffffff,234.0,0.0,0.0
842699dffffffff,19.0,0.0,0.0
84269b5ffffffff,5.0,0.0,0.0
84269c1ffffffff,15.0,0.0,0.0
84269c3ffffffff,9.0,0.0,0.0
84269c7ffffffff,4.0,0.0,0.0
84269c9ffffffff,44.0,0.0,0.0
84269cbffffffff,128.0,0.0,0.0
84269d1ffffffff,66.0,0.0,0.0
84269d3ffffffff,11.0,0.0,0.0
84269d5ffffffff,106.0,0.0,0.0
84269d7ffffffff,52.0,0.0,0.0
84269d9ffffffff,233.0,0.0,0.0
84269dbffffffff,1.0,0.0,0.0
84269ddffffffff,49.0,0.0,0.0
84269e1ffffffff,6.0,0.0,0.0
84269ebffffffff,6.0,0.0,0.0
8426a07ffffffff,2.0,0.0,0.0
8426a21ffffffff,4.0,0.0,0.0
8426a27ffffffff,1.0,0.0,0.0
8426a53ffffffff,1.0,0.0,0.0
8426a5bffffffff,1.0,0.0,0.0
8426a6dffffffff,15.0,0.0,0.0
8426aa5ffffffff,159.0,0.0,0.0
8426b01ffffffff,10.0,0.0,0.0
8426b03ffffffff,1.0,0.0,0.0
8426b05ffffffff,4.0,0.0,0.0
8426b09ffffffff,17.0,0.0,0.0
8426b0bffffffff,191.0,0.0,0.0
8426b0dffffffff,17.0,0.0,0.0
8426b1dffffffff,25.0,0.0,0.0
8426b25ffffffff,2.0,0.0,0.0
8426b29ffffffff,5.0,0.0,0.0
8426b2dffffffff,3.0,0.0,0.0
8426b33ffffffff,2.0,0.0,0.0
8426b41ffffffff,15.0,0.0,0.0
8426b45ffffffff,12.0,0.0,0.0
8426b47ffffffff,47.0,0.0,0.0
8426b49ffffffff,2.0,0.0,0.0
8426b4dffffffff,2.0,0.0,0.0
8426b51ffffffff,8.0,0.0,0.0
8426b5dffffffff,1.0,0.0,0.0
8426b61ffffffff,61.0,0.0,0.0
8426b63ffffffff,9.0,0.0,0.0
8426b65ffffffff,30.0,0.0,0.0
8426b67ffffffff,4.0,0.0,0.0
8426b69ffffffff,146.0,0.0,0.0
8426b6bffffffff,4.0,0.0,0.0
8426b6dffffffff,65.0,0.0,0.0
84278b1ffffffff,83.0,0.0,0.0
84278b3ffffffff,26.0,0.0,0.0
84278b7ffffffff,224.0,0.0,0.0
8427901ffffffff,6.0,0.0,0.0
8427905ffffffff,5.0,0.0,0.0
8427907ffffffff,9.0,0.0,0.0
8427911ffffffff,2.0,0.0,0.0
8427921ffffffff,20.0,0.0,0.0
8427923ffffffff,18.0,0.0,0.0
8427925ffffffff,7.0,0.0,0.0
8427927ffffffff,125.0,0.0,0.0
842792bffffffff,30.0,0.0,0.0
842792dffffffff,5.0,0.0,0.0
8427931ffffffff,2.0,0.0,0.0
8427933ffffffff,6.0,0.0,0.0
8427937ffffffff,14.0,0.0,0.0
842793dffffffff,4.0,0.0,0.0
8427965ffffffff,12.0,0.0,0.0
8427967ffffffff,2.0,0.0,0.0
8427981ffffffff,14.0,0.0,0.0
8427983ffffffff,2.0,0.0,0.0
842798dffffffff,4.0,0.0,0.0
8427995ffffffff,130.0,0.0,0.0
8427997ffffffff,26.0,0.0,0.0
84279a1ffffffff,44.0,0.0,0.0
84279a5ffffffff,143.0,0.0,0.0
84279a7ffffffff,1.0,0.0,0.0
84279a9ffffffff,16.0,0.0,0.0
84279adffffffff,46.0,0.0,0.0
84279b3ffffffff,4.0,0.0,0.0
84279b9ffffffff,13.0,0.0,0.0
84279bbffffffff,7.0,0.0,0.0
84279e5ffffffff,10.0,0.0,0.0
84279e7ffffffff,6.0,0.0,0.0
8428005ffffffff,11.0,0.0,0.0
8428021ffffffff,64.0,0.0,0.0
8428023ffffffff,16.0,0.0,0.0
8428025ffffffff,27.0,0.0,0.0
8428027ffffffff,23.0,0.0,0.0
8428029ffffffff,4.0,0.0,0.0
842802bffffffff,27.0,0.0,0.0
842802dffffffff,3.0,0.0,0.0
8428061ffffffff,42.0,0.0,0.0
8428063ffffffff,10.0,0.0,0.0
8428065ffffffff,7.0,0.0,0.0
8428067ffffffff,2.0,0.0,0.0
8428069ffffffff,4.0,0.0,0.0
842806dffffffff,46.0,0.0,0.0
8428105ffffffff,6.0,0.0,0.0
8428107ffffffff,1.0,0.0,0.0
8428109ffffffff,92.0,0.0,0.0
842810bffffffff,106.0,0.0,0.0
842810dffffffff,6.0,0.0,0.0
8428111ffffffff,97.0,0.0,0.0
8428113ffffffff,3.0,0.0,0.0
8428115ffffffff,7.0,0.0,0.0
8428117ffffffff,4.0,0.0,0.0
8428119ffffffff,14.0,0.0,0.0
842811bffffffff,14.0,0.0,0.0
842811dffffffff,93.0,0.0,0.0
8428123ffffffff,1.0,0.0,0.0
8428129ffffffff,8.0,0.0,0.0
842812bffffffff,5.0,0.0,0.0
8428135ffffffff,2.0,0.0,0.0
8428137ffffffff,3.0,0.0,0.0
842813bffffffff,2.0,0.0,0.0
8428141ffffffff,167.0,0.0,0.0
8428143ffffffff,197.0,0.0,0.0
8428145ffffffff,6.0,0.0,0.0
8428147ffffffff,36.0,0.0,0.0
8428149ffffffff,134.0,0.0,0.0
842814bffffffff,42.0,0.0,0.0
842814dffffffff,401.0,0.0,0.0
8428153ffffffff,76.0,0.0,0.0
8428155ffffffff,129.0,0.0,0.0
842815dffffffff,2.0,0.0,0.0
8428181ffffffff,5.0,0.0,0.0
8428183ffffffff,17.0,0.0,0.0
8428189ffffffff,6.0,0.0,0.0
842818bffffffff,40.0,0.0,0.0
842818dffffffff,12.0,0.0,0.0
84281a1ffffffff,41.0,0.0,0.0
84281a3ffffffff,14.0,0.0,0.0
84281a5ffffffff,144.0,0.0,0.0
84281a7ffffffff,145.0,0.0,0.0
84281a9ffffffff,3.0,0.0,0.0
84281abffffffff,21.0,0.0,0.0
84281adffffffff,23.0,0.0,0.0
84281b1ffffffff,20.0,0.0,0.0
84281b3ffffffff,119.0,0.0,0.0
84281b5ffffffff,4.0,0.0,0.0
84281b7ffffffff,132.0,0.0,0.0
84281b9ffffffff,4.0,0.0,0.0
84281bbffffffff,5.0,0.0,0.0
84281bdffffffff,2.0,0.0,0.0
84281c1ffffffff,15.0,0.0,0.0
84281c3ffffffff,18.0,0.0,0.0
84281c5ffffffff,19.0,0.0,0.0
84281c7ffffffff,25.0,0.0,0.0
84281c9ffffffff,137.0,0.0,0.0
84281cbffffffff,106.0,0.0,0.0
84281cdffffffff,13.0,0.0,0.0
84281d5ffffffff,9.0,0.0,0.0
84281ddffffffff,1.0,0.0,0.0
84281e1ffffffff,2.0,0.0,0.0
84281e3ffffffff,29.0,0.0,0.0
84281e5ffffffff,118.0,0.0,0.0
84281e7ffffffff,52.0,0.0,0.0
84281e9ffffffff,205.0,0.0,0.0
84281ebffffffff,15.0,0.0,0.0
84281edffffffff,5.0,0.0,0.0
8428307ffffffff,40.0,0.0,0.0
8428313ffffffff,18.0,0.0,0.0
8428315ffffffff,10.0,0.0,0.0
8428321ffffffff,57.0,0.0,0.0
8428323ffffffff,24.0,0.0,0.0
8428325ffffffff,47.0,0.0,0.0
8428327ffffffff,533.0,0.0,0.0
842832dffffffff,28.0,0.0,0.0
8428333ffffffff,10.0,0.0,0.0
8428341ffffffff,168.0,0.0,0.0
8428345ffffffff,3.0,0.0,0.0
8428347ffffffff,3.0,0.0,0.0
8428365ffffffff,17.0,0.0,0.0
8428367ffffffff,28.0,0.0,0.0
8428801ffffffff,58.0,0.0,0.0
8428803ffffffff,9.0,0.0,0.0
8428805ffffffff,3.0,0.0,0.0
8428807ffffffff,27.0,0.0,0.0
8428809ffffffff,89.0,0.0,0.0
842880bffffffff,6.0,0.0,0.0
842880dffffffff,27.0,0.0,0.0
8428811ffffffff,20.0,0.0,0.0
8428813ffffffff,58.0,0.0,0.0
8428815ffffffff,3.0,0.0,0.0
8428817ffffffff,317.0,0.0,0.0
842881bffffffff,40.0,0.0,0.0
842881dffffffff,11.0,0.0,0.0
8428821ffffffff,12.0,0.0,0.0
8428825ffffffff,7.0,0.0,0.0
8428827ffffffff,7.0,0.0,0.0
8428829ffffffff,9.0,0.0,0.0
842882bffffffff,1.0,0.0,0.0
842882dffffffff,13.0,0.0,0.0
8428831ffffffff,12.0,0.0,0.0
8428833ffffffff,4.0,0.0,0.0
8428835ffffffff,5.0,0.0,0.0
8428837ffffffff,2.0,0.0,0.0
8428839ffffffff,83.0,0.0,0.0
842883bffffffff,23.0,0.0,0.0
842883dffffffff,5.0,0.0,0.0
8428841ffffffff,94.0,0.0,0.0
8428843ffffffff,57.0,0.0,0.0
8428845ffffffff,23.0,0.0,0.0
8428847ffffffff,89.0,0.0,0.0
8428861ffffffff,16.0,0.0,0.0
8428863ffffffff,39.0,0.0,0.0
8428865ffffffff,2.0,0.0,0.0
8428867ffffffff,20.0,0.0,0.0
8428869ffffffff,2.0,0.0,0.0
842886bffffffff,12.0,0.0,0.0
842886dffffffff,199.0,0.0,0.0
842888dffffffff,37.0,0.0,0.0
8428891ffffffff,2.0,0.0,0.0
8428893ffffffff,31.0,0.0,0.0
842889bffffffff,65.0,0.0,0.0
84288a5ffffffff,4.0,0.0,0.0
84288adffffffff,6.0,0.0,0.0
84288b7ffffffff,14.0,0.0,0.0
84288c1ffffffff,2.0,0.0,0.0
84288c5ffffffff,88.0,0.0,0.0
84288c7ffffffff,4.0,0.0,0.0
84288c9ffffffff,21.0,0.0,0.0
84288cdffffffff,15.0,0.0,0.0
84288d3ffffffff,14.0,0.0,0.0
84288dbffffffff,7.0,0.0,0.0
84288e1ffffffff,11.0,0.0,0.0
84288e3ffffffff,18.0,0.0,0.0
84288e5ffffffff,4.0,0.0,0.0
84288e7ffffffff,9.0,0.0,0.0
84288e9ffffffff,77.0,0.0,0.0
84288ebffffffff,38.0,0.0,0.0
84288edffffffff,7.0,0.0,0.0
8428903ffffffff,5.0,0.0,0.0
8428905ffffffff,25.0,0.0,0.0
8428907ffffffff,71.0,0.0,0.0
842890dffffffff,4.0,0.0,0.0
8428913ffffffff,9.0,0.0,0.0
8428915ffffffff,7.0,0.0,0.0
8428917ffffffff,2.0,0.0,0.0
8428919ffffffff,1.0,0.0,0.0
842891bffffffff,4.0,0.0,0.0
842891dffffffff,17.0,0.0,0.0
8428921ffffffff,80.0,0.0,0.0
8428923ffffffff,230.0,0.0,0.0
8428925ffffffff,15.0,0.0,0.0
8428927ffffffff,17.0,0.0,0.0
8428929ffffffff,110.0,0.0,0.0
842892bffffffff,187.0,0.0,0.0
8428931ffffffff,2.0,0.0,0.0
8428933ffffffff,8.0,0.0,0.0
8428935ffffffff,16.0,0.0,0.0
8428937ffffffff,8.0,0.0,0.0
8428939ffffffff,40.0,0.0,0.0
842893dffffffff,10.0,0.0,0.0
8428945ffffffff,34.0,0.0,0.0
842894dffffffff,9.0,0.0,0.0
8428955ffffffff,3.0,0.0,0.0
8428957ffffffff,2.0,0.0,0.0
8428959ffffffff,1.0,0.0,0.0
8428961ffffffff,141.0,0.0,0.0
8428963ffffffff,86.0,0.0,0.0
8428965ffffffff,20.0,0.0,0.0
8428967ffffffff,445.0,0.0,0.0
8428969ffffffff,24.0,0.0,0.0
842896bffffffff,42.0,0.0,0.0
