cell_id,Egretta garzetta,Egretta garzetta garzetta,Egretta garzetta immaculata,Egretta garzetta dimorpha
820747fffffffff,25.0,0.0,0.0,0.0
82075ffffffffff,14.0,0.0,0.0,0.0
820767fffffffff,3.0,0.0,0.0,0.0
820777fffffffff,4.0,0.0,0.0,0.0
820807fffffffff,1.0,0.0,0.0,0.0
82089ffffffffff,1.0,0.0,0.0,0.0
82099ffffffffff,4.0,2.0,0.0,0.0
821827fffffffff,2.0,2.0,0.0,0.0
82182ffffffffff,4.0,0.0,0.0,0.0
821847fffffffff,6.0,0.0,0.0,0.0
82184ffffffffff,57.0,4.0,0.0,0.0
82185ffffffffff,231.0,38.0,0.0,0.0
821867fffffffff,4.0,0.0,0.0,0.0
82186ffffffffff,4.0,2.0,0.0,0.0
821877fffffffff,7.0,2.0,0.0,0.0
82190ffffffffff,15.0,0.0,0.0,0.0
821927fffffffff,2.0,0.0,0.0,0.0
82192ffffffffff,16.0,0.0,0.0,0.0
821947fffffffff,53.0,0.0,0.0,0.0
82194ffffffffff,13.0,3.0,0.0,0.0
821957fffffffff,20.0,12.0,0.0,0.0
82195ffffffffff,17.0,0.0,0.0,0.0
82196ffffffffff,18.0,4.0,0.0,0.0
821977fffffffff,43.0,0.0,0.0,0.0
821aa7fffffffff,46.0,0.0,0.0,0.0
821e07fffffffff,253.0,17.0,0.0,0.0
821e0ffffffffff,13.0,1.0,0.0,0.0
821e17fffffffff,2.0,0.0,0.0,0.0
821e1ffffffffff,17.0,1.0,0.0,0.0
821e27fffffffff,22.0,0.0,0.0,0.0
821e2ffffffffff,26.0,0.0,0.0,0.0
821e37fffffffff,154.0,0.0,0.0,0.0
821e4ffffffffff,2.0,0.0,0.0,0.0
821e57fffffffff,8.0,0.0,0.0,0.0
821e5ffffffffff,23.0,0.0,0.0,0.0
821e87fffffffff,7.0,7.0,0.0,0.0
821ea7fffffffff,42.0,18.0,0.0,0.0
821eb7fffffffff,7.0,0.0,0.0,0.0
821ec7fffffffff,6.0,0.0,0.0,0.0
821ecffffffffff,11.0,2.0,0.0,0.0
821ed7fffffffff,2.0,0.0,0.0,0.0
821edffffffffff,44.0,0.0,0.0,0.0
821eeffffffffff,8.0,0.0,0.0,0.0
821f07fffffffff,6.0,6.0,0.0,0.0
821f0ffffffffff,1.0,0.0,0.0,0.0
821f17fffffffff,9.0,0.0,0.0,0.0
821f1ffffffffff,4.0,0.0,0.0,0.0
821f2ffffffffff,4.0,2.0,0.0,0.0
821f37fffffffff,14.0,2.0,0.0,0.0
821f4ffffffffff,6.0,0.0,0.0,0.0
821f57fffffffff,6.0,2.0,0.0,0.0
821f77fffffffff,1.0,0.0,0.0,0.0
821f87fffffffff,16.0,3.0,0.0,0.0
821f8ffffffffff,5.0,0.0,0.0,0.0
821f9ffffffffff,12.0,5.0,0.0,0.0
821fa7fffffffff,10.0,0.0,0.0,0.0
821faffffffffff,13.0,0.0,0.0,0.0
821fb7fffffffff,10.0,2.0,0.0,0.0
822017fffffffff,6.0,0.0,0.0,0.0
8220a7fffffffff,2.0,0.0,0.0,0.0
8220b7fffffffff,1.0,0.0,0.0,0.0
8225a7fffffffff,1.0,0.0,0.0,0.0
822a07fffffffff,1.0,0.0,0.0,0.0
822a17fffffffff,76.0,4.0,0.0,0.0
822a37fffffffff,472.0,0.0,0.0,0.0
822a4ffffffffff,13.0,0.0,0.0,0.0
822aaffffffffff,258.0,2.0,0.0,0.0
822af7fffffffff,23.0,0.0,0.0,0.0
822b07fffffffff,6.0,0.0,0.0,0.0
822b0ffffffffff,9.0,0.0,0.0,0.0
822b1ffffffffff,2.0,0.0,0.0,0.0
822b2ffffffffff,25.0,0.0,0.0,0.0
822b87fffffffff,52.0,8.0,0.0,0.0
822b8ffffffffff,9.0,2.0,0.0,0.0
822baffffffffff,41.0,0.0,0.0,0.0
822c07fffffffff,2.0,0.0,0.0,0.0
822c0ffffffffff,3.0,2.0,0.0,0.0
822c2ffffffffff,8.0,1.0,0.0,0.0
822c37fffffffff,2.0,2.0,0.0,0.0
822c57fffffffff,2.0,0.0,0.0,0.0
822c5ffffffffff,4.0,0.0,0.0,0.0
822c97fffffffff,22.0,2.0,0.0,0.0
822ce7fffffffff,16.0,0.0,0.0,0.0
822d07fffffffff,14.0,10.0,0.0,0.0
822d0ffffffffff,3.0,2.0,0.0,0.0
822d17fffffffff,3.0,2.0,0.0,0.0
822d1ffffffffff,3.0,2.0,0.0,0.0
822d2ffffffffff,3.0,0.0,0.0,0.0
822d37fffffffff,9.0,8.0,0.0,0.0
822d67fffffffff,2.0,0.0,0.0,0.0
822da7fffffffff,6.0,6.0,0.0,0.0
822daffffffffff,1.0,1.0,0.0,0.0
822db7fffffffff,12.0,3.0,0.0,0.0
822e67fffffffff,4.0,0.0,0.0,0.0
822f5ffffffffff,2.0,0.0,0.0,0.0
823087fffffffff,4.0,0.0,0.0,0.0
82309ffffffffff,123.0,60.0,0.0,0.0
8230e7fffffffff,3.0,0.0,0.0,0.0
823427fffffffff,10.0,0.0,0.0,0.0
823437fffffffff,19.0,0.0,0.0,0.0
823447fffffffff,4.0,4.0,0.0,0.0
82344ffffffffff,3.0,3.0,0.0,0.0
823467fffffffff,3.0,3.0,0.0,0.0
82346ffffffffff,10.0,10.0,0.0,0.0
82351ffffffffff,36.0,0.0,0.0,0.0
8235affffffffff,4.0,0.0,0.0,0.0
823817fffffffff,1.0,0.0,0.0,0.0
