cell_id,Edolisoma mindanense,Edolisoma mindanense lecroyae,Edolisoma mindanense elusum,Edolisoma mindanense mindanense/ripleyi,Edolisoma mindanense everetti
826847fffffffff,14.0,0.0,0.0,0.0,0.0
82684ffffffffff,144.0,0.0,0.0,0.0,0.0
826857fffffffff,1.0,0.0,0.0,0.0,0.0
82685ffffffffff,36.0,0.0,0.0,0.0,0.0
82686ffffffffff,12.0,0.0,0.0,0.0,0.0
826947fffffffff,9.0,0.0,0.0,0.0,0.0
82695ffffffffff,21.0,0.0,0.0,0.0,0.0
82696ffffffffff,1.0,0.0,0.0,0.0,0.0
