cell_id,Rhipidura layardi,Rhipidura layardi layardi,Rhipidura layardi erythronota,Rhipidura layardi rufilateralis
829b47fffffffff,55.0,0.0,0.0,0.0
829b4ffffffffff,34.0,0.0,0.0,0.0
829b5ffffffffff,67.0,0.0,0.0,9.0
829b6ffffffffff,73.0,0.0,0.0,0.0
