cell_id,Pyrrhura lepida,Pyrrhura lepida lepida,Pyrrhura lepida anerythra,Pyrrhura lepida coerulescens
828067fffffffff,1.0,0.0,1.0,0.0
828077fffffffff,1.0,0.0,0.0,1.0
828147fffffffff,2.0,0.0,1.0,1.0
82814ffffffffff,4.0,0.0,4.0,0.0
82815ffffffffff,5.0,0.0,5.0,0.0
828187fffffffff,2.0,0.0,0.0,0.0
828b87fffffffff,3.0,0.0,3.0,0.0
