cell_id,Lanius senator,Lanius senator senator,Lanius senator badius,Lanius senator niloticus
831849fffffffff,32.0,0.0,0.0,0.0
83184bfffffffff,7.0,0.0,0.0,0.0
83184cfffffffff,2.0,0.0,0.0,0.0
83186cfffffffff,4.0,0.0,0.0,0.0
831e5dfffffffff,5.0,0.0,0.0,0.0
831e80fffffffff,2.0,0.0,0.0,0.0
831e82fffffffff,8.0,0.0,0.0,0.0
831e83fffffffff,25.0,0.0,0.0,0.0
831e84fffffffff,5.0,0.0,0.0,0.0
831e86fffffffff,5.0,0.0,0.0,0.0
831e8afffffffff,8.0,0.0,0.0,0.0
831e8cfffffffff,2.0,0.0,0.0,0.0
831e8dfffffffff,1.0,0.0,0.0,0.0
831e90fffffffff,7.0,0.0,0.0,0.0
831e92fffffffff,1.0,0.0,0.0,0.0
831e94fffffffff,2.0,0.0,2.0,0.0
831e96fffffffff,6.0,0.0,0.0,0.0
831e9afffffffff,2.0,0.0,0.0,0.0
831e9bfffffffff,2.0,0.0,0.0,0.0
831e9dfffffffff,1.0,0.0,0.0,0.0
831ea1fffffffff,6.0,0.0,0.0,0.0
831ea8fffffffff,56.0,0.0,0.0,0.0
831eabfffffffff,6.0,0.0,0.0,0.0
831eacfffffffff,25.0,0.0,0.0,0.0
831eaefffffffff,23.0,0.0,0.0,0.0
831eb0fffffffff,34.0,3.0,5.0,0.0
831eb1fffffffff,2.0,0.0,0.0,0.0
831eb2fffffffff,2.0,0.0,0.0,0.0
831eb3fffffffff,16.0,0.0,5.0,0.0
831eb5fffffffff,3.0,0.0,0.0,0.0
831ec0fffffffff,22.0,0.0,0.0,0.0
831ec1fffffffff,57.0,0.0,0.0,0.0
831ec2fffffffff,147.0,0.0,0.0,0.0
831ec3fffffffff,39.0,0.0,0.0,0.0
831ec4fffffffff,8.0,0.0,0.0,0.0
831ec5fffffffff,4.0,0.0,0.0,0.0
831ec6fffffffff,6.0,0.0,0.0,0.0
831ec8fffffffff,20.0,0.0,0.0,0.0
831ec9fffffffff,77.0,0.0,0.0,0.0
831ecafffffffff,179.0,0.0,0.0,0.0
831ecbfffffffff,63.0,0.0,0.0,0.0
831eccfffffffff,87.0,0.0,0.0,0.0
831ecdfffffffff,15.0,0.0,0.0,0.0
831ecefffffffff,212.0,1.0,0.0,0.0
831ed0fffffffff,12.0,0.0,0.0,0.0
831ed1fffffffff,17.0,0.0,0.0,0.0
831ed2fffffffff,28.0,0.0,0.0,0.0
831ed3fffffffff,10.0,0.0,0.0,0.0
831ed4fffffffff,17.0,0.0,0.0,0.0
831ed5fffffffff,17.0,0.0,0.0,0.0
831ed6fffffffff,15.0,0.0,0.0,0.0
831ed8fffffffff,2.0,0.0,0.0,0.0
831ed9fffffffff,326.0,5.0,0.0,0.0
831edafffffffff,164.0,0.0,0.0,0.0
831edbfffffffff,4.0,0.0,0.0,0.0
831edcfffffffff,84.0,0.0,0.0,0.0
831edefffffffff,73.0,0.0,0.0,0.0
831ee8fffffffff,6.0,0.0,0.0,0.0
831ee9fffffffff,29.0,0.0,0.0,0.0
831eeafffffffff,4.0,0.0,0.0,0.0
831eebfffffffff,35.0,0.0,0.0,0.0
831eedfffffffff,6.0,0.0,0.0,0.0
831ef1fffffffff,4.0,0.0,0.0,0.0
831ef2fffffffff,13.0,0.0,0.0,0.0
831ef3fffffffff,2.0,0.0,0.0,0.0
831ef5fffffffff,2.0,0.0,0.0,0.0
