cell_id,Leiothlypis ruficapilla,Leiothlypis ruficapilla ruficapilla,Leiothlypis ruficapilla ridgwayi
832792fffffffff,17.0,0.0,0.0
832793fffffffff,3.0,0.0,0.0
832795fffffffff,6.0,0.0,0.0
832796fffffffff,2.0,0.0,0.0
83279cfffffffff,4.0,0.0,0.0
8327a0fffffffff,19.0,0.0,0.0
8327a4fffffffff,12.0,0.0,0.0
8327a8fffffffff,15.0,0.0,0.0
8327a9fffffffff,30.0,0.0,0.0
8327aafffffffff,5.0,0.0,0.0
8327acfffffffff,5.0,0.0,0.0
8327adfffffffff,51.0,0.0,0.0
8327aefffffffff,29.0,0.0,0.0
832800fffffffff,4.0,0.0,0.0
832802fffffffff,934.0,0.0,242.0
832803fffffffff,5.0,0.0,0.0
832806fffffffff,294.0,0.0,31.0
832810fffffffff,213.0,0.0,10.0
832811fffffffff,640.0,0.0,21.0
832812fffffffff,66.0,0.0,8.0
832813fffffffff,48.0,0.0,0.0
832814fffffffff,1821.0,0.0,129.0
832815fffffffff,143.0,0.0,0.0
832816fffffffff,25.0,0.0,0.0
832818fffffffff,85.0,0.0,4.0
832819fffffffff,7.0,0.0,0.0
83281afffffffff,252.0,0.0,0.0
83281bfffffffff,237.0,0.0,0.0
83281cfffffffff,280.0,0.0,33.0
83281dfffffffff,7.0,0.0,0.0
83281efffffffff,1329.0,0.0,53.0
832830fffffffff,1263.0,0.0,76.0
832831fffffffff,95.0,0.0,12.0
832832fffffffff,2014.0,0.0,162.0
832833fffffffff,223.0,0.0,2.0
832834fffffffff,283.0,0.0,20.0
832835fffffffff,783.0,0.0,133.0
832836fffffffff,120.0,0.0,8.0
832880fffffffff,123.0,0.0,0.0
832881fffffffff,127.0,0.0,0.0
832882fffffffff,8.0,0.0,0.0
832883fffffffff,64.0,0.0,0.0
832884fffffffff,1863.0,0.0,0.0
832885fffffffff,18.0,0.0,0.0
832886fffffffff,50.0,0.0,0.0
832888fffffffff,303.0,0.0,0.0
832889fffffffff,927.0,0.0,22.0
83288afffffffff,179.0,0.0,0.0
83288bfffffffff,83.0,0.0,0.0
83288cfffffffff,105.0,0.0,0.0
83288dfffffffff,135.0,0.0,0.0
83288efffffffff,202.0,0.0,0.0
832891fffffffff,10.0,0.0,0.0
832892fffffffff,4.0,0.0,0.0
832893fffffffff,7.0,0.0,0.0
832894fffffffff,47.0,0.0,0.0
832895fffffffff,4.0,0.0,0.0
832898fffffffff,453.0,0.0,0.0
832899fffffffff,40.0,0.0,0.0
83289afffffffff,41.0,0.0,0.0
83289bfffffffff,121.0,0.0,0.0
83289cfffffffff,35.0,0.0,0.0
83289dfffffffff,47.0,0.0,0.0
83289efffffffff,83.0,0.0,2.0
8328a0fffffffff,1.0,0.0,0.0
8328a1fffffffff,34.0,0.0,0.0
8328a2fffffffff,5.0,0.0,0.0
8328a3fffffffff,1.0,0.0,0.0
8328a4fffffffff,1.0,0.0,0.0
8328a6fffffffff,2.0,0.0,0.0
8328a8fffffffff,2.0,0.0,0.0
8328a9fffffffff,757.0,0.0,0.0
8328aafffffffff,35.0,0.0,0.0
8328abfffffffff,15.0,0.0,0.0
8328acfffffffff,6.0,0.0,0.0
8328adfffffffff,96.0,0.0,0.0
8328aefffffffff,205.0,0.0,0.0
8328b0fffffffff,24.0,0.0,0.0
8328b1fffffffff,29.0,0.0,0.0
8328b2fffffffff,9.0,0.0,0.0
8328b3fffffffff,2.0,0.0,0.0
8328b4fffffffff,2.0,0.0,0.0
8328b5fffffffff,4.0,0.0,0.0
8328b6fffffffff,82.0,0.0,0.0
8328d0fffffffff,208.0,0.0,13.0
8328d1fffffffff,5.0,0.0,1.0
8328d2fffffffff,557.0,0.0,36.0
8328d3fffffffff,162.0,0.0,23.0
8328d4fffffffff,1275.0,0.0,9.0
8328d5fffffffff,319.0,0.0,22.0
8328d6fffffffff,1908.0,0.0,19.0
8328dafffffffff,250.0,0.0,0.0
8328defffffffff,98.0,0.0,0.0
8328f0fffffffff,798.0,0.0,0.0
8328f2fffffffff,1347.0,0.0,118.0
8328f3fffffffff,25.0,0.0,2.0
8328f4fffffffff,195.0,0.0,0.0
8328f5fffffffff,4.0,0.0,0.0
8328f6fffffffff,332.0,0.0,0.0
832912fffffffff,349.0,0.0,3.0
832913fffffffff,60.0,0.0,0.0
832916fffffffff,17.0,0.0,0.0
83291afffffffff,125.0,0.0,22.0
832980fffffffff,54.0,0.0,0.0
832981fffffffff,82.0,0.0,2.0
832982fffffffff,18.0,0.0,0.0
832984fffffffff,116.0,0.0,0.0
832985fffffffff,89.0,0.0,0.0
832986fffffffff,243.0,0.0,0.0
832989fffffffff,846.0,0.0,39.0
83298bfffffffff,3.0,0.0,0.0
83298cfffffffff,313.0,0.0,9.0
83298dfffffffff,1120.0,0.0,149.0
83298efffffffff,14.0,0.0,0.0
832990fffffffff,29.0,0.0,0.0
832992fffffffff,13.0,0.0,0.0
832993fffffffff,6.0,0.0,0.0
832994fffffffff,49.0,0.0,0.0
832995fffffffff,60.0,0.0,0.0
83299bfffffffff,34.0,0.0,0.0
83299efffffffff,1.0,0.0,0.0
8329a0fffffffff,2151.0,0.0,0.0
8329a1fffffffff,2205.0,0.0,8.0
8329a2fffffffff,114.0,0.0,3.0
8329a3fffffffff,232.0,0.0,25.0
8329a4fffffffff,1053.0,0.0,0.0
8329a5fffffffff,1406.0,0.0,0.0
8329a6fffffffff,949.0,0.0,16.0
8329a8fffffffff,58.0,0.0,2.0
8329a9fffffffff,139.0,0.0,19.0
8329aafffffffff,338.0,0.0,8.0
8329abfffffffff,799.0,0.0,116.0
8329acfffffffff,323.0,0.0,12.0
8329adfffffffff,279.0,0.0,0.0
8329aefffffffff,460.0,0.0,13.0
8329b0fffffffff,75.0,0.0,0.0
8329b1fffffffff,39.0,0.0,0.0
8329b2fffffffff,263.0,0.0,2.0
8329b3fffffffff,6.0,0.0,0.0
8329b4fffffffff,5.0,0.0,0.0
8329b5fffffffff,120.0,0.0,0.0
8329b6fffffffff,232.0,0.0,0.0
832a06fffffffff,85.0,0.0,0.0
832a10fffffffff,4538.0,1.0,0.0
832a12fffffffff,643.0,0.0,0.0
832a13fffffffff,762.0,0.0,0.0
832a14fffffffff,1119.0,0.0,0.0
832a15fffffffff,311.0,0.0,0.0
832a16fffffffff,700.0,0.0,0.0
832a1afffffffff,10.0,0.0,0.0
832a26fffffffff,2.0,0.0,0.0
832a30fffffffff,3547.0,0.0,0.0
832a31fffffffff,1049.0,1.0,0.0
832a32fffffffff,1188.0,0.0,0.0
832a33fffffffff,753.0,3.0,0.0
832a34fffffffff,2022.0,0.0,0.0
832a36fffffffff,1574.0,0.0,0.0
832a4cfffffffff,120.0,0.0,0.0
832a80fffffffff,64.0,1.0,0.0
832a81fffffffff,115.0,0.0,0.0
832a82fffffffff,273.0,0.0,0.0
832a83fffffffff,4.0,0.0,0.0
832a84fffffffff,1301.0,0.0,0.0
832a85fffffffff,318.0,0.0,0.0
832a86fffffffff,353.0,0.0,0.0
832a88fffffffff,5.0,0.0,0.0
832a89fffffffff,30.0,0.0,0.0
832a8afffffffff,159.0,0.0,0.0
832a8bfffffffff,88.0,0.0,0.0
832a8cfffffffff,276.0,0.0,0.0
832a8dfffffffff,12.0,0.0,0.0
832a8efffffffff,75.0,0.0,0.0
832a90fffffffff,1139.0,0.0,0.0
832a91fffffffff,357.0,0.0,0.0
832a92fffffffff,483.0,0.0,0.0
832a93fffffffff,1095.0,0.0,0.0
832a94fffffffff,3684.0,0.0,0.0
832a95fffffffff,1727.0,0.0,0.0
832a96fffffffff,203.0,0.0,0.0
832a98fffffffff,2.0,0.0,0.0
832a99fffffffff,32.0,0.0,0.0
832a9afffffffff,106.0,0.0,0.0
832a9bfffffffff,32.0,0.0,0.0
832a9cfffffffff,14.0,0.0,0.0
832a9dfffffffff,32.0,0.0,0.0
832a9efffffffff,106.0,0.0,0.0
832aa0fffffffff,181.0,0.0,0.0
832aa1fffffffff,627.0,0.0,0.0
832aa2fffffffff,122.0,0.0,0.0
832aa3fffffffff,684.0,0.0,0.0
832aa4fffffffff,3390.0,0.0,0.0
832aa5fffffffff,341.0,0.0,0.0
832aa6fffffffff,793.0,10.0,0.0
832aa8fffffffff,1605.0,10.0,0.0
832aa9fffffffff,140.0,0.0,0.0
832aaafffffffff,474.0,6.0,0.0
832aabfffffffff,60.0,0.0,0.0
832aacfffffffff,1177.0,0.0,0.0
832aadfffffffff,2067.0,5.0,0.0
832aaefffffffff,454.0,0.0,0.0
832ab0fffffffff,2767.0,0.0,0.0
832ab1fffffffff,697.0,0.0,0.0
832ab2fffffffff,24730.0,9.0,0.0
832ab3fffffffff,3944.0,0.0,0.0
832ab4fffffffff,1460.0,0.0,0.0
832ab5fffffffff,1937.0,0.0,0.0
832ab6fffffffff,768.0,0.0,0.0
832ac6fffffffff,2.0,0.0,0.0
832ad0fffffffff,4.0,0.0,0.0
832ad1fffffffff,7.0,0.0,0.0
832ad3fffffffff,12.0,0.0,0.0
832ad5fffffffff,5.0,0.0,0.0
832ad6fffffffff,16.0,0.0,0.0
832af0fffffffff,72.0,0.0,0.0
832af1fffffffff,16.0,0.0,0.0
832af3fffffffff,7.0,0.0,0.0
832af6fffffffff,99.0,0.0,0.0
832b00fffffffff,217.0,0.0,0.0
832b01fffffffff,308.0,0.0,0.0
832b02fffffffff,126.0,0.0,0.0
832b03fffffffff,369.0,0.0,0.0
832b05fffffffff,105.0,0.0,0.0
832b06fffffffff,118.0,0.0,0.0
832b0afffffffff,258.0,0.0,0.0
832b0cfffffffff,715.0,0.0,0.0
832b0efffffffff,302.0,0.0,0.0
832b10fffffffff,181.0,0.0,0.0
832b11fffffffff,83.0,0.0,0.0
832b12fffffffff,1720.0,2.0,0.0
832b13fffffffff,921.0,0.0,0.0
832b14fffffffff,127.0,0.0,0.0
832b15fffffffff,55.0,0.0,0.0
832b16fffffffff,3050.0,0.0,0.0
832b18fffffffff,2374.0,0.0,0.0
832b19fffffffff,45.0,0.0,0.0
832b1afffffffff,1435.0,0.0,0.0
832b1bfffffffff,105.0,0.0,0.0
832b1cfffffffff,295.0,0.0,0.0
832b1dfffffffff,180.0,0.0,0.0
832b1efffffffff,606.0,0.0,0.0
832b21fffffffff,42.0,0.0,0.0
832b22fffffffff,13.0,0.0,0.0
832b23fffffffff,115.0,0.0,0.0
832b28fffffffff,4.0,0.0,0.0
832b29fffffffff,8.0,0.0,0.0
832b2afffffffff,259.0,0.0,0.0
832b2cfffffffff,11.0,0.0,0.0
832b2efffffffff,44.0,0.0,0.0
832b30fffffffff,421.0,0.0,0.0
832b31fffffffff,315.0,0.0,0.0
832b32fffffffff,458.0,0.0,0.0
832b33fffffffff,326.0,0.0,0.0
832b34fffffffff,46.0,0.0,0.0
832b35fffffffff,3.0,0.0,0.0
832b36fffffffff,41.0,0.0,0.0
832b80fffffffff,453.0,0.0,0.0
832b81fffffffff,1728.0,14.0,0.0
832b82fffffffff,481.0,0.0,0.0
832b83fffffffff,3732.0,364.0,0.0
832b84fffffffff,9.0,0.0,0.0
832b85fffffffff,1529.0,0.0,0.0
832b86fffffffff,27.0,0.0,0.0
832b88fffffffff,1094.0,0.0,0.0
832b89fffffffff,764.0,0.0,0.0
832b8afffffffff,645.0,0.0,0.0
832b8bfffffffff,328.0,0.0,0.0
832b8cfffffffff,2981.0,0.0,0.0
832b8dfffffffff,1707.0,0.0,0.0
832b8efffffffff,903.0,2.0,0.0
832b90fffffffff,960.0,0.0,0.0
832b91fffffffff,319.0,0.0,0.0
832b92fffffffff,210.0,0.0,0.0
832b93fffffffff,299.0,0.0,0.0
832b94fffffffff,1437.0,0.0,0.0
832b95fffffffff,180.0,0.0,0.0
832b96fffffffff,183.0,0.0,0.0
832b98fffffffff,3537.0,18.0,0.0
832b99fffffffff,2220.0,0.0,0.0
832b9afffffffff,873.0,0.0,0.0
832b9bfffffffff,4582.0,61.0,0.0
832b9cfffffffff,2655.0,1.0,0.0
832b9dfffffffff,3603.0,0.0,0.0
832b9efffffffff,1073.0,0.0,0.0
832ba0fffffffff,1078.0,0.0,0.0
832ba1fffffffff,772.0,0.0,0.0
832ba2fffffffff,2.0,0.0,0.0
832ba3fffffffff,26.0,0.0,0.0
832ba4fffffffff,32.0,0.0,0.0
832ba5fffffffff,1541.0,0.0,0.0
832ba6fffffffff,11.0,0.0,0.0
832ba8fffffffff,2261.0,0.0,0.0
832ba9fffffffff,1760.0,0.0,0.0
832baafffffffff,5134.0,4.0,0.0
832babfffffffff,2733.0,0.0,0.0
832bacfffffffff,3245.0,2.0,0.0
832badfffffffff,1281.0,0.0,0.0
832baefffffffff,1217.0,2.0,0.0
832bb0fffffffff,14.0,0.0,0.0
832bb1fffffffff,4.0,0.0,0.0
832bb2fffffffff,378.0,0.0,0.0
832bb3fffffffff,672.0,0.0,0.0
832bb5fffffffff,14.0,0.0,0.0
832bb6fffffffff,13.0,0.0,0.0
834412fffffffff,6.0,0.0,0.0
834413fffffffff,14.0,0.0,0.0
834414fffffffff,12.0,0.0,0.0
834416fffffffff,37.0,0.0,0.0
834441fffffffff,5.0,0.0,0.0
834442fffffffff,2.0,0.0,0.0
834443fffffffff,2.0,0.0,0.0
834444fffffffff,17.0,0.0,0.0
834445fffffffff,31.0,0.0,0.0
834448fffffffff,10.0,0.0,0.0
834449fffffffff,76.0,0.0,0.0
83444afffffffff,20.0,0.0,0.0
83444bfffffffff,60.0,0.0,0.0
83444cfffffffff,88.0,0.0,0.0
83444dfffffffff,22.0,0.0,0.0
83444efffffffff,37.0,0.0,0.0
834450fffffffff,58.0,0.0,0.0
