cell_id,Asio otus,Asio otus wilsonianus/tuftsi,Asio otus otus/canariensis
8312d6fffffffff,5.0,0.0,0.0
8312ddfffffffff,2.0,0.0,0.0
8312defffffffff,13.0,0.0,0.0
8312e1fffffffff,5.0,0.0,0.0
8312e2fffffffff,2.0,0.0,0.0
8312e9fffffffff,1.0,0.0,0.0
8312eafffffffff,3.0,0.0,0.0
8312ecfffffffff,150.0,0.0,0.0
83149efffffffff,2.0,0.0,0.0
8314aefffffffff,41.0,0.0,0.0
8314b2fffffffff,1.0,0.0,0.0
831592fffffffff,4.0,0.0,0.0
831598fffffffff,2.0,0.0,0.0
8315b3fffffffff,3.0,0.0,0.0
831823fffffffff,2.0,0.0,0.0
831828fffffffff,1.0,0.0,0.0
83182cfffffffff,33.0,0.0,0.0
83182efffffffff,2.0,0.0,0.0
831845fffffffff,1.0,0.0,0.0
831849fffffffff,3.0,0.0,0.0
83184afffffffff,5.0,0.0,0.0
83184bfffffffff,3.0,0.0,0.0
83185bfffffffff,3.0,0.0,0.0
831862fffffffff,6.0,0.0,0.0
831863fffffffff,4.0,0.0,0.0
831868fffffffff,1.0,0.0,0.0
83186afffffffff,8.0,0.0,0.0
83186cfffffffff,8.0,0.0,0.0
83186dfffffffff,2.0,0.0,0.0
83186efffffffff,3.0,0.0,0.0
831949fffffffff,2.0,0.0,0.0
83194dfffffffff,64.0,0.0,13.0
831952fffffffff,3.0,0.0,0.0
831968fffffffff,7.0,0.0,0.0
831969fffffffff,62.0,0.0,0.0
83196bfffffffff,3.0,0.0,0.0
83196dfffffffff,23.0,0.0,0.0
831e00fffffffff,5.0,0.0,0.0
831e01fffffffff,14.0,0.0,0.0
831e02fffffffff,129.0,0.0,2.0
831e03fffffffff,50.0,0.0,2.0
831e04fffffffff,136.0,0.0,0.0
831e05fffffffff,11.0,0.0,0.0
831e06fffffffff,75.0,0.0,0.0
831e08fffffffff,40.0,0.0,0.0
831e0afffffffff,275.0,0.0,0.0
831e0cfffffffff,53.0,0.0,0.0
831e0efffffffff,96.0,0.0,6.0
831e10fffffffff,5.0,0.0,0.0
831e12fffffffff,11.0,0.0,0.0
831e13fffffffff,47.0,0.0,0.0
831e15fffffffff,4.0,0.0,0.0
831e16fffffffff,2.0,0.0,0.0
831e18fffffffff,7.0,0.0,0.0
831e19fffffffff,43.0,0.0,0.0
831e1afffffffff,3.0,0.0,0.0
831e1bfffffffff,118.0,0.0,0.0
831e1cfffffffff,30.0,0.0,1.0
831e1dfffffffff,46.0,0.0,2.0
831e1efffffffff,7.0,0.0,0.0
831e20fffffffff,3.0,0.0,0.0
831e22fffffffff,78.0,0.0,0.0
831e23fffffffff,7.0,0.0,0.0
831e24fffffffff,9.0,0.0,0.0
831e25fffffffff,1.0,0.0,0.0
831e28fffffffff,4.0,0.0,0.0
831e29fffffffff,6.0,0.0,0.0
831e2afffffffff,13.0,0.0,0.0
831e2bfffffffff,2.0,0.0,0.0
831e2cfffffffff,2.0,0.0,0.0
831e2dfffffffff,4.0,0.0,0.0
831e2efffffffff,23.0,0.0,0.0
831e30fffffffff,6.0,0.0,0.0
831e31fffffffff,11.0,0.0,0.0
831e32fffffffff,9.0,0.0,0.0
831e33fffffffff,148.0,0.0,0.0
831e34fffffffff,8.0,0.0,0.0
831e35fffffffff,212.0,0.0,0.0
831e36fffffffff,12.0,0.0,0.0
831e42fffffffff,5.0,0.0,0.0
831e46fffffffff,1.0,0.0,0.0
831e49fffffffff,5.0,0.0,0.0
831e4bfffffffff,15.0,0.0,0.0
831e4dfffffffff,2.0,0.0,0.0
831e51fffffffff,22.0,0.0,0.0
831e52fffffffff,2.0,0.0,0.0
831e56fffffffff,2.0,0.0,0.0
831e5afffffffff,18.0,0.0,0.0
831e5cfffffffff,7.0,0.0,0.0
831e5dfffffffff,6.0,0.0,0.0
831e5efffffffff,4.0,0.0,0.0
831e63fffffffff,5.0,0.0,0.0
831e6bfffffffff,5.0,0.0,0.0
831e6efffffffff,5.0,0.0,0.0
831e74fffffffff,3.0,0.0,0.0
831e75fffffffff,2.0,0.0,0.0
831e83fffffffff,2.0,0.0,0.0
831ea0fffffffff,11.0,0.0,0.0
831ea1fffffffff,2.0,0.0,0.0
831ea4fffffffff,2.0,0.0,0.0
831ea5fffffffff,8.0,0.0,0.0
831ea8fffffffff,2.0,0.0,0.0
831eacfffffffff,1.0,0.0,0.0
831eadfffffffff,4.0,0.0,0.0
831eb2fffffffff,2.0,0.0,0.0
831eb4fffffffff,3.0,0.0,0.0
831eb5fffffffff,1.0,0.0,0.0
831ec0fffffffff,7.0,0.0,0.0
831ec1fffffffff,25.0,0.0,0.0
831ec2fffffffff,13.0,0.0,0.0
831ec3fffffffff,16.0,0.0,0.0
831ec4fffffffff,17.0,0.0,0.0
831ec8fffffffff,1.0,0.0,0.0
831ec9fffffffff,46.0,0.0,0.0
831ecbfffffffff,3.0,0.0,0.0
831eccfffffffff,1.0,0.0,0.0
831ecdfffffffff,6.0,0.0,0.0
831ecefffffffff,4.0,0.0,0.0
831ed0fffffffff,5.0,0.0,0.0
831ed1fffffffff,3.0,0.0,0.0
831ed3fffffffff,9.0,0.0,0.0
831ed5fffffffff,2.0,0.0,0.0
831ed9fffffffff,19.0,0.0,0.0
831edafffffffff,4.0,0.0,0.0
831edefffffffff,9.0,0.0,0.0
831ee1fffffffff,1.0,0.0,0.0
831ee3fffffffff,28.0,0.0,0.0
831ee6fffffffff,10.0,0.0,0.0
831ee8fffffffff,2.0,0.0,0.0
831ee9fffffffff,24.0,0.0,0.0
831eeafffffffff,3.0,0.0,0.0
831eebfffffffff,1.0,0.0,0.0
831eecfffffffff,1.0,0.0,0.0
831ef1fffffffff,6.0,0.0,0.0
831ef5fffffffff,3.0,0.0,0.0
831ef6fffffffff,2.0,0.0,0.0
831f00fffffffff,2.0,0.0,1.0
831f02fffffffff,3.0,0.0,1.0
831f03fffffffff,2.0,0.0,0.0
831f05fffffffff,27.0,0.0,0.0
831f06fffffffff,8.0,0.0,0.0
831f08fffffffff,2.0,0.0,0.0
831f09fffffffff,2.0,0.0,0.0
831f0afffffffff,1.0,0.0,0.0
831f0bfffffffff,2.0,0.0,0.0
831f0dfffffffff,2.0,0.0,0.0
831f10fffffffff,3.0,0.0,0.0
831f11fffffffff,1.0,0.0,0.0
831f12fffffffff,2.0,0.0,0.0
831f13fffffffff,6.0,0.0,0.0
831f14fffffffff,17.0,0.0,0.0
831f15fffffffff,2.0,0.0,0.0
831f16fffffffff,1.0,0.0,0.0
831f18fffffffff,35.0,0.0,0.0
831f1afffffffff,20.0,0.0,0.0
831f1bfffffffff,6.0,0.0,0.0
831f1cfffffffff,2.0,0.0,0.0
831f1dfffffffff,2.0,0.0,0.0
831f1efffffffff,2.0,0.0,0.0
831f22fffffffff,4.0,0.0,0.0
831f23fffffffff,11.0,0.0,6.0
831f28fffffffff,9.0,0.0,0.0
831f29fffffffff,1.0,0.0,0.0
831f2afffffffff,53.0,0.0,47.0
831f2cfffffffff,2.0,0.0,0.0
831f2efffffffff,3.0,0.0,0.0
831f31fffffffff,6.0,0.0,1.0
831f33fffffffff,14.0,0.0,0.0
831f35fffffffff,3.0,0.0,1.0
831f40fffffffff,2.0,0.0,0.0
831f42fffffffff,4.0,0.0,0.0
831f46fffffffff,1.0,0.0,0.0
831f4efffffffff,11.0,0.0,0.0
831f51fffffffff,2.0,0.0,0.0
831f52fffffffff,6.0,0.0,0.0
831f53fffffffff,17.0,0.0,0.0
831f54fffffffff,1.0,0.0,0.0
831f5afffffffff,4.0,0.0,0.0
831f5cfffffffff,4.0,0.0,0.0
831f5dfffffffff,3.0,0.0,0.0
831f5efffffffff,9.0,0.0,0.0
831f61fffffffff,2.0,0.0,0.0
831f64fffffffff,2.0,0.0,0.0
831f71fffffffff,11.0,0.0,0.0
831f72fffffffff,9.0,0.0,0.0
831f75fffffffff,5.0,0.0,0.0
831f80fffffffff,6.0,0.0,0.0
831f81fffffffff,20.0,0.0,0.0
831f85fffffffff,2.0,0.0,0.0
831f88fffffffff,2.0,0.0,0.0
831f89fffffffff,2.0,0.0,0.0
831f8cfffffffff,7.0,0.0,0.0
831f8dfffffffff,125.0,0.0,0.0
831f8efffffffff,4.0,0.0,0.0
831f91fffffffff,15.0,0.0,0.0
831f93fffffffff,10.0,0.0,0.0
831f98fffffffff,19.0,0.0,0.0
831f99fffffffff,7.0,0.0,0.0
831f9afffffffff,4.0,0.0,0.0
831f9bfffffffff,2.0,0.0,0.0
831f9cfffffffff,6.0,0.0,0.0
831f9efffffffff,1.0,0.0,0.0
831fa1fffffffff,6.0,0.0,0.0
831fa3fffffffff,10.0,0.0,0.0
831fa4fffffffff,25.0,0.0,5.0
831fa5fffffffff,14.0,0.0,0.0
831fa6fffffffff,1.0,0.0,0.0
831fa8fffffffff,22.0,0.0,0.0
831fa9fffffffff,5.0,0.0,0.0
831faafffffffff,8.0,0.0,0.0
831fabfffffffff,3.0,0.0,0.0
831facfffffffff,3.0,0.0,0.0
831faefffffffff,37.0,0.0,0.0
831fb0fffffffff,2.0,0.0,0.0
831fb1fffffffff,16.0,0.0,0.0
831fb6fffffffff,5.0,0.0,0.0
83200afffffffff,2.0,0.0,0.0
832012fffffffff,4.0,0.0,0.0
832013fffffffff,2.0,0.0,0.0
832016fffffffff,1.0,0.0,0.0
83201afffffffff,5.0,0.0,0.0
832059fffffffff,4.0,0.0,0.0
83205bfffffffff,2.0,0.0,1.0
8320a5fffffffff,4.0,0.0,0.0
8320e6fffffffff,3.0,0.0,0.0
832124fffffffff,4.0,0.0,0.0
832150fffffffff,1.0,0.0,0.0
832152fffffffff,2.0,0.0,0.0
832153fffffffff,5.0,0.0,0.0
832171fffffffff,1.0,0.0,0.0
83219dfffffffff,2.0,0.0,0.0
832405fffffffff,4.0,0.0,0.0
83240afffffffff,11.0,0.0,0.0
83240efffffffff,1.0,0.0,0.0
832428fffffffff,1.0,0.0,0.0
83244cfffffffff,6.0,0.0,0.0
832450fffffffff,6.0,0.0,0.0
832451fffffffff,15.0,0.0,0.0
832452fffffffff,13.0,0.0,0.0
832456fffffffff,4.0,0.0,0.0
832460fffffffff,28.0,0.0,0.0
83246afffffffff,1.0,0.0,0.0
83246cfffffffff,2.0,0.0,0.0
832475fffffffff,2.0,0.0,0.0
83248bfffffffff,2.0,0.0,0.0
832500fffffffff,2.0,0.0,0.0
832512fffffffff,1.0,0.0,0.0
832515fffffffff,2.0,0.0,0.0
832535fffffffff,2.0,0.0,0.0
832540fffffffff,24.0,0.0,0.0
83255afffffffff,3.0,0.0,0.0
83255bfffffffff,2.0,0.0,0.0
832571fffffffff,5.0,0.0,0.0
8325a4fffffffff,9.0,0.0,0.0
8325acfffffffff,4.0,0.0,0.0
8325b4fffffffff,2.0,0.0,0.0
832662fffffffff,1.0,0.0,0.0
8326aafffffffff,1.0,0.0,0.0
832702fffffffff,24.0,0.0,0.0
832703fffffffff,22.0,0.0,0.0
832705fffffffff,2.0,0.0,0.0
832706fffffffff,17.0,0.0,0.0
83270efffffffff,4.0,0.0,0.0
832710fffffffff,6.0,0.0,0.0
832711fffffffff,4.0,0.0,0.0
832713fffffffff,4.0,0.0,0.0
832715fffffffff,4.0,0.0,0.0
83271cfffffffff,2.0,0.0,0.0
832761fffffffff,25.0,0.0,0.0
832763fffffffff,8.0,0.0,0.0
832766fffffffff,1.0,0.0,0.0
83276efffffffff,40.0,0.0,0.0
832770fffffffff,7.0,0.0,0.0
832772fffffffff,3.0,0.0,0.0
8327a4fffffffff,5.0,0.0,0.0
8327adfffffffff,3.0,0.0,0.0
8327b2fffffffff,7.0,0.0,0.0
8327b6fffffffff,2.0,0.0,0.0
832ab0fffffffff,33.0,0.0,0.0
832ab2fffffffff,40.0,0.0,0.0
832ab4fffffffff,6.0,0.0,0.0
832ab5fffffffff,20.0,0.0,0.0
832ab6fffffffff,20.0,0.0,0.0
832b12fffffffff,6.0,0.0,0.0
832b14fffffffff,1.0,0.0,0.0
832b16fffffffff,20.0,0.0,0.0
832b34fffffffff,2.0,0.0,0.0
832b81fffffffff,3.0,0.0,0.0
832b83fffffffff,17.0,0.0,0.0
832b8efffffffff,7.0,0.0,0.0
832b90fffffffff,5.0,0.0,0.0
832b94fffffffff,59.0,0.0,0.0
832b96fffffffff,7.0,0.0,0.0
832b98fffffffff,53.0,0.0,0.0
832b99fffffffff,5.0,0.0,0.0
832b9bfffffffff,502.0,0.0,0.0
832b9dfffffffff,240.0,0.0,0.0
832b9efffffffff,1.0,0.0,0.0
832ba1fffffffff,3.0,0.0,0.0
832baafffffffff,502.0,0.0,0.0
832bacfffffffff,151.0,0.0,0.0
832baefffffffff,12.0,0.0,0.0
832bb2fffffffff,23.0,0.0,0.0
832bb3fffffffff,14.0,0.0,0.0
832c00fffffffff,1.0,0.0,0.0
832c04fffffffff,77.0,0.0,0.0
832c05fffffffff,8.0,0.0,0.0
832c06fffffffff,4.0,0.0,0.0
832c0bfffffffff,8.0,0.0,0.0
832c18fffffffff,2.0,0.0,0.0
832c19fffffffff,2.0,0.0,0.0
832c1cfffffffff,1.0,0.0,0.0
832c23fffffffff,8.0,0.0,0.0
832c34fffffffff,5.0,0.0,0.0
832c62fffffffff,4.0,0.0,0.0
832c6afffffffff,2.0,0.0,0.0
832c76fffffffff,4.0,0.0,0.0
832c88fffffffff,2.0,0.0,0.0
832c8dfffffffff,1.0,0.0,0.0
832cabfffffffff,2.0,0.0,0.0
832cacfffffffff,4.0,0.0,0.0
832cd5fffffffff,1.0,0.0,0.0
832cddfffffffff,9.0,0.0,0.0
832ce4fffffffff,19.0,0.0,0.0
832cf0fffffffff,6.0,0.0,0.0
832cf3fffffffff,19.0,0.0,0.0
832cf4fffffffff,2.0,0.0,0.0
832cf5fffffffff,3.0,0.0,0.0
832d03fffffffff,1.0,0.0,0.0
832d10fffffffff,30.0,0.0,0.0
832d13fffffffff,2.0,0.0,0.0
832d14fffffffff,5.0,0.0,0.0
832d15fffffffff,4.0,0.0,0.0
832d16fffffffff,2.0,0.0,0.0
832d1cfffffffff,3.0,0.0,0.0
832d22fffffffff,2.0,0.0,0.0
832d2dfffffffff,6.0,0.0,0.0
832d30fffffffff,11.0,0.0,0.0
832d31fffffffff,7.0,0.0,0.0
832d32fffffffff,16.0,0.0,0.0
832d33fffffffff,115.0,0.0,0.0
832d5cfffffffff,1.0,0.0,0.0
832d64fffffffff,53.0,0.0,0.0
832da1fffffffff,10.0,0.0,0.0
832da8fffffffff,28.0,0.0,0.0
832da9fffffffff,2.0,0.0,0.0
832dabfffffffff,2.0,0.0,0.0
832db0fffffffff,181.0,0.0,25.0
832db1fffffffff,18.0,0.0,5.0
832db2fffffffff,36.0,0.0,9.0
832db3fffffffff,3.0,0.0,0.0
832db6fffffffff,38.0,0.0,20.0
832e60fffffffff,1.0,0.0,0.0
832e74fffffffff,7.0,0.0,2.0
832e76fffffffff,4.0,0.0,0.0
832f5afffffffff,3.0,0.0,0.0
832f5bfffffffff,4.0,0.0,0.0
833032fffffffff,2.0,0.0,0.0
833081fffffffff,7.0,0.0,0.0
833083fffffffff,2.0,0.0,0.0
83309bfffffffff,5.0,0.0,0.0
8330c4fffffffff,2.0,0.0,0.0
8330e0fffffffff,5.0,0.0,0.0
8330e1fffffffff,4.0,0.0,0.0
8330e2fffffffff,4.0,0.0,0.0
833126fffffffff,4.0,0.0,0.0
833134fffffffff,5.0,0.0,0.0
833185fffffffff,3.0,0.0,0.0
83318cfffffffff,2.0,0.0,0.0
83318dfffffffff,1.0,0.0,0.0
8331aafffffffff,34.0,0.0,0.0
833422fffffffff,3.0,0.0,0.0
833426fffffffff,28.0,0.0,0.0
833441fffffffff,33.0,0.0,0.0
833443fffffffff,1.0,0.0,0.0
83344cfffffffff,15.0,0.0,0.0
833469fffffffff,28.0,0.0,0.0
83346bfffffffff,22.0,0.0,0.0
83351bfffffffff,109.0,0.0,0.0
8335a9fffffffff,23.0,0.0,0.0
833825fffffffff,19.0,0.0,0.0
833834fffffffff,2.0,0.0,0.0
833869fffffffff,2.0,0.0,0.0
833900fffffffff,11.0,0.0,0.0
833901fffffffff,29.0,0.0,0.0
833902fffffffff,11.0,0.0,0.0
833903fffffffff,2.0,0.0,0.0
833904fffffffff,2.0,0.0,0.0
833905fffffffff,29.0,0.0,0.0
833906fffffffff,20.0,0.0,0.0
833908fffffffff,43.0,0.0,0.0
833909fffffffff,6.0,0.0,0.0
83390afffffffff,21.0,0.0,0.0
83390bfffffffff,4.0,0.0,0.0
83390cfffffffff,124.0,0.0,0.0
83390dfffffffff,2.0,0.0,0.0
83390efffffffff,9.0,0.0,0.0
833910fffffffff,40.0,0.0,0.0
833911fffffffff,143.0,0.0,10.0
833915fffffffff,16.0,0.0,0.0
833918fffffffff,30.0,0.0,0.0
833919fffffffff,11.0,0.0,0.0
83391afffffffff,18.0,0.0,0.0
83391cfffffffff,69.0,0.0,0.0
83391efffffffff,21.0,0.0,0.0
833920fffffffff,2.0,0.0,0.0
833921fffffffff,3.0,0.0,0.0
833922fffffffff,5.0,0.0,0.0
833923fffffffff,12.0,0.0,0.0
833928fffffffff,23.0,0.0,0.0
833929fffffffff,31.0,0.0,0.0
83392afffffffff,98.0,0.0,0.0
83392bfffffffff,24.0,0.0,0.0
83392cfffffffff,34.0,0.0,0.0
83392dfffffffff,4.0,0.0,0.0
83392efffffffff,101.0,0.0,0.0
833931fffffffff,12.0,0.0,0.0
833933fffffffff,88.0,0.0,0.0
833942fffffffff,6.0,0.0,0.0
833943fffffffff,4.0,0.0,0.0
833944fffffffff,24.0,0.0,0.0
833945fffffffff,4.0,0.0,0.0
833946fffffffff,78.0,0.0,0.0
833954fffffffff,66.0,0.0,0.0
833956fffffffff,94.0,0.0,0.0
83395cfffffffff,10.0,0.0,0.0
833961fffffffff,2.0,0.0,0.0
833962fffffffff,11.0,0.0,0.0
833965fffffffff,2.0,0.0,0.0
833968fffffffff,11.0,0.0,0.0
83396cfffffffff,5.0,0.0,0.0
83396dfffffffff,4.0,0.0,0.0
83396efffffffff,5.0,0.0,0.0
833970fffffffff,38.0,0.0,0.0
833971fffffffff,145.0,0.0,0.0
833972fffffffff,4.0,0.0,0.0
833973fffffffff,13.0,0.0,0.0
833974fffffffff,60.0,0.0,0.0
833975fffffffff,51.0,0.0,0.0
833976fffffffff,20.0,0.0,0.0
833982fffffffff,8.0,0.0,0.0
833985fffffffff,2.0,0.0,0.0
8339a8fffffffff,6.0,0.0,0.0
8339a9fffffffff,3.0,0.0,0.0
833d2cfffffffff,1.0,0.0,0.0
833e68fffffffff,277.0,0.0,14.0
833e6cfffffffff,129.0,0.0,19.0
833f28fffffffff,2.0,0.0,0.0
833f29fffffffff,2.0,0.0,0.0
833f2cfffffffff,4.0,0.0,0.0
833f2dfffffffff,2.0,0.0,0.0
833f36fffffffff,7.0,0.0,0.0
833f61fffffffff,11.0,0.0,0.0
833f62fffffffff,2.0,0.0,0.0
833f63fffffffff,1.0,0.0,0.0
833f64fffffffff,2.0,0.0,0.0
833f66fffffffff,4.0,0.0,0.0
833f68fffffffff,2.0,0.0,0.0
833f6cfffffffff,3.0,0.0,0.0
833f6dfffffffff,6.0,0.0,0.0
833f6efffffffff,2.0,0.0,0.0
833f72fffffffff,4.0,0.0,0.0
833f75fffffffff,10.0,0.0,0.0
833f76fffffffff,3.0,0.0,0.0
834090fffffffff,2.0,0.0,0.0
834094fffffffff,3.0,0.0,0.0
8340e3fffffffff,2.0,0.0,0.0
834324fffffffff,1.0,0.0,0.0
834331fffffffff,2.0,0.0,0.0
834360fffffffff,4.0,0.0,0.0
834363fffffffff,2.0,0.0,0.0
834371fffffffff,2.0,0.0,0.0
834809fffffffff,2.0,0.0,0.0
834833fffffffff,9.0,0.0,0.0
8348a0fffffffff,3.0,0.0,0.0
