cell_id,Myzomela cardinalis,Myzomela cardinalis lifuensis,Myzomela cardinalis [cardinalis Group]
829e07fffffffff,1.0,0.0,0.0
829e17fffffffff,8.0,0.0,0.0
829ec7fffffffff,3.0,0.0,0.0
