cell_id,Aegithalos caudatus,Aegithalos caudatus caudatus,Aegithalos caudatus [europaeus Group],Aegithalos caudatus [alpinus Group]
8408867ffffffff,4.0,4.0,0.0,0.0
8408b37ffffffff,1.0,1.0,0.0,0.0
8411811ffffffff,4.0,4.0,0.0,0.0
8411813ffffffff,2.0,2.0,0.0,0.0
841181dffffffff,11.0,11.0,0.0,0.0
84118e9ffffffff,8.0,8.0,0.0,0.0
8411aa7ffffffff,2.0,2.0,0.0,0.0
8411ab1ffffffff,9.0,9.0,0.0,0.0
8411ab9ffffffff,1.0,1.0,0.0,0.0
8411ae3ffffffff,22.0,22.0,0.0,0.0
8411ae7ffffffff,8.0,8.0,0.0,0.0
8415885ffffffff,2.0,0.0,0.0,0.0
8415889ffffffff,4.0,0.0,0.0,0.0
8418233ffffffff,2.0,0.0,2.0,0.0
84182cbffffffff,2.0,0.0,0.0,0.0
84182e5ffffffff,2.0,0.0,2.0,0.0
8418495ffffffff,5.0,0.0,0.0,0.0
84184b3ffffffff,2.0,0.0,0.0,0.0
84184b7ffffffff,9.0,0.0,4.0,0.0
84184bbffffffff,4.0,0.0,0.0,0.0
8418593ffffffff,2.0,0.0,0.0,0.0
84185b1ffffffff,2.0,0.0,0.0,0.0
84185b3ffffffff,14.0,0.0,6.0,0.0
84185b5ffffffff,1.0,0.0,0.0,0.0
84185b7ffffffff,2.0,0.0,0.0,0.0
84185bbffffffff,5.0,0.0,0.0,0.0
8418729ffffffff,2.0,0.0,0.0,0.0
8418747ffffffff,1.0,0.0,0.0,0.0
8419413ffffffff,1.0,1.0,0.0,0.0
8419417ffffffff,1.0,0.0,0.0,0.0
8419423ffffffff,8.0,0.0,0.0,0.0
8419427ffffffff,2.0,0.0,2.0,0.0
841942bffffffff,8.0,0.0,2.0,0.0
841943dffffffff,2.0,0.0,2.0,0.0
84194d5ffffffff,1.0,1.0,0.0,0.0
84194dbffffffff,6.0,0.0,6.0,0.0
8419591ffffffff,2.0,0.0,0.0,0.0
84195c9ffffffff,4.0,0.0,0.0,0.0
84196d1ffffffff,2.0,2.0,0.0,0.0
841e037ffffffff,3.0,0.0,3.0,0.0
841e045ffffffff,4.0,0.0,0.0,0.0
841e05dffffffff,2.0,0.0,0.0,0.0
841e085ffffffff,2.0,0.0,0.0,0.0
841e0a9ffffffff,1.0,0.0,0.0,0.0
841e0b3ffffffff,5.0,1.0,4.0,0.0
841e131ffffffff,2.0,0.0,2.0,0.0
841e15bffffffff,2.0,2.0,0.0,0.0
841e1b3ffffffff,4.0,0.0,2.0,0.0
841e225ffffffff,3.0,0.0,0.0,0.0
841e25dffffffff,1.0,0.0,1.0,0.0
841e267ffffffff,1.0,0.0,1.0,0.0
841e2e5ffffffff,1.0,0.0,1.0,0.0
841e335ffffffff,1.0,0.0,0.0,0.0
841e339ffffffff,2.0,0.0,0.0,0.0
841e351ffffffff,6.0,0.0,0.0,0.0
841e355ffffffff,2.0,0.0,0.0,0.0
841e365ffffffff,1.0,1.0,0.0,0.0
841e527ffffffff,3.0,0.0,3.0,0.0
841e5a9ffffffff,1.0,0.0,1.0,0.0
841e5adffffffff,2.0,0.0,2.0,0.0
841e5e3ffffffff,2.0,0.0,2.0,0.0
841e5e7ffffffff,3.0,0.0,3.0,0.0
841e6b3ffffffff,1.0,0.0,0.0,0.0
841e803ffffffff,3.0,0.0,0.0,3.0
841ea09ffffffff,1.0,0.0,0.0,0.0
841ea0bffffffff,2.0,0.0,0.0,0.0
841ea4dffffffff,1.0,0.0,1.0,0.0
841ea55ffffffff,2.0,0.0,0.0,0.0
841ec09ffffffff,1.0,0.0,0.0,0.0
841ec1dffffffff,2.0,0.0,0.0,0.0
841ec55ffffffff,2.0,0.0,0.0,0.0
841eccbffffffff,1.0,0.0,0.0,0.0
841eeadffffffff,2.0,0.0,0.0,0.0
841eec1ffffffff,1.0,1.0,0.0,0.0
841f05bffffffff,2.0,0.0,2.0,0.0
841f131ffffffff,2.0,2.0,0.0,0.0
841f137ffffffff,2.0,2.0,0.0,0.0
841f143ffffffff,1.0,1.0,0.0,0.0
841f233ffffffff,2.0,0.0,0.0,0.0
841f2a3ffffffff,1.0,1.0,0.0,0.0
841f523ffffffff,3.0,3.0,0.0,0.0
841f715ffffffff,5.0,0.0,0.0,0.0
841f891ffffffff,2.0,2.0,0.0,0.0
841f8cbffffffff,2.0,2.0,0.0,0.0
841f8d1ffffffff,2.0,2.0,0.0,0.0
841f8e1ffffffff,2.0,2.0,0.0,0.0
841f8ebffffffff,2.0,2.0,0.0,0.0
841fa15ffffffff,2.0,2.0,0.0,0.0
841fa4dffffffff,4.0,2.0,2.0,0.0
841fa8dffffffff,1.0,1.0,0.0,0.0
841fa97ffffffff,1.0,1.0,0.0,0.0
841faa7ffffffff,3.0,3.0,0.0,0.0
841fae3ffffffff,2.0,0.0,0.0,0.0
84255a3ffffffff,1.0,0.0,0.0,0.0
842c091ffffffff,2.0,0.0,0.0,2.0
842c191ffffffff,1.0,0.0,0.0,1.0
842c2abffffffff,1.0,0.0,0.0,1.0
842e1b5ffffffff,2.0,0.0,0.0,0.0
842f5abffffffff,3.0,0.0,0.0,0.0
842f5bdffffffff,6.0,0.0,0.0,0.0
84302b7ffffffff,4.0,4.0,0.0,0.0
8430e0bffffffff,1.0,1.0,0.0,0.0
8430e1dffffffff,4.0,4.0,0.0,0.0
8431267ffffffff,2.0,0.0,0.0,0.0
84316cdffffffff,2.0,0.0,2.0,0.0
84316e5ffffffff,2.0,0.0,0.0,0.0
8431851ffffffff,1.0,0.0,0.0,0.0
843185bffffffff,4.0,0.0,0.0,0.0
84318c7ffffffff,1.0,0.0,0.0,0.0
84318d1ffffffff,1.0,0.0,0.0,0.0
8431aa1ffffffff,10.0,0.0,0.0,0.0
8431aa5ffffffff,7.0,0.0,0.0,0.0
8431aadffffffff,2.0,2.0,0.0,0.0
8439001ffffffff,2.0,0.0,0.0,0.0
8439003ffffffff,7.0,0.0,2.0,0.0
8439007ffffffff,2.0,0.0,0.0,0.0
8439015ffffffff,4.0,0.0,0.0,0.0
843901bffffffff,3.0,0.0,3.0,0.0
843901dffffffff,33.0,0.0,17.0,0.0
8439029ffffffff,3.0,0.0,0.0,0.0
843902bffffffff,2.0,0.0,0.0,0.0
8439035ffffffff,1.0,0.0,0.0,0.0
8439039ffffffff,5.0,0.0,2.0,0.0
