cell_id,Aegithalos caudatus,Aegithalos caudatus caudatus,Aegithalos caudatus [europaeus Group],Aegithalos caudatus [alpinus Group]
843903dffffffff,7.0,0.0,3.0,0.0
8439047ffffffff,4.0,0.0,0.0,0.0
8439057ffffffff,4.0,0.0,2.0,0.0
8439063ffffffff,2.0,0.0,0.0,0.0
843906dffffffff,2.0,0.0,0.0,0.0
8439095ffffffff,1.0,0.0,0.0,0.0
84390adffffffff,3.0,0.0,0.0,1.0
84390bdffffffff,2.0,0.0,0.0,0.0
84390c5ffffffff,3.0,0.0,3.0,0.0
84390d3ffffffff,1.0,0.0,0.0,0.0
843910bffffffff,1.0,0.0,0.0,0.0
8439111ffffffff,4.0,0.0,0.0,0.0
8439115ffffffff,3.0,0.0,0.0,0.0
8439117ffffffff,2.0,0.0,0.0,0.0
8439155ffffffff,2.0,0.0,0.0,0.0
843915dffffffff,2.0,0.0,2.0,0.0
8439183ffffffff,1.0,0.0,0.0,1.0
8439185ffffffff,2.0,0.0,0.0,0.0
84391d1ffffffff,3.0,0.0,0.0,0.0
8439203ffffffff,2.0,0.0,2.0,0.0
8439207ffffffff,2.0,0.0,2.0,0.0
8439219ffffffff,2.0,0.0,0.0,0.0
843921bffffffff,4.0,0.0,0.0,0.0
8439221ffffffff,3.0,0.0,0.0,0.0
8439223ffffffff,6.0,0.0,0.0,0.0
8439227ffffffff,9.0,0.0,3.0,0.0
8439239ffffffff,3.0,0.0,0.0,0.0
8439243ffffffff,2.0,0.0,0.0,0.0
8439257ffffffff,2.0,0.0,0.0,0.0
8439287ffffffff,3.0,0.0,0.0,0.0
84392a1ffffffff,2.0,0.0,2.0,0.0
84392a7ffffffff,3.0,0.0,0.0,0.0
84392a9ffffffff,3.0,0.0,0.0,0.0
84392c3ffffffff,1.0,0.0,0.0,0.0
84392c9ffffffff,4.0,0.0,0.0,0.0
84392cbffffffff,6.0,0.0,0.0,0.0
8439313ffffffff,2.0,0.0,0.0,0.0
8439337ffffffff,9.0,0.0,6.0,0.0
8439427ffffffff,11.0,0.0,0.0,0.0
8439721ffffffff,1.0,0.0,0.0,0.0
8439723ffffffff,8.0,0.0,0.0,0.0
8439727ffffffff,5.0,0.0,0.0,0.0
8439729ffffffff,9.0,0.0,0.0,0.0
843972dffffffff,19.0,0.0,0.0,0.0
8439739ffffffff,13.0,0.0,0.0,0.0
843973bffffffff,2.0,0.0,0.0,0.0
843973dffffffff,5.0,0.0,0.0,0.0
843974dffffffff,2.0,0.0,0.0,0.0
8439763ffffffff,2.0,0.0,0.0,0.0
843f6e3ffffffff,2.0,0.0,0.0,0.0
84411c9ffffffff,2.0,0.0,0.0,0.0
