cell_id,Spinus magellanicus,Spinus magellanicus longirostris,Spinus magellanicus [capitalis Group],Spinus magellanicus [magellanicus Group]
84a92c3ffffffff,8.0,0.0,0.0,0.0
84a92c5ffffffff,10.0,0.0,0.0,0.0
84a92c7ffffffff,4.0,0.0,0.0,0.0
84a92cbffffffff,324.0,0.0,0.0,0.0
84a92cdffffffff,7.0,0.0,0.0,0.0
84a92d1ffffffff,5.0,0.0,0.0,0.0
84a92d7ffffffff,17.0,0.0,0.0,0.0
84a92d9ffffffff,33.0,0.0,0.0,0.0
84a92ddffffffff,7.0,0.0,0.0,0.0
84a92e1ffffffff,19.0,0.0,0.0,0.0
84a92e3ffffffff,9.0,0.0,0.0,0.0
84a92e9ffffffff,26.0,0.0,0.0,0.0
84a92ebffffffff,37.0,0.0,0.0,0.0
84a9403ffffffff,1.0,0.0,0.0,0.0
84a940dffffffff,16.0,0.0,0.0,0.0
84a9411ffffffff,357.0,0.0,0.0,0.0
84a9413ffffffff,35.0,0.0,0.0,0.0
84a9417ffffffff,8.0,0.0,0.0,0.0
84a9419ffffffff,36.0,0.0,0.0,0.0
84a941bffffffff,75.0,0.0,0.0,0.0
84a9425ffffffff,57.0,0.0,0.0,0.0
84a9427ffffffff,3.0,0.0,0.0,0.0
84a9429ffffffff,14.0,0.0,0.0,0.0
84a942dffffffff,5.0,0.0,0.0,0.0
84a9431ffffffff,4.0,0.0,0.0,0.0
84a9433ffffffff,4.0,0.0,0.0,0.0
84a9435ffffffff,5.0,0.0,0.0,0.0
84a9437ffffffff,8.0,0.0,0.0,0.0
84a9439ffffffff,2.0,0.0,0.0,0.0
84a943dffffffff,11.0,0.0,0.0,0.0
84a9441ffffffff,117.0,0.0,0.0,0.0
84a9443ffffffff,6.0,0.0,0.0,0.0
84a9445ffffffff,48.0,0.0,0.0,0.0
84a9447ffffffff,33.0,0.0,0.0,0.0
84a9449ffffffff,2.0,0.0,0.0,0.0
84a944bffffffff,12.0,0.0,0.0,0.0
84a944dffffffff,6.0,0.0,0.0,0.0
84a9453ffffffff,33.0,0.0,0.0,0.0
84a9457ffffffff,4.0,0.0,0.0,0.0
84a945bffffffff,26.0,0.0,0.0,0.0
84a9461ffffffff,109.0,0.0,0.0,0.0
84a9463ffffffff,3.0,0.0,0.0,0.0
84a9465ffffffff,437.0,0.0,0.0,0.0
84a9467ffffffff,65.0,0.0,0.0,0.0
84a9469ffffffff,5.0,0.0,0.0,0.0
84a946bffffffff,97.0,0.0,0.0,0.0
84a946dffffffff,32.0,0.0,0.0,0.0
84a9483ffffffff,2.0,0.0,0.0,0.0
84a9499ffffffff,2.0,0.0,0.0,0.0
84a94a9ffffffff,8.0,0.0,0.0,0.0
84a94b1ffffffff,6.0,0.0,0.0,0.0
84a94b5ffffffff,2.0,0.0,0.0,0.0
84a94c1ffffffff,6.0,0.0,0.0,0.0
84a94c5ffffffff,2.0,0.0,0.0,0.0
84a94c7ffffffff,24.0,0.0,0.0,0.0
84a94cbffffffff,8.0,0.0,0.0,0.0
84a94ddffffffff,6.0,0.0,0.0,0.0
84a94e1ffffffff,4.0,0.0,0.0,0.0
84a94e3ffffffff,14.0,0.0,0.0,0.0
84a94e5ffffffff,995.0,0.0,0.0,0.0
84a94e7ffffffff,30.0,0.0,0.0,0.0
84a94e9ffffffff,4.0,0.0,0.0,0.0
84a94ebffffffff,2.0,0.0,0.0,0.0
84a94edffffffff,9.0,0.0,0.0,0.0
84a9501ffffffff,53.0,0.0,0.0,0.0
84a9507ffffffff,24.0,0.0,0.0,0.0
84a9509ffffffff,7.0,0.0,0.0,0.0
84a950bffffffff,22.0,0.0,0.0,0.0
84a9515ffffffff,13.0,0.0,0.0,0.0
84a9517ffffffff,5.0,0.0,0.0,0.0
84a951dffffffff,7.0,0.0,0.0,0.0
84a9521ffffffff,7.0,0.0,0.0,0.0
84a9523ffffffff,1.0,0.0,0.0,0.0
84a9525ffffffff,16.0,0.0,0.0,0.0
84a9527ffffffff,48.0,0.0,0.0,0.0
84a952dffffffff,1.0,0.0,0.0,0.0
84a9531ffffffff,25.0,0.0,0.0,0.0
84a9533ffffffff,14.0,0.0,0.0,0.0
84a953bffffffff,41.0,0.0,0.0,0.0
84a9545ffffffff,1.0,0.0,0.0,0.0
84a9547ffffffff,2.0,0.0,0.0,0.0
84a9551ffffffff,3.0,0.0,0.0,0.0
84a9553ffffffff,1.0,0.0,0.0,0.0
84a9555ffffffff,2.0,0.0,0.0,0.0
84a9557ffffffff,11.0,0.0,0.0,0.0
84a9559ffffffff,5.0,0.0,0.0,0.0
84a955bffffffff,53.0,0.0,0.0,0.0
84a9595ffffffff,3.0,0.0,0.0,0.0
84a9599ffffffff,7.0,0.0,0.0,0.0
84a959bffffffff,1.0,0.0,0.0,0.0
84a95abffffffff,11.0,0.0,0.0,0.0
84a95c5ffffffff,4.0,0.0,0.0,0.0
84a95c9ffffffff,11.0,0.0,0.0,0.0
84a95cbffffffff,2.0,0.0,0.0,0.0
84a95d1ffffffff,8.0,0.0,0.0,0.0
84a95d9ffffffff,8.0,0.0,0.0,0.0
84a95dbffffffff,71.0,0.0,0.0,0.0
84a95edffffffff,113.0,0.0,0.0,0.0
84a9601ffffffff,3.0,0.0,0.0,0.0
84a9607ffffffff,5.0,0.0,0.0,0.0
84a960dffffffff,1.0,0.0,0.0,0.0
84a9611ffffffff,39.0,0.0,0.0,0.0
84a9613ffffffff,13.0,0.0,0.0,0.0
84a9615ffffffff,2.0,0.0,0.0,0.0
84a9617ffffffff,14.0,0.0,0.0,0.0
84a9621ffffffff,16.0,0.0,0.0,0.0
84a9623ffffffff,25.0,0.0,0.0,0.0
84a9625ffffffff,73.0,0.0,0.0,0.0
84a9627ffffffff,128.0,0.0,0.0,0.0
84a9629ffffffff,4.0,0.0,0.0,0.0
84a962bffffffff,22.0,0.0,0.0,0.0
84a962dffffffff,26.0,0.0,0.0,0.0
84a9631ffffffff,10.0,0.0,0.0,0.0
84a9633ffffffff,5.0,0.0,0.0,0.0
84a9637ffffffff,6.0,0.0,0.0,0.0
84a963dffffffff,19.0,0.0,0.0,0.0
84a9641ffffffff,4.0,0.0,0.0,0.0
84a9645ffffffff,19.0,0.0,0.0,0.0
84a9649ffffffff,14.0,0.0,0.0,0.0
84a9653ffffffff,4.0,0.0,0.0,0.0
84a9657ffffffff,2.0,0.0,0.0,0.0
84a9661ffffffff,2.0,0.0,0.0,0.0
84a9667ffffffff,1.0,0.0,0.0,0.0
84a9669ffffffff,1.0,0.0,0.0,0.0
84a9683ffffffff,2.0,0.0,0.0,0.0
84a9685ffffffff,17.0,0.0,0.0,0.0
84a9687ffffffff,2.0,0.0,0.0,0.0
84a96a1ffffffff,1.0,0.0,0.0,0.0
84a96a3ffffffff,2.0,0.0,0.0,0.0
84a96a5ffffffff,23.0,0.0,0.0,0.0
84a96a7ffffffff,12.0,0.0,0.0,0.0
84a96a9ffffffff,3.0,0.0,0.0,0.0
84a96adffffffff,195.0,0.0,0.0,0.0
84a96b1ffffffff,2.0,0.0,0.0,0.0
84a96b3ffffffff,2.0,0.0,0.0,0.0
84a96b9ffffffff,9.0,0.0,0.0,0.0
84a96bdffffffff,2.0,0.0,0.0,0.0
84a96c7ffffffff,1.0,0.0,0.0,0.0
84a96cdffffffff,2.0,0.0,0.0,0.0
84a96e1ffffffff,17.0,0.0,0.0,0.0
84a96e3ffffffff,7.0,0.0,0.0,0.0
84a96e5ffffffff,13.0,0.0,0.0,0.0
84a96e7ffffffff,117.0,0.0,0.0,0.0
84a96edffffffff,1.0,0.0,0.0,0.0
84a9711ffffffff,28.0,0.0,0.0,0.0
84a9713ffffffff,1.0,0.0,0.0,0.0
84a9715ffffffff,1.0,0.0,0.0,0.0
84a9717ffffffff,108.0,0.0,0.0,0.0
84a9719ffffffff,8.0,0.0,0.0,0.0
84a971bffffffff,6.0,0.0,0.0,0.0
84a971dffffffff,2.0,0.0,0.0,0.0
84a9723ffffffff,2.0,0.0,0.0,0.0
84a9733ffffffff,7.0,0.0,0.0,0.0
84a973bffffffff,16.0,0.0,0.0,0.0
84a974dffffffff,23.0,0.0,0.0,0.0
84a9753ffffffff,6.0,0.0,0.0,0.0
84a9755ffffffff,14.0,0.0,0.0,0.0
84a975bffffffff,2.0,0.0,0.0,0.0
84a975dffffffff,2.0,0.0,0.0,0.0
84a9761ffffffff,2.0,0.0,0.0,0.0
84a9765ffffffff,16.0,0.0,0.0,0.0
84a976dffffffff,3.0,0.0,0.0,0.0
84b2091ffffffff,4.0,0.0,0.0,0.0
84b2093ffffffff,2.0,0.0,0.0,0.0
84b2095ffffffff,12.0,0.0,0.0,0.0
84b2097ffffffff,2.0,0.0,0.0,0.0
84b2099ffffffff,12.0,0.0,0.0,0.0
84b209bffffffff,5.0,0.0,0.0,0.0
84b209dffffffff,2.0,0.0,0.0,0.0
84b20b3ffffffff,3.0,0.0,0.0,0.0
84b20b7ffffffff,6.0,0.0,0.0,0.0
84b20bbffffffff,5.0,0.0,0.0,0.0
84b20c7ffffffff,2.0,0.0,0.0,0.0
84b20d7ffffffff,5.0,0.0,0.0,0.0
84b20d9ffffffff,2.0,0.0,0.0,0.0
84b2297ffffffff,4.0,0.0,0.0,0.0
84b229dffffffff,2.0,0.0,0.0,0.0
84b22b1ffffffff,3.0,0.0,0.0,0.0
84b22b3ffffffff,2.0,0.0,0.0,0.0
84b22b7ffffffff,1.0,0.0,0.0,0.0
84b22d9ffffffff,7.0,0.0,0.0,0.0
84b2401ffffffff,12.0,0.0,0.0,0.0
84b2405ffffffff,9.0,0.0,0.0,0.0
84b2407ffffffff,6.0,0.0,0.0,0.0
84b2413ffffffff,66.0,0.0,0.0,0.0
84b2415ffffffff,1.0,0.0,0.0,0.0
84b2417ffffffff,3.0,0.0,0.0,0.0
84b2421ffffffff,2.0,0.0,0.0,0.0
84b2423ffffffff,8.0,0.0,0.0,0.0
84b2425ffffffff,6.0,0.0,0.0,0.0
84b2427ffffffff,2.0,0.0,0.0,0.0
84b242bffffffff,52.0,0.0,0.0,0.0
84b242dffffffff,3.0,0.0,0.0,0.0
84b2431ffffffff,4.0,0.0,0.0,0.0
84b2433ffffffff,1.0,0.0,0.0,0.0
84b2435ffffffff,231.0,0.0,0.0,0.0
84b2437ffffffff,22.0,0.0,0.0,0.0
84b2439ffffffff,3.0,0.0,0.0,0.0
84b243bffffffff,3.0,0.0,0.0,0.0
84b243dffffffff,55.0,0.0,0.0,0.0
84b2441ffffffff,5.0,0.0,0.0,0.0
84b244dffffffff,1.0,0.0,0.0,0.0
84b245dffffffff,2.0,0.0,0.0,0.0
84b2461ffffffff,3.0,0.0,0.0,0.0
84b2463ffffffff,17.0,0.0,0.0,0.0
84b2485ffffffff,2.0,0.0,0.0,0.0
84b2487ffffffff,1.0,0.0,0.0,0.0
84b2493ffffffff,1.0,0.0,0.0,0.0
84b249bffffffff,2.0,0.0,0.0,0.0
84b249dffffffff,1.0,0.0,0.0,0.0
84b24a1ffffffff,11.0,0.0,0.0,0.0
84b24a3ffffffff,5.0,0.0,0.0,0.0
84b24a9ffffffff,41.0,0.0,0.0,0.0
84b24adffffffff,16.0,0.0,0.0,0.0
84b24b1ffffffff,11.0,0.0,0.0,0.0
84b24bdffffffff,3.0,0.0,0.0,0.0
84b24c5ffffffff,2.0,0.0,0.0,0.0
84b24d3ffffffff,24.0,0.0,0.0,0.0
84b24d7ffffffff,1.0,0.0,0.0,0.0
84b24d9ffffffff,1.0,0.0,0.0,0.0
84b24dbffffffff,5.0,0.0,0.0,0.0
84b24e3ffffffff,2.0,0.0,0.0,0.0
84b24e5ffffffff,36.0,0.0,0.0,0.0
84b24e9ffffffff,2.0,0.0,0.0,0.0
84b250bffffffff,1.0,0.0,0.0,0.0
84b250dffffffff,1.0,0.0,0.0,0.0
84b251bffffffff,3.0,0.0,0.0,0.0
84b2523ffffffff,2.0,0.0,0.0,0.0
84b2525ffffffff,40.0,0.0,0.0,0.0
84b2527ffffffff,2.0,0.0,0.0,0.0
84b2533ffffffff,1.0,0.0,0.0,0.0
84b2549ffffffff,3.0,0.0,0.0,0.0
84b2557ffffffff,3.0,0.0,0.0,0.0
84b2563ffffffff,3.0,0.0,0.0,0.0
84b2569ffffffff,2.0,0.0,0.0,0.0
84b256bffffffff,2.0,0.0,0.0,0.0
84b256dffffffff,2.0,0.0,0.0,0.0
84b2581ffffffff,16.0,0.0,0.0,0.0
84b2583ffffffff,22.0,0.0,0.0,0.0
84b2585ffffffff,8.0,0.0,0.0,0.0
84b2587ffffffff,5.0,0.0,0.0,0.0
84b2589ffffffff,103.0,0.0,0.0,0.0
84b258bffffffff,4.0,0.0,0.0,0.0
84b258dffffffff,11.0,0.0,0.0,0.0
84b2591ffffffff,71.0,0.0,0.0,0.0
84b2593ffffffff,2.0,0.0,0.0,0.0
84b2595ffffffff,31.0,0.0,0.0,0.0
84b2599ffffffff,8.0,0.0,0.0,0.0
84b259bffffffff,9.0,0.0,0.0,0.0
84b259dffffffff,13.0,0.0,0.0,0.0
84b25a1ffffffff,17.0,0.0,0.0,0.0
84b25a9ffffffff,3.0,0.0,0.0,0.0
84b25abffffffff,4.0,0.0,0.0,0.0
84b25adffffffff,3.0,0.0,0.0,0.0
84b25b1ffffffff,6.0,0.0,0.0,0.0
84b25b7ffffffff,1.0,0.0,0.0,0.0
84b25b9ffffffff,25.0,0.0,0.0,0.0
84b25bdffffffff,9.0,0.0,0.0,0.0
84b25c1ffffffff,72.0,0.0,0.0,0.0
84b25c3ffffffff,26.0,0.0,0.0,0.0
84b25c7ffffffff,44.0,0.0,0.0,0.0
84b25c9ffffffff,7.0,0.0,0.0,0.0
84b25cbffffffff,132.0,0.0,0.0,0.0
84b25cdffffffff,54.0,0.0,0.0,0.0
84b25d1ffffffff,34.0,0.0,0.0,0.0
84b25d5ffffffff,93.0,0.0,0.0,0.0
84b25d7ffffffff,32.0,0.0,0.0,0.0
84b25d9ffffffff,12.0,0.0,0.0,0.0
84b25dbffffffff,2.0,0.0,0.0,0.0
84b25ddffffffff,42.0,0.0,0.0,0.0
84b25e1ffffffff,54.0,0.0,0.0,0.0
84b25e3ffffffff,67.0,0.0,0.0,0.0
84b25e7ffffffff,21.0,0.0,0.0,0.0
84b25ebffffffff,11.0,0.0,0.0,0.0
84b2635ffffffff,1.0,0.0,0.0,0.0
84b2683ffffffff,10.0,0.0,0.0,0.0
84b2689ffffffff,8.0,0.0,0.0,0.0
84b268bffffffff,15.0,0.0,0.0,0.0
84b268dffffffff,9.0,0.0,0.0,0.0
84b2691ffffffff,21.0,0.0,0.0,0.0
84b2693ffffffff,1.0,0.0,0.0,0.0
84b2695ffffffff,2.0,0.0,0.0,0.0
84b2699ffffffff,4.0,0.0,0.0,0.0
84b269bffffffff,6.0,0.0,0.0,0.0
84b269dffffffff,11.0,0.0,0.0,0.0
84b26cbffffffff,2.0,0.0,0.0,0.0
84b26d1ffffffff,2.0,0.0,0.0,0.0
84b26d5ffffffff,1.0,0.0,0.0,0.0
84b26d7ffffffff,49.0,0.0,0.0,0.0
84b26d9ffffffff,1.0,0.0,0.0,0.0
84b26ddffffffff,6.0,0.0,0.0,0.0
84b26e7ffffffff,2.0,0.0,0.0,0.0
84b2701ffffffff,41.0,0.0,0.0,0.0
84b2703ffffffff,4.0,0.0,0.0,0.0
84b2705ffffffff,3.0,0.0,0.0,0.0
84b2707ffffffff,3.0,0.0,0.0,0.0
84b2709ffffffff,50.0,0.0,0.0,0.0
84b270bffffffff,29.0,0.0,0.0,0.0
84b270dffffffff,48.0,0.0,0.0,0.0
84b2719ffffffff,3.0,0.0,0.0,0.0
84b2721ffffffff,7.0,0.0,0.0,0.0
84b2723ffffffff,4.0,0.0,0.0,0.0
84b2725ffffffff,4.0,0.0,0.0,0.0
84b2727ffffffff,2.0,0.0,0.0,0.0
84b2729ffffffff,2.0,0.0,0.0,0.0
84b272bffffffff,11.0,0.0,0.0,0.0
84b2741ffffffff,30.0,0.0,0.0,0.0
84b2743ffffffff,3.0,0.0,0.0,0.0
84b2745ffffffff,3.0,0.0,0.0,0.0
84b2747ffffffff,12.0,0.0,0.0,0.0
84b2749ffffffff,187.0,0.0,0.0,0.0
84b274bffffffff,4.0,0.0,0.0,0.0
84b274dffffffff,1.0,0.0,0.0,0.0
84b2757ffffffff,9.0,0.0,0.0,0.0
84b275bffffffff,1.0,0.0,0.0,0.0
84b275dffffffff,2.0,0.0,0.0,0.0
84b2765ffffffff,1.0,0.0,0.0,0.0
84b2767ffffffff,2.0,0.0,0.0,0.0
84b276bffffffff,11.0,0.0,0.0,0.0
84b276dffffffff,10.0,0.0,0.0,0.0
84b2c81ffffffff,6.0,0.0,0.0,0.0
84b2c85ffffffff,10.0,0.0,0.0,0.0
84b2c8dffffffff,12.0,0.0,0.0,0.0
84b2ca7ffffffff,2.0,0.0,0.0,0.0
84b2cc7ffffffff,2.0,0.0,0.0,0.0
84b2cddffffffff,4.0,0.0,0.0,0.0
84b2ce3ffffffff,7.0,0.0,0.0,0.0
84b2e11ffffffff,9.0,0.0,0.0,0.0
84b2e1bffffffff,14.0,0.0,0.0,0.0
84b2e1dffffffff,13.0,0.0,0.0,0.0
84b2e33ffffffff,2.0,0.0,0.0,0.0
84b2e85ffffffff,88.0,0.0,0.0,0.0
84b2e8dffffffff,6.0,0.0,0.0,0.0
84b2e91ffffffff,14.0,0.0,0.0,0.0
84b2e99ffffffff,6.0,0.0,0.0,0.0
84b2e9bffffffff,1.0,0.0,0.0,0.0
84b2e9dffffffff,1.0,0.0,0.0,0.0
84b2ea7ffffffff,6.0,0.0,0.0,0.0
84b2ea9ffffffff,3.0,0.0,0.0,0.0
84b2eabffffffff,1.0,0.0,0.0,0.0
84b2eadffffffff,2.0,0.0,0.0,0.0
84b2eb7ffffffff,20.0,0.0,0.0,0.0
84b2ebbffffffff,1.0,0.0,0.0,0.0
84b2ec1ffffffff,6.0,0.0,0.0,0.0
84b2ec5ffffffff,12.0,0.0,0.0,0.0
84b2ec7ffffffff,47.0,0.0,0.0,0.0
84b2ec9ffffffff,3.0,0.0,0.0,0.0
84b2ecdffffffff,15.0,0.0,0.0,0.0
84b2ed7ffffffff,2.0,0.0,0.0,0.0
84b2ed9ffffffff,8.0,0.0,0.0,0.0
84b2ee1ffffffff,106.0,0.0,0.0,0.0
84b2ee3ffffffff,31.0,0.0,0.0,0.0
84b2ee7ffffffff,7.0,0.0,0.0,0.0
84b2ee9ffffffff,15.0,0.0,0.0,0.0
84b2eebffffffff,121.0,0.0,0.0,0.0
84b2eedffffffff,32.0,0.0,0.0,0.0
84b3001ffffffff,11.0,0.0,0.0,0.0
84b3009ffffffff,198.0,0.0,0.0,0.0
84b300bffffffff,11.0,0.0,0.0,0.0
84b3011ffffffff,52.0,0.0,0.0,0.0
84b3013ffffffff,9.0,0.0,0.0,0.0
84b3017ffffffff,18.0,0.0,0.0,0.0
84b301dffffffff,6.0,0.0,0.0,0.0
84b3041ffffffff,7.0,0.0,0.0,0.0
84b3043ffffffff,204.0,0.0,0.0,0.0
84b3045ffffffff,2.0,0.0,0.0,0.0
84b3047ffffffff,184.0,0.0,0.0,0.0
84b3049ffffffff,1.0,0.0,0.0,0.0
84b304dffffffff,1.0,0.0,0.0,0.0
84b3051ffffffff,3.0,0.0,0.0,0.0
84b3055ffffffff,51.0,0.0,0.0,0.0
84b3059ffffffff,7.0,0.0,0.0,0.0
84b305dffffffff,1085.0,0.0,0.0,0.0
84b30ebffffffff,4.0,0.0,0.0,0.0
84b3201ffffffff,4.0,0.0,0.0,0.0
84b320bffffffff,2.0,0.0,0.0,0.0
84b3213ffffffff,2.0,0.0,0.0,0.0
84b3219ffffffff,20.0,0.0,0.0,0.0
84b321dffffffff,3.0,0.0,0.0,0.0
84b3225ffffffff,3.0,0.0,0.0,0.0
84b3227ffffffff,5.0,0.0,0.0,0.0
84b322dffffffff,2.0,0.0,0.0,0.0
84b3237ffffffff,5.0,0.0,0.0,0.0
84b3241ffffffff,1.0,0.0,0.0,0.0
84b3243ffffffff,2.0,0.0,0.0,0.0
84b3245ffffffff,1.0,0.0,0.0,0.0
84b324bffffffff,3.0,0.0,0.0,0.0
84b324dffffffff,2.0,0.0,0.0,0.0
84b3251ffffffff,3.0,0.0,0.0,0.0
84b3253ffffffff,12.0,0.0,0.0,0.0
84b3257ffffffff,6.0,0.0,0.0,0.0
84b3261ffffffff,8.0,0.0,0.0,0.0
84b326dffffffff,4.0,0.0,0.0,0.0
84b3289ffffffff,11.0,0.0,0.0,0.0
84b32c5ffffffff,2.0,0.0,0.0,0.0
84b32c7ffffffff,14.0,0.0,0.0,0.0
84b32c9ffffffff,4.0,0.0,0.0,0.0
84b32d9ffffffff,7.0,0.0,0.0,0.0
84b32dbffffffff,13.0,0.0,0.0,0.0
84b32ddffffffff,8.0,0.0,0.0,0.0
84b3301ffffffff,2.0,0.0,0.0,0.0
84b3303ffffffff,65.0,0.0,0.0,0.0
84b3305ffffffff,3.0,0.0,0.0,0.0
84b3309ffffffff,16.0,0.0,0.0,0.0
84b330bffffffff,2.0,0.0,0.0,0.0
84b330dffffffff,2.0,0.0,0.0,0.0
84b3311ffffffff,3.0,0.0,0.0,0.0
84b3313ffffffff,4.0,0.0,0.0,0.0
84b3317ffffffff,1.0,0.0,0.0,0.0
84b3319ffffffff,9.0,0.0,0.0,0.0
84b3341ffffffff,40.0,0.0,0.0,0.0
84b3343ffffffff,10.0,0.0,0.0,0.0
84b3345ffffffff,3.0,0.0,0.0,0.0
84b3347ffffffff,2.0,0.0,0.0,0.0
84b334bffffffff,29.0,0.0,0.0,0.0
84b3351ffffffff,1.0,0.0,0.0,0.0
84b3355ffffffff,258.0,0.0,0.0,0.0
84b3357ffffffff,11.0,0.0,0.0,0.0
84b335dffffffff,5.0,0.0,0.0,0.0
84b3363ffffffff,11.0,0.0,0.0,0.0
84b3367ffffffff,3.0,0.0,0.0,0.0
84b336bffffffff,3.0,0.0,0.0,0.0
84b3405ffffffff,2.0,0.0,0.0,0.0
84b3407ffffffff,2.0,0.0,0.0,0.0
84b340dffffffff,5.0,0.0,0.0,0.0
84b3415ffffffff,1.0,0.0,0.0,0.0
84b3421ffffffff,24.0,0.0,0.0,0.0
84b3423ffffffff,44.0,0.0,0.0,0.0
84b3425ffffffff,144.0,0.0,0.0,0.0
84b3427ffffffff,8.0,0.0,0.0,0.0
84b3429ffffffff,6.0,0.0,0.0,0.0
84b342bffffffff,8.0,0.0,0.0,0.0
84b342dffffffff,31.0,0.0,0.0,0.0
84b3439ffffffff,4.0,0.0,0.0,0.0
84b343bffffffff,2.0,0.0,0.0,0.0
84b343dffffffff,6.0,0.0,0.0,0.0
84b3441ffffffff,7.0,0.0,0.0,0.0
84b3447ffffffff,3.0,0.0,0.0,0.0
84b3463ffffffff,4.0,0.0,0.0,0.0
84b3465ffffffff,3.0,0.0,0.0,0.0
84b3467ffffffff,2.0,0.0,0.0,0.0
84b346bffffffff,7.0,0.0,0.0,0.0
84b346dffffffff,34.0,0.0,0.0,0.0
84b3481ffffffff,2.0,0.0,0.0,0.0
84b348bffffffff,2.0,0.0,0.0,0.0
84b34a5ffffffff,2.0,0.0,0.0,0.0
84b34b1ffffffff,5.0,0.0,0.0,0.0
84b34c7ffffffff,6.0,0.0,0.0,0.0
84b34d7ffffffff,8.0,0.0,0.0,0.0
84b34d9ffffffff,4.0,0.0,0.0,0.0
84b34dbffffffff,18.0,0.0,0.0,0.0
84b34e9ffffffff,1.0,0.0,0.0,0.0
84b34edffffffff,2.0,0.0,0.0,0.0
84b3509ffffffff,2.0,0.0,0.0,0.0
84b3511ffffffff,304.0,0.0,0.0,0.0
84b3513ffffffff,259.0,0.0,0.0,0.0
84b3515ffffffff,17.0,0.0,0.0,0.0
84b3517ffffffff,36.0,0.0,0.0,0.0
84b3519ffffffff,83.0,0.0,0.0,0.0
84b351bffffffff,44.0,0.0,0.0,0.0
84b353bffffffff,3.0,0.0,0.0,0.0
84b3541ffffffff,2.0,0.0,0.0,0.0
84b354bffffffff,3.0,0.0,0.0,0.0
84b3551ffffffff,36.0,0.0,0.0,0.0
84b3553ffffffff,73.0,0.0,0.0,0.0
84b3555ffffffff,1.0,0.0,0.0,0.0
84b3557ffffffff,2.0,0.0,0.0,0.0
84b3559ffffffff,7.0,0.0,0.0,0.0
84b355bffffffff,20.0,0.0,0.0,0.0
84b355dffffffff,53.0,0.0,0.0,0.0
84b3583ffffffff,3.0,0.0,0.0,0.0
84b3585ffffffff,25.0,0.0,0.0,0.0
84b3587ffffffff,1.0,0.0,0.0,0.0
84b3589ffffffff,50.0,0.0,0.0,0.0
84b358dffffffff,7.0,0.0,0.0,0.0
84b35a1ffffffff,27.0,0.0,0.0,0.0
84b35a3ffffffff,20.0,0.0,0.0,0.0
84b35a5ffffffff,11.0,0.0,0.0,0.0
84b35a7ffffffff,96.0,0.0,0.0,0.0
84b35a9ffffffff,12.0,0.0,0.0,0.0
84b35abffffffff,20.0,0.0,0.0,0.0
84b35adffffffff,69.0,0.0,0.0,0.0
84b35b1ffffffff,3.0,0.0,0.0,0.0
84b35b5ffffffff,96.0,0.0,0.0,0.0
84b35b9ffffffff,6.0,0.0,0.0,0.0
84b35bdffffffff,93.0,0.0,0.0,0.0
84b35c1ffffffff,14.0,0.0,0.0,0.0
84b35c3ffffffff,12.0,0.0,0.0,0.0
84b35c5ffffffff,150.0,0.0,0.0,0.0
84b35c7ffffffff,39.0,0.0,0.0,0.0
84b35c9ffffffff,104.0,0.0,0.0,0.0
84b35cbffffffff,5.0,0.0,0.0,0.0
84b35cdffffffff,113.0,0.0,0.0,0.0
84b35d5ffffffff,7.0,0.0,0.0,0.0
84b35ddffffffff,3.0,0.0,0.0,0.0
84b35e1ffffffff,209.0,0.0,0.0,0.0
84b35e3ffffffff,26.0,0.0,0.0,0.0
84b35e5ffffffff,32.0,0.0,0.0,0.0
84b35e7ffffffff,15.0,0.0,0.0,0.0
84b35e9ffffffff,658.0,0.0,0.0,0.0
84b35ebffffffff,31.0,0.0,0.0,0.0
84b35edffffffff,41.0,0.0,0.0,0.0
84b360bffffffff,2.0,0.0,0.0,0.0
84b3627ffffffff,5.0,0.0,0.0,0.0
84b3629ffffffff,19.0,0.0,0.0,0.0
84b362dffffffff,4.0,0.0,0.0,0.0
84b3633ffffffff,2.0,0.0,0.0,0.0
84b3661ffffffff,2.0,0.0,0.0,0.0
84b3667ffffffff,14.0,0.0,0.0,0.0
84b366dffffffff,34.0,0.0,0.0,0.0
84b368bffffffff,6.0,0.0,0.0,0.0
84b3699ffffffff,12.0,0.0,0.0,0.0
84b369dffffffff,5.0,0.0,0.0,0.0
84b36d3ffffffff,2.0,0.0,0.0,0.0
84b36d5ffffffff,14.0,0.0,0.0,0.0
84b36d7ffffffff,1.0,0.0,0.0,0.0
84b3715ffffffff,3.0,0.0,0.0,0.0
84b371bffffffff,2.0,0.0,0.0,0.0
84b3731ffffffff,148.0,0.0,0.0,0.0
84b3733ffffffff,2.0,0.0,0.0,0.0
84b3735ffffffff,1.0,0.0,0.0,0.0
84c2031ffffffff,21.0,0.0,0.0,0.0
84c2033ffffffff,2.0,0.0,0.0,0.0
84c2037ffffffff,28.0,0.0,0.0,0.0
84c203bffffffff,33.0,0.0,0.0,0.0
84c2053ffffffff,40.0,0.0,0.0,0.0
84c205bffffffff,129.0,0.0,0.0,0.0
84c2183ffffffff,19.0,0.0,0.0,0.0
84c218bffffffff,26.0,0.0,0.0,0.0
84c2195ffffffff,2.0,0.0,0.0,0.0
84c2197ffffffff,3.0,0.0,0.0,0.0
84c2199ffffffff,2.0,0.0,0.0,0.0
84c219bffffffff,5.0,0.0,0.0,0.0
84c219dffffffff,11.0,0.0,0.0,0.0
