cell_id,Dendrocygna autumnalis,Dendrocygna autumnalis fulgens,Dendrocygna autumnalis autumnalis
8444123ffffffff,11.0,0.0,0.0
8444125ffffffff,8.0,0.0,0.0
8444127ffffffff,4.0,0.0,0.0
8444131ffffffff,798.0,3.0,0.0
8444133ffffffff,113.0,2.0,0.0
8444135ffffffff,655.0,9.0,0.0
8444137ffffffff,573.0,2.0,0.0
844413dffffffff,470.0,6.0,0.0
84441a1ffffffff,659.0,34.0,0.0
84441a3ffffffff,216.0,5.0,0.0
84441a5ffffffff,383.0,42.0,0.0
84441a7ffffffff,421.0,6.0,0.0
84441a9ffffffff,450.0,10.0,0.0
84441abffffffff,280.0,3.0,0.0
84441adffffffff,920.0,36.0,0.0
84441b5ffffffff,1.0,0.0,0.0
84441b7ffffffff,4.0,0.0,0.0
84441e1ffffffff,83.0,0.0,0.0
84441e3ffffffff,11.0,0.0,0.0
84441e5ffffffff,2776.0,33.0,0.0
84441e7ffffffff,3898.0,102.0,0.0
84441edffffffff,217.0,0.0,0.0
8444249ffffffff,44.0,0.0,0.0
8444401ffffffff,53.0,0.0,0.0
8444403ffffffff,9.0,0.0,0.0
8444405ffffffff,2.0,0.0,0.0
8444407ffffffff,3.0,0.0,0.0
8444409ffffffff,308.0,0.0,0.0
844440bffffffff,27.0,0.0,0.0
844440dffffffff,1597.0,0.0,0.0
8444415ffffffff,25.0,0.0,0.0
8444419ffffffff,37.0,0.0,0.0
844441bffffffff,4.0,0.0,0.0
844441dffffffff,19.0,0.0,0.0
844442dffffffff,12.0,0.0,0.0
8444431ffffffff,4.0,0.0,0.0
8444433ffffffff,8.0,0.0,0.0
8444435ffffffff,2.0,0.0,0.0
8444439ffffffff,99.0,0.0,0.0
844443bffffffff,2.0,0.0,0.0
8444441ffffffff,24.0,0.0,0.0
8444443ffffffff,287.0,0.0,0.0
8444445ffffffff,31.0,0.0,0.0
8444447ffffffff,7.0,0.0,0.0
844444bffffffff,83.0,0.0,0.0
8444451ffffffff,50.0,0.0,0.0
8444453ffffffff,11.0,0.0,0.0
8444455ffffffff,27.0,0.0,0.0
8444457ffffffff,21.0,0.0,0.0
8444459ffffffff,925.0,0.0,0.0
844445bffffffff,144.0,0.0,0.0
844445dffffffff,540.0,0.0,0.0
8444461ffffffff,188.0,0.0,0.0
8444463ffffffff,34.0,0.0,0.0
8444465ffffffff,2135.0,0.0,0.0
8444467ffffffff,208.0,0.0,0.0
8444469ffffffff,168.0,0.0,0.0
844446bffffffff,89.0,0.0,0.0
844446dffffffff,41.0,0.0,0.0
8444481ffffffff,3.0,0.0,0.0
844448bffffffff,55.0,0.0,0.0
8444491ffffffff,1.0,0.0,0.0
8444499ffffffff,127.0,2.0,0.0
844449bffffffff,15.0,0.0,0.0
844449dffffffff,19.0,0.0,0.0
84444a5ffffffff,51.0,5.0,0.0
84444a7ffffffff,5.0,0.0,0.0
84444adffffffff,2.0,0.0,0.0
84444b9ffffffff,4.0,0.0,0.0
84444c1ffffffff,100.0,0.0,0.0
84444c3ffffffff,111.0,0.0,0.0
84444c5ffffffff,2.0,0.0,0.0
84444c9ffffffff,6.0,0.0,0.0
84444cdffffffff,13.0,0.0,0.0
84444d1ffffffff,2.0,0.0,0.0
84444d3ffffffff,5.0,0.0,0.0
84444d5ffffffff,41.0,0.0,0.0
84444d7ffffffff,7.0,0.0,0.0
84444d9ffffffff,2.0,0.0,0.0
84444dbffffffff,100.0,0.0,0.0
84444ddffffffff,21.0,2.0,0.0
84444e1ffffffff,95.0,0.0,0.0
84444e5ffffffff,6.0,0.0,0.0
84444edffffffff,54.0,0.0,0.0
8444501ffffffff,407.0,15.0,0.0
8444505ffffffff,24.0,4.0,0.0
8444507ffffffff,6.0,0.0,0.0
8444509ffffffff,1298.0,8.0,0.0
844450bffffffff,4.0,0.0,0.0
844450dffffffff,708.0,30.0,0.0
8444519ffffffff,4.0,0.0,0.0
8444529ffffffff,330.0,0.0,0.0
844452dffffffff,4.0,0.0,0.0
8444543ffffffff,1.0,0.0,0.0
8444551ffffffff,224.0,10.0,0.0
8444553ffffffff,2.0,2.0,0.0
8444555ffffffff,824.0,1.0,0.0
8444559ffffffff,32.0,0.0,0.0
844455bffffffff,668.0,0.0,0.0
8444563ffffffff,82.0,0.0,0.0
844458bffffffff,11.0,0.0,0.0
8444593ffffffff,2.0,0.0,0.0
8444595ffffffff,27.0,2.0,0.0
8444597ffffffff,7.0,0.0,0.0
8444599ffffffff,1.0,0.0,0.0
844459bffffffff,6.0,0.0,0.0
844459dffffffff,5.0,2.0,0.0
84445a9ffffffff,66.0,3.0,0.0
84445b1ffffffff,2.0,0.0,0.0
84445b3ffffffff,3.0,0.0,0.0
84445c1ffffffff,10.0,0.0,0.0
84445c7ffffffff,6.0,2.0,0.0
84445d1ffffffff,33.0,0.0,0.0
84445d3ffffffff,20.0,2.0,0.0
84445d5ffffffff,21.0,0.0,0.0
84445d7ffffffff,33.0,4.0,0.0
84445d9ffffffff,11.0,0.0,0.0
84445dbffffffff,2.0,0.0,0.0
84445ddffffffff,9.0,2.0,0.0
8444633ffffffff,354.0,0.0,0.0
8444637ffffffff,84.0,0.0,0.0
8444681ffffffff,15.0,0.0,0.0
8444683ffffffff,3.0,0.0,0.0
8444685ffffffff,56.0,3.0,0.0
8444687ffffffff,5.0,0.0,0.0
8444689ffffffff,47.0,3.0,0.0
844468bffffffff,38.0,0.0,0.0
844468dffffffff,16.0,0.0,0.0
8444691ffffffff,6.0,0.0,0.0
8444693ffffffff,112.0,2.0,0.0
8444695ffffffff,3.0,0.0,0.0
8444697ffffffff,14.0,0.0,0.0
8444699ffffffff,11.0,0.0,0.0
844469bffffffff,11.0,0.0,0.0
844469dffffffff,1.0,0.0,0.0
84446a9ffffffff,1.0,0.0,0.0
84446b5ffffffff,2.0,0.0,0.0
84446b7ffffffff,4.0,0.0,0.0
84446b9ffffffff,4.0,0.0,0.0
84446bdffffffff,1.0,0.0,0.0
84446c1ffffffff,2385.0,17.0,0.0
84446c3ffffffff,1179.0,18.0,0.0
84446c5ffffffff,7502.0,308.0,0.0
84446c7ffffffff,448.0,6.0,0.0
84446c9ffffffff,760.0,12.0,0.0
84446cbffffffff,3827.0,21.0,0.0
84446cdffffffff,5887.0,376.0,0.0
84446d1ffffffff,118.0,3.0,0.0
84446d3ffffffff,267.0,11.0,0.0
84446d5ffffffff,358.0,11.0,0.0
84446d7ffffffff,22.0,0.0,0.0
84446d9ffffffff,23.0,0.0,0.0
84446dbffffffff,47.0,4.0,0.0
84446ddffffffff,2711.0,7.0,0.0
84446e1ffffffff,68.0,0.0,0.0
84446e5ffffffff,224.0,0.0,0.0
84446e7ffffffff,18.0,0.0,0.0
84446e9ffffffff,1118.0,20.0,0.0
84446ebffffffff,563.0,18.0,0.0
84446edffffffff,388.0,0.0,0.0
8444713ffffffff,22.0,0.0,0.0
8444715ffffffff,41.0,0.0,0.0
8444717ffffffff,39.0,0.0,0.0
8444731ffffffff,323.0,0.0,0.0
8444733ffffffff,143.0,0.0,0.0
8444735ffffffff,63.0,0.0,0.0
844473bffffffff,165.0,0.0,0.0
844473dffffffff,17.0,0.0,0.0
8444a11ffffffff,19.0,0.0,0.0
8444a13ffffffff,267.0,11.0,0.0
8444a19ffffffff,58.0,2.0,0.0
8444a1bffffffff,27.0,0.0,0.0
8444a53ffffffff,75.0,2.0,0.0
8444a81ffffffff,341.0,16.0,0.0
8444a83ffffffff,776.0,14.0,0.0
8444a85ffffffff,2.0,0.0,0.0
8444a87ffffffff,2.0,0.0,0.0
8444a89ffffffff,220.0,20.0,0.0
8444a8bffffffff,97.0,5.0,0.0
8444a8dffffffff,696.0,14.0,0.0
8444a91ffffffff,287.0,8.0,0.0
8444a93ffffffff,3631.0,148.0,0.0
8444a95ffffffff,1896.0,122.0,0.0
8444a97ffffffff,404.0,0.0,0.0
8444a99ffffffff,1315.0,6.0,0.0
8444a9bffffffff,346.0,21.0,0.0
8444a9dffffffff,196.0,35.0,0.0
8444ab9ffffffff,45.0,2.0,0.0
8444abbffffffff,288.0,12.0,0.0
8444ac1ffffffff,190.0,6.0,0.0
8444ac3ffffffff,53.0,2.0,0.0
8444ac5ffffffff,1433.0,98.0,0.0
8444ac7ffffffff,159.0,7.0,0.0
8444ac9ffffffff,653.0,27.0,0.0
8444acbffffffff,29.0,6.0,0.0
8444acdffffffff,331.0,8.0,0.0
8444ad1ffffffff,97.0,13.0,0.0
8444ad3ffffffff,1310.0,27.0,0.0
8444ad5ffffffff,148.0,17.0,0.0
8444ad7ffffffff,273.0,5.0,0.0
8444ad9ffffffff,348.0,10.0,0.0
8444adbffffffff,97.0,2.0,0.0
8444addffffffff,51.0,0.0,0.0
8444ae9ffffffff,3761.0,106.0,0.0
8444aebffffffff,362.0,8.0,0.0
8444b57ffffffff,76.0,0.0,0.0
8444c27ffffffff,51.0,0.0,0.0
8444c43ffffffff,111.0,13.0,0.0
8444c4bffffffff,3.0,0.0,0.0
8444c55ffffffff,53.0,6.0,0.0
8444c5dffffffff,79.0,8.0,0.0
8444d01ffffffff,39.0,2.0,0.0
8444d03ffffffff,51.0,0.0,0.0
8444d07ffffffff,37.0,0.0,0.0
8444d0bffffffff,426.0,2.0,0.0
8444d19ffffffff,6.0,0.0,0.0
8444d23ffffffff,154.0,7.0,0.0
8444d2bffffffff,88.0,0.0,0.0
8444d35ffffffff,12.0,0.0,0.0
8444d39ffffffff,6.0,0.0,0.0
8444d3bffffffff,2.0,0.0,0.0
8444d3dffffffff,29.0,0.0,0.0
8444d51ffffffff,354.0,8.0,0.0
8444d53ffffffff,14.0,0.0,0.0
8444d55ffffffff,305.0,4.0,0.0
8444d57ffffffff,6.0,0.0,0.0
8444d59ffffffff,19.0,0.0,0.0
8444d5bffffffff,1.0,0.0,0.0
8444d5dffffffff,881.0,5.0,0.0
8444e01ffffffff,7.0,0.0,0.0
8444e03ffffffff,2.0,2.0,0.0
8444e05ffffffff,354.0,7.0,0.0
8444e07ffffffff,15.0,3.0,0.0
8444e09ffffffff,1.0,0.0,0.0
8444e11ffffffff,1.0,0.0,0.0
8444e21ffffffff,29.0,0.0,0.0
8444e25ffffffff,36.0,0.0,0.0
8444e29ffffffff,139.0,10.0,0.0
8444e2bffffffff,21.0,2.0,0.0
8444e2dffffffff,25.0,0.0,0.0
8444e33ffffffff,26.0,2.0,0.0
8444e35ffffffff,6.0,0.0,0.0
8444e39ffffffff,1.0,0.0,0.0
8444e3dffffffff,38.0,10.0,0.0
8444e51ffffffff,10.0,0.0,0.0
8444e55ffffffff,1.0,0.0,0.0
8444e63ffffffff,11.0,0.0,0.0
8444e6bffffffff,6.0,0.0,0.0
8444ec7ffffffff,5.0,0.0,0.0
8444ed3ffffffff,1.0,0.0,0.0
8444ed7ffffffff,2.0,0.0,0.0
8444eedffffffff,32.0,1.0,0.0
8444f01ffffffff,5.0,0.0,0.0
8444f03ffffffff,2.0,0.0,0.0
8444f05ffffffff,187.0,4.0,0.0
8444f07ffffffff,29.0,0.0,0.0
8444f09ffffffff,38.0,2.0,0.0
8444f0bffffffff,1.0,0.0,0.0
8444f0dffffffff,43.0,0.0,0.0
8444f31ffffffff,1021.0,50.0,0.0
8444f35ffffffff,165.0,19.0,0.0
8444f37ffffffff,113.0,7.0,0.0
8444f3dffffffff,22.0,1.0,0.0
8444f41ffffffff,536.0,27.0,0.0
8444f43ffffffff,5598.0,526.0,0.0
8444f45ffffffff,34.0,0.0,0.0
8444f47ffffffff,144.0,2.0,0.0
8444f49ffffffff,44.0,0.0,0.0
8444f4bffffffff,8.0,2.0,0.0
8444f4dffffffff,841.0,23.0,0.0
8444f51ffffffff,8.0,3.0,0.0
8444f53ffffffff,22.0,4.0,0.0
8444f55ffffffff,118.0,1.0,0.0
8444f57ffffffff,70.0,3.0,0.0
8444f59ffffffff,20.0,1.0,0.0
8444f5bffffffff,4.0,0.0,0.0
8444f5dffffffff,78.0,7.0,0.0
8444f61ffffffff,4.0,0.0,0.0
8444f63ffffffff,187.0,0.0,0.0
8444f69ffffffff,27.0,0.0,0.0
8444f6bffffffff,311.0,3.0,0.0
8444f6dffffffff,2.0,0.0,0.0
844501bffffffff,6.0,0.0,0.0
8445053ffffffff,24.0,2.0,0.0
8445059ffffffff,42.0,0.0,0.0
844505bffffffff,336.0,6.0,0.0
844508dffffffff,2.0,0.0,0.0
8445091ffffffff,33.0,14.0,0.0
8445093ffffffff,9.0,0.0,0.0
8445099ffffffff,4.0,0.0,0.0
844509bffffffff,247.0,63.0,0.0
84450a1ffffffff,1.0,0.0,0.0
84450a3ffffffff,19.0,0.0,0.0
84450a5ffffffff,58.0,0.0,0.0
84450a7ffffffff,8.0,0.0,0.0
84450a9ffffffff,13.0,0.0,0.0
84450abffffffff,4.0,0.0,0.0
84450adffffffff,306.0,33.0,0.0
84450b1ffffffff,396.0,46.0,0.0
84450b5ffffffff,368.0,41.0,0.0
84450b9ffffffff,30.0,0.0,0.0
84450bdffffffff,18.0,0.0,0.0
84450c1ffffffff,9.0,0.0,0.0
84450c5ffffffff,6.0,0.0,0.0
84450c9ffffffff,6.0,0.0,0.0
84450cdffffffff,17.0,0.0,0.0
84450d3ffffffff,50.0,18.0,0.0
84450d5ffffffff,102.0,46.0,0.0
84450d9ffffffff,6.0,0.0,0.0
84450ddffffffff,5.0,5.0,0.0
84450e1ffffffff,2.0,0.0,0.0
84450ebffffffff,1.0,0.0,0.0
844519bffffffff,27.0,0.0,0.0
84451d3ffffffff,8.0,0.0,0.0
8445201ffffffff,10.0,0.0,0.0
8445203ffffffff,22.0,0.0,0.0
8445205ffffffff,434.0,0.0,0.0
8445207ffffffff,199.0,0.0,0.0
8445209ffffffff,6.0,0.0,0.0
844520dffffffff,282.0,0.0,0.0
8445211ffffffff,8.0,0.0,0.0
8445213ffffffff,2.0,0.0,0.0
8445215ffffffff,74.0,2.0,0.0
8445217ffffffff,206.0,11.0,0.0
8445219ffffffff,6.0,0.0,0.0
844521bffffffff,17.0,0.0,0.0
844521dffffffff,10.0,0.0,0.0
8445221ffffffff,84.0,0.0,0.0
8445225ffffffff,445.0,0.0,0.0
844522bffffffff,422.0,0.0,0.0
844522dffffffff,6.0,0.0,0.0
8445233ffffffff,266.0,7.0,0.0
844523bffffffff,137.0,0.0,0.0
8445243ffffffff,4.0,0.0,0.0
8445245ffffffff,3.0,0.0,0.0
8445247ffffffff,2.0,0.0,0.0
8445249ffffffff,249.0,0.0,0.0
844524bffffffff,46.0,0.0,0.0
844524dffffffff,3.0,0.0,0.0
8445251ffffffff,26.0,0.0,0.0
8445253ffffffff,13.0,0.0,0.0
8445255ffffffff,8.0,0.0,0.0
8445257ffffffff,18.0,0.0,0.0
844525bffffffff,3.0,0.0,0.0
8445263ffffffff,254.0,0.0,0.0
8445269ffffffff,64.0,0.0,0.0
844526bffffffff,780.0,0.0,0.0
844526dffffffff,4.0,0.0,0.0
8445283ffffffff,2.0,0.0,0.0
8445287ffffffff,10.0,0.0,0.0
8445289ffffffff,33.0,0.0,0.0
8445291ffffffff,5.0,0.0,0.0
8445293ffffffff,7.0,0.0,0.0
8445295ffffffff,21.0,4.0,0.0
8445297ffffffff,18.0,0.0,0.0
8445299ffffffff,2.0,0.0,0.0
844529bffffffff,25.0,0.0,0.0
84452a1ffffffff,12.0,0.0,0.0
84452a3ffffffff,45.0,0.0,0.0
84452a5ffffffff,121.0,0.0,0.0
84452a7ffffffff,25.0,0.0,0.0
84452a9ffffffff,66.0,3.0,0.0
84452adffffffff,2720.0,124.0,0.0
84452b9ffffffff,4.0,0.0,0.0
84452bdffffffff,12.0,0.0,0.0
84452c1ffffffff,151.0,1.0,0.0
84452c3ffffffff,55.0,0.0,0.0
84452c5ffffffff,36.0,0.0,0.0
84452c7ffffffff,456.0,0.0,0.0
84452c9ffffffff,59.0,0.0,0.0
84452cbffffffff,66.0,0.0,0.0
84452d9ffffffff,13.0,0.0,0.0
84452dbffffffff,5.0,0.0,0.0
84452ddffffffff,2.0,0.0,0.0
84452e1ffffffff,1300.0,31.0,0.0
84452e3ffffffff,548.0,17.0,0.0
84452e5ffffffff,397.0,15.0,0.0
84452e7ffffffff,78.0,0.0,0.0
84452ebffffffff,185.0,0.0,0.0
8445303ffffffff,23.0,0.0,0.0
8445307ffffffff,1.0,0.0,0.0
8445309ffffffff,2.0,0.0,0.0
8445315ffffffff,1.0,0.0,0.0
8445319ffffffff,68.0,0.0,0.0
8445321ffffffff,1.0,0.0,0.0
844532bffffffff,15.0,0.0,0.0
8445343ffffffff,27.0,0.0,0.0
8445353ffffffff,49.0,0.0,0.0
8445357ffffffff,3.0,0.0,0.0
844535dffffffff,2.0,0.0,0.0
8445649ffffffff,3.0,0.0,0.0
84456d9ffffffff,2.0,0.0,0.0
84456dbffffffff,3.0,0.0,0.0
8445721ffffffff,42.0,0.0,0.0
8445723ffffffff,2.0,2.0,0.0
8445725ffffffff,14.0,3.0,0.0
8445727ffffffff,3.0,0.0,0.0
8445745ffffffff,8.0,0.0,0.0
844574dffffffff,12.0,0.0,0.0
8445761ffffffff,12.0,0.0,0.0
8445765ffffffff,6.0,2.0,0.0
8445767ffffffff,59.0,14.0,0.0
8445769ffffffff,11.0,4.0,0.0
8448005ffffffff,2.0,0.0,0.0
8448007ffffffff,10.0,0.0,0.0
8448017ffffffff,188.0,0.0,0.0
8448021ffffffff,5.0,0.0,0.0
8448029ffffffff,5.0,0.0,0.0
844802bffffffff,84.0,0.0,0.0
8448031ffffffff,1.0,0.0,0.0
8448039ffffffff,2.0,0.0,0.0
844803bffffffff,12.0,0.0,0.0
844803dffffffff,1.0,0.0,0.0
8448059ffffffff,3.0,0.0,0.0
8448061ffffffff,10.0,0.0,0.0
8448065ffffffff,62.0,0.0,0.0
8448067ffffffff,4.0,0.0,0.0
844806dffffffff,64.0,0.0,0.0
8448085ffffffff,1.0,0.0,0.0
8448087ffffffff,8.0,0.0,0.0
8448097ffffffff,22.0,0.0,0.0
84480a5ffffffff,2.0,0.0,0.0
84480a9ffffffff,66.0,0.0,0.0
84480abffffffff,4.0,0.0,0.0
84480adffffffff,68.0,0.0,0.0
84480b9ffffffff,7.0,0.0,0.0
84480bbffffffff,5.0,0.0,0.0
84480bdffffffff,18.0,0.0,0.0
84480e3ffffffff,11.0,0.0,0.0
84480e5ffffffff,48.0,0.0,0.0
84480e7ffffffff,3.0,0.0,0.0
84480edffffffff,46.0,0.0,0.0
8448127ffffffff,4.0,0.0,0.0
8448147ffffffff,82.0,0.0,0.0
844814dffffffff,1.0,0.0,0.0
844816bffffffff,2.0,0.0,0.0
84481a7ffffffff,43.0,0.0,0.0
84481b5ffffffff,1.0,0.0,0.0
844823bffffffff,2.0,0.0,0.0
84482adffffffff,74.0,0.0,0.0
84482edffffffff,3.0,0.0,0.0
8448305ffffffff,4.0,0.0,0.0
8448329ffffffff,39.0,0.0,0.0
844832bffffffff,77.0,33.0,0.0
8448331ffffffff,104.0,0.0,0.0
8448333ffffffff,42.0,0.0,0.0
844833bffffffff,287.0,0.0,0.0
844833dffffffff,22.0,0.0,0.0
8448361ffffffff,595.0,9.0,0.0
8448363ffffffff,1075.0,36.0,0.0
8448365ffffffff,243.0,6.0,0.0
8448367ffffffff,49.0,0.0,0.0
8448369ffffffff,1008.0,12.0,0.0
844836dffffffff,1.0,0.0,0.0
8448527ffffffff,3.0,0.0,0.0
844852dffffffff,2.0,0.0,0.0
8448567ffffffff,175.0,0.0,0.0
8448803ffffffff,11.0,0.0,0.0
8448805ffffffff,4.0,0.0,0.0
8448807ffffffff,1.0,0.0,0.0
844880dffffffff,146.0,2.0,0.0
8448815ffffffff,19.0,0.0,0.0
8448817ffffffff,13.0,0.0,0.0
8448821ffffffff,5.0,0.0,0.0
8448823ffffffff,28.0,0.0,0.0
8448825ffffffff,565.0,13.0,0.0
8448827ffffffff,160.0,0.0,0.0
8448829ffffffff,16.0,0.0,0.0
844882bffffffff,21.0,2.0,0.0
844882dffffffff,17.0,0.0,0.0
8448831ffffffff,702.0,11.0,0.0
8448833ffffffff,42.0,0.0,0.0
8448835ffffffff,13.0,0.0,0.0
8448837ffffffff,134.0,0.0,0.0
8448839ffffffff,25.0,0.0,0.0
844883bffffffff,17.0,0.0,0.0
844883dffffffff,10.0,0.0,0.0
8448845ffffffff,2.0,0.0,0.0
8448847ffffffff,2.0,0.0,0.0
8448849ffffffff,3.0,0.0,0.0
844884dffffffff,14.0,0.0,0.0
8448861ffffffff,4.0,0.0,0.0
8448865ffffffff,11.0,2.0,0.0
8448867ffffffff,48.0,0.0,0.0
8448869ffffffff,10.0,0.0,0.0
844886bffffffff,36.0,0.0,0.0
84488a7ffffffff,46.0,0.0,0.0
84488e5ffffffff,2.0,0.0,0.0
84488e9ffffffff,374.0,9.0,0.0
84488ebffffffff,3.0,0.0,0.0
84488edffffffff,293.0,0.0,0.0
8448901ffffffff,17.0,0.0,0.0
8448903ffffffff,556.0,9.0,0.0
8448907ffffffff,567.0,6.0,0.0
844890bffffffff,3684.0,57.0,0.0
8448911ffffffff,31.0,0.0,0.0
8448913ffffffff,43.0,1.0,0.0
8448915ffffffff,236.0,0.0,0.0
8448917ffffffff,22.0,0.0,0.0
8448919ffffffff,44.0,0.0,0.0
844891bffffffff,123.0,12.0,0.0
844891dffffffff,103.0,0.0,0.0
8448923ffffffff,1483.0,12.0,0.0
8448927ffffffff,217.0,4.0,0.0
844892bffffffff,6.0,0.0,0.0
8448931ffffffff,45.0,0.0,0.0
8448933ffffffff,77.0,0.0,0.0
8448935ffffffff,2181.0,26.0,0.0
8448937ffffffff,675.0,18.0,0.0
8448939ffffffff,279.0,2.0,0.0
844893bffffffff,8.0,0.0,0.0
844893dffffffff,127.0,0.0,0.0
8448951ffffffff,1075.0,19.0,0.0
8448953ffffffff,285.0,3.0,0.0
8448955ffffffff,2470.0,10.0,0.0
8448957ffffffff,179.0,2.0,0.0
8448959ffffffff,850.0,9.0,0.0
844895bffffffff,156.0,2.0,0.0
844895dffffffff,66.0,0.0,0.0
8448981ffffffff,190.0,2.0,0.0
8448983ffffffff,81.0,0.0,0.0
8448985ffffffff,619.0,3.0,0.0
8448987ffffffff,12.0,0.0,0.0
8448989ffffffff,52.0,2.0,0.0
844898bffffffff,5.0,1.0,0.0
844898dffffffff,127.0,2.0,0.0
8448991ffffffff,1.0,0.0,0.0
8448993ffffffff,4.0,0.0,0.0
8448995ffffffff,2.0,0.0,0.0
8448997ffffffff,15.0,0.0,0.0
8448999ffffffff,2.0,0.0,0.0
844899bffffffff,2.0,0.0,0.0
844899dffffffff,11.0,0.0,0.0
84489a1ffffffff,3.0,0.0,0.0
84489a3ffffffff,64.0,0.0,0.0
84489a5ffffffff,17.0,0.0,0.0
84489a7ffffffff,37.0,2.0,0.0
84489a9ffffffff,87.0,0.0,0.0
84489abffffffff,77.0,2.0,0.0
84489adffffffff,37.0,2.0,0.0
84489b1ffffffff,9.0,0.0,0.0
84489b3ffffffff,8.0,2.0,0.0
84489b7ffffffff,6.0,0.0,0.0
84489b9ffffffff,5.0,0.0,0.0
84489bbffffffff,17.0,0.0,0.0
84489c1ffffffff,3659.0,56.0,0.0
84489c3ffffffff,897.0,1.0,0.0
84489c5ffffffff,717.0,2.0,0.0
84489c7ffffffff,347.0,4.0,0.0
84489c9ffffffff,361.0,5.0,0.0
84489cbffffffff,56.0,0.0,0.0
84489cdffffffff,215.0,25.0,0.0
84489d3ffffffff,10.0,0.0,0.0
84489d5ffffffff,33.0,0.0,0.0
84489d7ffffffff,2.0,0.0,0.0
84489d9ffffffff,11.0,2.0,0.0
84489ddffffffff,24.0,0.0,0.0
84489e1ffffffff,204.0,0.0,0.0
84489e3ffffffff,2803.0,47.0,0.0
84489e5ffffffff,5.0,0.0,0.0
84489e7ffffffff,9.0,0.0,0.0
84489e9ffffffff,54.0,0.0,0.0
84489ebffffffff,564.0,2.0,0.0
84489edffffffff,13.0,3.0,0.0
8448a21ffffffff,510.0,8.0,0.0
8448a25ffffffff,8.0,0.0,0.0
8448a27ffffffff,91.0,5.0,0.0
8448a29ffffffff,1.0,0.0,0.0
8448a2dffffffff,22.0,0.0,0.0
8448ae5ffffffff,2.0,0.0,0.0
8448b13ffffffff,336.0,4.0,0.0
8448b15ffffffff,2418.0,59.0,0.0
8448b17ffffffff,33.0,0.0,0.0
8448b19ffffffff,56.0,7.0,0.0
8448b1bffffffff,15.0,8.0,0.0
8448b1dffffffff,20.0,3.0,0.0
8448b23ffffffff,6785.0,244.0,0.0
8448b2bffffffff,2902.0,141.0,0.0
8448b31ffffffff,768.0,20.0,0.0
