cell_id,Salpinctes obsoletus,Salpinctes obsoletus [obsoletus Group],Salpinctes obsoletus [guttatus Group]
84269b9ffffffff,116.0,0.0,0.0
84269bbffffffff,55.0,0.0,0.0
84269bdffffffff,14.0,0.0,0.0
84269c1ffffffff,1124.0,0.0,0.0
84269c3ffffffff,159.0,0.0,0.0
84269c5ffffffff,584.0,54.0,0.0
84269c7ffffffff,14.0,0.0,0.0
84269c9ffffffff,92.0,0.0,0.0
84269cbffffffff,75.0,0.0,0.0
84269cdffffffff,611.0,0.0,0.0
84269d1ffffffff,83.0,0.0,0.0
84269d3ffffffff,3.0,0.0,0.0
84269d5ffffffff,76.0,0.0,0.0
84269d7ffffffff,2.0,0.0,0.0
84269d9ffffffff,5.0,0.0,0.0
84269dbffffffff,122.0,0.0,0.0
84269ddffffffff,72.0,0.0,0.0
84269e1ffffffff,182.0,2.0,0.0
84269e3ffffffff,8.0,1.0,0.0
84269e5ffffffff,19.0,0.0,0.0
84269e7ffffffff,57.0,1.0,0.0
84269e9ffffffff,278.0,16.0,0.0
84269ebffffffff,52.0,0.0,0.0
84269edffffffff,22.0,0.0,0.0
8426a07ffffffff,8.0,0.0,0.0
8426a09ffffffff,10.0,0.0,0.0
8426a11ffffffff,2.0,0.0,0.0
8426a13ffffffff,7.0,0.0,0.0
8426a15ffffffff,37.0,0.0,0.0
8426a17ffffffff,1.0,0.0,0.0
8426a19ffffffff,31.0,1.0,0.0
8426a1bffffffff,38.0,0.0,0.0
8426a21ffffffff,23.0,0.0,0.0
8426a27ffffffff,22.0,0.0,0.0
8426a2bffffffff,22.0,0.0,0.0
8426a31ffffffff,4.0,0.0,0.0
8426a33ffffffff,82.0,0.0,0.0
8426a35ffffffff,2.0,0.0,0.0
8426a37ffffffff,7.0,0.0,0.0
8426a3bffffffff,20.0,0.0,0.0
8426a49ffffffff,2.0,0.0,0.0
8426a4bffffffff,2.0,0.0,0.0
8426a51ffffffff,197.0,0.0,0.0
8426a53ffffffff,89.0,0.0,0.0
8426a57ffffffff,2.0,0.0,0.0
8426a59ffffffff,26.0,0.0,0.0
8426a5bffffffff,63.0,0.0,0.0
8426a5dffffffff,21.0,0.0,0.0
8426a61ffffffff,1.0,0.0,0.0
8426a69ffffffff,5.0,0.0,0.0
8426a6bffffffff,2.0,0.0,0.0
8426a6dffffffff,22.0,0.0,0.0
8426a81ffffffff,21.0,0.0,0.0
8426a85ffffffff,16.0,0.0,0.0
8426a87ffffffff,55.0,0.0,0.0
8426a89ffffffff,6.0,0.0,0.0
8426a8bffffffff,14.0,0.0,0.0
8426a8dffffffff,2.0,0.0,0.0
8426a91ffffffff,10.0,0.0,0.0
8426a93ffffffff,9.0,0.0,0.0
8426a95ffffffff,12.0,0.0,0.0
8426a97ffffffff,40.0,0.0,0.0
8426a99ffffffff,12.0,0.0,0.0
8426a9dffffffff,10.0,0.0,0.0
8426aa1ffffffff,17.0,0.0,0.0
8426aa5ffffffff,481.0,0.0,0.0
8426aa7ffffffff,189.0,0.0,0.0
8426aa9ffffffff,288.0,0.0,0.0
8426aabffffffff,54.0,0.0,0.0
8426aadffffffff,104.0,0.0,0.0
8426ab3ffffffff,59.0,0.0,0.0
8426ab5ffffffff,37.0,0.0,0.0
8426ab7ffffffff,119.0,0.0,0.0
8426abbffffffff,23.0,0.0,0.0
8426abdffffffff,6.0,0.0,0.0
8426ac3ffffffff,3.0,0.0,0.0
8426ac5ffffffff,100.0,7.0,0.0
8426ac7ffffffff,28.0,0.0,0.0
8426acbffffffff,2.0,0.0,0.0
8426ad1ffffffff,20.0,1.0,0.0
8426ae3ffffffff,75.0,0.0,0.0
8426ae7ffffffff,42.0,0.0,0.0
8426ae9ffffffff,19.0,0.0,0.0
8426aebffffffff,24.0,0.0,0.0
8426aedffffffff,1.0,0.0,0.0
8426b01ffffffff,12.0,0.0,0.0
8426b03ffffffff,1.0,0.0,0.0
8426b05ffffffff,5.0,0.0,0.0
8426b07ffffffff,1.0,0.0,0.0
8426b0bffffffff,33.0,0.0,0.0
8426b0dffffffff,3.0,0.0,0.0
8426b13ffffffff,1.0,0.0,0.0
8426b19ffffffff,4.0,0.0,0.0
8426b1bffffffff,9.0,0.0,0.0
8426b1dffffffff,70.0,0.0,0.0
8426b23ffffffff,33.0,0.0,0.0
8426b25ffffffff,11.0,0.0,0.0
8426b27ffffffff,6.0,0.0,0.0
8426b29ffffffff,2.0,0.0,0.0
8426b2bffffffff,2.0,0.0,0.0
8426b2dffffffff,2.0,0.0,0.0
8426b33ffffffff,77.0,0.0,0.0
8426b37ffffffff,2.0,0.0,0.0
8426b39ffffffff,2.0,0.0,0.0
8426b3bffffffff,2.0,0.0,0.0
8426b3dffffffff,8.0,0.0,0.0
8426b41ffffffff,4.0,0.0,0.0
8426b47ffffffff,26.0,0.0,0.0
8426b49ffffffff,7.0,0.0,0.0
8426b4bffffffff,11.0,0.0,0.0
8426b51ffffffff,10.0,0.0,0.0
8426b53ffffffff,2.0,0.0,0.0
8426b55ffffffff,2.0,0.0,0.0
8426b57ffffffff,8.0,0.0,0.0
8426b5dffffffff,4.0,0.0,0.0
8426b61ffffffff,50.0,0.0,0.0
8426b63ffffffff,2.0,0.0,0.0
8426b69ffffffff,5.0,0.0,0.0
8426b6dffffffff,19.0,0.0,0.0
8426c09ffffffff,22.0,0.0,0.0
8426c0bffffffff,3.0,0.0,0.0
8426c29ffffffff,2.0,0.0,0.0
8426c31ffffffff,69.0,0.0,0.0
8426c33ffffffff,2.0,0.0,0.0
8426c35ffffffff,11.0,0.0,0.0
8426c3bffffffff,56.0,0.0,0.0
8426c4dffffffff,4.0,0.0,0.0
8426c6bffffffff,5.0,0.0,0.0
8426c6dffffffff,2.0,0.0,0.0
8426c9dffffffff,3.0,0.0,0.0
8426ca5ffffffff,9.0,0.0,0.0
8426cadffffffff,2.0,0.0,0.0
8426ce7ffffffff,1.0,0.0,0.0
8426d09ffffffff,6.0,0.0,0.0
8426d11ffffffff,2.0,0.0,0.0
8426d15ffffffff,191.0,0.0,0.0
8426d1bffffffff,7.0,0.0,0.0
8426d1dffffffff,15.0,0.0,0.0
8426d21ffffffff,6.0,0.0,0.0
8426d23ffffffff,11.0,0.0,0.0
8426d25ffffffff,64.0,0.0,0.0
8426d29ffffffff,6.0,0.0,0.0
8426d2bffffffff,41.0,0.0,0.0
8426d2dffffffff,70.0,0.0,0.0
8426d39ffffffff,21.0,0.0,0.0
8426d3dffffffff,4.0,0.0,0.0
8426d41ffffffff,15.0,0.0,0.0
8426d43ffffffff,1.0,0.0,0.0
8426d45ffffffff,457.0,0.0,0.0
8426d47ffffffff,9.0,0.0,0.0
8426d49ffffffff,126.0,0.0,0.0
8426d4bffffffff,27.0,0.0,0.0
8426d4dffffffff,21.0,0.0,0.0
8426d51ffffffff,3.0,0.0,0.0
8426d57ffffffff,47.0,0.0,0.0
8426d5bffffffff,2.0,0.0,0.0
8426d61ffffffff,6.0,0.0,0.0
8426d63ffffffff,4.0,0.0,0.0
8426d65ffffffff,4.0,0.0,0.0
8426d67ffffffff,26.0,0.0,0.0
8426d69ffffffff,17.0,0.0,0.0
8426d6bffffffff,80.0,0.0,0.0
8426d6dffffffff,24.0,0.0,0.0
8426d81ffffffff,9.0,0.0,0.0
8426d83ffffffff,4.0,0.0,0.0
8426d87ffffffff,8.0,0.0,0.0
8426d89ffffffff,1.0,0.0,0.0
8426d8dffffffff,16.0,0.0,0.0
8426d95ffffffff,6.0,0.0,0.0
8426d97ffffffff,2.0,0.0,0.0
8426d99ffffffff,9.0,0.0,0.0
8426da1ffffffff,2.0,0.0,0.0
8426da3ffffffff,8.0,0.0,0.0
8426da5ffffffff,3.0,0.0,0.0
8426da9ffffffff,2.0,0.0,0.0
8426dabffffffff,2.0,0.0,0.0
8426dadffffffff,3.0,0.0,0.0
8426db1ffffffff,19.0,0.0,0.0
8426db7ffffffff,3.0,0.0,0.0
8426db9ffffffff,7.0,0.0,0.0
8426dbbffffffff,6.0,0.0,0.0
8426dbdffffffff,24.0,0.0,0.0
8426dc3ffffffff,7.0,0.0,0.0
8426dc5ffffffff,2.0,0.0,0.0
8426dd1ffffffff,3.0,0.0,0.0
8426dd5ffffffff,5.0,0.0,0.0
8426dd7ffffffff,8.0,0.0,0.0
8426ddbffffffff,1.0,0.0,0.0
8426de1ffffffff,7.0,0.0,0.0
8426de3ffffffff,9.0,0.0,0.0
8426de5ffffffff,2.0,0.0,0.0
8426de7ffffffff,103.0,0.0,0.0
8426de9ffffffff,58.0,0.0,0.0
8426debffffffff,2.0,0.0,0.0
8426dedffffffff,4.0,0.0,0.0
8426e29ffffffff,2.0,0.0,0.0
8426e2dffffffff,3.0,0.0,0.0
8426f09ffffffff,2.0,0.0,0.0
8426f0dffffffff,66.0,0.0,0.0
8426f15ffffffff,2.0,0.0,0.0
8426f17ffffffff,10.0,0.0,0.0
8426f1bffffffff,2.0,0.0,0.0
8426f21ffffffff,3.0,0.0,0.0
8426f23ffffffff,8.0,0.0,0.0
8426f25ffffffff,61.0,0.0,0.0
8426f27ffffffff,450.0,0.0,0.0
8426f29ffffffff,4.0,0.0,0.0
8426f2dffffffff,107.0,0.0,0.0
8426f35ffffffff,3.0,0.0,0.0
8426f47ffffffff,2.0,0.0,0.0
8426f55ffffffff,6.0,0.0,0.0
8426f63ffffffff,3.0,0.0,0.0
8426f65ffffffff,3.0,0.0,0.0
8426f6dffffffff,22.0,0.0,0.0
8427801ffffffff,11.0,0.0,0.0
8427805ffffffff,2.0,0.0,0.0
842780dffffffff,1.0,0.0,0.0
8427813ffffffff,98.0,0.0,0.0
8427817ffffffff,4.0,0.0,0.0
8427819ffffffff,2.0,0.0,0.0
842781bffffffff,2.0,0.0,0.0
8427829ffffffff,2.0,0.0,0.0
842782dffffffff,6.0,0.0,0.0
8427839ffffffff,5.0,0.0,0.0
842783dffffffff,2.0,0.0,0.0
8427841ffffffff,31.0,0.0,0.0
8427853ffffffff,2.0,0.0,0.0
842785bffffffff,2.0,0.0,0.0
8427861ffffffff,3.0,0.0,0.0
8427883ffffffff,10.0,0.0,0.0
8427885ffffffff,2.0,0.0,0.0
8427889ffffffff,10.0,0.0,0.0
842788bffffffff,4.0,0.0,0.0
842788dffffffff,19.0,0.0,0.0
84278a3ffffffff,1.0,0.0,0.0
84278a5ffffffff,2.0,0.0,0.0
84278b1ffffffff,15.0,0.0,0.0
84278b3ffffffff,7.0,0.0,0.0
84278b5ffffffff,114.0,0.0,0.0
84278b7ffffffff,2.0,0.0,0.0
84278c1ffffffff,54.0,0.0,0.0
84278c3ffffffff,5.0,0.0,0.0
84278c7ffffffff,16.0,0.0,0.0
84278c9ffffffff,237.0,0.0,0.0
84278cbffffffff,6.0,0.0,0.0
84278cdffffffff,2.0,0.0,0.0
84278d1ffffffff,2.0,0.0,0.0
84278d5ffffffff,1.0,0.0,0.0
84278d7ffffffff,2.0,0.0,0.0
84278ddffffffff,2.0,0.0,0.0
84278e3ffffffff,6.0,0.0,0.0
84278e5ffffffff,2.0,0.0,0.0
8427901ffffffff,1.0,0.0,0.0
8427905ffffffff,12.0,0.0,0.0
8427909ffffffff,19.0,0.0,0.0
842790dffffffff,5.0,0.0,0.0
8427911ffffffff,2.0,0.0,0.0
8427913ffffffff,4.0,0.0,0.0
8427917ffffffff,3.0,0.0,0.0
842791bffffffff,2.0,0.0,0.0
8427921ffffffff,15.0,0.0,0.0
8427923ffffffff,11.0,0.0,0.0
8427925ffffffff,3.0,0.0,0.0
8427927ffffffff,119.0,0.0,0.0
8427929ffffffff,19.0,0.0,0.0
842792bffffffff,16.0,0.0,0.0
842792dffffffff,9.0,0.0,0.0
8427935ffffffff,4.0,0.0,0.0
8427937ffffffff,8.0,0.0,0.0
842793bffffffff,22.0,0.0,0.0
8427945ffffffff,6.0,0.0,0.0
8427949ffffffff,12.0,0.0,0.0
842794bffffffff,2.0,0.0,0.0
842794dffffffff,1.0,0.0,0.0
8427953ffffffff,16.0,0.0,0.0
8427955ffffffff,5.0,0.0,0.0
8427957ffffffff,8.0,0.0,0.0
842795bffffffff,13.0,0.0,0.0
8427961ffffffff,2.0,0.0,0.0
8427965ffffffff,3.0,0.0,0.0
8427967ffffffff,6.0,0.0,0.0
8427969ffffffff,2.0,0.0,0.0
842796dffffffff,8.0,0.0,0.0
8427981ffffffff,2.0,0.0,0.0
8427985ffffffff,2.0,0.0,0.0
8427987ffffffff,23.0,0.0,0.0
842798bffffffff,2.0,0.0,0.0
842798dffffffff,106.0,0.0,0.0
8427991ffffffff,1.0,0.0,0.0
8427993ffffffff,2.0,0.0,0.0
8427997ffffffff,12.0,0.0,0.0
8427999ffffffff,5.0,0.0,0.0
842799dffffffff,1.0,0.0,0.0
84279a1ffffffff,33.0,0.0,0.0
84279a3ffffffff,5.0,0.0,0.0
84279a5ffffffff,2.0,0.0,0.0
84279a7ffffffff,8.0,0.0,0.0
84279a9ffffffff,52.0,0.0,0.0
84279abffffffff,195.0,0.0,0.0
84279adffffffff,5.0,0.0,0.0
84279b1ffffffff,6.0,0.0,0.0
84279b3ffffffff,8.0,0.0,0.0
84279b5ffffffff,2.0,0.0,0.0
84279b9ffffffff,6.0,0.0,0.0
84279bbffffffff,6.0,0.0,0.0
84279bdffffffff,3.0,0.0,0.0
84279c1ffffffff,4.0,0.0,0.0
84279c3ffffffff,12.0,0.0,0.0
84279c5ffffffff,74.0,0.0,0.0
84279c7ffffffff,26.0,0.0,0.0
84279c9ffffffff,1.0,0.0,0.0
84279cdffffffff,2.0,0.0,0.0
84279d1ffffffff,2.0,0.0,0.0
84279d3ffffffff,6.0,0.0,0.0
84279d7ffffffff,2.0,0.0,0.0
84279d9ffffffff,1.0,0.0,0.0
84279e1ffffffff,23.0,0.0,0.0
84279e3ffffffff,11.0,0.0,0.0
84279e5ffffffff,19.0,0.0,0.0
84279e7ffffffff,13.0,0.0,0.0
84279e9ffffffff,20.0,0.0,0.0
84279ebffffffff,47.0,0.0,0.0
8427a07ffffffff,7.0,0.0,0.0
8427a37ffffffff,2.0,0.0,0.0
8427a85ffffffff,12.0,0.0,0.0
8427a87ffffffff,4.0,0.0,0.0
8427a8dffffffff,2.0,0.0,0.0
8427a97ffffffff,2.0,0.0,0.0
8427aa3ffffffff,39.0,0.0,0.0
8427aa5ffffffff,12.0,0.0,0.0
8427aa7ffffffff,2.0,0.0,0.0
8427abdffffffff,2.0,0.0,0.0
8427b13ffffffff,74.0,0.0,0.0
8427b21ffffffff,4.0,0.0,0.0
8427b23ffffffff,2.0,0.0,0.0
8427b27ffffffff,14.0,0.0,0.0
8427b29ffffffff,25.0,0.0,0.0
8427b2bffffffff,3.0,0.0,0.0
8427b35ffffffff,1.0,0.0,0.0
8427b39ffffffff,14.0,0.0,0.0
8427b63ffffffff,7.0,0.0,0.0
8427b65ffffffff,341.0,0.0,0.0
8427b67ffffffff,2.0,0.0,0.0
8427b6bffffffff,3.0,0.0,0.0
8427b6dffffffff,6.0,0.0,0.0
8428027ffffffff,1.0,0.0,0.0
8428061ffffffff,13.0,0.0,0.0
8428065ffffffff,25.0,0.0,0.0
8428069ffffffff,4.0,0.0,0.0
842806dffffffff,6.0,0.0,0.0
8428101ffffffff,4.0,0.0,0.0
8428103ffffffff,4.0,0.0,0.0
8428105ffffffff,19.0,0.0,0.0
8428107ffffffff,3.0,0.0,0.0
8428109ffffffff,66.0,0.0,0.0
842810bffffffff,25.0,0.0,0.0
842810dffffffff,46.0,0.0,0.0
8428111ffffffff,206.0,0.0,0.0
8428113ffffffff,22.0,0.0,0.0
8428115ffffffff,2.0,0.0,0.0
8428117ffffffff,130.0,0.0,0.0
8428119ffffffff,6.0,0.0,0.0
8428121ffffffff,8.0,0.0,0.0
8428123ffffffff,105.0,0.0,0.0
8428125ffffffff,6.0,0.0,0.0
8428127ffffffff,16.0,0.0,0.0
8428129ffffffff,19.0,0.0,0.0
842812bffffffff,31.0,0.0,0.0
842812dffffffff,3.0,0.0,0.0
8428131ffffffff,42.0,0.0,0.0
8428133ffffffff,18.0,0.0,0.0
8428135ffffffff,1.0,0.0,0.0
8428137ffffffff,9.0,0.0,0.0
8428139ffffffff,147.0,0.0,0.0
842813bffffffff,222.0,0.0,0.0
842813dffffffff,3.0,0.0,0.0
8428141ffffffff,11.0,0.0,0.0
8428143ffffffff,2.0,0.0,0.0
8428145ffffffff,24.0,0.0,0.0
8428147ffffffff,16.0,0.0,0.0
8428149ffffffff,70.0,0.0,0.0
842814bffffffff,122.0,0.0,0.0
842814dffffffff,50.0,0.0,0.0
8428151ffffffff,16.0,0.0,0.0
8428153ffffffff,14.0,0.0,0.0
8428155ffffffff,6.0,0.0,0.0
8428157ffffffff,10.0,0.0,0.0
8428159ffffffff,125.0,0.0,0.0
842815bffffffff,2.0,0.0,0.0
842815dffffffff,17.0,0.0,0.0
8428161ffffffff,4.0,0.0,0.0
8428163ffffffff,14.0,0.0,0.0
8428167ffffffff,2.0,0.0,0.0
8428169ffffffff,6.0,0.0,0.0
842816bffffffff,90.0,0.0,0.0
842816dffffffff,15.0,0.0,0.0
84281a5ffffffff,6.0,0.0,0.0
84281adffffffff,4.0,0.0,0.0
84281e3ffffffff,4.0,0.0,0.0
84281e5ffffffff,42.0,0.0,0.0
84281e7ffffffff,72.0,0.0,0.0
84281e9ffffffff,160.0,0.0,0.0
84281ebffffffff,124.0,0.0,0.0
84281edffffffff,19.0,0.0,0.0
