cell_id,Scleroptila gutturalis,Scleroptila gutturalis gutturalis/lorti,Scleroptila gutturalis jugularis,Scleroptila gutturalis levalliantoides
826a5ffffffffff,2.0,0.0,0.0,0.0
82ac87fffffffff,12.0,0.0,3.0,0.0
82ac8ffffffffff,4.0,0.0,4.0,0.0
82adb7fffffffff,1.0,0.0,0.0,0.0
82bcc7fffffffff,10.0,0.0,0.0,1.0
82bceffffffffff,2.0,0.0,0.0,1.0
