cell_id,Botaurus exilis,Botaurus exilis exilis/pullus,Botaurus exilis [erythromelas Group]
832aacfffffffff,148.0,0.0,0.0
832aadfffffffff,81.0,0.0,0.0
832aaefffffffff,35.0,0.0,0.0
832ab0fffffffff,62.0,0.0,0.0
832ab1fffffffff,34.0,0.0,0.0
832ab2fffffffff,107.0,0.0,0.0
832ab3fffffffff,39.0,0.0,0.0
832ab4fffffffff,116.0,0.0,0.0
832ab5fffffffff,53.0,0.0,0.0
832ab6fffffffff,12.0,0.0,0.0
832ad3fffffffff,5.0,0.0,0.0
832ad5fffffffff,40.0,0.0,0.0
832ad6fffffffff,10.0,0.0,0.0
832af0fffffffff,48.0,0.0,0.0
832af1fffffffff,7.0,0.0,0.0
832af3fffffffff,16.0,0.0,0.0
832af6fffffffff,17.0,0.0,0.0
832b00fffffffff,13.0,0.0,0.0
832b02fffffffff,28.0,0.0,0.0
832b03fffffffff,3.0,0.0,0.0
832b0afffffffff,14.0,0.0,0.0
832b0cfffffffff,2.0,0.0,0.0
832b13fffffffff,3.0,0.0,0.0
832b16fffffffff,3.0,0.0,0.0
832b1afffffffff,51.0,0.0,0.0
832b1cfffffffff,8.0,0.0,0.0
832b31fffffffff,2.0,0.0,0.0
832b81fffffffff,125.0,0.0,0.0
832b82fffffffff,10.0,0.0,0.0
832b83fffffffff,129.0,0.0,0.0
832b89fffffffff,46.0,0.0,0.0
832b8afffffffff,42.0,0.0,0.0
832b8bfffffffff,15.0,0.0,0.0
832b8cfffffffff,117.0,0.0,0.0
832b8dfffffffff,227.0,0.0,0.0
832b8efffffffff,37.0,0.0,0.0
832b91fffffffff,4.0,0.0,0.0
832b93fffffffff,2.0,0.0,0.0
832b98fffffffff,127.0,0.0,0.0
832b99fffffffff,46.0,0.0,0.0
832b9afffffffff,50.0,0.0,0.0
832b9bfffffffff,191.0,0.0,0.0
832b9cfffffffff,13.0,0.0,0.0
832b9dfffffffff,338.0,0.0,0.0
832b9efffffffff,49.0,0.0,0.0
832ba5fffffffff,3.0,0.0,0.0
832ba8fffffffff,43.0,0.0,0.0
832ba9fffffffff,2.0,0.0,0.0
832baafffffffff,558.0,0.0,0.0
832babfffffffff,13.0,0.0,0.0
832bacfffffffff,63.0,0.0,0.0
832baefffffffff,595.0,0.0,0.0
8335a8fffffffff,4.0,0.0,0.0
834412fffffffff,1.0,0.0,0.0
834413fffffffff,3.0,0.0,0.0
834414fffffffff,3.0,0.0,0.0
834416fffffffff,13.0,0.0,0.0
83441afffffffff,33.0,0.0,0.0
83441efffffffff,26.0,0.0,0.0
834436fffffffff,2.0,0.0,0.0
834440fffffffff,91.0,0.0,0.0
834443fffffffff,2.0,0.0,0.0
834444fffffffff,3.0,0.0,0.0
834445fffffffff,19.0,0.0,0.0
834446fffffffff,49.0,0.0,0.0
834448fffffffff,9.0,0.0,0.0
834449fffffffff,10.0,0.0,0.0
83444cfffffffff,3.0,0.0,0.0
83444efffffffff,8.0,0.0,0.0
834450fffffffff,8.0,0.0,0.0
834455fffffffff,44.0,0.0,0.0
834456fffffffff,380.0,0.0,0.0
834459fffffffff,7.0,0.0,0.0
83445dfffffffff,1.0,0.0,0.0
834463fffffffff,21.0,0.0,0.0
83446cfffffffff,41.0,0.0,0.0
83446efffffffff,54.0,0.0,0.0
834471fffffffff,1.0,0.0,0.0
834473fffffffff,24.0,0.0,0.0
8344a5fffffffff,8.0,0.0,0.0
8344a8fffffffff,5.0,0.0,0.0
8344a9fffffffff,27.0,0.0,0.0
8344acfffffffff,26.0,0.0,0.0
8344adfffffffff,28.0,0.0,0.0
8344aefffffffff,2.0,0.0,0.0
8344b5fffffffff,16.0,0.0,0.0
8344c0fffffffff,1.0,0.0,0.0
8344c1fffffffff,13.0,0.0,0.0
8344c8fffffffff,37.0,0.0,0.0
8344cafffffffff,2.0,0.0,0.0
8344ccfffffffff,12.0,0.0,0.0
8344cdfffffffff,1.0,0.0,0.0
8344d0fffffffff,32.0,0.0,0.0
8344d1fffffffff,2.0,0.0,0.0
8344d2fffffffff,18.0,0.0,0.0
8344d3fffffffff,3.0,0.0,0.0
8344d5fffffffff,75.0,0.0,0.0
8344dafffffffff,12.0,0.0,0.0
8344dbfffffffff,10.0,0.0,0.0
8344ddfffffffff,56.0,0.0,0.0
8344e4fffffffff,2.0,0.0,0.0
8344e5fffffffff,1.0,0.0,0.0
8344e6fffffffff,6.0,0.0,0.0
8344e8fffffffff,5.0,0.0,0.0
8344eafffffffff,3.0,0.0,0.0
8344edfffffffff,37.0,0.0,0.0
8344eefffffffff,18.0,0.0,0.0
8344f0fffffffff,7.0,0.0,0.0
8344f1fffffffff,2.0,0.0,0.0
8344f3fffffffff,46.0,0.0,0.0
8344f4fffffffff,43.0,0.0,0.0
8344f5fffffffff,17.0,0.0,0.0
8344f6fffffffff,29.0,0.0,0.0
834505fffffffff,5.0,0.0,0.0
834509fffffffff,16.0,0.0,0.0
83450afffffffff,3.0,0.0,0.0
83450bfffffffff,1.0,0.0,0.0
834521fffffffff,10.0,0.0,0.0
834523fffffffff,2.0,0.0,0.0
834525fffffffff,5.0,0.0,0.0
83452afffffffff,30.0,0.0,0.0
83452cfffffffff,25.0,0.0,0.0
834531fffffffff,4.0,0.0,0.0
834576fffffffff,9.0,0.0,0.0
8345a3fffffffff,19.0,0.0,0.0
8345b2fffffffff,10.0,0.0,0.0
83481afffffffff,2.0,0.0,0.0
834823fffffffff,3.0,0.0,0.0
83482efffffffff,15.0,0.0,0.0
834836fffffffff,3.0,0.0,0.0
834858fffffffff,2.0,0.0,0.0
83485bfffffffff,14.0,0.0,0.0
83485dfffffffff,1.0,0.0,0.0
834872fffffffff,1.0,0.0,0.0
834880fffffffff,2.0,0.0,0.0
834881fffffffff,2.0,0.0,0.0
834882fffffffff,2.0,0.0,0.0
83488efffffffff,2.0,0.0,0.0
834890fffffffff,19.0,0.0,0.0
834891fffffffff,1.0,0.0,0.0
834892fffffffff,16.0,0.0,0.0
834893fffffffff,5.0,0.0,0.0
834895fffffffff,11.0,0.0,0.0
83489afffffffff,3.0,0.0,0.0
83489cfffffffff,2.0,0.0,0.0
83489efffffffff,3.0,0.0,0.0
8348a2fffffffff,40.0,0.0,0.0
8348abfffffffff,1.0,0.0,0.0
8348b1fffffffff,20.0,0.0,0.0
8348b2fffffffff,65.0,0.0,0.0
8348b3fffffffff,52.0,0.0,0.0
8348c0fffffffff,4.0,0.0,0.0
8348c3fffffffff,43.0,0.0,0.0
8348ccfffffffff,5.0,0.0,0.0
8348e3fffffffff,1.0,0.0,0.0
8348e8fffffffff,42.0,0.0,0.0
8348e9fffffffff,137.0,0.0,0.0
8348eafffffffff,21.0,0.0,0.0
8348ebfffffffff,80.0,0.0,0.0
8348ecfffffffff,10.0,0.0,0.0
8348eefffffffff,171.0,0.0,0.0
8348f2fffffffff,7.0,0.0,0.0
8348f6fffffffff,16.0,0.0,0.0
834992fffffffff,3.0,0.0,0.0
834995fffffffff,2.0,0.0,0.0
834996fffffffff,8.0,0.0,0.0
8349aafffffffff,1.0,0.0,0.0
8349b3fffffffff,3.0,0.0,0.0
834c88fffffffff,17.0,0.0,0.0
834cc0fffffffff,19.0,0.0,0.0
834cc5fffffffff,10.0,0.0,0.0
834cd2fffffffff,5.0,0.0,0.0
834ceafffffffff,6.0,0.0,0.0
834ceefffffffff,5.0,0.0,0.0
834cf3fffffffff,12.0,0.0,0.0
835e5dfffffffff,2.0,0.0,0.0
836619fffffffff,1.0,0.0,0.0
8366a5fffffffff,2.0,0.0,0.0
8366b4fffffffff,119.0,0.0,0.0
8366cefffffffff,5.0,0.0,0.0
8366d0fffffffff,6.0,0.0,0.0
8366d2fffffffff,1.0,0.0,0.0
8366dcfffffffff,5.0,0.0,0.0
8366e4fffffffff,8.0,0.0,0.0
8366e6fffffffff,5.0,0.0,0.0
836746fffffffff,1.0,0.0,0.0
836759fffffffff,1.0,0.0,0.0
83675cfffffffff,4.0,0.0,0.0
836773fffffffff,63.0,0.0,0.0
83679afffffffff,11.0,0.0,0.0
83679bfffffffff,7.0,0.0,0.0
836d05fffffffff,6.0,0.0,0.0
836d15fffffffff,1.0,0.0,0.0
836d20fffffffff,13.0,0.0,0.0
836d21fffffffff,4.0,0.0,0.0
836d25fffffffff,1.0,0.0,0.0
836d28fffffffff,4.0,0.0,0.0
836d2afffffffff,13.0,0.0,0.0
836d2bfffffffff,6.0,0.0,0.0
836d2dfffffffff,12.0,0.0,0.0
836d2efffffffff,3.0,0.0,0.0
836d34fffffffff,11.0,0.0,0.0
836d35fffffffff,11.0,0.0,0.0
836d65fffffffff,7.0,0.0,0.0
836d69fffffffff,10.0,0.0,0.0
836d6dfffffffff,14.0,0.0,0.0
836d76fffffffff,10.0,0.0,0.0
83806afffffffff,8.0,0.0,0.0
838b0cfffffffff,2.0,0.0,0.0
838b22fffffffff,1.0,0.0,0.0
838e62fffffffff,1.0,0.0,0.0
838e64fffffffff,8.0,0.0,0.0
838f0dfffffffff,7.0,0.0,0.0
838f46fffffffff,1.0,0.0,0.0
838f4cfffffffff,2.0,0.0,0.0
838f50fffffffff,12.0,0.0,0.0
838f56fffffffff,2.0,0.0,0.0
838f5efffffffff,2.0,0.0,0.0
83a842fffffffff,3.0,0.0,0.0
83a859fffffffff,2.0,0.0,0.0
83a876fffffffff,2.0,0.0,0.0
83a918fffffffff,2.0,0.0,0.0
83a943fffffffff,3.0,0.0,0.0
83a944fffffffff,6.0,0.0,0.0
83a94efffffffff,4.0,0.0,0.0
83a95dfffffffff,7.0,0.0,0.0
83a962fffffffff,2.0,0.0,0.0
83b304fffffffff,3.0,0.0,0.0
83b31dfffffffff,2.0,0.0,0.0
