cell_id,Eumyias indigo,Eumyias indigo ruficrissa/cerviniventris,Eumyias indigo indigo
84650d1ffffffff,1.0,1.0,0.0
8465545ffffffff,1.0,1.0,0.0
8468119ffffffff,7.0,7.0,0.0
848c101ffffffff,2.0,0.0,2.0
848da6dffffffff,2.0,0.0,0.0
