cell_id,Calendulauda erythrochlamys,Calendulauda erythrochlamys barlowi,Calendulauda erythrochlamys patae,Calendulauda erythrochlamys cavei,Calendulauda erythrochlamys erythrochlamys
83ac12fffffffff,203.0,0.0,0.0,0.0,182.0
83aca5fffffffff,14.0,0.0,0.0,0.0,12.0
83acacfffffffff,1.0,0.0,0.0,0.0,1.0
83ad88fffffffff,14.0,0.0,0.0,0.0,11.0
83ad89fffffffff,23.0,0.0,0.0,0.0,20.0
83ad8bfffffffff,107.0,0.0,0.0,0.0,87.0
83ada8fffffffff,10.0,0.0,0.0,0.0,0.0
83adacfffffffff,49.0,0.0,0.0,0.0,0.0
