cell_id,Sula leucogaster,Sula leucogaster leucogaster,Sula leucogaster plotus
82442ffffffffff,12.0,0.0,0.0
824447fffffffff,253.0,2.0,0.0
82444ffffffffff,26.0,0.0,0.0
824457fffffffff,49.0,0.0,0.0
82445ffffffffff,7.0,1.0,0.0
824467fffffffff,43.0,26.0,0.0
82446ffffffffff,349.0,6.0,0.0
824477fffffffff,77.0,0.0,0.0
824487fffffffff,8.0,0.0,0.0
82448ffffffffff,6.0,0.0,0.0
824497fffffffff,2.0,0.0,0.0
8244a7fffffffff,144.0,0.0,0.0
8244affffffffff,234.0,25.0,0.0
8244b7fffffffff,19.0,0.0,0.0
8244c7fffffffff,97.0,12.0,0.0
8244cffffffffff,60.0,0.0,0.0
8244d7fffffffff,41.0,2.0,0.0
8244dffffffffff,126.0,0.0,0.0
8244e7fffffffff,20.0,0.0,0.0
8244effffffffff,2.0,0.0,0.0
8244f7fffffffff,96.0,0.0,0.0
824507fffffffff,16.0,0.0,0.0
82450ffffffffff,9.0,3.0,0.0
824517fffffffff,9.0,0.0,0.0
824527fffffffff,2.0,0.0,0.0
824537fffffffff,2.0,0.0,0.0
82454ffffffffff,70.0,0.0,0.0
824557fffffffff,25.0,10.0,0.0
82455ffffffffff,1.0,0.0,0.0
82456ffffffffff,2.0,0.0,0.0
824577fffffffff,10.0,2.0,0.0
824587fffffffff,9.0,0.0,0.0
82459ffffffffff,2.0,0.0,0.0
8245a7fffffffff,16.0,0.0,0.0
82460ffffffffff,6.0,0.0,6.0
824637fffffffff,3.0,0.0,0.0
82464ffffffffff,34.0,0.0,8.0
824897fffffffff,266.0,58.0,0.0
82489ffffffffff,199.0,0.0,0.0
8248b7fffffffff,244.0,0.0,0.0
824977fffffffff,2.0,0.0,2.0
824997fffffffff,10.0,0.0,0.0
824a6ffffffffff,1.0,0.0,1.0
824b17fffffffff,13.0,0.0,0.0
824b1ffffffffff,2.0,0.0,0.0
824b67fffffffff,3.0,0.0,0.0
824ba7fffffffff,92.0,0.0,7.0
824baffffffffff,3.0,0.0,0.0
824c87fffffffff,16.0,0.0,0.0
824c97fffffffff,2.0,0.0,0.0
824c9ffffffffff,1.0,0.0,0.0
824caffffffffff,6.0,0.0,0.0
824cb7fffffffff,9.0,2.0,0.0
824cc7fffffffff,120.0,34.0,0.0
824cd7fffffffff,1.0,0.0,0.0
824ceffffffffff,209.0,38.0,0.0
824d4ffffffffff,102.0,0.0,0.0
824f4ffffffffff,2.0,0.0,2.0
825217fffffffff,5.0,0.0,0.0
82524ffffffffff,21.0,0.0,20.0
8252f7fffffffff,5.0,0.0,0.0
8254affffffffff,7.0,2.0,0.0
82574ffffffffff,4.0,4.0,0.0
825aeffffffffff,1.0,0.0,0.0
825d17fffffffff,79.0,0.0,17.0
825e47fffffffff,3.0,1.0,0.0
825e4ffffffffff,16.0,1.0,0.0
825e67fffffffff,52.0,0.0,0.0
825e77fffffffff,24.0,0.0,0.0
825f17fffffffff,6.0,0.0,0.0
825f4ffffffffff,9.0,0.0,0.0
825f5ffffffffff,37.0,3.0,0.0
82600ffffffffff,1.0,0.0,0.0
82601ffffffffff,4.0,0.0,0.0
8260e7fffffffff,1.0,0.0,0.0
826107fffffffff,8.0,0.0,2.0
82611ffffffffff,4.0,0.0,0.0
826337fffffffff,2.0,0.0,2.0
826527fffffffff,8.0,0.0,0.0
82658ffffffffff,8.0,0.0,3.0
826617fffffffff,1.0,0.0,0.0
826627fffffffff,1.0,0.0,0.0
826637fffffffff,2.0,0.0,0.0
826727fffffffff,3.0,3.0,0.0
82672ffffffffff,1.0,0.0,0.0
826747fffffffff,32.0,2.0,0.0
826757fffffffff,12.0,0.0,0.0
82676ffffffffff,10.0,0.0,0.0
826777fffffffff,6.0,0.0,0.0
82679ffffffffff,17.0,0.0,0.0
8267a7fffffffff,1.0,0.0,0.0
826807fffffffff,4.0,0.0,0.0
82680ffffffffff,8.0,0.0,0.0
826817fffffffff,3.0,0.0,0.0
82681ffffffffff,4.0,0.0,2.0
82682ffffffffff,7.0,0.0,0.0
826847fffffffff,3.0,0.0,0.0
826947fffffffff,7.0,0.0,0.0
826d37fffffffff,36.0,2.0,0.0
8272affffffffff,2.0,0.0,0.0
827397fffffffff,2.0,0.0,2.0
8273affffffffff,4.0,0.0,0.0
8280b7fffffffff,4.0,0.0,0.0
8282f7fffffffff,5.0,0.0,0.0
82845ffffffffff,15.0,0.0,0.0
828937fffffffff,2.0,0.0,0.0
828aaffffffffff,1.0,0.0,0.0
829417fffffffff,11.0,0.0,1.0
829487fffffffff,15.0,0.0,2.0
829497fffffffff,1.0,0.0,1.0
8294affffffffff,4.0,0.0,0.0
82950ffffffffff,2.0,0.0,0.0
82980ffffffffff,1.0,1.0,0.0
8299a7fffffffff,4.0,0.0,0.0
829a17fffffffff,2.0,0.0,0.0
829b47fffffffff,2.0,0.0,0.0
829b6ffffffffff,2.0,0.0,0.0
829b8ffffffffff,6.0,0.0,0.0
829c27fffffffff,11.0,0.0,8.0
829c97fffffffff,1.0,0.0,0.0
829caffffffffff,2.0,0.0,0.0
829cb7fffffffff,1.0,0.0,0.0
829d0ffffffffff,9.0,0.0,0.0
829d27fffffffff,2.0,0.0,0.0
829e37fffffffff,1.0,0.0,0.0
82a30ffffffffff,1.0,0.0,1.0
82a627fffffffff,1.0,0.0,0.0
82a817fffffffff,12.0,12.0,0.0
82a897fffffffff,3.0,3.0,0.0
82a907fffffffff,3.0,0.0,0.0
82b0a7fffffffff,1.0,0.0,1.0
82bb2ffffffffff,2.0,0.0,0.0
82bb57fffffffff,28.0,0.0,0.0
82bc4ffffffffff,1.0,0.0,0.0
82bcf7fffffffff,2.0,0.0,0.0
82be0ffffffffff,3.0,0.0,0.0
82be1ffffffffff,2.0,0.0,0.0
82be67fffffffff,1.0,0.0,0.0
82be8ffffffffff,20.0,0.0,0.0
82bf4ffffffffff,1.0,0.0,0.0
82bf6ffffffffff,8.0,0.0,0.0
82bf8ffffffffff,2.0,0.0,0.0
82c99ffffffffff,2.0,0.0,0.0
