cell_id,Leucosticte tephrocotis,Leucosticte tephrocotis umbrina,Leucosticte tephrocotis griseonucha,Leucosticte tephrocotis littoralis,Leucosticte tephrocotis [tephrocotis Group],Leucosticte tephrocotis littoralis x [tephrocotis Group]
8412c63ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412c81ffffffff,1.0,0.0,0.0,0.0,1.0,0.0
8412c85ffffffff,14.0,0.0,0.0,0.0,3.0,0.0
8412c87ffffffff,47.0,0.0,0.0,0.0,13.0,0.0
8412c97ffffffff,5.0,0.0,0.0,0.0,1.0,0.0
8412ca9ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8412cabffffffff,23.0,0.0,0.0,0.0,2.0,0.0
8412cadffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412cb1ffffffff,10.0,0.0,0.0,0.0,2.0,0.0
8412cb5ffffffff,12.0,0.0,0.0,0.0,2.0,0.0
8412cbdffffffff,323.0,0.0,0.0,0.0,79.0,0.0
8412cc7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412ce1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412ce3ffffffff,7.0,0.0,0.0,2.0,1.0,0.0
8412ce5ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8412ce7ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8412ce9ffffffff,41.0,0.0,0.0,0.0,3.0,0.0
8412cebffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412d0bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412d17ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8412d29ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8412d2dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412d33ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412d3dffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8412d49ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412d63ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8412d65ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412d6bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412d8bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412d8dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412d93ffffffff,2.0,0.0,0.0,0.0,2.0,0.0
8412da5ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8412dadffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8412db5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412dc1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412dc3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412dc7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412dc9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412dcbffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8412ddbffffffff,46.0,0.0,0.0,0.0,0.0,0.0
8412de5ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8412de7ffffffff,168.0,0.0,0.0,34.0,23.0,0.0
8412de9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412dedffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412e27ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412f0bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412f13ffffffff,83.0,0.0,0.0,0.0,12.0,0.0
8412f15ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8412f19ffffffff,8.0,0.0,0.0,0.0,2.0,0.0
8412f1bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412f43ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8412f47ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412f6dffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8413831ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8413909ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
841390bffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8413919ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8413939ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8413955ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84139e1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84139edffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84160c7ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8416507ffffffff,108.0,0.0,48.0,0.0,0.0,0.0
841653bffffffff,21.0,0.0,21.0,0.0,0.0,0.0
8416581ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84165e1ffffffff,155.0,0.0,99.0,0.0,0.0,0.0
8417509ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
841d209ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84225a5ffffffff,1084.0,0.0,534.0,0.0,0.0,0.0
8422d01ffffffff,11.0,0.0,4.0,0.0,0.0,0.0
8422d05ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8422d09ffffffff,40.0,0.0,27.0,0.0,0.0,0.0
8422d0bffffffff,297.0,0.0,163.0,0.0,0.0,0.0
8422db7ffffffff,3045.0,2262.0,0.0,0.0,0.0,0.0
8422dbdffffffff,142.0,21.0,0.0,0.0,0.0,0.0
8422e9bffffffff,191.0,0.0,60.0,0.0,0.0,0.0
8426801ffffffff,77.0,0.0,0.0,26.0,6.0,0.0
8426803ffffffff,9.0,0.0,0.0,5.0,0.0,0.0
8426809ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842680bffffffff,16.0,0.0,0.0,4.0,7.0,0.0
8426811ffffffff,199.0,0.0,0.0,59.0,62.0,0.0
8426813ffffffff,97.0,0.0,0.0,16.0,20.0,0.0
8426815ffffffff,16.0,0.0,0.0,3.0,5.0,0.0
8426817ffffffff,539.0,0.0,0.0,148.0,144.0,0.0
8426819ffffffff,166.0,0.0,0.0,36.0,20.0,0.0
842681bffffffff,76.0,0.0,0.0,23.0,12.0,0.0
842681dffffffff,12.0,0.0,0.0,3.0,7.0,0.0
8426827ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842682bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8426833ffffffff,40.0,0.0,0.0,8.0,11.0,0.0
8426835ffffffff,7.0,0.0,0.0,3.0,0.0,0.0
842683bffffffff,45.0,0.0,0.0,2.0,6.0,0.0
8426843ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426847ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426851ffffffff,26.0,0.0,0.0,7.0,8.0,0.0
8426853ffffffff,40.0,0.0,0.0,10.0,15.0,0.0
8426855ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8426857ffffffff,199.0,0.0,0.0,47.0,66.0,0.0
8426859ffffffff,23.0,0.0,0.0,0.0,1.0,0.0
842685bffffffff,26.0,0.0,0.0,6.0,7.0,0.0
842685dffffffff,92.0,0.0,0.0,31.0,30.0,0.0
8426885ffffffff,4.0,0.0,0.0,1.0,0.0,0.0
842688dffffffff,128.0,0.0,0.0,36.0,22.0,0.0
84268a7ffffffff,16.0,0.0,0.0,0.0,4.0,0.0
84268bbffffffff,2.0,0.0,0.0,2.0,0.0,0.0
84268bdffffffff,3.0,0.0,0.0,2.0,0.0,0.0
84268c5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84268c7ffffffff,22.0,0.0,0.0,7.0,6.0,0.0
84268e1ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84268e3ffffffff,2.0,0.0,0.0,0.0,2.0,0.0
84268e7ffffffff,5.0,0.0,0.0,1.0,0.0,0.0
84268e9ffffffff,158.0,0.0,0.0,42.0,51.0,0.0
84268ebffffffff,48.0,0.0,0.0,6.0,9.0,0.0
84268edffffffff,27.0,0.0,0.0,3.0,6.0,0.0
8426905ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842690dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426911ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426919ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426931ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842693bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426941ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426945ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8426947ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426949ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842694dffffffff,11.0,0.0,0.0,6.0,5.0,0.0
8426951ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426953ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8426957ffffffff,2.0,0.0,0.0,2.0,0.0,0.0
842695dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426963ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
8426969ffffffff,3.0,0.0,0.0,0.0,1.0,0.0
842696bffffffff,1118.0,0.0,0.0,321.0,342.0,0.0
842698bffffffff,10.0,0.0,0.0,3.0,5.0,0.0
8426993ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426995ffffffff,6.0,0.0,0.0,0.0,1.0,0.0
842699dffffffff,15.0,0.0,0.0,3.0,2.0,0.0
84269c1ffffffff,4.0,0.0,0.0,2.0,0.0,0.0
84269c5ffffffff,3.0,0.0,0.0,1.0,0.0,0.0
84269c7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84269c9ffffffff,10.0,0.0,0.0,4.0,6.0,0.0
84269cbffffffff,107.0,0.0,0.0,24.0,18.0,0.0
84269cdffffffff,10.0,0.0,0.0,3.0,1.0,0.0
84269d1ffffffff,15.0,0.0,0.0,2.0,2.0,0.0
84269d5ffffffff,35.0,0.0,0.0,6.0,2.0,0.0
84269d9ffffffff,152.0,0.0,0.0,32.0,40.0,0.0
84269dbffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84269e9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84269ebffffffff,16.0,0.0,0.0,6.0,0.0,0.0
8426a07ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426a09ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426a11ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426a13ffffffff,7.0,0.0,0.0,2.0,5.0,0.0
8426a2bffffffff,10.0,0.0,0.0,0.0,2.0,0.0
8426a33ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426a37ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426a41ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426a5bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426a61ffffffff,3.0,0.0,0.0,2.0,0.0,0.0
8426a69ffffffff,5.0,0.0,0.0,2.0,0.0,0.0
8426aa5ffffffff,6.0,0.0,0.0,1.0,0.0,0.0
8426b09ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426b0bffffffff,32.0,0.0,0.0,12.0,5.0,0.0
8426b1dffffffff,75.0,0.0,0.0,3.0,5.0,0.0
8426b23ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8426b25ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426b27ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426b47ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8426b61ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426b63ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426b65ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426b69ffffffff,7.0,0.0,0.0,1.0,1.0,0.0
8426b6dffffffff,71.0,0.0,0.0,0.0,4.0,0.0
84278b7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
842791dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8427921ffffffff,7.0,0.0,0.0,1.0,2.0,0.0
8427923ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8427925ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8427927ffffffff,55.0,0.0,0.0,8.0,2.0,0.0
8427929ffffffff,236.0,0.0,0.0,67.0,1.0,0.0
842792bffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8427933ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8427935ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
8427937ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8427981ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842798dffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8427995ffffffff,64.0,0.0,0.0,22.0,7.0,0.0
8427997ffffffff,7.0,0.0,0.0,1.0,0.0,0.0
842799dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84279a5ffffffff,26.0,0.0,0.0,0.0,0.0,0.0
84279a9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84279adffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84279b3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84279bbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84279e7ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8428325ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8428807ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428813ffffffff,29.0,0.0,0.0,2.0,0.0,0.0
8428817ffffffff,79.0,0.0,0.0,17.0,9.0,0.0
8428819ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
842881bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428825ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428833ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
842883bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8428841ffffffff,67.0,0.0,0.0,0.0,0.0,0.0
8428843ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8428845ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428849ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842884bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
842884dffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8428855ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8428863ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842886dffffffff,124.0,0.0,0.0,21.0,15.0,0.0
8428881ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8428885ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428887ffffffff,19.0,0.0,0.0,2.0,0.0,0.0
8428889ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
842888dffffffff,3.0,0.0,0.0,3.0,0.0,0.0
8428891ffffffff,19.0,0.0,0.0,0.0,0.0,0.0
8428893ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8428895ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428897ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
842889bffffffff,16.0,0.0,0.0,0.0,0.0,0.0
84288a1ffffffff,56.0,0.0,0.0,0.0,0.0,0.0
84288a5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84288adffffffff,26.0,0.0,0.0,4.0,0.0,0.0
84288c1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84288c3ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84288c5ffffffff,12.0,0.0,0.0,2.0,0.0,0.0
84288c7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84288d9ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84288dbffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84288e1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84288e3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84288e7ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
84288e9ffffffff,242.0,0.0,0.0,61.0,33.0,0.0
84288edffffffff,6.0,0.0,0.0,4.0,0.0,0.0
8428903ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8428907ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
842890bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428921ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8428923ffffffff,93.0,0.0,0.0,0.0,0.0,0.0
8428927ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8428929ffffffff,24.0,0.0,0.0,0.0,0.0,0.0
842892bffffffff,20.0,0.0,0.0,0.0,0.0,0.0
8428931ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8428933ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8428935ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428937ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
842893dffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8428941ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8428945ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
842894dffffffff,14.0,0.0,0.0,0.0,0.0,0.0
8428959ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8428961ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428967ffffffff,15.0,0.0,0.0,1.0,0.0,0.0
8428985ffffffff,2.0,0.0,0.0,0.0,1.0,0.0
8428987ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842898dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84289abffffffff,5.0,0.0,0.0,1.0,1.0,0.0
84289b1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84289b5ffffffff,14.0,0.0,0.0,0.0,2.0,0.0
84289b7ffffffff,12.0,0.0,0.0,1.0,0.0,0.0
84289bdffffffff,3.0,0.0,0.0,0.0,1.0,0.0
84289c5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84289c7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84289e3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84289e5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84289e9ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84289edffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8428a17ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8428a27ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8428a91ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8428a9bffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8428aa1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8428aa3ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8428aa9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8428ab7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428ae9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8428b0bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428b1dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8428b27ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8428b31ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428b37ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428b3bffffffff,20.0,0.0,0.0,2.0,4.0,0.0
8428b57ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428b61ffffffff,19.0,0.0,0.0,4.0,6.0,0.0
8428b63ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428b65ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8428b6dffffffff,186.0,0.0,0.0,47.0,35.0,0.0
8428d07ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8428d21ffffffff,1.0,0.0,0.0,1.0,0.0,0.0
8428d23ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8428d25ffffffff,4.0,0.0,0.0,0.0,1.0,0.0
8428d27ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8428d29ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8428d2bffffffff,31.0,0.0,0.0,6.0,0.0,0.0
8428d2dffffffff,17.0,0.0,0.0,3.0,0.0,0.0
8428d31ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8428d35ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428d39ffffffff,22.0,0.0,0.0,0.0,0.0,0.0
8428d3dffffffff,3.0,0.0,0.0,2.0,0.0,0.0
8428d41ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428d49ffffffff,325.0,0.0,0.0,45.0,0.0,0.0
8428d4bffffffff,4.0,0.0,0.0,2.0,0.0,0.0
8428d61ffffffff,18.0,0.0,0.0,12.0,2.0,0.0
8428d65ffffffff,12.0,0.0,0.0,1.0,0.0,0.0
8428d67ffffffff,18.0,0.0,0.0,1.0,1.0,0.0
8428d69ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428d6bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8428d6dffffffff,11.0,0.0,0.0,2.0,1.0,0.0
8428da5ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8428dadffffffff,22.0,0.0,0.0,0.0,0.0,0.0
8428de3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428de7ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8428f21ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8428f27ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8428f2bffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8428f3dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8428f5dffffffff,51.0,0.0,0.0,14.0,0.0,0.0
8428f63ffffffff,23.0,0.0,0.0,0.0,0.0,0.0
8428f67ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842981bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8429853ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8429899ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
842989bffffffff,13.0,0.0,0.0,0.0,0.0,0.0
84298c3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84298c9ffffffff,198.0,0.0,0.0,0.0,14.0,0.0
84298cbffffffff,111.0,0.0,0.0,0.0,0.0,0.0
84298cdffffffff,12.0,0.0,0.0,0.0,0.0,0.0
