cell_id,Leucosticte tephrocotis,Leucosticte tephrocotis umbrina,Leucosticte tephrocotis griseonucha,Leucosticte tephrocotis littoralis,Leucosticte tephrocotis [tephrocotis Group],Leucosticte tephrocotis littoralis x [tephrocotis Group]
840c143ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c145ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c213ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
840c25dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c42dffffffff,38.0,0.0,0.0,0.0,0.0,0.0
840c455ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c461ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c465ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840c46dffffffff,11.0,0.0,0.0,0.0,0.0,0.0
840c51dffffffff,131.0,0.0,0.0,1.0,0.0,0.0
840c55bffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840c5a1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c5a5ffffffff,28.0,0.0,1.0,0.0,0.0,0.0
840c5a7ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
840c5adffffffff,15.0,0.0,2.0,0.0,0.0,0.0
840c609ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c60dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840c647ffffffff,3.0,0.0,0.0,1.0,0.0,0.0
840c65dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c665ffffffff,3.0,0.0,0.0,1.0,0.0,0.0
840c705ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c70dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c715ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c719ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c733ffffffff,40.0,0.0,0.0,6.0,0.0,0.0
840c739ffffffff,18.0,0.0,0.0,3.0,0.0,0.0
840c73bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c741ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c745ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
840c74dffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840c759ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c75dffffffff,2.0,0.0,0.0,2.0,0.0,0.0
840c769ffffffff,17.0,0.0,0.0,2.0,0.0,0.0
840c809ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840cc49ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840ccc3ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840cd8dffffffff,16.0,0.0,0.0,0.0,0.0,0.0
840cdd7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840ce85ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840d093ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
840d0b3ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
840d537ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840d569ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
840d585ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840d5a9ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840d705ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841213bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412147ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841230dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412819ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412851ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
841285dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412887ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
841288dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412891ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841289bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84128a3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84128d3ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8412a89ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412a99ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8412ab3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412ab5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412ab7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412ad7ffffffff,4.0,0.0,0.0,0.0,2.0,0.0
8412c01ffffffff,19.0,0.0,0.0,0.0,0.0,0.0
8412c03ffffffff,28.0,0.0,0.0,0.0,0.0,0.0
8412c05ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412c07ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8412c0bffffffff,29.0,0.0,0.0,0.0,0.0,0.0
8412c11ffffffff,101.0,0.0,0.0,2.0,9.0,0.0
8412c13ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8412c15ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8412c17ffffffff,32.0,0.0,0.0,2.0,2.0,0.0
8412c1bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412c1dffffffff,13.0,0.0,0.0,2.0,4.0,0.0
8412c29ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412c3dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412c41ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412c47ffffffff,36.0,0.0,0.0,0.0,2.0,0.0
8412c4dffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8412c55ffffffff,3.0,0.0,0.0,0.0,3.0,0.0
