cell_id,Acanthis flammea,Acanthis flammea flammea,Acanthis flammea rostrata/islandica,Acanthis flammea cabaret,Acanthis flammea exilipes,Acanthis flammea hornemanni,Acanthis flammea flammea/rostrata/islandica,Acanthis flammea [flammea Group/cabaret],Acanthis flammea hornemanni/exilipes,Acanthis flammea [flammea Group/hornemanni/exilipes],Acanthis flammea [flammea Group x hornemanni/exilipes]
830120fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0
830124fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
830125fffffffff,9.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
830126fffffffff,41.0,4.0,0.0,0.0,0.0,0.0,29.0,0.0,6.0,2.0,0.0
830130fffffffff,151.0,3.0,0.0,1.0,1.0,0.0,109.0,0.0,29.0,8.0,0.0
830131fffffffff,43.0,2.0,0.0,0.0,2.0,0.0,18.0,0.0,14.0,6.0,0.0
830134fffffffff,21.0,3.0,0.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0
830135fffffffff,481.0,3.0,0.0,2.0,24.0,0.0,293.0,1.0,129.0,22.0,0.0
830136fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
830241fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
83024cfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
83025cfffffffff,21.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0,0.0,0.0
8302cafffffffff,58.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,19.0,32.0,0.0
8302dafffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8302dcfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8302ddfffffffff,15.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,7.0,2.0,0.0
83041afffffffff,104.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0
8304ccfffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0
8304cdfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
830588fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
83058cfffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0
830656fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
830689fffffffff,15.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,4.0,0.0,0.0
8306c9fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
8306d1fffffffff,39.0,0.0,10.0,0.0,0.0,0.0,25.0,0.0,4.0,0.0,0.0
8306d5fffffffff,38.0,0.0,29.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
8306d6fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8306dcfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
8306f2fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
830741fffffffff,84.0,0.0,2.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0
830742fffffffff,39.0,0.0,5.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0
830743fffffffff,607.0,0.0,32.0,0.0,0.0,0.0,571.0,0.0,0.0,4.0,0.0
830744fffffffff,18.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
830745fffffffff,68.0,0.0,7.0,0.0,0.0,0.0,59.0,0.0,0.0,2.0,0.0
830746fffffffff,650.0,0.0,57.0,0.0,0.0,0.0,591.0,0.0,0.0,2.0,0.0
83074efffffffff,29.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0
830751fffffffff,8.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
830753fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
830755fffffffff,34.0,0.0,4.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
830758fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
83075cfffffffff,145.0,0.0,10.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0
83075dfffffffff,612.0,0.0,50.0,0.0,0.0,0.0,560.0,0.0,0.0,2.0,0.0
83075efffffffff,54.0,0.0,6.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0
830762fffffffff,101.0,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
830763fffffffff,48.0,0.0,4.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0
830771fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,3.0,0.0
830773fffffffff,197.0,0.0,57.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0
830775fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
830803fffffffff,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
830806fffffffff,26.0,0.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0
830810fffffffff,30.0,1.0,0.0,0.0,0.0,0.0,23.0,3.0,2.0,1.0,0.0
830811fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
830812fffffffff,37.0,2.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0
830813fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
830814fffffffff,35.0,3.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0
830815fffffffff,10.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0
830818fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
830819fffffffff,26.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0
83081dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
83081efffffffff,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
830828fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
830829fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
83082afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
83082bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
830831fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
830833fffffffff,28.0,0.0,0.0,4.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0
830836fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
830880fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
830882fffffffff,5.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
830883fffffffff,32.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,2.0,0.0
830884fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
830885fffffffff,20.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,2.0,0.0,0.0
830886fffffffff,141.0,0.0,0.0,3.0,1.0,0.0,131.0,0.0,6.0,0.0,0.0
830888fffffffff,60.0,4.0,0.0,0.0,0.0,0.0,53.0,0.0,3.0,0.0,0.0
830889fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
83088afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
83088dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
83088efffffffff,6.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
830890fffffffff,4.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
830893fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
830895fffffffff,13.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
830896fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
830898fffffffff,32.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,1.0,0.0,0.0
830899fffffffff,69.0,4.0,0.0,0.0,3.0,0.0,55.0,0.0,7.0,0.0,0.0
83089afffffffff,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
83089bfffffffff,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
83089cfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
83089dfffffffff,48.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,1.0,0.0,0.0
83089efffffffff,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
8308a0fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8308a2fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
8308a3fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
8308a4fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
8308a5fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0
8308a6fffffffff,7.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0
8308a8fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8308acfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
8308b0fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
