cell_id,Schetba rufa,Schetba rufa rufa,Schetba rufa occidentalis
82a217fffffffff,137.0,0.0,0.0
82a227fffffffff,4.0,0.0,0.0
82a237fffffffff,5.0,0.0,0.0
82a2a7fffffffff,107.0,0.0,0.0
82a2affffffffff,5.0,0.0,0.0
82a30ffffffffff,12.0,0.0,0.0
82a31ffffffffff,242.0,0.0,0.0
82a357fffffffff,70.0,0.0,0.0
82a38ffffffffff,30.0,0.0,0.0
82a39ffffffffff,1.0,0.0,0.0
