cell_id,Tauraco fischeri,Tauraco fischeri fischeri,Tauraco fischeri zanzibaricus
837a66fffffffff,8.0,0.0,0.0
837a75fffffffff,4.0,0.0,0.0
837b48fffffffff,179.0,13.0,0.0
837b4afffffffff,74.0,0.0,0.0
837b4bfffffffff,15.0,4.0,0.0
837b59fffffffff,171.0,0.0,0.0
837b5bfffffffff,9.0,0.0,0.0
