cell_id,Campethera bennettii,Campethera bennettii bennettii,Campethera bennettii capricorni
83974afffffffff,1.0,0.0,1.0
83ac8afffffffff,3.0,0.0,3.0
83adb6fffffffff,2.0,2.0,0.0
83bcdcfffffffff,2.0,2.0,0.0
83bcf2fffffffff,3.0,0.0,0.0
