cell_id,Garrulus glandarius,Garrulus glandarius [glandarius Group],Garrulus glandarius [atricapillus Group],Garrulus glandarius [cervicalis Group],Garrulus glandarius hyrcanus,Garrulus glandarius [brandtii Group],Garrulus glandarius [bispecularis Group],Garrulus glandarius leucotis/oatesi,Garrulus glandarius [japonicus Group]
830126fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830135fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830806fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830811fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830812fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830813fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830814fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830815fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830819fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83081efffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830829fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830833fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830880fffffffff,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830882fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830883fffffffff,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830884fffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830885fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830886fffffffff,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830888fffffffff,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830889fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83088afffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83088bfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83088efffffffff,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830890fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830893fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830895fffffffff,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830896fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830898fffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830899fffffffff,149.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83089afffffffff,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83089bfffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83089dfffffffff,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83089efffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308a0fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308a2fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308a3fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308a4fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308a5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308a6fffffffff,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308a8fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308acfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308b0fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
