cell_id,Asio otus,Asio otus wilsonianus/tuftsi,Asio otus otus/canariensis
8407451ffffffff,2.0,0.0,0.0
8407635ffffffff,2.0,0.0,0.0
840880dffffffff,2.0,0.0,0.0
840e491ffffffff,4.0,0.0,0.0
840e497ffffffff,3.0,0.0,0.0
840e4dbffffffff,1.0,0.0,0.0
840e805ffffffff,3.0,0.0,0.0
840ec95ffffffff,2.0,0.0,0.0
840edc9ffffffff,2.0,0.0,0.0
840eea7ffffffff,11.0,0.0,0.0
840eeb5ffffffff,4.0,0.0,0.0
841126dffffffff,2.0,0.0,2.0
841136bffffffff,1.0,0.0,1.0
8411813ffffffff,1.0,0.0,1.0
841181bffffffff,1.0,0.0,1.0
8411aa7ffffffff,1.0,0.0,1.0
8411ab9ffffffff,1.0,0.0,1.0
8411ae7ffffffff,5.0,0.0,5.0
84124b7ffffffff,2.0,0.0,0.0
8412515ffffffff,4.0,4.0,0.0
8412591ffffffff,1.0,0.0,0.0
8412ab3ffffffff,2.0,0.0,0.0
8412c21ffffffff,1.0,0.0,0.0
8412cc1ffffffff,1.0,0.0,0.0
8412cc9ffffffff,1.0,0.0,0.0
8412ccdffffffff,7.0,0.0,0.0
8412dd5ffffffff,2.0,0.0,0.0
8412ea7ffffffff,2.0,0.0,0.0
8412f6dffffffff,9.0,0.0,0.0
84138c7ffffffff,2.0,0.0,0.0
8414b29ffffffff,1.0,0.0,0.0
84165e1ffffffff,2.0,0.0,2.0
841821bffffffff,1.0,0.0,0.0
8418495ffffffff,17.0,0.0,0.0
84184bbffffffff,3.0,0.0,0.0
84185b3ffffffff,2.0,0.0,0.0
8418629ffffffff,2.0,0.0,0.0
84194ddffffffff,2.0,0.0,0.0
8419501ffffffff,3.0,0.0,0.0
8419507ffffffff,4.0,0.0,0.0
8419683ffffffff,3.0,0.0,0.0
8419693ffffffff,6.0,0.0,0.0
8419695ffffffff,2.0,0.0,0.0
8419697ffffffff,2.0,0.0,0.0
84196bbffffffff,7.0,0.0,0.0
841aa3dffffffff,1.0,0.0,0.0
841e023ffffffff,4.0,0.0,4.0
841e041ffffffff,9.0,0.0,0.0
841e045ffffffff,3.0,0.0,0.0
841e047ffffffff,2.0,0.0,0.0
841e049ffffffff,3.0,0.0,0.0
841e061ffffffff,19.0,0.0,0.0
841e0a9ffffffff,4.0,0.0,0.0
841e0e3ffffffff,3.0,0.0,0.0
841e0e7ffffffff,6.0,0.0,0.0
841e15bffffffff,2.0,0.0,0.0
841e195ffffffff,6.0,0.0,0.0
841e19dffffffff,2.0,0.0,0.0
841e1b3ffffffff,1.0,0.0,0.0
841e1b5ffffffff,1.0,0.0,0.0
841e1bbffffffff,5.0,0.0,0.0
841e1d1ffffffff,2.0,0.0,0.0
841e237ffffffff,1.0,0.0,0.0
841e307ffffffff,2.0,0.0,0.0
841e351ffffffff,1.0,0.0,0.0
841e355ffffffff,3.0,0.0,0.0
841e357ffffffff,2.0,0.0,0.0
841e35dffffffff,1.0,0.0,0.0
841e593ffffffff,2.0,0.0,0.0
841e6bbffffffff,4.0,0.0,0.0
841ea03ffffffff,4.0,0.0,0.0
841eb49ffffffff,7.0,0.0,0.0
841ec47ffffffff,2.0,0.0,0.0
841ec89ffffffff,1.0,0.0,0.0
841eca1ffffffff,2.0,0.0,0.0
841ecadffffffff,1.0,0.0,0.0
841ee37ffffffff,4.0,0.0,0.0
841f03bffffffff,2.0,0.0,0.0
841f1a1ffffffff,1.0,0.0,0.0
841f263ffffffff,1.0,0.0,0.0
841f283ffffffff,1.0,0.0,0.0
841f33bffffffff,4.0,0.0,2.0
841f519ffffffff,4.0,0.0,4.0
841f727ffffffff,2.0,0.0,0.0
841f8d1ffffffff,9.0,0.0,0.0
841f981ffffffff,2.0,0.0,0.0
84209b5ffffffff,2.0,0.0,0.0
8420a61ffffffff,3.0,0.0,0.0
84240adffffffff,1.0,0.0,0.0
8424e41ffffffff,2.0,0.0,0.0
842512bffffffff,1.0,0.0,1.0
84255a7ffffffff,1.0,0.0,1.0
84264d1ffffffff,1.0,0.0,0.0
84265dbffffffff,1.0,0.0,0.0
84270e1ffffffff,4.0,0.0,0.0
84271c9ffffffff,1.0,0.0,0.0
842721bffffffff,1.0,0.0,0.0
8427617ffffffff,2.0,0.0,0.0
842763bffffffff,18.0,0.0,0.0
8427691ffffffff,4.0,0.0,0.0
8427693ffffffff,2.0,0.0,0.0
8427699ffffffff,1.0,0.0,0.0
842769bffffffff,2.0,0.0,0.0
84276c3ffffffff,2.0,0.0,0.0
84276d1ffffffff,2.0,0.0,0.0
84276d3ffffffff,2.0,0.0,0.0
84276edffffffff,3.0,0.0,0.0
842770dffffffff,3.0,0.0,0.0
8427761ffffffff,2.0,0.0,0.0
8427a01ffffffff,1.0,0.0,0.0
8427a03ffffffff,2.0,0.0,0.0
8427a0bffffffff,5.0,0.0,0.0
8427a61ffffffff,3.0,0.0,0.0
8427b39ffffffff,2.0,0.0,0.0
8427b51ffffffff,1.0,0.0,0.0
8428d65ffffffff,1.0,0.0,0.0
8428dedffffffff,1.0,0.0,0.0
842a335ffffffff,1.0,0.0,0.0
842a857ffffffff,1.0,1.0,0.0
842aaadffffffff,1.0,0.0,0.0
842ab05ffffffff,1.0,0.0,0.0
842ab09ffffffff,8.0,0.0,0.0
842ab0dffffffff,9.0,0.0,0.0
842ab21ffffffff,18.0,0.0,0.0
842ab2bffffffff,139.0,1.0,0.0
842ab2dffffffff,3.0,0.0,0.0
842ab43ffffffff,16.0,0.0,0.0
842ab47ffffffff,7.0,0.0,0.0
842ab49ffffffff,20.0,0.0,0.0
842ab4bffffffff,38.0,0.0,0.0
842ab55ffffffff,20.0,0.0,0.0
842ab5dffffffff,2.0,0.0,0.0
842ab61ffffffff,38.0,1.0,0.0
842ab63ffffffff,6.0,0.0,0.0
842ab6bffffffff,4.0,0.0,0.0
842b003ffffffff,2.0,0.0,0.0
842b0a5ffffffff,2.0,0.0,0.0
842b0a7ffffffff,13.0,0.0,0.0
842b0e9ffffffff,6.0,0.0,0.0
842b117ffffffff,2.0,0.0,0.0
842b121ffffffff,2.0,0.0,0.0
842b143ffffffff,6.0,0.0,0.0
842b161ffffffff,3.0,0.0,0.0
842b165ffffffff,2.0,0.0,0.0
842b167ffffffff,3.0,0.0,0.0
842b235ffffffff,1.0,0.0,0.0
842b303ffffffff,7.0,0.0,0.0
842b315ffffffff,2.0,0.0,0.0
842b801ffffffff,11.0,0.0,0.0
842b81bffffffff,2.0,0.0,0.0
842b81dffffffff,2.0,0.0,0.0
842b831ffffffff,12.0,0.0,0.0
842b833ffffffff,1.0,0.0,0.0
842b835ffffffff,1.0,0.0,0.0
842b839ffffffff,5.0,0.0,0.0
842b83bffffffff,82.0,0.0,0.0
842b83dffffffff,1.0,0.0,0.0
842b85bffffffff,1.0,0.0,0.0
842b8adffffffff,2.0,0.0,0.0
842b8e5ffffffff,6.0,1.0,0.0
842b8edffffffff,2.0,0.0,0.0
842b947ffffffff,12.0,0.0,0.0
842b949ffffffff,2.0,0.0,0.0
842b981ffffffff,1.0,0.0,0.0
842b983ffffffff,3.0,0.0,0.0
842b987ffffffff,4.0,0.0,0.0
842b98bffffffff,6.0,0.0,0.0
842b98dffffffff,8.0,0.0,0.0
842b999ffffffff,2.0,0.0,0.0
842b9a3ffffffff,2.0,0.0,0.0
842b9a7ffffffff,3.0,0.0,0.0
842b9a9ffffffff,1.0,0.0,0.0
842b9abffffffff,3.0,0.0,0.0
842b9b1ffffffff,2.0,0.0,0.0
842b9b3ffffffff,16.0,0.0,0.0
842b9b5ffffffff,21.0,0.0,0.0
842b9b7ffffffff,101.0,6.0,0.0
842b9b9ffffffff,3.0,0.0,0.0
842b9bdffffffff,54.0,2.0,0.0
842b9c5ffffffff,19.0,1.0,0.0
842b9c7ffffffff,2.0,2.0,0.0
842b9cdffffffff,2.0,0.0,0.0
842b9d3ffffffff,37.0,0.0,0.0
842b9d5ffffffff,4.0,0.0,0.0
842b9d7ffffffff,2.0,0.0,0.0
842b9d9ffffffff,3.0,0.0,0.0
842b9dbffffffff,32.0,0.0,0.0
842b9e1ffffffff,1.0,0.0,0.0
842b9ebffffffff,8.0,0.0,0.0
842ba0bffffffff,8.0,0.0,0.0
842ba55ffffffff,10.0,0.0,0.0
842ba57ffffffff,7.0,0.0,0.0
842ba87ffffffff,10.0,0.0,0.0
842baa1ffffffff,1.0,0.0,0.0
842baa5ffffffff,266.0,2.0,0.0
842baa9ffffffff,3.0,0.0,0.0
842bae7ffffffff,2.0,0.0,0.0
