cell_id,Tolmomyias assimilis,Tolmomyias assimilis neglectus,Tolmomyias assimilis examinatus,Tolmomyias assimilis obscuriceps,Tolmomyias assimilis [assimilis Group],Tolmomyias assimilis sucunduri,Tolmomyias assimilis paraensis
835f01fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
835f03fffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0
835f08fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
835f0dfffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
835f10fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
835f11fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
835f12fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
835f13fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
835f14fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
835f15fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
835f16fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
835f1cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
835f29fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
835f2bfffffffff,235.0,0.0,0.0,0.0,0.0,0.0,0.0
835f2cfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
835f2dfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
835f36fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
835f40fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
835f42fffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
835f54fffffffff,52.0,0.0,0.0,0.0,0.0,0.0,0.0
835f68fffffffff,10.0,0.0,1.0,0.0,0.0,0.0,0.0
835f70fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
835f71fffffffff,33.0,0.0,4.0,0.0,0.0,0.0,0.0
835f75fffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
836608fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
836619fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
836641fffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0
836648fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
836652fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
836654fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
836656fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83665afffffffff,83.0,0.0,0.0,7.0,0.0,0.0,0.0
83665bfffffffff,27.0,0.0,0.0,14.0,0.0,0.0,0.0
83665efffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
836663fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
836673fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8366c0fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8366c1fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8366c2fffffffff,97.0,0.0,0.0,7.0,0.0,0.0,0.0
8366c3fffffffff,7.0,0.0,0.0,6.0,0.0,0.0,0.0
8366c6fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8366c9fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8366cefffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
8366d1fffffffff,99.0,0.0,0.0,0.0,0.0,0.0,0.0
8366d8fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
8366dafffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8366dbfffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
8366dcfffffffff,155.0,0.0,0.0,50.0,0.0,0.0,0.0
8366ddfffffffff,17.0,0.0,0.0,5.0,0.0,0.0,0.0
8366defffffffff,33.0,0.0,0.0,11.0,0.0,0.0,0.0
8366e1fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8366e5fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
8366e9fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8366ecfffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
8366eefffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
838044fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
838046fffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
83804dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
838061fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
838062fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
838065fffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
838066fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
838068fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83806bfffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0
838071fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
838072fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
838074fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
838075fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
838143fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,2.0
83814afffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0
83814dfffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0
83814efffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0
838159fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83815afffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83815dfffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
838a00fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
838a01fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
838a05fffffffff,25.0,0.0,1.0,0.0,0.0,0.0,0.0
838a06fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
838a10fffffffff,38.0,0.0,0.0,0.0,0.0,0.0,0.0
838a15fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
838a19fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
838a1afffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
838a21fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
838a24fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
838a31fffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0
