cell_id,Tolmomyias assimilis,Tolmomyias assimilis neglectus,Tolmomyias assimilis examinatus,Tolmomyias assimilis obscuriceps,Tolmomyias assimilis [assimilis Group],Tolmomyias assimilis sucunduri,Tolmomyias assimilis paraensis
838a33fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
838a34fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
838a45fffffffff,14.0,0.0,0.0,1.0,0.0,0.0,0.0
838a56fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
838a5afffffffff,2.0,0.0,1.0,0.0,0.0,0.0,0.0
838a63fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
838a68fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
838a69fffffffff,71.0,0.0,0.0,2.0,0.0,0.0,0.0
838a6dfffffffff,219.0,0.0,0.0,18.0,0.0,0.0,0.0
838a6efffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
838a70fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
838a80fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
838a82fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
838a8cfffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0
838a8dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
838a91fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
838a9cfffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0
838aa8fffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
838aa9fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
838aacfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
838aadfffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
838adcfffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
838adefffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
838af0fffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0
838af1fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
838af2fffffffff,130.0,0.0,35.0,0.0,0.0,0.0,0.0
838af4fffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
838af6fffffffff,742.0,0.0,59.0,0.0,0.0,0.0,0.0
838b1afffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
838b21fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
838b22fffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
838b23fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
838b2efffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
838b40fffffffff,45.0,0.0,0.0,0.0,1.0,0.0,0.0
838b42fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
838b44fffffffff,89.0,0.0,0.0,0.0,7.0,0.0,0.0
838b45fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
838b46fffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0
838b4efffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
838b56fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
838b5cfffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
838b5dfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
838b5efffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
838b61fffffffff,88.0,0.0,0.0,0.0,8.0,0.0,0.0
838b62fffffffff,18.0,0.0,0.0,0.0,1.0,0.0,0.0
838b63fffffffff,73.0,0.0,0.0,0.0,0.0,0.0,0.0
838b69fffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
838b6cfffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
838b6efffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0
838b71fffffffff,150.0,0.0,0.0,0.0,0.0,0.0,0.0
838b74fffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
838b75fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
838b83fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
838b84fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
838b88fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
838b96fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
838b99fffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
838b9dfffffffff,124.0,0.0,0.0,0.0,0.0,0.0,0.0
838ba4fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
838ba6fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
838e64fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
838e65fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
838f40fffffffff,119.0,0.0,0.0,0.0,0.0,0.0,0.0
838f42fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
838f43fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
838f44fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
838f46fffffffff,178.0,0.0,0.0,0.0,6.0,0.0,0.0
838f48fffffffff,93.0,0.0,0.0,0.0,0.0,0.0,0.0
838f4afffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
838f4bfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
838f59fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
838f5cfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
838f5dfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
838f61fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
838f65fffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
838f6bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
838f6efffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
838f70fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
838f71fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
838f72fffffffff,24.0,0.0,0.0,11.0,0.0,0.0,0.0
838f74fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83a859fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83a8c9fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
83b324fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
