cell_id,Thryothorus ludovicianus,Thryothorus ludovicianus [ludovicianus Group],Thryothorus ludovicianus [berlandieri Group],Thryothorus ludovicianus albinucha/subfulvus
8326f0fffffffff,2.0,0.0,0.0,0.0
8326f1fffffffff,4.0,0.0,0.0,0.0
8326f2fffffffff,32.0,0.0,0.0,0.0
8326f3fffffffff,5.0,0.0,0.0,0.0
8326f6fffffffff,10.0,0.0,0.0,0.0
832702fffffffff,2.0,0.0,0.0,0.0
832711fffffffff,1.0,0.0,0.0,0.0
83271cfffffffff,8.0,0.0,0.0,0.0
832740fffffffff,34.0,0.0,0.0,0.0
832741fffffffff,5.0,0.0,0.0,0.0
832743fffffffff,25.0,0.0,0.0,0.0
832744fffffffff,1.0,0.0,0.0,0.0
832746fffffffff,4.0,0.0,0.0,0.0
832748fffffffff,86.0,0.0,0.0,0.0
832749fffffffff,93.0,3.0,0.0,0.0
83274afffffffff,4.0,0.0,0.0,0.0
83274bfffffffff,43.0,0.0,0.0,0.0
83274cfffffffff,16.0,0.0,0.0,0.0
83274dfffffffff,107.0,0.0,0.0,0.0
83274efffffffff,2.0,0.0,0.0,0.0
832751fffffffff,2.0,0.0,0.0,0.0
832752fffffffff,44.0,1.0,0.0,0.0
832753fffffffff,9.0,0.0,0.0,0.0
832754fffffffff,17.0,0.0,0.0,0.0
832756fffffffff,18.0,0.0,0.0,0.0
832758fffffffff,10.0,0.0,0.0,0.0
832759fffffffff,9.0,0.0,0.0,0.0
83275afffffffff,4.0,0.0,0.0,0.0
83275cfffffffff,8.0,0.0,0.0,0.0
83275dfffffffff,34.0,0.0,0.0,0.0
83275efffffffff,3.0,0.0,0.0,0.0
832763fffffffff,33.0,0.0,0.0,0.0
832768fffffffff,3.0,0.0,0.0,0.0
832769fffffffff,39.0,0.0,0.0,0.0
83276afffffffff,1.0,0.0,0.0,0.0
83276bfffffffff,8.0,0.0,0.0,0.0
83276dfffffffff,2.0,0.0,0.0,0.0
832770fffffffff,4.0,0.0,0.0,0.0
832773fffffffff,5.0,0.0,0.0,0.0
832898fffffffff,3.0,0.0,0.0,0.0
832a06fffffffff,21.0,0.0,0.0,0.0
832a10fffffffff,127.0,27.0,0.0,0.0
832a12fffffffff,5123.0,11.0,0.0,0.0
832a13fffffffff,5125.0,5.0,0.0,0.0
832a14fffffffff,55.0,7.0,0.0,0.0
832a15fffffffff,33.0,9.0,0.0,0.0
832a16fffffffff,31.0,0.0,0.0,0.0
832a18fffffffff,9.0,0.0,0.0,0.0
832a30fffffffff,101.0,2.0,0.0,0.0
832a31fffffffff,102.0,2.0,0.0,0.0
832a32fffffffff,39.0,1.0,0.0,0.0
832a33fffffffff,48.0,5.0,0.0,0.0
832a34fffffffff,58.0,0.0,0.0,0.0
832a36fffffffff,19.0,0.0,0.0,0.0
832a80fffffffff,25.0,4.0,0.0,0.0
832a81fffffffff,7.0,4.0,0.0,0.0
832a84fffffffff,6.0,0.0,0.0,0.0
832a85fffffffff,4.0,0.0,0.0,0.0
832a86fffffffff,1.0,0.0,0.0,0.0
832a88fffffffff,2.0,0.0,0.0,0.0
832a8bfffffffff,9.0,0.0,0.0,0.0
832a8cfffffffff,4.0,0.0,0.0,0.0
832a8efffffffff,3.0,0.0,0.0,0.0
832a91fffffffff,1.0,0.0,0.0,0.0
832a93fffffffff,2.0,1.0,0.0,0.0
832a95fffffffff,4.0,2.0,0.0,0.0
832a99fffffffff,1.0,0.0,0.0,0.0
832a9afffffffff,2.0,1.0,0.0,0.0
832a9cfffffffff,2.0,0.0,0.0,0.0
832aa1fffffffff,19.0,0.0,0.0,0.0
832aa2fffffffff,8.0,0.0,0.0,0.0
832aa3fffffffff,17.0,0.0,0.0,0.0
832aa4fffffffff,7.0,0.0,0.0,0.0
832aa5fffffffff,1.0,0.0,0.0,0.0
832aa6fffffffff,6.0,4.0,0.0,0.0
832aa8fffffffff,93.0,26.0,0.0,0.0
832aa9fffffffff,16.0,0.0,0.0,0.0
832aaafffffffff,94.0,18.0,0.0,0.0
832aabfffffffff,5.0,0.0,0.0,0.0
832aacfffffffff,6949.0,3.0,0.0,0.0
832aadfffffffff,109.0,39.0,0.0,0.0
832aaefffffffff,40.0,3.0,0.0,0.0
832ab0fffffffff,50.0,46.0,0.0,0.0
832ab2fffffffff,1080.0,267.0,0.0,0.0
832ab3fffffffff,11.0,0.0,0.0,0.0
832ab4fffffffff,62.0,3.0,0.0,0.0
832ab5fffffffff,205.0,165.0,0.0,0.0
832ab6fffffffff,32.0,1.0,0.0,0.0
832ad3fffffffff,2.0,2.0,0.0,0.0
832ad6fffffffff,4.0,0.0,0.0,0.0
832af0fffffffff,2.0,0.0,0.0,0.0
832af3fffffffff,2.0,0.0,0.0,0.0
832af6fffffffff,12.0,1.0,0.0,0.0
832b00fffffffff,27.0,0.0,0.0,0.0
832b01fffffffff,317.0,0.0,0.0,0.0
832b03fffffffff,156.0,2.0,0.0,0.0
832b0efffffffff,9.0,0.0,0.0,0.0
832b12fffffffff,47.0,0.0,0.0,0.0
832b16fffffffff,46.0,0.0,0.0,0.0
832b18fffffffff,20.0,0.0,0.0,0.0
832b19fffffffff,4.0,0.0,0.0,0.0
832b1afffffffff,18.0,0.0,0.0,0.0
832b1bfffffffff,4.0,0.0,0.0,0.0
832b1cfffffffff,10.0,0.0,0.0,0.0
832b1dfffffffff,7.0,0.0,0.0,0.0
832b30fffffffff,156.0,0.0,0.0,0.0
832b31fffffffff,14.0,0.0,0.0,0.0
832b80fffffffff,2.0,0.0,0.0,0.0
832b81fffffffff,258.0,0.0,0.0,0.0
832b83fffffffff,313.0,6.0,0.0,0.0
832b85fffffffff,4.0,0.0,0.0,0.0
832b88fffffffff,1.0,0.0,0.0,0.0
832b89fffffffff,208.0,0.0,0.0,0.0
832b8afffffffff,5.0,0.0,0.0,0.0
832b8bfffffffff,4.0,0.0,0.0,0.0
832b8cfffffffff,16.0,0.0,0.0,0.0
832b8dfffffffff,14.0,0.0,0.0,0.0
832b8efffffffff,56.0,7.0,0.0,0.0
832b91fffffffff,3.0,0.0,0.0,0.0
832b94fffffffff,15.0,0.0,0.0,0.0
832b98fffffffff,120.0,0.0,0.0,0.0
832b99fffffffff,33.0,0.0,0.0,0.0
832b9afffffffff,15.0,0.0,0.0,0.0
832b9bfffffffff,293.0,151.0,0.0,0.0
832b9cfffffffff,2.0,0.0,0.0,0.0
832b9dfffffffff,386.0,17.0,0.0,0.0
832b9efffffffff,77.0,10.0,0.0,0.0
832ba0fffffffff,5.0,0.0,0.0,0.0
832ba5fffffffff,18.0,0.0,0.0,0.0
832ba8fffffffff,129.0,3.0,0.0,0.0
832ba9fffffffff,6.0,0.0,0.0,0.0
832baafffffffff,118.0,0.0,0.0,0.0
832babfffffffff,7.0,2.0,0.0,0.0
832bacfffffffff,260.0,0.0,0.0,0.0
832baefffffffff,14.0,0.0,0.0,0.0
834412fffffffff,387.0,5.0,0.0,0.0
83441afffffffff,65.0,33.0,0.0,0.0
83441efffffffff,4.0,0.0,0.0,0.0
834440fffffffff,7.0,0.0,0.0,0.0
834441fffffffff,2.0,0.0,0.0,0.0
834445fffffffff,1.0,0.0,0.0,0.0
834446fffffffff,5.0,0.0,0.0,0.0
834449fffffffff,11.0,0.0,0.0,0.0
83444cfffffffff,10.0,0.0,0.0,0.0
834450fffffffff,1.0,0.0,0.0,0.0
834452fffffffff,1.0,0.0,0.0,0.0
834455fffffffff,3.0,0.0,0.0,0.0
83445cfffffffff,1.0,0.0,0.0,0.0
83445dfffffffff,1.0,0.0,0.0,0.0
83446bfffffffff,1.0,0.0,0.0,0.0
83446cfffffffff,4.0,0.0,0.0,0.0
8344a1fffffffff,30.0,0.0,0.0,0.0
8344a5fffffffff,213.0,1.0,0.0,0.0
8344a8fffffffff,4.0,2.0,0.0,0.0
8344a9fffffffff,18.0,0.0,0.0,0.0
8344abfffffffff,1.0,0.0,0.0,0.0
8344c1fffffffff,4.0,0.0,0.0,0.0
8344c2fffffffff,2.0,0.0,0.0,0.0
8344c8fffffffff,1.0,0.0,0.0,0.0
8344c9fffffffff,3.0,0.0,0.0,0.0
8344cafffffffff,1.0,0.0,0.0,0.0
8344cbfffffffff,1.0,0.0,0.0,0.0
8344cdfffffffff,3.0,0.0,0.0,0.0
8344d0fffffffff,1.0,0.0,0.0,0.0
8344d1fffffffff,3.0,0.0,0.0,0.0
8344d3fffffffff,1.0,0.0,0.0,0.0
8344d5fffffffff,1.0,0.0,0.0,0.0
8344d9fffffffff,2.0,0.0,0.0,0.0
8344ddfffffffff,4.0,0.0,0.0,0.0
8344e4fffffffff,3.0,0.0,0.0,0.0
8344e5fffffffff,2.0,0.0,0.0,0.0
8344eefffffffff,1.0,0.0,0.0,0.0
8344f0fffffffff,15.0,14.0,0.0,0.0
8344f3fffffffff,1.0,0.0,0.0,0.0
8344f4fffffffff,14.0,0.0,0.0,0.0
8344f5fffffffff,1.0,0.0,0.0,0.0
8344f6fffffffff,1.0,1.0,0.0,0.0
83450afffffffff,4.0,0.0,0.0,4.0
83450dfffffffff,2.0,0.0,0.0,0.0
83450efffffffff,5.0,0.0,0.0,5.0
834528fffffffff,7.0,0.0,0.0,7.0
83452afffffffff,2.0,0.0,0.0,2.0
83452cfffffffff,5.0,0.0,0.0,5.0
83452efffffffff,78.0,0.0,0.0,10.0
834880fffffffff,1.0,0.0,0.0,0.0
83488bfffffffff,3.0,0.0,0.0,0.0
834891fffffffff,2.0,0.0,0.0,0.0
834893fffffffff,4.0,0.0,0.0,0.0
834895fffffffff,1.0,0.0,0.0,0.0
834899fffffffff,2.0,0.0,0.0,0.0
83489afffffffff,1.0,0.0,0.0,0.0
83489cfffffffff,1.0,1.0,0.0,0.0
83489dfffffffff,2.0,0.0,0.0,0.0
83489efffffffff,2.0,1.0,0.0,0.0
8348a2fffffffff,2.0,0.0,2.0,0.0
8348abfffffffff,27.0,4.0,0.0,0.0
8348b3fffffffff,24.0,0.0,17.0,0.0
8348c0fffffffff,50.0,0.0,0.0,0.0
8348c3fffffffff,153.0,0.0,0.0,0.0
8348c5fffffffff,4.0,0.0,0.0,0.0
8348c6fffffffff,6.0,0.0,0.0,0.0
8348cdfffffffff,3.0,0.0,0.0,0.0
8348d1fffffffff,13.0,0.0,0.0,0.0
8348d4fffffffff,2.0,0.0,0.0,0.0
8348d8fffffffff,19.0,0.0,0.0,0.0
8348dcfffffffff,10.0,0.0,0.0,0.0
8348defffffffff,8.0,0.0,0.0,0.0
8348ecfffffffff,32.0,0.0,0.0,0.0
8348f2fffffffff,7.0,0.0,0.0,0.0
8348f6fffffffff,1.0,0.0,0.0,0.0
834998fffffffff,1.0,0.0,1.0,0.0
836d2cfffffffff,16.0,0.0,0.0,0.0
836d2dfffffffff,61.0,0.0,0.0,55.0
836d60fffffffff,98.0,0.0,0.0,61.0
836d65fffffffff,7.0,0.0,0.0,0.0
