cell_id,Northiella haematogaster,Northiella haematogaster haematogaster/pallescens,Northiella haematogaster haematorrhoa
84b8345ffffffff,1.0,0.0,0.0
84b9acbffffffff,3.0,3.0,0.0
84be417ffffffff,3.0,0.0,0.0
84be431ffffffff,2.0,0.0,0.0
84be439ffffffff,1.0,0.0,0.0
84be497ffffffff,7.0,0.0,0.0
84be49dffffffff,2.0,2.0,0.0
84be533ffffffff,16.0,0.0,0.0
84be551ffffffff,2.0,0.0,0.0
84be557ffffffff,3.0,0.0,3.0
84be5b1ffffffff,2.0,2.0,0.0
