cell_id,Progne tapera,Progne tapera tapera,Progne tapera fusca
8366d1fffffffff,10.0,0.0,0.0
8366d4fffffffff,12.0,0.0,0.0
8366d6fffffffff,1.0,0.0,0.0
8366d8fffffffff,7.0,0.0,0.0
8366dafffffffff,33.0,0.0,0.0
8366dbfffffffff,5.0,0.0,0.0
8366dcfffffffff,543.0,8.0,11.0
8366ddfffffffff,32.0,0.0,0.0
8366defffffffff,89.0,4.0,0.0
8366e0fffffffff,97.0,0.0,0.0
8366e1fffffffff,110.0,0.0,0.0
8366e2fffffffff,7.0,0.0,0.0
8366e3fffffffff,29.0,0.0,0.0
8366e4fffffffff,341.0,0.0,0.0
8366e5fffffffff,327.0,0.0,0.0
8366e6fffffffff,329.0,1.0,2.0
8366e8fffffffff,2.0,0.0,0.0
8366e9fffffffff,2.0,0.0,0.0
8366ecfffffffff,164.0,0.0,0.0
8366eefffffffff,39.0,0.0,0.0
8366f0fffffffff,50.0,0.0,0.0
8366f1fffffffff,31.0,0.0,2.0
8366f5fffffffff,107.0,0.0,9.0
836741fffffffff,11.0,0.0,0.0
836742fffffffff,31.0,0.0,2.0
836743fffffffff,131.0,2.0,9.0
83674afffffffff,4.0,0.0,0.0
83674cfffffffff,49.0,1.0,0.0
83674dfffffffff,11.0,0.0,0.0
83674efffffffff,52.0,0.0,0.0
836751fffffffff,3.0,0.0,0.0
836752fffffffff,97.0,0.0,0.0
836753fffffffff,151.0,0.0,6.0
836755fffffffff,15.0,0.0,0.0
836758fffffffff,9.0,0.0,0.0
836759fffffffff,7.0,0.0,0.0
83675afffffffff,9.0,0.0,0.0
83675bfffffffff,1.0,0.0,0.0
83675cfffffffff,50.0,0.0,0.0
83675efffffffff,25.0,0.0,0.0
83676bfffffffff,12.0,0.0,0.0
836780fffffffff,2.0,0.0,0.0
83679bfffffffff,2.0,0.0,0.0
838005fffffffff,1.0,0.0,0.0
83800cfffffffff,6.0,0.0,0.0
838010fffffffff,60.0,0.0,0.0
838014fffffffff,2.0,0.0,0.0
838016fffffffff,12.0,0.0,0.0
838030fffffffff,6.0,0.0,0.0
838036fffffffff,6.0,0.0,0.0
838044fffffffff,25.0,0.0,0.0
838046fffffffff,19.0,0.0,0.0
838048fffffffff,3.0,0.0,0.0
83804cfffffffff,3.0,0.0,0.0
838054fffffffff,2.0,0.0,0.0
838063fffffffff,2.0,0.0,0.0
83806afffffffff,15.0,0.0,0.0
83806bfffffffff,6.0,0.0,0.0
838071fffffffff,5.0,0.0,0.0
838073fffffffff,8.0,0.0,0.0
838074fffffffff,6.0,0.0,0.0
8380a4fffffffff,1.0,0.0,0.0
838100fffffffff,26.0,0.0,0.0
838101fffffffff,3.0,0.0,0.0
838102fffffffff,10.0,0.0,0.0
838106fffffffff,81.0,0.0,1.0
83810efffffffff,3.0,0.0,0.0
838110fffffffff,2.0,0.0,0.0
838112fffffffff,3.0,0.0,0.0
838113fffffffff,2.0,0.0,0.0
838114fffffffff,3.0,0.0,0.0
838116fffffffff,34.0,0.0,0.0
83811afffffffff,1.0,0.0,0.0
83811cfffffffff,3.0,0.0,0.0
838121fffffffff,9.0,0.0,0.0
838122fffffffff,3.0,0.0,0.0
838124fffffffff,12.0,0.0,0.0
83812dfffffffff,4.0,0.0,0.0
838130fffffffff,51.0,0.0,0.0
838132fffffffff,48.0,3.0,0.0
838133fffffffff,122.0,2.0,0.0
838134fffffffff,7.0,0.0,0.0
838136fffffffff,43.0,1.0,0.0
838140fffffffff,2.0,0.0,0.0
838142fffffffff,3.0,0.0,0.0
838143fffffffff,1.0,0.0,0.0
838146fffffffff,2.0,0.0,0.0
83814afffffffff,2.0,0.0,0.0
83814dfffffffff,2.0,0.0,0.0
83814efffffffff,2.0,0.0,0.0
83815afffffffff,2.0,0.0,0.0
83815efffffffff,3.0,0.0,0.0
838162fffffffff,42.0,0.0,0.0
838163fffffffff,24.0,0.0,0.0
838171fffffffff,9.0,2.0,0.0
838174fffffffff,2.0,0.0,0.0
838180fffffffff,15.0,0.0,0.0
838181fffffffff,6.0,0.0,0.0
838183fffffffff,6.0,0.0,0.0
838185fffffffff,72.0,0.0,0.0
83819dfffffffff,2.0,0.0,0.0
8381a1fffffffff,4.0,0.0,0.0
8381adfffffffff,14.0,0.0,3.0
838a00fffffffff,10.0,0.0,0.0
838a05fffffffff,5.0,0.0,0.0
838a10fffffffff,18.0,0.0,0.0
838a14fffffffff,5.0,0.0,0.0
838a15fffffffff,15.0,0.0,0.0
838a1afffffffff,4.0,0.0,0.0
838a1bfffffffff,2.0,0.0,0.0
838a1efffffffff,1.0,0.0,0.0
838a21fffffffff,3.0,0.0,0.0
838a23fffffffff,2.0,0.0,0.0
838a24fffffffff,3.0,0.0,0.0
838a2cfffffffff,2.0,0.0,0.0
838a2efffffffff,4.0,0.0,0.0
838a31fffffffff,16.0,0.0,2.0
838a33fffffffff,14.0,0.0,0.0
838a45fffffffff,219.0,0.0,0.0
838a4cfffffffff,1.0,0.0,0.0
838a56fffffffff,1.0,0.0,0.0
838a63fffffffff,32.0,0.0,0.0
838a68fffffffff,21.0,3.0,0.0
838a69fffffffff,106.0,0.0,0.0
838a6dfffffffff,638.0,23.0,0.0
838a70fffffffff,31.0,0.0,0.0
838a73fffffffff,13.0,0.0,0.0
838a75fffffffff,3.0,0.0,0.0
838a80fffffffff,9.0,0.0,0.0
838a81fffffffff,19.0,0.0,0.0
838a8cfffffffff,31.0,0.0,0.0
838a8efffffffff,1.0,0.0,0.0
838a90fffffffff,5.0,0.0,0.0
838a92fffffffff,6.0,0.0,0.0
838a9cfffffffff,13.0,0.0,0.0
838a9dfffffffff,2.0,0.0,0.0
838aa8fffffffff,11.0,0.0,0.0
838aa9fffffffff,18.0,0.0,0.0
838aaafffffffff,50.0,0.0,0.0
838aabfffffffff,54.0,0.0,0.0
838aacfffffffff,6.0,0.0,0.0
838aadfffffffff,4.0,0.0,0.0
838ad1fffffffff,6.0,0.0,0.0
838adafffffffff,18.0,0.0,0.0
838adbfffffffff,3.0,0.0,0.0
838adcfffffffff,21.0,0.0,0.0
838ae5fffffffff,21.0,0.0,0.0
838af0fffffffff,137.0,0.0,0.0
838af1fffffffff,62.0,0.0,0.0
838af2fffffffff,35.0,0.0,0.0
838af4fffffffff,68.0,0.0,0.0
838af6fffffffff,306.0,0.0,0.0
838b00fffffffff,1.0,0.0,0.0
838b01fffffffff,8.0,0.0,0.0
838b04fffffffff,5.0,0.0,0.0
838b05fffffffff,1.0,0.0,0.0
838b06fffffffff,1.0,0.0,0.0
838b08fffffffff,25.0,0.0,0.0
838b09fffffffff,4.0,0.0,0.0
838b0afffffffff,2.0,0.0,0.0
838b0bfffffffff,7.0,0.0,0.0
838b0cfffffffff,126.0,0.0,0.0
838b0dfffffffff,81.0,0.0,0.0
838b0efffffffff,13.0,0.0,0.0
838b10fffffffff,10.0,0.0,0.0
838b11fffffffff,6.0,0.0,0.0
838b13fffffffff,2.0,0.0,0.0
838b1cfffffffff,4.0,0.0,0.0
838b1efffffffff,8.0,0.0,0.0
838b20fffffffff,2.0,0.0,0.0
838b22fffffffff,279.0,0.0,0.0
838b23fffffffff,25.0,0.0,0.0
838b24fffffffff,2.0,0.0,0.0
838b26fffffffff,4.0,0.0,0.0
838b29fffffffff,1.0,0.0,0.0
838b2afffffffff,161.0,0.0,0.0
838b2bfffffffff,3.0,0.0,0.0
838b2efffffffff,2.0,0.0,0.0
838b31fffffffff,27.0,0.0,0.0
838b36fffffffff,1.0,0.0,0.0
838b40fffffffff,10.0,0.0,0.0
838b42fffffffff,3.0,0.0,0.0
838b44fffffffff,284.0,24.0,0.0
838b45fffffffff,41.0,0.0,0.0
838b46fffffffff,1.0,0.0,0.0
838b4efffffffff,5.0,0.0,0.0
838b50fffffffff,2.0,0.0,0.0
838b51fffffffff,4.0,0.0,0.0
838b52fffffffff,2.0,0.0,0.0
838b56fffffffff,16.0,0.0,0.0
838b5cfffffffff,12.0,0.0,4.0
838b5dfffffffff,4.0,0.0,0.0
838b61fffffffff,71.0,2.0,0.0
838b62fffffffff,26.0,1.0,0.0
838b63fffffffff,351.0,13.0,0.0
838b69fffffffff,28.0,4.0,0.0
838b6cfffffffff,5.0,0.0,0.0
838b6efffffffff,87.0,2.0,0.0
838b70fffffffff,1.0,0.0,0.0
838b71fffffffff,118.0,4.0,0.0
838b72fffffffff,6.0,0.0,0.0
838b74fffffffff,4.0,0.0,0.0
838b76fffffffff,35.0,0.0,0.0
838b84fffffffff,18.0,0.0,0.0
838b88fffffffff,3.0,0.0,0.0
838b99fffffffff,19.0,0.0,0.0
838b9dfffffffff,58.0,2.0,0.0
838ba0fffffffff,20.0,0.0,0.0
838ba2fffffffff,3.0,0.0,0.0
838ba4fffffffff,10.0,0.0,0.0
838ba5fffffffff,4.0,0.0,0.0
838ba6fffffffff,90.0,0.0,0.0
838bb5fffffffff,198.0,4.0,4.0
838e64fffffffff,4.0,0.0,0.0
838e65fffffffff,10.0,0.0,0.0
838f09fffffffff,22.0,0.0,0.0
838f0bfffffffff,2.0,0.0,0.0
838f0dfffffffff,54.0,2.0,0.0
838f21fffffffff,1.0,0.0,0.0
838f28fffffffff,1.0,0.0,0.0
838f29fffffffff,6.0,2.0,0.0
838f2afffffffff,38.0,4.0,0.0
838f2bfffffffff,121.0,18.0,0.0
838f2cfffffffff,4.0,0.0,0.0
838f2efffffffff,12.0,0.0,0.0
838f40fffffffff,87.0,4.0,0.0
838f42fffffffff,2.0,0.0,0.0
838f44fffffffff,30.0,16.0,0.0
838f46fffffffff,28.0,4.0,0.0
838f48fffffffff,44.0,0.0,3.0
838f4afffffffff,9.0,0.0,0.0
838f4bfffffffff,1.0,0.0,0.0
838f4cfffffffff,40.0,0.0,0.0
838f4efffffffff,2.0,0.0,0.0
838f50fffffffff,46.0,0.0,0.0
838f54fffffffff,7.0,0.0,0.0
838f56fffffffff,1.0,0.0,0.0
838f5dfffffffff,4.0,0.0,0.0
838f61fffffffff,160.0,2.0,4.0
838f63fffffffff,5.0,0.0,0.0
838f6bfffffffff,35.0,4.0,0.0
838f6cfffffffff,12.0,0.0,0.0
838f6efffffffff,34.0,0.0,0.0
838f70fffffffff,3.0,0.0,0.0
838f71fffffffff,9.0,0.0,0.0
838f72fffffffff,2.0,0.0,0.0
838f73fffffffff,3.0,0.0,0.0
838f74fffffffff,1.0,0.0,0.0
838f75fffffffff,3.0,0.0,0.0
838f76fffffffff,3.0,0.0,0.0
83a596fffffffff,101.0,0.0,0.0
83a800fffffffff,12.0,0.0,0.0
83a801fffffffff,34.0,0.0,0.0
83a802fffffffff,7.0,0.0,0.0
83a803fffffffff,2.0,0.0,0.0
83a804fffffffff,75.0,1.0,0.0
83a805fffffffff,12.0,1.0,1.0
83a806fffffffff,65.0,0.0,1.0
83a808fffffffff,4.0,0.0,0.0
83a80afffffffff,1.0,0.0,0.0
83a80bfffffffff,5.0,0.0,0.0
83a80cfffffffff,10.0,0.0,0.0
83a80dfffffffff,6.0,0.0,0.0
83a80efffffffff,16.0,0.0,0.0
83a810fffffffff,519.0,0.0,4.0
83a811fffffffff,253.0,0.0,26.0
83a812fffffffff,215.0,0.0,9.0
83a813fffffffff,227.0,0.0,18.0
83a814fffffffff,25.0,0.0,0.0
83a815fffffffff,50.0,0.0,1.0
83a816fffffffff,7.0,0.0,0.0
83a818fffffffff,74.0,0.0,0.0
83a819fffffffff,52.0,0.0,0.0
83a81afffffffff,13.0,0.0,0.0
83a81bfffffffff,38.0,0.0,0.0
83a81cfffffffff,87.0,0.0,0.0
83a81dfffffffff,10.0,0.0,0.0
83a81efffffffff,1074.0,0.0,0.0
83a820fffffffff,2.0,0.0,0.0
83a821fffffffff,8.0,0.0,0.0
83a822fffffffff,10.0,0.0,0.0
83a823fffffffff,8.0,0.0,0.0
83a824fffffffff,32.0,0.0,0.0
83a825fffffffff,32.0,0.0,0.0
83a826fffffffff,22.0,0.0,0.0
83a828fffffffff,2.0,0.0,0.0
83a829fffffffff,46.0,0.0,0.0
83a82afffffffff,5.0,0.0,0.0
83a82bfffffffff,19.0,0.0,0.0
83a82cfffffffff,8.0,0.0,0.0
83a82dfffffffff,3.0,0.0,0.0
83a82efffffffff,9.0,0.0,0.0
83a831fffffffff,198.0,2.0,0.0
83a833fffffffff,19.0,0.0,1.0
83a835fffffffff,139.0,0.0,0.0
83a840fffffffff,364.0,0.0,0.0
83a841fffffffff,18.0,0.0,0.0
83a842fffffffff,20.0,0.0,0.0
83a843fffffffff,12.0,0.0,0.0
83a844fffffffff,37.0,0.0,0.0
83a845fffffffff,35.0,0.0,0.0
83a846fffffffff,223.0,0.0,0.0
83a84afffffffff,19.0,0.0,3.0
83a84efffffffff,12.0,0.0,4.0
83a851fffffffff,7.0,0.0,0.0
83a852fffffffff,6.0,0.0,4.0
83a853fffffffff,1.0,0.0,0.0
83a854fffffffff,4.0,0.0,0.0
83a855fffffffff,104.0,0.0,0.0
83a859fffffffff,1255.0,7.0,25.0
83a85afffffffff,1.0,0.0,0.0
83a85bfffffffff,12.0,0.0,0.0
83a85cfffffffff,2.0,0.0,0.0
83a85dfffffffff,753.0,9.0,13.0
83a860fffffffff,19.0,0.0,3.0
83a861fffffffff,4.0,0.0,0.0
83a862fffffffff,43.0,0.0,0.0
83a863fffffffff,5.0,0.0,0.0
83a864fffffffff,14.0,0.0,0.0
83a865fffffffff,6.0,0.0,0.0
83a86efffffffff,9.0,0.0,0.0
83a870fffffffff,24.0,0.0,0.0
83a871fffffffff,12.0,0.0,0.0
83a872fffffffff,8.0,0.0,0.0
83a873fffffffff,101.0,0.0,0.0
83a874fffffffff,1.0,0.0,0.0
83a875fffffffff,8.0,0.0,0.0
83a876fffffffff,34.0,0.0,0.0
83a880fffffffff,34.0,0.0,0.0
83a881fffffffff,20.0,0.0,0.0
83a882fffffffff,16.0,0.0,3.0
83a883fffffffff,12.0,0.0,0.0
83a884fffffffff,133.0,0.0,7.0
83a886fffffffff,31.0,0.0,1.0
83a888fffffffff,1.0,0.0,0.0
83a889fffffffff,2.0,0.0,0.0
83a88afffffffff,2.0,0.0,0.0
83a88bfffffffff,19.0,0.0,0.0
83a88cfffffffff,38.0,0.0,0.0
83a88dfffffffff,78.0,0.0,0.0
83a88efffffffff,22.0,0.0,0.0
83a891fffffffff,67.0,0.0,2.0
83a893fffffffff,8.0,0.0,0.0
83a895fffffffff,52.0,5.0,1.0
83a89bfffffffff,1.0,0.0,0.0
83a89dfffffffff,4.0,0.0,0.0
83a89efffffffff,10.0,0.0,0.0
83a8a0fffffffff,95.0,0.0,1.0
83a8a1fffffffff,170.0,0.0,5.0
83a8a2fffffffff,252.0,12.0,8.0
83a8a3fffffffff,55.0,0.0,0.0
83a8a5fffffffff,5.0,0.0,0.0
83a8a8fffffffff,12.0,0.0,0.0
83a8a9fffffffff,39.0,0.0,0.0
83a8aafffffffff,19.0,0.0,0.0
83a8abfffffffff,5.0,0.0,0.0
83a8acfffffffff,65.0,0.0,0.0
83a8adfffffffff,14.0,0.0,0.0
83a8aefffffffff,33.0,0.0,0.0
83a8b1fffffffff,17.0,0.0,0.0
83a8c0fffffffff,92.0,2.0,9.0
83a8c1fffffffff,3.0,2.0,0.0
83a8c2fffffffff,53.0,0.0,0.0
83a8c4fffffffff,20.0,0.0,0.0
83a8c6fffffffff,6.0,0.0,0.0
83a8c9fffffffff,1.0,0.0,0.0
83a8cafffffffff,1.0,1.0,0.0
83a8ccfffffffff,3.0,0.0,0.0
83a8cefffffffff,3.0,0.0,0.0
83a8d0fffffffff,9.0,0.0,0.0
83a8d1fffffffff,127.0,0.0,0.0
83a8d3fffffffff,5.0,0.0,0.0
83a8d4fffffffff,30.0,0.0,0.0
83a8d5fffffffff,3.0,0.0,0.0
83a8d6fffffffff,4.0,0.0,0.0
83a8dafffffffff,6.0,1.0,0.0
83a8dbfffffffff,2.0,0.0,0.0
83a8dcfffffffff,2.0,0.0,0.0
83a8ddfffffffff,2.0,0.0,0.0
83a8defffffffff,17.0,0.0,0.0
83a8e1fffffffff,3.0,0.0,0.0
83a8e4fffffffff,2.0,0.0,0.0
83a8e6fffffffff,10.0,0.0,0.0
83a8eafffffffff,1.0,0.0,0.0
83a8ecfffffffff,20.0,0.0,12.0
83a8eefffffffff,5.0,2.0,3.0
83a8f1fffffffff,2.0,0.0,0.0
83a8f4fffffffff,10.0,0.0,0.0
83a8f5fffffffff,5.0,0.0,0.0
83a901fffffffff,169.0,0.0,0.0
83a903fffffffff,33.0,0.0,0.0
83a905fffffffff,303.0,0.0,43.0
83a909fffffffff,23.0,0.0,0.0
83a90afffffffff,15.0,0.0,1.0
83a90bfffffffff,4.0,0.0,0.0
83a90cfffffffff,35.0,0.0,0.0
83a90dfffffffff,2.0,0.0,0.0
83a90efffffffff,76.0,0.0,1.0
83a918fffffffff,40.0,0.0,0.0
83a919fffffffff,38.0,0.0,2.0
83a91bfffffffff,129.0,0.0,0.0
83a91dfffffffff,119.0,0.0,10.0
83a921fffffffff,92.0,0.0,0.0
83a928fffffffff,5.0,0.0,0.0
83a929fffffffff,36.0,0.0,0.0
83a92afffffffff,13.0,0.0,0.0
83a92cfffffffff,467.0,0.0,0.0
83a92dfffffffff,108.0,0.0,12.0
83a92efffffffff,310.0,0.0,4.0
83a940fffffffff,67.0,0.0,0.0
83a941fffffffff,393.0,0.0,0.0
83a942fffffffff,109.0,0.0,0.0
83a943fffffffff,66.0,0.0,1.0
83a944fffffffff,442.0,0.0,0.0
83a945fffffffff,316.0,0.0,0.0
83a946fffffffff,704.0,0.0,4.0
83a94afffffffff,21.0,0.0,0.0
83a94bfffffffff,10.0,0.0,1.0
83a94cfffffffff,63.0,0.0,0.0
83a94dfffffffff,2.0,0.0,0.0
83a94efffffffff,943.0,0.0,16.0
83a950fffffffff,16.0,0.0,0.0
83a951fffffffff,28.0,0.0,0.0
83a952fffffffff,48.0,0.0,1.0
83a953fffffffff,190.0,2.0,0.0
83a955fffffffff,54.0,0.0,0.0
83a958fffffffff,4.0,0.0,0.0
83a959fffffffff,23.0,0.0,0.0
83a95afffffffff,23.0,0.0,0.0
83a95bfffffffff,9.0,0.0,2.0
83a95cfffffffff,21.0,0.0,5.0
83a95dfffffffff,253.0,0.0,3.0
83a95efffffffff,118.0,0.0,0.0
83a960fffffffff,41.0,0.0,0.0
83a961fffffffff,109.0,0.0,0.0
83a962fffffffff,468.0,0.0,0.0
83a963fffffffff,66.0,0.0,0.0
83a964fffffffff,234.0,0.0,4.0
83a965fffffffff,15.0,0.0,0.0
83a966fffffffff,30.0,0.0,0.0
83a968fffffffff,34.0,0.0,0.0
83a96afffffffff,424.0,0.0,0.0
83a96bfffffffff,18.0,0.0,0.0
83a96cfffffffff,24.0,0.0,0.0
83a96dfffffffff,2.0,0.0,0.0
83a96efffffffff,379.0,0.0,0.0
83a971fffffffff,126.0,0.0,0.0
83a972fffffffff,5.0,0.0,0.0
83a973fffffffff,8.0,0.0,0.0
83a974fffffffff,31.0,0.0,0.0
83a975fffffffff,35.0,0.0,0.0
83a976fffffffff,74.0,0.0,0.0
83b209fffffffff,9.0,0.0,0.0
83b20dfffffffff,3.0,0.0,0.0
83b240fffffffff,26.0,0.0,0.0
83b241fffffffff,340.0,0.0,0.0
83b242fffffffff,85.0,0.0,0.0
83b243fffffffff,537.0,0.0,0.0
83b244fffffffff,4.0,0.0,0.0
83b245fffffffff,25.0,0.0,0.0
83b246fffffffff,31.0,0.0,0.0
83b248fffffffff,13.0,0.0,0.0
83b24afffffffff,205.0,0.0,0.0
83b24bfffffffff,21.0,0.0,0.0
83b24cfffffffff,97.0,0.0,0.0
83b24dfffffffff,46.0,0.0,0.0
83b24efffffffff,97.0,0.0,0.0
83b250fffffffff,18.0,0.0,0.0
83b251fffffffff,60.0,0.0,0.0
83b252fffffffff,2.0,0.0,0.0
83b253fffffffff,3.0,0.0,0.0
83b254fffffffff,12.0,0.0,0.0
83b255fffffffff,19.0,0.0,0.0
83b256fffffffff,4.0,0.0,0.0
83b258fffffffff,199.0,0.0,0.0
83b259fffffffff,104.0,0.0,0.0
83b25afffffffff,26.0,0.0,0.0
83b25bfffffffff,37.0,0.0,0.0
83b25cfffffffff,302.0,0.0,0.0
83b25dfffffffff,482.0,0.0,0.0
83b25efffffffff,136.0,0.0,0.0
83b260fffffffff,2.0,0.0,0.0
83b261fffffffff,22.0,0.0,0.0
83b262fffffffff,228.0,0.0,0.0
83b263fffffffff,19.0,0.0,0.0
83b266fffffffff,11.0,0.0,0.0
83b268fffffffff,49.0,0.0,0.0
83b269fffffffff,96.0,0.0,0.0
83b26afffffffff,8.0,0.0,0.0
83b26cfffffffff,2.0,0.0,0.0
83b26dfffffffff,76.0,0.0,0.0
83b26efffffffff,4.0,0.0,0.0
83b270fffffffff,88.0,0.0,0.0
83b271fffffffff,10.0,0.0,0.0
83b272fffffffff,9.0,0.0,0.0
83b274fffffffff,56.0,0.0,0.0
83b275fffffffff,104.0,0.0,0.0
83b276fffffffff,1.0,0.0,0.0
83b2e1fffffffff,2.0,0.0,0.0
83b2e8fffffffff,9.0,0.0,0.0
83b2e9fffffffff,78.0,0.0,0.0
83b2ebfffffffff,3.0,0.0,0.0
83b2ecfffffffff,33.0,0.0,0.0
83b2edfffffffff,4.0,0.0,0.0
83b2eefffffffff,13.0,0.0,0.0
83b325fffffffff,1.0,0.0,0.0
83b340fffffffff,2.0,0.0,0.0
83b342fffffffff,71.0,0.0,0.0
83b343fffffffff,17.0,0.0,0.0
83b344fffffffff,9.0,0.0,0.0
83b346fffffffff,6.0,0.0,0.0
83b348fffffffff,2.0,0.0,0.0
83b349fffffffff,9.0,0.0,0.0
83b34afffffffff,3.0,0.0,0.0
83b34cfffffffff,2.0,0.0,0.0
83b34dfffffffff,41.0,0.0,0.0
83b34efffffffff,4.0,0.0,0.0
83b351fffffffff,375.0,0.0,0.0
83b358fffffffff,50.0,0.0,0.0
83b35afffffffff,31.0,0.0,0.0
83b35bfffffffff,51.0,0.0,0.0
83b35cfffffffff,212.0,0.0,0.0
83b35dfffffffff,19.0,0.0,0.0
83b35efffffffff,388.0,0.0,0.0
83b361fffffffff,1.0,0.0,0.0
83b362fffffffff,19.0,0.0,0.0
83b363fffffffff,6.0,0.0,0.0
83b366fffffffff,43.0,0.0,0.0
83b369fffffffff,6.0,0.0,3.0
83b36afffffffff,6.0,0.0,0.0
83b36bfffffffff,2.0,0.0,0.0
83b36dfffffffff,6.0,0.0,2.0
83c203fffffffff,39.0,0.0,0.0
83c205fffffffff,43.0,0.0,0.0
83c218fffffffff,27.0,0.0,0.0
83c219fffffffff,19.0,0.0,0.0
83c21bfffffffff,313.0,0.0,14.0
83c21dfffffffff,67.0,0.0,0.0
83c221fffffffff,12.0,0.0,0.0
83c228fffffffff,7.0,0.0,0.0
83c22afffffffff,10.0,0.0,0.0
83c22bfffffffff,2.0,0.0,0.0
83c22cfffffffff,4.0,0.0,0.0
83c22efffffffff,20.0,0.0,0.0
83c289fffffffff,6.0,0.0,0.0
83c2c0fffffffff,42.0,0.0,2.0
83c2c1fffffffff,447.0,0.0,20.0
83c2c2fffffffff,49.0,0.0,4.0
