cell_id,Columba livia,Columba livia (Wild type)
831f2cfffffffff,3.0,0.0
831f2dfffffffff,7.0,0.0
831f2efffffffff,38.0,0.0
831f31fffffffff,31.0,0.0
831f32fffffffff,5.0,0.0
831f33fffffffff,156.0,0.0
831f35fffffffff,12.0,0.0
831f40fffffffff,77.0,0.0
831f41fffffffff,20.0,0.0
831f42fffffffff,18.0,0.0
831f44fffffffff,2.0,0.0
831f45fffffffff,6.0,0.0
831f46fffffffff,3.0,0.0
831f48fffffffff,7.0,0.0
831f4afffffffff,16.0,0.0
831f4cfffffffff,13.0,0.0
831f4efffffffff,549.0,4.0
831f50fffffffff,4.0,0.0
831f51fffffffff,87.0,0.0
831f52fffffffff,64.0,0.0
831f53fffffffff,332.0,0.0
831f54fffffffff,13.0,0.0
831f55fffffffff,13.0,0.0
831f56fffffffff,73.0,0.0
831f58fffffffff,2.0,1.0
831f59fffffffff,26.0,0.0
831f5afffffffff,4.0,0.0
831f5cfffffffff,36.0,0.0
831f5dfffffffff,15.0,0.0
831f5efffffffff,69.0,0.0
831f60fffffffff,76.0,0.0
831f61fffffffff,14.0,0.0
831f62fffffffff,10.0,0.0
831f63fffffffff,3.0,0.0
831f64fffffffff,11.0,0.0
831f65fffffffff,16.0,0.0
831f6afffffffff,4.0,0.0
831f6bfffffffff,3.0,0.0
831f6efffffffff,16.0,0.0
831f71fffffffff,280.0,0.0
831f72fffffffff,402.0,0.0
831f73fffffffff,22.0,0.0
831f75fffffffff,22.0,0.0
831f80fffffffff,183.0,0.0
831f81fffffffff,162.0,0.0
831f82fffffffff,147.0,0.0
831f83fffffffff,1103.0,0.0
831f84fffffffff,47.0,0.0
831f85fffffffff,176.0,0.0
831f86fffffffff,10.0,0.0
831f88fffffffff,199.0,0.0
831f89fffffffff,118.0,0.0
831f8afffffffff,8.0,0.0
831f8bfffffffff,24.0,0.0
831f8cfffffffff,59.0,0.0
831f8dfffffffff,687.0,0.0
831f8efffffffff,293.0,0.0
831f90fffffffff,37.0,0.0
831f91fffffffff,215.0,0.0
831f92fffffffff,9.0,0.0
831f93fffffffff,42.0,0.0
831f94fffffffff,25.0,0.0
831f95fffffffff,23.0,0.0
831f96fffffffff,11.0,0.0
831f98fffffffff,283.0,0.0
831f99fffffffff,208.0,0.0
831f9afffffffff,148.0,0.0
831f9bfffffffff,108.0,0.0
831f9cfffffffff,89.0,0.0
831f9dfffffffff,126.0,0.0
831f9efffffffff,11.0,0.0
831fa0fffffffff,69.0,0.0
831fa1fffffffff,153.0,0.0
831fa2fffffffff,17.0,0.0
831fa3fffffffff,90.0,0.0
831fa4fffffffff,393.0,0.0
831fa5fffffffff,167.0,0.0
831fa6fffffffff,45.0,0.0
831fa8fffffffff,231.0,0.0
831fa9fffffffff,218.0,0.0
831faafffffffff,445.0,0.0
831fabfffffffff,122.0,0.0
831facfffffffff,68.0,0.0
831fadfffffffff,68.0,0.0
831faefffffffff,826.0,0.0
831fb0fffffffff,100.0,0.0
831fb1fffffffff,53.0,0.0
831fb2fffffffff,19.0,0.0
831fb3fffffffff,6.0,0.0
831fb4fffffffff,1413.0,0.0
831fb5fffffffff,29.0,0.0
831fb6fffffffff,47.0,0.0
83200afffffffff,43.0,11.0
83200efffffffff,7.0,0.0
832010fffffffff,24.0,6.0
832012fffffffff,18.0,0.0
832013fffffffff,18.0,4.0
832014fffffffff,6.0,4.0
832016fffffffff,23.0,6.0
832018fffffffff,80.0,0.0
832019fffffffff,99.0,15.0
83201afffffffff,99.0,2.0
83201bfffffffff,51.0,4.0
83201dfffffffff,15.0,4.0
83202dfffffffff,1.0,0.0
832036fffffffff,2.0,0.0
832045fffffffff,2.0,0.0
832049fffffffff,7.0,0.0
83204afffffffff,6.0,0.0
83204dfffffffff,8.0,0.0
832058fffffffff,2.0,0.0
832059fffffffff,3.0,0.0
83205afffffffff,4.0,2.0
83205bfffffffff,9.0,3.0
83205cfffffffff,4.0,0.0
83205efffffffff,10.0,10.0
832068fffffffff,6.0,0.0
83206afffffffff,3.0,0.0
83206bfffffffff,7.0,0.0
83206cfffffffff,3.0,0.0
83206dfffffffff,2.0,0.0
832080fffffffff,23.0,0.0
832082fffffffff,8.0,0.0
832083fffffffff,11.0,0.0
832084fffffffff,15.0,0.0
832086fffffffff,9.0,0.0
832088fffffffff,2.0,0.0
83208dfffffffff,2.0,0.0
832098fffffffff,3.0,0.0
832099fffffffff,5.0,0.0
83209afffffffff,87.0,0.0
83209bfffffffff,164.0,2.0
8320a0fffffffff,15.0,0.0
8320a1fffffffff,13.0,0.0
8320a2fffffffff,142.0,0.0
8320a5fffffffff,22.0,2.0
8320a6fffffffff,51.0,11.0
8320a8fffffffff,5.0,0.0
8320a9fffffffff,6.0,0.0
8320adfffffffff,23.0,0.0
8320aefffffffff,2.0,0.0
8320b1fffffffff,40.0,0.0
8320b3fffffffff,3.0,0.0
8320c4fffffffff,6.0,2.0
8320c9fffffffff,7.0,0.0
8320ccfffffffff,2.0,0.0
8320cdfffffffff,4.0,0.0
8320d6fffffffff,2.0,0.0
8320e0fffffffff,84.0,9.0
8320e1fffffffff,6.0,0.0
8320e2fffffffff,38.0,11.0
8320e3fffffffff,34.0,15.0
8320e4fffffffff,26.0,1.0
8320e5fffffffff,3.0,2.0
8320e6fffffffff,138.0,11.0
8320e9fffffffff,5.0,0.0
8320ecfffffffff,2.0,0.0
8320f0fffffffff,2.0,0.0
8320f2fffffffff,9.0,0.0
8320f4fffffffff,7.0,2.0
8320f5fffffffff,60.0,0.0
8320f6fffffffff,2.0,0.0
83210cfffffffff,1.0,0.0
832125fffffffff,3.0,0.0
832126fffffffff,2.0,0.0
832148fffffffff,3.0,0.0
832149fffffffff,3.0,0.0
83214afffffffff,5.0,0.0
83214bfffffffff,1.0,0.0
832150fffffffff,23.0,1.0
832152fffffffff,52.0,0.0
832153fffffffff,45.0,0.0
832155fffffffff,2.0,0.0
832171fffffffff,1.0,0.0
832182fffffffff,4.0,0.0
832183fffffffff,1.0,0.0
83218bfffffffff,15.0,2.0
832198fffffffff,29.0,2.0
832199fffffffff,4.0,0.0
83219bfffffffff,3.0,0.0
83219cfffffffff,13.0,2.0
83219efffffffff,2.0,0.0
8321a0fffffffff,2.0,2.0
8321a2fffffffff,2.0,0.0
832400fffffffff,21.0,1.0
832402fffffffff,1.0,0.0
832403fffffffff,16.0,0.0
832404fffffffff,26.0,0.0
832405fffffffff,11.0,0.0
832406fffffffff,2.0,0.0
832408fffffffff,5.0,0.0
832409fffffffff,8.0,0.0
83240afffffffff,84.0,1.0
83240dfffffffff,3.0,0.0
83240efffffffff,11.0,0.0
83241cfffffffff,2.0,0.0
83241dfffffffff,7.0,0.0
832421fffffffff,6.0,0.0
