cell_id,Plocepasser mahali,Plocepasser mahali melanorhynchus,Plocepasser mahali ansorgei,Plocepasser mahali pectoralis,Plocepasser mahali mahali
8496257ffffffff,2.0,0.0,0.0,0.0,0.0
8496261ffffffff,2.0,0.0,0.0,0.0,0.0
8496263ffffffff,32.0,0.0,0.0,0.0,0.0
8496267ffffffff,2.0,0.0,0.0,0.0,0.0
8496283ffffffff,3.0,0.0,0.0,0.0,0.0
849629dffffffff,2.0,0.0,0.0,0.0,0.0
84962c5ffffffff,4.0,0.0,0.0,0.0,0.0
84962c9ffffffff,2.0,0.0,0.0,2.0,0.0
84962cdffffffff,4.0,0.0,0.0,0.0,0.0
84962d1ffffffff,9.0,0.0,0.0,1.0,0.0
84962d9ffffffff,2.0,0.0,0.0,0.0,0.0
8496311ffffffff,6.0,0.0,0.0,0.0,0.0
8496331ffffffff,14.0,0.0,0.0,0.0,0.0
8496335ffffffff,218.0,0.0,0.0,51.0,0.0
8496355ffffffff,1.0,0.0,0.0,0.0,0.0
849666bffffffff,1.0,0.0,0.0,0.0,0.0
8496861ffffffff,2.0,0.0,0.0,0.0,0.0
8496901ffffffff,10.0,0.0,0.0,0.0,0.0
8496905ffffffff,4.0,0.0,0.0,0.0,0.0
8496907ffffffff,60.0,0.0,0.0,3.0,0.0
8496921ffffffff,7.0,0.0,0.0,0.0,0.0
8496923ffffffff,3.0,0.0,0.0,0.0,0.0
8496925ffffffff,89.0,0.0,0.0,0.0,0.0
8496927ffffffff,1.0,0.0,0.0,0.0,0.0
8496929ffffffff,2.0,0.0,0.0,0.0,0.0
849692bffffffff,84.0,0.0,0.0,0.0,0.0
849692dffffffff,17.0,0.0,0.0,0.0,0.0
8496933ffffffff,1.0,0.0,0.0,0.0,0.0
8496935ffffffff,6.0,0.0,0.0,0.0,0.0
8496937ffffffff,3.0,0.0,0.0,0.0,0.0
849693dffffffff,8.0,0.0,0.0,0.0,0.0
8496b0dffffffff,2.0,0.0,0.0,0.0,0.0
8496b13ffffffff,2.0,0.0,0.0,0.0,0.0
8496b19ffffffff,17.0,0.0,0.0,0.0,0.0
8496b1bffffffff,4.0,0.0,0.0,0.0,0.0
8496b2dffffffff,3.0,0.0,0.0,0.0,0.0
8496b43ffffffff,1.0,0.0,0.0,0.0,0.0
8496b53ffffffff,2.0,0.0,0.0,2.0,0.0
8496b61ffffffff,3.0,0.0,0.0,0.0,0.0
8496b63ffffffff,58.0,0.0,0.0,5.0,0.0
8496b67ffffffff,1.0,0.0,0.0,0.0,0.0
8496b69ffffffff,4.0,0.0,0.0,0.0,0.0
8496b6dffffffff,39.0,0.0,0.0,0.0,0.0
8497081ffffffff,3.0,0.0,0.0,0.0,0.0
84970d3ffffffff,2.0,0.0,0.0,0.0,0.0
84970d7ffffffff,4.0,0.0,0.0,0.0,0.0
8497283ffffffff,1.0,0.0,0.0,0.0,1.0
8497287ffffffff,4.0,0.0,0.0,0.0,0.0
849728dffffffff,9.0,0.0,0.0,0.0,0.0
8497291ffffffff,46.0,0.0,0.0,0.0,16.0
8497295ffffffff,4.0,0.0,0.0,0.0,2.0
8497297ffffffff,3.0,0.0,0.0,0.0,0.0
8497299ffffffff,6.0,0.0,0.0,0.0,2.0
849729bffffffff,8.0,0.0,0.0,0.0,0.0
84972a1ffffffff,1.0,0.0,0.0,0.0,0.0
84972c5ffffffff,11.0,0.0,0.0,0.0,2.0
84972d1ffffffff,2.0,0.0,0.0,0.0,0.0
84972d3ffffffff,2.0,0.0,0.0,0.0,0.0
84972d7ffffffff,1.0,0.0,0.0,0.0,0.0
84972d9ffffffff,65.0,0.0,0.0,0.0,13.0
84972dbffffffff,18.0,0.0,0.0,0.0,3.0
84972e3ffffffff,28.0,0.0,0.0,0.0,8.0
84972ebffffffff,2.0,0.0,0.0,0.0,2.0
8497405ffffffff,44.0,0.0,0.0,0.0,0.0
8497409ffffffff,2.0,0.0,0.0,0.0,0.0
849740dffffffff,14.0,0.0,0.0,0.0,0.0
8497411ffffffff,2.0,0.0,0.0,0.0,0.0
8497415ffffffff,24.0,0.0,0.0,0.0,0.0
8497417ffffffff,27.0,0.0,0.0,0.0,0.0
8497419ffffffff,4.0,0.0,0.0,0.0,0.0
849741dffffffff,29.0,0.0,0.0,0.0,0.0
8497423ffffffff,1.0,0.0,0.0,0.0,0.0
8497431ffffffff,23.0,0.0,0.0,0.0,0.0
8497435ffffffff,20.0,0.0,0.0,0.0,0.0
8497437ffffffff,53.0,0.0,0.0,0.0,0.0
8497439ffffffff,27.0,0.0,0.0,0.0,0.0
849743bffffffff,40.0,0.0,0.0,0.0,0.0
8497441ffffffff,4.0,0.0,0.0,0.0,0.0
8497447ffffffff,2.0,0.0,0.0,0.0,0.0
849744dffffffff,1.0,0.0,0.0,0.0,0.0
8497451ffffffff,2.0,0.0,0.0,0.0,0.0
8497453ffffffff,33.0,0.0,0.0,0.0,0.0
8497455ffffffff,4.0,0.0,0.0,0.0,0.0
8497459ffffffff,56.0,0.0,0.0,0.0,0.0
849745bffffffff,2.0,0.0,0.0,0.0,0.0
849745dffffffff,4.0,0.0,0.0,0.0,0.0
8497461ffffffff,1.0,0.0,0.0,0.0,0.0
8497485ffffffff,11.0,0.0,0.0,0.0,0.0
849748dffffffff,2.0,0.0,0.0,0.0,0.0
84974a9ffffffff,27.0,0.0,0.0,0.0,0.0
84974abffffffff,180.0,0.0,0.0,0.0,0.0
84974adffffffff,4.0,0.0,0.0,0.0,0.0
84974b9ffffffff,1.0,0.0,0.0,0.0,0.0
84974bbffffffff,2.0,0.0,0.0,0.0,0.0
84974c5ffffffff,2.0,0.0,0.0,0.0,0.0
84974cdffffffff,2.0,0.0,0.0,0.0,0.0
84974e1ffffffff,1.0,0.0,0.0,0.0,0.0
84974edffffffff,8.0,0.0,0.0,0.0,0.0
8497501ffffffff,1.0,0.0,0.0,0.0,0.0
8497503ffffffff,2.0,0.0,0.0,0.0,0.0
8497505ffffffff,3.0,0.0,0.0,0.0,0.0
8497509ffffffff,60.0,0.0,0.0,3.0,0.0
849750bffffffff,12.0,0.0,0.0,0.0,0.0
8497511ffffffff,2.0,0.0,0.0,0.0,0.0
8497513ffffffff,161.0,0.0,0.0,0.0,0.0
8497515ffffffff,335.0,0.0,0.0,32.0,0.0
8497517ffffffff,149.0,0.0,0.0,21.0,0.0
8497519ffffffff,7.0,0.0,0.0,0.0,0.0
849751dffffffff,1.0,0.0,0.0,0.0,0.0
8497529ffffffff,3.0,0.0,0.0,0.0,0.0
849752dffffffff,1.0,0.0,0.0,0.0,0.0
849753bffffffff,2.0,0.0,0.0,0.0,0.0
8497541ffffffff,1.0,0.0,0.0,0.0,0.0
8497543ffffffff,27.0,0.0,0.0,0.0,0.0
8497545ffffffff,4.0,0.0,0.0,0.0,0.0
8497547ffffffff,23.0,0.0,0.0,0.0,0.0
8497555ffffffff,4.0,0.0,0.0,0.0,0.0
8497557ffffffff,28.0,0.0,0.0,0.0,0.0
8497559ffffffff,13.0,0.0,0.0,0.0,0.0
84975c1ffffffff,13.0,0.0,0.0,0.0,0.0
84975c5ffffffff,26.0,0.0,0.0,0.0,0.0
84975c7ffffffff,2.0,0.0,0.0,0.0,0.0
84975c9ffffffff,7.0,0.0,0.0,0.0,0.0
84975cbffffffff,3.0,0.0,0.0,0.0,0.0
84975d1ffffffff,6.0,0.0,0.0,0.0,0.0
84975d9ffffffff,6.0,0.0,0.0,0.0,0.0
84975ddffffffff,6.0,0.0,0.0,0.0,0.0
84975e1ffffffff,19.0,0.0,0.0,4.0,0.0
84975e9ffffffff,11.0,0.0,0.0,4.0,0.0
84975ebffffffff,19.0,0.0,0.0,0.0,0.0
8497637ffffffff,2.0,0.0,0.0,0.0,0.0
849763bffffffff,4.0,0.0,0.0,0.0,0.0
8497649ffffffff,2.0,0.0,0.0,0.0,0.0
8497681ffffffff,2.0,0.0,0.0,0.0,0.0
8497685ffffffff,7.0,0.0,0.0,0.0,0.0
84976a5ffffffff,2.0,0.0,0.0,0.0,0.0
8497701ffffffff,3.0,0.0,0.0,0.0,0.0
8497705ffffffff,2.0,0.0,0.0,0.0,0.0
8497707ffffffff,7.0,0.0,0.0,0.0,2.0
8497709ffffffff,2.0,0.0,0.0,0.0,0.0
8497725ffffffff,10.0,0.0,0.0,0.0,0.0
849772dffffffff,5.0,0.0,0.0,0.0,0.0
8497733ffffffff,2.0,0.0,0.0,0.0,0.0
849773bffffffff,4.0,0.0,0.0,0.0,0.0
8497743ffffffff,3.0,0.0,0.0,0.0,0.0
8497749ffffffff,4.0,0.0,0.0,0.0,0.0
849774bffffffff,2.0,0.0,0.0,0.0,0.0
849774dffffffff,4.0,0.0,0.0,0.0,0.0
8497751ffffffff,3.0,0.0,0.0,0.0,0.0
849775dffffffff,5.0,0.0,0.0,0.0,2.0
8497763ffffffff,2.0,0.0,0.0,0.0,0.0
8497827ffffffff,2.0,0.0,0.0,0.0,0.0
8497913ffffffff,6.0,0.0,0.0,0.0,0.0
8497a81ffffffff,2.0,0.0,0.0,0.0,0.0
8497a85ffffffff,6.0,0.0,0.0,2.0,0.0
8497aabffffffff,78.0,0.0,0.0,12.0,0.0
8497ab5ffffffff,8.0,0.0,0.0,0.0,0.0
8497ab7ffffffff,2.0,0.0,0.0,0.0,0.0
84ac12dffffffff,1.0,0.0,0.0,0.0,0.0
84ac801ffffffff,287.0,0.0,0.0,0.0,0.0
84ac805ffffffff,27.0,0.0,0.0,0.0,0.0
84ac809ffffffff,9.0,0.0,0.0,0.0,0.0
84ac80bffffffff,6.0,0.0,0.0,0.0,0.0
84ac80dffffffff,11.0,0.0,0.0,0.0,0.0
84ac811ffffffff,13.0,0.0,0.0,0.0,0.0
84ac815ffffffff,7.0,0.0,0.0,0.0,0.0
84ac819ffffffff,18.0,0.0,0.0,0.0,0.0
84ac81bffffffff,103.0,0.0,0.0,0.0,0.0
84ac81dffffffff,27.0,0.0,0.0,0.0,0.0
84ac829ffffffff,4.0,0.0,0.0,0.0,0.0
84ac82dffffffff,16.0,0.0,0.0,0.0,0.0
84ac841ffffffff,6.0,0.0,0.0,0.0,0.0
84ac849ffffffff,5.0,0.0,0.0,0.0,0.0
84ac84dffffffff,6.0,0.0,0.0,0.0,0.0
84ac851ffffffff,15.0,0.0,0.0,0.0,0.0
84ac853ffffffff,35.0,0.0,0.0,0.0,0.0
84ac857ffffffff,6.0,0.0,0.0,0.0,0.0
84ac85bffffffff,7.0,0.0,0.0,0.0,0.0
84ac85dffffffff,5.0,0.0,0.0,0.0,0.0
84ac863ffffffff,48.0,0.0,0.0,0.0,0.0
84ac867ffffffff,110.0,0.0,0.0,0.0,0.0
84ac885ffffffff,3.0,0.0,0.0,0.0,0.0
84ac887ffffffff,2.0,0.0,0.0,0.0,0.0
84ac8a3ffffffff,4.0,0.0,0.0,0.0,0.0
84ac8a9ffffffff,69.0,0.0,0.0,0.0,0.0
84ac8cdffffffff,7.0,0.0,0.0,0.0,0.0
84ac8e7ffffffff,9.0,0.0,0.0,0.0,0.0
84ac95bffffffff,4.0,0.0,0.0,0.0,0.0
84ac961ffffffff,5.0,0.0,0.0,0.0,0.0
84ac969ffffffff,2.0,0.0,0.0,0.0,0.0
84ac96dffffffff,12.0,0.0,0.0,0.0,0.0
84ac9dbffffffff,5.0,0.0,0.0,0.0,0.0
84aca03ffffffff,7.0,0.0,0.0,0.0,0.0
84aca07ffffffff,12.0,0.0,0.0,0.0,0.0
84aca15ffffffff,117.0,0.0,0.0,0.0,1.0
84aca23ffffffff,10.0,0.0,0.0,0.0,0.0
84aca27ffffffff,131.0,0.0,0.0,0.0,0.0
84aca29ffffffff,4.0,0.0,0.0,0.0,0.0
84aca2bffffffff,31.0,0.0,0.0,0.0,17.0
84aca33ffffffff,1.0,0.0,0.0,0.0,0.0
84aca35ffffffff,2.0,0.0,0.0,0.0,0.0
84aca39ffffffff,140.0,0.0,0.0,0.0,2.0
84aca3dffffffff,261.0,0.0,0.0,0.0,35.0
84aca41ffffffff,4.0,0.0,0.0,0.0,0.0
84aca45ffffffff,7.0,0.0,0.0,0.0,0.0
84aca4bffffffff,24.0,0.0,0.0,0.0,3.0
84aca4dffffffff,3.0,0.0,0.0,0.0,0.0
84aca51ffffffff,1.0,0.0,0.0,0.0,0.0
84aca53ffffffff,1.0,0.0,0.0,0.0,0.0
84aca61ffffffff,181.0,0.0,0.0,0.0,19.0
84aca63ffffffff,6.0,0.0,0.0,0.0,0.0
84aca67ffffffff,6.0,0.0,0.0,0.0,0.0
84aca69ffffffff,16.0,0.0,0.0,0.0,0.0
84aca6bffffffff,310.0,0.0,0.0,0.0,42.0
84aca6dffffffff,15.0,0.0,0.0,0.0,0.0
84acaa5ffffffff,12.0,0.0,0.0,0.0,0.0
84acaa7ffffffff,4.0,0.0,0.0,0.0,0.0
84acaadffffffff,1.0,0.0,0.0,0.0,0.0
84acae5ffffffff,9.0,0.0,0.0,0.0,0.0
84acae7ffffffff,28.0,0.0,0.0,0.0,0.0
84acaedffffffff,21.0,0.0,0.0,0.0,0.0
84acb11ffffffff,20.0,0.0,0.0,0.0,0.0
84acb13ffffffff,4.0,0.0,0.0,0.0,0.0
84acb15ffffffff,1.0,0.0,0.0,0.0,0.0
84acb1bffffffff,51.0,0.0,0.0,0.0,0.0
84acb31ffffffff,6.0,0.0,0.0,0.0,0.0
84acb35ffffffff,2.0,0.0,0.0,0.0,0.0
84acb3bffffffff,3.0,0.0,0.0,0.0,0.0
84ad821ffffffff,12.0,0.0,0.0,0.0,1.0
84ad825ffffffff,25.0,0.0,0.0,0.0,0.0
84ad827ffffffff,2.0,0.0,0.0,0.0,0.0
84ad829ffffffff,1.0,0.0,0.0,0.0,0.0
84ad82dffffffff,34.0,0.0,0.0,0.0,0.0
84ad85bffffffff,4.0,0.0,0.0,0.0,0.0
84ad861ffffffff,55.0,0.0,0.0,0.0,12.0
84ad865ffffffff,8.0,0.0,0.0,0.0,0.0
84ad867ffffffff,37.0,0.0,0.0,0.0,2.0
84ad869ffffffff,12.0,0.0,0.0,0.0,0.0
84ad883ffffffff,5.0,0.0,0.0,0.0,0.0
84ad885ffffffff,1.0,0.0,0.0,0.0,0.0
84ad8b5ffffffff,2.0,0.0,0.0,0.0,0.0
84ad8b9ffffffff,4.0,0.0,0.0,0.0,0.0
84ad8c3ffffffff,1.0,0.0,0.0,0.0,0.0
84ad927ffffffff,8.0,0.0,0.0,0.0,0.0
84ad92dffffffff,2.0,0.0,0.0,0.0,0.0
84ad945ffffffff,1.0,0.0,0.0,0.0,0.0
84ad953ffffffff,2.0,0.0,0.0,0.0,0.0
84ad95bffffffff,3.0,0.0,0.0,0.0,0.0
84ad997ffffffff,4.0,0.0,0.0,0.0,0.0
84ad99bffffffff,1.0,0.0,0.0,0.0,0.0
84ad9a3ffffffff,4.0,0.0,0.0,0.0,0.0
84ad9d1ffffffff,1.0,0.0,0.0,0.0,0.0
84ad9d3ffffffff,4.0,0.0,0.0,0.0,0.0
84ad9d9ffffffff,1.0,0.0,0.0,0.0,0.0
84ada07ffffffff,2.0,0.0,0.0,0.0,0.0
84ada21ffffffff,8.0,0.0,0.0,0.0,0.0
84ada29ffffffff,3.0,0.0,0.0,0.0,0.0
84ada2bffffffff,4.0,0.0,0.0,0.0,2.0
84ada2dffffffff,7.0,0.0,0.0,0.0,1.0
84ada4dffffffff,18.0,0.0,0.0,0.0,0.0
84ada65ffffffff,2.0,0.0,0.0,0.0,0.0
84ada8dffffffff,2.0,0.0,0.0,0.0,0.0
84adaadffffffff,2.0,0.0,0.0,0.0,0.0
84adb07ffffffff,20.0,0.0,0.0,0.0,4.0
84adb0dffffffff,3.0,0.0,0.0,0.0,2.0
84adb2bffffffff,23.0,0.0,0.0,0.0,6.0
84adb31ffffffff,7.0,0.0,0.0,0.0,3.0
84adb3dffffffff,1.0,0.0,0.0,0.0,0.0
84adb43ffffffff,10.0,0.0,0.0,0.0,0.0
84adb45ffffffff,1.0,0.0,0.0,0.0,0.0
84adb4bffffffff,1.0,0.0,0.0,0.0,0.0
84adb53ffffffff,13.0,0.0,0.0,0.0,0.0
84adb5bffffffff,1.0,0.0,0.0,0.0,1.0
84adb63ffffffff,6.0,0.0,0.0,0.0,2.0
84adb67ffffffff,2.0,0.0,0.0,0.0,0.0
84bc501ffffffff,2.0,0.0,0.0,0.0,0.0
84bc50bffffffff,54.0,0.0,0.0,0.0,8.0
84bc56dffffffff,1.0,0.0,0.0,0.0,0.0
84bc5b3ffffffff,1.0,0.0,0.0,0.0,1.0
84bc5edffffffff,2.0,0.0,0.0,0.0,0.0
84bc717ffffffff,2.0,0.0,0.0,0.0,0.0
84bcc05ffffffff,5.0,0.0,0.0,0.0,1.0
84bcc07ffffffff,5.0,0.0,0.0,0.0,5.0
84bcc0dffffffff,4.0,0.0,0.0,0.0,4.0
84bcc13ffffffff,2.0,0.0,0.0,0.0,2.0
84bcc15ffffffff,11.0,0.0,0.0,0.0,0.0
