cell_id,Plocepasser mahali,Plocepasser mahali melanorhynchus,Plocepasser mahali ansorgei,Plocepasser mahali pectoralis,Plocepasser mahali mahali
84529b5ffffffff,2.0,0.0,0.0,0.0,0.0
84529b7ffffffff,4.0,0.0,0.0,0.0,0.0
84529b9ffffffff,9.0,0.0,0.0,0.0,0.0
8452dc5ffffffff,2.0,0.0,0.0,0.0,0.0
846a493ffffffff,1.0,0.0,0.0,0.0,0.0
846a495ffffffff,7.0,7.0,0.0,0.0,0.0
846a49dffffffff,11.0,0.0,0.0,0.0,0.0
846a4b3ffffffff,19.0,0.0,0.0,0.0,0.0
846a4bbffffffff,9.0,0.0,0.0,0.0,0.0
846a587ffffffff,10.0,0.0,0.0,0.0,0.0
846a5a7ffffffff,3.0,0.0,0.0,0.0,0.0
846a5a9ffffffff,38.0,0.0,0.0,0.0,0.0
846a5abffffffff,18.0,0.0,0.0,0.0,0.0
846ac3dffffffff,2.0,0.0,0.0,0.0,0.0
846ac89ffffffff,1.0,1.0,0.0,0.0,0.0
846ac93ffffffff,25.0,0.0,0.0,0.0,0.0
846ac9bffffffff,27.0,0.0,0.0,0.0,0.0
846acc9ffffffff,3.0,0.0,0.0,0.0,0.0
846accbffffffff,2.0,0.0,0.0,0.0,0.0
846ace5ffffffff,6.0,0.0,0.0,0.0,0.0
846ae85ffffffff,31.0,6.0,0.0,0.0,0.0
846aea1ffffffff,1.0,0.0,0.0,0.0,0.0
846aea3ffffffff,32.0,0.0,0.0,0.0,0.0
846aea9ffffffff,1.0,0.0,0.0,0.0,0.0
846aeabffffffff,5.0,0.0,0.0,0.0,0.0
846aeb5ffffffff,4.0,0.0,0.0,0.0,0.0
846aee3ffffffff,121.0,13.0,0.0,0.0,0.0
847a401ffffffff,394.0,0.0,0.0,0.0,0.0
847a403ffffffff,88.0,0.0,0.0,0.0,0.0
847a405ffffffff,74.0,0.0,0.0,0.0,0.0
847a407ffffffff,605.0,0.0,0.0,0.0,0.0
847a40bffffffff,50.0,0.0,0.0,0.0,0.0
847a40dffffffff,49.0,0.0,0.0,0.0,0.0
847a411ffffffff,1.0,0.0,0.0,0.0,0.0
847a413ffffffff,558.0,0.0,0.0,0.0,0.0
847a415ffffffff,9.0,0.0,0.0,0.0,0.0
847a417ffffffff,3.0,0.0,0.0,0.0,0.0
847a41bffffffff,57.0,0.0,0.0,0.0,0.0
847a41dffffffff,289.0,0.0,0.0,0.0,0.0
847a43bffffffff,2.0,0.0,0.0,0.0,0.0
847a44bffffffff,5.0,0.0,0.0,0.0,0.0
847a451ffffffff,33.0,0.0,0.0,0.0,0.0
847a453ffffffff,17.0,0.0,0.0,0.0,0.0
847a457ffffffff,56.0,0.0,0.0,0.0,0.0
847a459ffffffff,114.0,0.0,0.0,0.0,0.0
847a45bffffffff,3.0,0.0,0.0,0.0,0.0
847a45dffffffff,21.0,0.0,0.0,0.0,0.0
847a46dffffffff,6.0,0.0,0.0,0.0,0.0
847a481ffffffff,63.0,0.0,0.0,0.0,0.0
847a483ffffffff,3.0,1.0,0.0,0.0,0.0
847a485ffffffff,4.0,0.0,0.0,0.0,0.0
847a487ffffffff,2.0,0.0,0.0,0.0,0.0
847a489ffffffff,41.0,0.0,0.0,0.0,0.0
847a48dffffffff,11.0,0.0,0.0,0.0,0.0
847a495ffffffff,2.0,0.0,0.0,0.0,0.0
847a4b1ffffffff,48.0,3.0,0.0,0.0,0.0
847a4b7ffffffff,3.0,0.0,0.0,0.0,0.0
847a4b9ffffffff,1.0,0.0,0.0,0.0,0.0
847a4bdffffffff,2.0,0.0,0.0,0.0,0.0
847a4c1ffffffff,47.0,0.0,0.0,0.0,0.0
847a4c7ffffffff,2.0,0.0,0.0,0.0,0.0
847a4c9ffffffff,2.0,0.0,0.0,0.0,0.0
847a4cdffffffff,76.0,0.0,0.0,0.0,0.0
847a4d1ffffffff,6.0,0.0,0.0,0.0,0.0
847a4d9ffffffff,5.0,0.0,0.0,0.0,0.0
847a4dbffffffff,18.0,0.0,0.0,0.0,0.0
847a4e3ffffffff,9.0,0.0,0.0,0.0,0.0
847a4e9ffffffff,1.0,0.0,0.0,0.0,0.0
847a5a5ffffffff,2.0,2.0,0.0,0.0,0.0
847a5adffffffff,2.0,0.0,0.0,0.0,0.0
847a5ddffffffff,2.0,0.0,0.0,0.0,0.0
847a601ffffffff,25.0,0.0,0.0,0.0,0.0
847a603ffffffff,18.0,0.0,0.0,0.0,0.0
847a605ffffffff,4.0,0.0,0.0,0.0,0.0
847a609ffffffff,216.0,0.0,0.0,0.0,0.0
847a60bffffffff,103.0,0.0,0.0,0.0,0.0
847a611ffffffff,38.0,0.0,0.0,0.0,0.0
847a615ffffffff,38.0,0.0,0.0,0.0,0.0
847a617ffffffff,2.0,0.0,0.0,0.0,0.0
847a619ffffffff,12.0,0.0,0.0,0.0,0.0
847a61bffffffff,10.0,0.0,0.0,0.0,0.0
847a61dffffffff,251.0,0.0,0.0,0.0,0.0
847a631ffffffff,13.0,0.0,0.0,0.0,0.0
847a633ffffffff,9.0,0.0,0.0,0.0,0.0
847a635ffffffff,2.0,0.0,0.0,0.0,0.0
847a637ffffffff,13.0,0.0,0.0,0.0,0.0
847a639ffffffff,2.0,0.0,0.0,0.0,0.0
847a63bffffffff,8.0,0.0,0.0,0.0,0.0
847a63dffffffff,4.0,0.0,0.0,0.0,0.0
847a641ffffffff,145.0,0.0,0.0,0.0,0.0
847a643ffffffff,58.0,0.0,0.0,0.0,0.0
847a645ffffffff,3.0,0.0,0.0,0.0,0.0
847a647ffffffff,43.0,0.0,0.0,0.0,0.0
847a651ffffffff,23.0,0.0,0.0,1.0,0.0
847a653ffffffff,12.0,0.0,0.0,0.0,0.0
847a655ffffffff,17.0,0.0,0.0,0.0,0.0
847a657ffffffff,143.0,0.0,0.0,0.0,0.0
847a659ffffffff,78.0,0.0,0.0,0.0,0.0
847a65bffffffff,33.0,0.0,0.0,0.0,0.0
847a65dffffffff,19.0,0.0,0.0,0.0,0.0
847a669ffffffff,8.0,0.0,0.0,0.0,0.0
847a66bffffffff,4.0,0.0,0.0,0.0,0.0
847a681ffffffff,20.0,0.0,0.0,0.0,0.0
847a683ffffffff,27.0,0.0,0.0,0.0,0.0
847a685ffffffff,6.0,0.0,0.0,0.0,0.0
847a687ffffffff,4.0,0.0,0.0,0.0,0.0
847a68bffffffff,8.0,0.0,0.0,0.0,0.0
847a6a1ffffffff,72.0,0.0,0.0,0.0,0.0
847a6a5ffffffff,11.0,0.0,0.0,0.0,0.0
847a6a7ffffffff,31.0,0.0,0.0,0.0,0.0
847a6adffffffff,63.0,0.0,0.0,0.0,0.0
847a6b3ffffffff,8.0,0.0,0.0,0.0,0.0
847a6b5ffffffff,3.0,0.0,0.0,0.0,0.0
847a6b7ffffffff,7.0,0.0,0.0,0.0,0.0
847a6bbffffffff,5.0,0.0,0.0,0.0,0.0
847a6c1ffffffff,6.0,0.0,0.0,0.0,0.0
847a6c7ffffffff,2.0,0.0,0.0,0.0,0.0
847a6cbffffffff,2.0,0.0,0.0,0.0,0.0
847a6d1ffffffff,10.0,0.0,0.0,0.0,0.0
847a6d9ffffffff,2.0,0.0,0.0,0.0,0.0
847a6e1ffffffff,41.0,0.0,0.0,0.0,0.0
847a6e5ffffffff,637.0,0.0,0.0,0.0,0.0
847a6e7ffffffff,15.0,0.0,0.0,0.0,0.0
847a6e9ffffffff,12.0,0.0,0.0,0.0,0.0
847a6ebffffffff,20.0,0.0,0.0,0.0,0.0
847a6edffffffff,36.0,0.0,0.0,0.0,0.0
847a715ffffffff,2.0,0.0,0.0,0.0,0.0
847a733ffffffff,3.0,0.0,0.0,0.0,0.0
847a751ffffffff,1.0,0.0,0.0,0.0,0.0
847ac81ffffffff,146.0,26.0,0.0,0.0,0.0
847ac83ffffffff,22.0,5.0,0.0,0.0,0.0
847ac87ffffffff,98.0,18.0,0.0,0.0,0.0
847ac8bffffffff,224.0,51.0,0.0,0.0,0.0
847ac9dffffffff,2.0,0.0,0.0,0.0,0.0
847aca1ffffffff,7.0,0.0,0.0,0.0,0.0
847aca3ffffffff,28.0,14.0,0.0,0.0,0.0
847aca5ffffffff,5.0,0.0,0.0,0.0,0.0
847acabffffffff,8.0,0.0,0.0,0.0,0.0
847acb3ffffffff,1.0,1.0,0.0,0.0,0.0
847acbdffffffff,1.0,0.0,0.0,0.0,0.0
847acd5ffffffff,108.0,14.0,0.0,0.0,0.0
847acd7ffffffff,19.0,6.0,0.0,0.0,0.0
847acdbffffffff,5.0,0.0,0.0,0.0,0.0
847ad91ffffffff,44.0,1.0,0.0,0.0,0.0
847ad93ffffffff,7.0,0.0,0.0,0.0,0.0
847ad95ffffffff,25.0,0.0,0.0,0.0,0.0
847ad97ffffffff,11.0,2.0,0.0,0.0,0.0
847ad99ffffffff,178.0,14.0,0.0,0.0,0.0
847ad9dffffffff,15.0,1.0,0.0,0.0,0.0
847ae91ffffffff,16.0,0.0,0.0,0.0,0.0
847ae93ffffffff,8.0,0.0,0.0,0.0,0.0
847ae95ffffffff,5.0,0.0,0.0,0.0,0.0
847ae99ffffffff,17.0,0.0,0.0,0.0,0.0
847ae9bffffffff,48.0,1.0,0.0,0.0,0.0
847aea3ffffffff,3.0,0.0,0.0,0.0,0.0
847b487ffffffff,6.0,0.0,0.0,0.0,0.0
847b4a7ffffffff,2.0,0.0,0.0,0.0,0.0
847b4b1ffffffff,3.0,0.0,0.0,0.0,0.0
847b4b3ffffffff,3.0,0.0,0.0,0.0,0.0
847b4b7ffffffff,7.0,0.0,0.0,0.0,0.0
847b4dbffffffff,1.0,0.0,0.0,0.0,0.0
847b6bbffffffff,34.0,0.0,0.0,0.0,0.0
848304dffffffff,6.0,0.0,0.0,0.0,0.0
848320dffffffff,11.0,0.0,0.0,0.0,0.0
8483313ffffffff,2.0,0.0,0.0,0.0,0.0
8496141ffffffff,26.0,0.0,0.0,0.0,0.0
8496145ffffffff,2.0,0.0,0.0,0.0,0.0
8496149ffffffff,7.0,0.0,0.0,0.0,0.0
849616bffffffff,2.0,0.0,0.0,0.0,0.0
8496201ffffffff,25.0,0.0,0.0,4.0,0.0
8496203ffffffff,13.0,0.0,0.0,0.0,0.0
8496207ffffffff,64.0,0.0,0.0,5.0,0.0
849620bffffffff,6.0,0.0,0.0,0.0,0.0
8496215ffffffff,7.0,0.0,0.0,2.0,0.0
8496219ffffffff,13.0,0.0,0.0,4.0,0.0
849621dffffffff,3.0,0.0,0.0,0.0,0.0
849622bffffffff,11.0,0.0,0.0,0.0,0.0
849622dffffffff,2.0,0.0,0.0,0.0,0.0
8496239ffffffff,8.0,0.0,0.0,0.0,0.0
849623bffffffff,4.0,0.0,0.0,0.0,0.0
849623dffffffff,2.0,0.0,0.0,0.0,0.0
8496253ffffffff,1.0,0.0,0.0,0.0,0.0
