cell_id,Tyto furcata,Tyto furcata [tuidara Group],Tyto furcata furcata,Tyto furcata bargei,Tyto furcata nigrescens/insularis,Tyto furcata punctatissima
832835fffffffff,34.0,0.0,0.0,0.0,0.0,0.0
832836fffffffff,146.0,11.0,0.0,0.0,0.0,0.0
832880fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
832884fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832889fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83288afffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83288efffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832894fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83289afffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8328a8fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8328a9fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8328aefffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8328b1fffffffff,19.0,6.0,0.0,0.0,0.0,0.0
8328b3fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8328b6fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8328d1fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8328d4fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8328d6fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8328f0fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8328f4fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8328f5fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83291afffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832981fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83298cfffffffff,11.0,0.0,0.0,0.0,0.0,0.0
83298dfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832995fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
8329a0fffffffff,6.0,2.0,0.0,0.0,0.0,0.0
8329a1fffffffff,7.0,4.0,0.0,0.0,0.0,0.0
8329a3fffffffff,2.0,2.0,0.0,0.0,0.0,0.0
8329a4fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8329a6fffffffff,16.0,2.0,0.0,0.0,0.0,0.0
8329a8fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8329a9fffffffff,4.0,2.0,0.0,0.0,0.0,0.0
8329acfffffffff,13.0,0.0,0.0,0.0,0.0,0.0
8329adfffffffff,1.0,1.0,0.0,0.0,0.0,0.0
8329aefffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8329b2fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8329b5fffffffff,3.0,3.0,0.0,0.0,0.0,0.0
8329b6fffffffff,4.0,2.0,0.0,0.0,0.0,0.0
832a06fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832a10fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
832a12fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
832a13fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
832a14fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832a15fffffffff,41.0,0.0,0.0,0.0,0.0,0.0
832a16fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832a30fffffffff,19.0,0.0,0.0,0.0,0.0,0.0
832a31fffffffff,28.0,9.0,0.0,0.0,0.0,0.0
832a33fffffffff,74.0,5.0,0.0,0.0,0.0,0.0
832a81fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
832a82fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832a85fffffffff,4.0,2.0,0.0,0.0,0.0,0.0
832a88fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832a89fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832a8bfffffffff,7.0,0.0,0.0,0.0,0.0,0.0
832a8cfffffffff,25.0,0.0,0.0,0.0,0.0,0.0
832a8dfffffffff,18.0,0.0,0.0,0.0,0.0,0.0
832a8efffffffff,6.0,4.0,0.0,0.0,0.0,0.0
832a90fffffffff,20.0,2.0,0.0,0.0,0.0,0.0
832a91fffffffff,5.0,1.0,0.0,0.0,0.0,0.0
832a93fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832a94fffffffff,24.0,0.0,0.0,0.0,0.0,0.0
832a95fffffffff,130.0,3.0,0.0,0.0,0.0,0.0
832a99fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
832a9bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832aa9fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832aaafffffffff,9.0,0.0,0.0,0.0,0.0,0.0
832aadfffffffff,106.0,5.0,0.0,0.0,0.0,0.0
832ab0fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832ab1fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832ab2fffffffff,17.0,0.0,0.0,0.0,0.0,0.0
832ab3fffffffff,41.0,5.0,0.0,0.0,0.0,0.0
832af0fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832af1fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832af6fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
832b8dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
834413fffffffff,20.0,0.0,0.0,0.0,0.0,0.0
834416fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83441afffffffff,14.0,0.0,0.0,0.0,0.0,0.0
83441efffffffff,109.0,5.0,0.0,0.0,0.0,0.0
834440fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
834442fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
834445fffffffff,20.0,0.0,0.0,0.0,0.0,0.0
834446fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
834448fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83444afffffffff,3.0,0.0,0.0,0.0,0.0,0.0
834450fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
834452fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
834455fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
834456fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
834458fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
834463fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
834469fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83446cfffffffff,35.0,2.0,0.0,0.0,0.0,0.0
83446dfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83446efffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8344a1fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8344a8fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8344a9fffffffff,19.0,2.0,0.0,0.0,0.0,0.0
8344acfffffffff,30.0,3.0,0.0,0.0,0.0,0.0
8344adfffffffff,13.0,3.0,0.0,0.0,0.0,0.0
8344c0fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8344c1fffffffff,45.0,0.0,0.0,0.0,0.0,0.0
8344c2fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
8344c3fffffffff,93.0,8.0,0.0,0.0,0.0,0.0
8344c4fffffffff,86.0,14.0,0.0,0.0,0.0,0.0
8344c5fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8344c8fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8344c9fffffffff,27.0,0.0,0.0,0.0,0.0,0.0
8344cafffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8344cbfffffffff,5.0,2.0,0.0,0.0,0.0,0.0
8344ccfffffffff,15.0,0.0,0.0,0.0,0.0,0.0
8344cdfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8344cefffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8344d0fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
8344d3fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8344d5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8344d8fffffffff,57.0,0.0,0.0,0.0,0.0,0.0
8344d9fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8344dafffffffff,51.0,0.0,0.0,0.0,0.0,0.0
8344dbfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8344dcfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8344ddfffffffff,15.0,2.0,0.0,0.0,0.0,0.0
8344defffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8344e0fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8344e2fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8344e3fffffffff,25.0,2.0,0.0,0.0,0.0,0.0
8344e4fffffffff,1.0,1.0,0.0,0.0,0.0,0.0
8344e5fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8344e6fffffffff,15.0,3.0,0.0,0.0,0.0,0.0
8344ebfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8344eefffffffff,86.0,13.0,0.0,0.0,0.0,0.0
8344f3fffffffff,104.0,0.0,0.0,0.0,0.0,0.0
8344f4fffffffff,20.0,2.0,0.0,0.0,0.0,0.0
8344f6fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
834505fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
834521fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
834525fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83452afffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83452cfffffffff,8.0,0.0,0.0,0.0,0.0,0.0
83452efffffffff,26.0,2.0,0.0,0.0,0.0,0.0
834648fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
834842fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
834843fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83484afffffffff,1.0,0.0,0.0,0.0,0.0,0.0
834859fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83485efffffffff,5.0,5.0,0.0,0.0,0.0,0.0
834873fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83488afffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83488bfffffffff,5.0,0.0,0.0,0.0,0.0,0.0
834893fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
834895fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83489afffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83489efffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8348abfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8348b3fffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8348b5fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8348c5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8348c8fffffffff,21.0,6.0,0.0,0.0,0.0,0.0
8348c9fffffffff,34.0,3.0,0.0,0.0,0.0,0.0
8348d4fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8348d8fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8348dbfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8348dcfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8348e8fffffffff,93.0,7.0,0.0,0.0,0.0,0.0
8348e9fffffffff,43.0,21.0,0.0,0.0,0.0,0.0
8348ebfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8348ecfffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8348eefffffffff,14.0,6.0,0.0,0.0,0.0,0.0
8348f2fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
834982fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
834986fffffffff,6.0,6.0,0.0,0.0,0.0,0.0
834996fffffffff,5.0,1.0,0.0,0.0,0.0,0.0
834cc5fffffffff,79.0,0.0,0.0,0.0,0.0,0.0
835d10fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
835d11fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
835d13fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
835e43fffffffff,2.0,0.0,0.0,0.0,2.0,0.0
835e71fffffffff,2.0,0.0,0.0,0.0,2.0,0.0
835f43fffffffff,3.0,3.0,0.0,0.0,0.0,0.0
835f58fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
836613fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
836619fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83661afffffffff,2.0,2.0,0.0,0.0,0.0,0.0
83661bfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
836664fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8366a5fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8366b4fffffffff,2.0,1.0,0.0,0.0,0.0,0.0
8366d1fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8366dafffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8366defffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8366ecfffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8366f5fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
836744fffffffff,27.0,0.0,0.0,1.0,0.0,0.0
836746fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83674afffffffff,2.0,0.0,0.0,0.0,0.0,0.0
836751fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
836755fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
836759fffffffff,3.0,2.0,0.0,0.0,0.0,0.0
836c59fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
836c5bfffffffff,2.0,0.0,0.0,0.0,0.0,2.0
836d21fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
836d23fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
836d2bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
836d2dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
836d34fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
836d68fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
836d69fffffffff,5.0,2.0,0.0,0.0,0.0,0.0
838030fffffffff,3.0,3.0,0.0,0.0,0.0,0.0
838133fffffffff,3.0,3.0,0.0,0.0,0.0,0.0
838140fffffffff,2.0,2.0,0.0,0.0,0.0,0.0
83814afffffffff,1.0,1.0,0.0,0.0,0.0,0.0
838162fffffffff,2.0,2.0,0.0,0.0,0.0,0.0
838188fffffffff,5.0,5.0,0.0,0.0,0.0,0.0
838b42fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
838b5cfffffffff,2.0,2.0,0.0,0.0,0.0,0.0
838b61fffffffff,1.0,1.0,0.0,0.0,0.0,0.0
838b69fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
838b84fffffffff,5.0,5.0,0.0,0.0,0.0,0.0
838e62fffffffff,40.0,0.0,0.0,0.0,0.0,0.0
838e75fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
838f08fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
838f0dfffffffff,6.0,0.0,0.0,0.0,0.0,0.0
838f48fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838f70fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
838f72fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83a596fffffffff,2.0,2.0,0.0,0.0,0.0,0.0
83a880fffffffff,6.0,6.0,0.0,0.0,0.0,0.0
83a884fffffffff,1.0,1.0,0.0,0.0,0.0,0.0
83a918fffffffff,2.0,2.0,0.0,0.0,0.0,0.0
83a961fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83a965fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83b241fffffffff,2.0,2.0,0.0,0.0,0.0,0.0
83b248fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
83b249fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83b24dfffffffff,39.0,0.0,0.0,0.0,0.0,0.0
83b268fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83b26afffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83b26bfffffffff,29.0,0.0,0.0,0.0,0.0,0.0
83b26dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83b274fffffffff,4.0,4.0,0.0,0.0,0.0,0.0
83b2c3fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83b2c5fffffffff,16.0,2.0,0.0,0.0,0.0,0.0
83b2c8fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83b342fffffffff,2.0,2.0,0.0,0.0,0.0,0.0
83b351fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83b373fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83c2c9fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
83c2cdfffffffff,10.0,0.0,0.0,0.0,0.0,0.0
83c2d0fffffffff,2.0,2.0,0.0,0.0,0.0,0.0
83c2e3fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83c2e9fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
83c2f1fffffffff,1.0,1.0,0.0,0.0,0.0,0.0
83ce8cfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83ce8efffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83cf12fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83df45fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83df6bfffffffff,1.0,1.0,0.0,0.0,0.0,0.0
